Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,BEREA,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by MINTER,TREY",,,"REBOUND DEF by MINTER,TREY",2
00:30,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
00:30,,73,,83 (+10),"GOOD FT by MINTER,TREY(fastbreak)",BEREA 73-83 (-10),,"GOOD FT by MINTER,TREY(fastbreak)",2
00:30,,73,,84 (+11),"GOOD FT by MINTER,TREY(fastbreak)",BEREA 73-84 (-11),,"GOOD FT by MINTER,TREY(fastbreak)",2
00:24,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
00:24,,,,,"STEAL  by CAUDILL,ISAAC",,,"STEAL  by CAUDILL,ISAAC",2
00:19,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
00:19,,,,,"MISS FT by CHARLTON,QUAE(fastbreak)",,,"MISS FT by CHARLTON,QUAE(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:19,,,,,"SUB OUT by HUDSON,KEVION",,,"SUB OUT by HUDSON,KEVION",2
00:19,,,,,"SUB OUT by MINTER,TREY",,,"SUB OUT by MINTER,TREY",2
00:19,,,,,"SUB OUT by CAUDILL,ISAAC",,,"SUB OUT by CAUDILL,ISAAC",2
00:19,,,,,"SUB OUT by SPENCER,THOMAS",,,"SUB OUT by SPENCER,THOMAS",2
00:19,,,,,"SUB IN by MACKEY,MARQUIS",,,"SUB IN by MACKEY,MARQUIS",2
00:19,,,,,"SUB IN by MONTGOMERY,JAREL",,,"SUB IN by MONTGOMERY,JAREL",2
00:19,,,,,"SUB IN by TWIGGS,KAEDEN",,,"SUB IN by TWIGGS,KAEDEN",2
00:19,,,,,"SUB IN by STANFORD,JOHN",,,"SUB IN by STANFORD,JOHN",2
00:19,,,,,"MISS FT by CHARLTON,QUAE(fastbreak)",,,"MISS FT by CHARLTON,QUAE(fastbreak)",2
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",2
00:14,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
00:14,,,,,"STEAL  by CHARLTON,QUAE",,,"STEAL  by CHARLTON,QUAE",2
