Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
03:16,"GOOD FT by HOLLAND,JASON",65 (+11),,54,,BSCM 65-54 (+11),,"GOOD FT by HOLLAND,JASON",2
03:16,"GOOD FT by HOLLAND,JASON",66 (+12),,54,,BSCM 66-54 (+12),,"GOOD FT by HOLLAND,JASON",2
03:03,,,,,"MISS 3PTR by MCGRIFF,COLTON",,,"MISS 3PTR by MCGRIFF,COLTON",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
02:30,,,,,"FOUL  by DELANEY,JAKE",,,"FOUL  by DELANEY,JAKE",2
02:30,"GOOD FT by HOLLAND,JASON",67 (+13),,54,,BSCM 67-54 (+13),,"GOOD FT by HOLLAND,JASON",2
02:30,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
02:25,,67 (+11),,56,"GOOD JUMPER by TURNER,MICAH",CCM 67-56 (+11),,"GOOD JUMPER by TURNER,MICAH",2
--,,,,,"ASSIST  by MCGRIFF,COLTON",,,"ASSIST  by MCGRIFF,COLTON",2
02:22,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
02:22,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",2
01:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:49,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
01:43,,67 (+8),,59,"GOOD 3PTR by PHELPS,BEN",CCM 67-59 (+8),,"GOOD 3PTR by PHELPS,BEN",2
--,,,,,"ASSIST  by MCGRIFF,COLTON",,,"ASSIST  by MCGRIFF,COLTON",2
01:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:06,,,,,"FOUL  by FRIERSON,NATE",,,"FOUL  by FRIERSON,NATE",2
01:06,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:06,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
01:06,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
01:06,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
01:04,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",2
00:56,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",2
00:56,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:56,"GOOD FT by HOLLAND,JASON",68 (+9),,59,,BSCM 68-59 (+9),,"GOOD FT by HOLLAND,JASON",2
00:56,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
00:56,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
00:56,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
00:56,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
00:52,,68 (+6),,62,"GOOD 3PTR by FRIERSON,NATE",CCM 68-62 (+6),,"GOOD 3PTR by FRIERSON,NATE",2
00:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:49,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
00:49,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
00:45,,,,,"FOUL  by FRIERSON,NATE",,,"FOUL  by FRIERSON,NATE",2
00:45,"GOOD FT by THOMAS,LARRY",69 (+7),,62,,BSCM 69-62 (+7),,"GOOD FT by THOMAS,LARRY",2
00:45,"GOOD FT by THOMAS,LARRY",70 (+8),,62,,BSCM 70-62 (+8),,"GOOD FT by THOMAS,LARRY",2
00:40,,,,,"MISS 3PTR by PHELPS,BEN",,,"MISS 3PTR by PHELPS,BEN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
00:37,,,,,"FOUL  by FERGUSON,TERON",,,"FOUL  by FERGUSON,TERON",2
00:37,"GOOD FT by THOMAS,LARRY",71 (+9),,62,,BSCM 71-62 (+9),,"GOOD FT by THOMAS,LARRY",2
00:37,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
00:37,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
00:37,,,,,"SUB OUT by FERGUSON,TERON",,,"SUB OUT by FERGUSON,TERON",2
00:26,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
00:23,,,,,"FOUL  by TURNER,MICAH",,,"FOUL  by TURNER,MICAH",2
00:23,"GOOD FT by WELCH,ROSS",72 (+10),,62,,BSCM 72-62 (+10),,"GOOD FT by WELCH,ROSS",2
00:23,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
00:23,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
00:23,,,,,"SUB OUT by TURNER,MICAH",,,"SUB OUT by TURNER,MICAH",2
00:13,,,,,"MISS LAYUP by FRIERSON,NATE",,,"MISS LAYUP by FRIERSON,NATE",2
--,,,,,"REBOUND OFF by BOYD,CHRIS",,,"REBOUND OFF by BOYD,CHRIS",2
00:12,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
00:12,,72 (+9),,63,"GOOD FT by BOYD,CHRIS",CCM 72-63 (+9),,"GOOD FT by BOYD,CHRIS",2
00:12,,72 (+8),,64,"GOOD FT by BOYD,CHRIS",CCM 72-64 (+8),,"GOOD FT by BOYD,CHRIS",2
00:11,,,,,"FOUL  by PHELPS,BEN",,,"FOUL  by PHELPS,BEN",2
00:11,"GOOD FT by THOMAS,LARRY",73 (+9),,64,,BSCM 73-64 (+9),,"GOOD FT by THOMAS,LARRY",2
00:11,"GOOD FT by THOMAS,LARRY",74 (+10),,64,,BSCM 74-64 (+10),,"GOOD FT by THOMAS,LARRY",2
00:01,,,,,"MISS LAYUP by MCGRIFF,COLTON",,,"MISS LAYUP by MCGRIFF,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
