Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
00:05,,30 (+2),,28,"GOOD FT by DAVIS,JAKE",EUM 30-28 (+2),,"GOOD FT by DAVIS,JAKE",1
00:05,,30 (+1),,29,"GOOD FT by DAVIS,JAKE",EUM 30-29 (+1),,"GOOD FT by DAVIS,JAKE",1
00:05,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",1
00:05,,,,,"SUB OUT by DAVIS,JAKE",,,"SUB OUT by DAVIS,JAKE",1
00:00,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",1
19:47,,30,,32 (+2),"GOOD 3PTR by FOSTER,ALEX",EUM 30-32 (-2),,"GOOD 3PTR by FOSTER,ALEX",2
19:23,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
19:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
19:19,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
19:07,,30,,35 (+5),"GOOD 3PTR by DAVIS,JAKE",EUM 30-35 (-5),,"GOOD 3PTR by DAVIS,JAKE",2
18:39,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by DAVIS,JAKE",,,"REBOUND DEF by DAVIS,JAKE",2
18:28,,30,,38 (+8),"GOOD 3PTR by DAVIS,JAKE",EUM 30-38 (-8),,"GOOD 3PTR by DAVIS,JAKE",2
--,,,,,"ASSIST  by FLORIN,MICHAEL",,,"ASSIST  by FLORIN,MICHAEL",2
18:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
18:15,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:13,,,,,"FOUL  by FLORIN,MICHAEL",,,"FOUL  by FLORIN,MICHAEL",2
18:00,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
17:59,,,,,"STEAL  by MOORE,MCPHERSON",,,"STEAL  by MOORE,MCPHERSON",2
17:51,,,,,"MISS LAYUP by MOORE,MCPHERSON",,,"MISS LAYUP by MOORE,MCPHERSON",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
17:24,"GOOD LAYUP by THOMAS,LARRY(in the paint)",32,,38 (+6),,BSC 32-38 (-6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
17:22,,,,,"FOUL  by FLORIN,MICHAEL",,,"FOUL  by FLORIN,MICHAEL",2
17:22,"GOOD FT by THOMAS,LARRY",33,,38 (+5),,BSC 33-38 (-5),,"GOOD FT by THOMAS,LARRY",2
17:01,,,,,"MISS JUMPER by DAVIS,JAKE",,,"MISS JUMPER by DAVIS,JAKE",2
--,,,,,"REBOUND OFF by FLORIN,MICHAEL",,,"REBOUND OFF by FLORIN,MICHAEL",2
16:56,,33,,41 (+8),"GOOD 3PTR by MOORE,MCPHERSON",EUM 33-41 (-8),,"GOOD 3PTR by MOORE,MCPHERSON",2
--,,,,,"ASSIST  by FLORIN,MICHAEL",,,"ASSIST  by FLORIN,MICHAEL",2
16:32,"MISS 3PTR by HOLLAND,JASON",,,,,,,"MISS 3PTR by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by DAVIS,JAKE",,,"REBOUND DEF by DAVIS,JAKE",2
16:15,,,,,"MISS 3PTR by FOSTER,ALEX",,,"MISS 3PTR by FOSTER,ALEX",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
16:05,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MOORE,MCPHERSON",,,"REBOUND DEF by MOORE,MCPHERSON",2
15:55,,33,,43 (+10),"GOOD JUMPER by RAO,DAVIS",EUM 33-43 (-10),,"GOOD JUMPER by RAO,DAVIS",2
--,,,,,"ASSIST  by FOSTER,ALEX",,,"ASSIST  by FOSTER,ALEX",2
15:32,"MISS JUMPER by HOLLAND,JASON",,,,,,,"MISS JUMPER by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by DAVIS,JAKE",,,"REBOUND DEF by DAVIS,JAKE",2
15:20,,33,,45 (+12),"GOOD JUMPER by FLORIN,MICHAEL",EUM 33-45 (-12),,"GOOD JUMPER by FLORIN,MICHAEL",2
15:08,,,,,"FOUL  by DAVIS,JAKE",,,"FOUL  by DAVIS,JAKE",2
15:08,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
15:08,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
15:08,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
15:08,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
15:08,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:08,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
15:08,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
15:08,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
15:08,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
15:08,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
15:08,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",2
15:08,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",2
15:08,,,,,"SUB OUT by DAVIS,JAKE",,,"SUB OUT by DAVIS,JAKE",2
15:08,,,,,"SUB OUT by FLORIN,MICHAEL",,,"SUB OUT by FLORIN,MICHAEL",2
14:55,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",2
14:35,"MISS JUMPER by HENRY,COLIN",,,,,,,"MISS JUMPER by HENRY,COLIN",2
--,,,,,"REBOUND DEF by FOSTER,ALEX",,,"REBOUND DEF by FOSTER,ALEX",2
14:32,,,,,"TURNOVER  by FOSTER,ALEX",,,"TURNOVER  by FOSTER,ALEX",2
14:24,"GOOD JUMPER by LEWIS,EVAN(in the paint)",35,,45 (+10),,BSC 35-45 (-10),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",2
14:24,,,,,"FOUL  by MOORE,MCPHERSON",,,"FOUL  by MOORE,MCPHERSON",2
14:24,"GOOD FT by LEWIS,EVAN",36,,45 (+9),,BSC 36-45 (-9),,"GOOD FT by LEWIS,EVAN",2
14:24,,,,,"SUB IN by FLORIN,MICHAEL",,,"SUB IN by FLORIN,MICHAEL",2
14:24,,,,,"SUB OUT by MOORE,MCPHERSON",,,"SUB OUT by MOORE,MCPHERSON",2
14:17,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
14:17,,36,,46 (+10),"GOOD FT by FOSTER,ALEX",EUM 36-46 (-10),,"GOOD FT by FOSTER,ALEX",2
14:17,,36,,47 (+11),"GOOD FT by FOSTER,ALEX",EUM 36-47 (-11),,"GOOD FT by FOSTER,ALEX",2
14:17,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
14:17,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
14:17,,,,,"SUB IN by SCHATTIE,JOSH",,,"SUB IN by SCHATTIE,JOSH",2
14:17,,,,,"SUB OUT by FOSTER,ALEX",,,"SUB OUT by FOSTER,ALEX",2
13:59,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",2
13:59,"GOOD FT by THOM,IAN",37,,47 (+10),,BSC 37-47 (-10),,"GOOD FT by THOM,IAN",2
13:59,"GOOD FT by THOM,IAN",38,,47 (+9),,BSC 38-47 (-9),,"GOOD FT by THOM,IAN",2
13:59,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
13:59,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
13:59,,,,,"SUB IN by DAVIS,JAKE",,,"SUB IN by DAVIS,JAKE",2
13:59,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",2
13:54,,,,,"MISS JUMPER by TRAWICK,WILL",,,"MISS JUMPER by TRAWICK,WILL",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
13:50,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",2
13:50,"GOOD FT by THOM,IAN",39,,47 (+8),,BSC 39-47 (-8),,"GOOD FT by THOM,IAN",2
13:50,"GOOD FT by THOM,IAN",40,,47 (+7),,BSC 40-47 (-7),,"GOOD FT by THOM,IAN",2
13:41,,40,,49 (+9),"GOOD LAYUP by FLORIN,MICHAEL(in the paint)",EUM 40-49 (-9),,"GOOD LAYUP by FLORIN,MICHAEL(in the paint)",2
13:41,"FOUL  by MARSCHNER,BRENDAN",,,,,,,"FOUL  by MARSCHNER,BRENDAN",2
13:41,,,,,"MISS FT by FLORIN,MICHAEL",,,"MISS FT by FLORIN,MICHAEL",2
--,,,,,"REBOUND OFF by DAVIS,JAKE",,,"REBOUND OFF by DAVIS,JAKE",2
13:32,,40,,51 (+11),"GOOD LAYUP by SCHATTIE,JOSH(in the paint)",EUM 40-51 (-11),,"GOOD LAYUP by SCHATTIE,JOSH(in the paint)",2
13:12,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by RAO,DAVIS",,,"REBOUND DEF by RAO,DAVIS",2
13:00,,,,,"FOUL  by SCHATTIE,JOSH",,,"FOUL  by SCHATTIE,JOSH",2
13:00,,,,,"TURNOVER  by SCHATTIE,JOSH",,,"TURNOVER  by SCHATTIE,JOSH",2
13:00,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
13:00,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
13:00,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
13:00,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
13:00,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
13:00,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
13:00,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:00,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
13:00,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
13:00,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
12:51,,,,,"FOUL  by RAO,DAVIS",,,"FOUL  by RAO,DAVIS",2
12:51,"GOOD FT by THOMAS,LARRY",41,,51 (+10),,BSC 41-51 (-10),,"GOOD FT by THOMAS,LARRY",2
12:51,"GOOD FT by THOMAS,LARRY",42,,51 (+9),,BSC 42-51 (-9),,"GOOD FT by THOMAS,LARRY",2
12:51,,,,,"SUB IN by FOSTER,ALEX",,,"SUB IN by FOSTER,ALEX",2
12:51,,,,,"SUB IN by MOORE,MCPHERSON",,,"SUB IN by MOORE,MCPHERSON",2
12:51,,,,,"SUB OUT by SCHATTIE,JOSH",,,"SUB OUT by SCHATTIE,JOSH",2
12:51,,,,,"SUB OUT by RAO,DAVIS",,,"SUB OUT by RAO,DAVIS",2
12:42,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
12:36,,42,,53 (+11),"GOOD JUMPER by DAVIS,JAKE",EUM 42-53 (-11),,"GOOD JUMPER by DAVIS,JAKE",2
12:09,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
11:48,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
11:33,,,,,"MISS JUMPER by DAVIS,JAKE",,,"MISS JUMPER by DAVIS,JAKE",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
11:04,,,,,"FOUL  by FLORIN,MICHAEL",,,"FOUL  by FLORIN,MICHAEL",2
11:04,"GOOD FT by SCHAMP,GRIFFIN",43,,53 (+10),,BSC 43-53 (-10),,"GOOD FT by SCHAMP,GRIFFIN",2
11:04,"GOOD FT by SCHAMP,GRIFFIN",44,,53 (+9),,BSC 44-53 (-9),,"GOOD FT by SCHAMP,GRIFFIN",2
10:57,,,,,"MISS 3PTR by DAVIS,JAKE",,,"MISS 3PTR by DAVIS,JAKE",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
10:44,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
10:18,,,,,"MISS 3PTR by FOSTER,ALEX",,,"MISS 3PTR by FOSTER,ALEX",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
10:00,"MISS 3PTR by SCHAMP,GRIFFIN",,,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
09:50,,44,,55 (+11),"GOOD LAYUP by MOORE,MCPHERSON(fastbreak)(in the paint)",EUM 44-55 (-11),,"GOOD LAYUP by MOORE,MCPHERSON(fastbreak)(in the paint)",2
09:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:48,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",2
09:48,,,,,"SUB OUT by FOSTER,ALEX",,,"SUB OUT by FOSTER,ALEX",2
09:31,"GOOD 3PTR by THOMAS,LARRY",47,,55 (+8),,BSC 47-55 (-8),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
09:23,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
09:15,,47,,57 (+10),"GOOD LAYUP by TRAWICK,WILL(fastbreak)(in the paint)",EUM 47-57 (-10),,"GOOD LAYUP by TRAWICK,WILL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DAVIS,JAKE",,,"ASSIST  by DAVIS,JAKE",2
08:55,"GOOD JUMPER by THOMAS,LARRY",49,,57 (+8),,BSC 49-57 (-8),,"GOOD JUMPER by THOMAS,LARRY",2
08:30,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:02,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by DAGUE,AUSTIN",,,"REBOUND DEF by DAGUE,AUSTIN",2
07:39,,49,,60 (+11),"GOOD 3PTR by DAVIS,JAKE",EUM 49-60 (-11),,"GOOD 3PTR by DAVIS,JAKE",2
07:29,,,,,"FOUL  by DAVIS,JAKE",,,"FOUL  by DAVIS,JAKE",2
07:29,"GOOD FT by THOMAS,LARRY",50,,60 (+10),,BSC 50-60 (-10),,"GOOD FT by THOMAS,LARRY",2
07:29,"GOOD FT by THOMAS,LARRY",51,,60 (+9),,BSC 51-60 (-9),,"GOOD FT by THOMAS,LARRY",2
07:29,"GOOD FT by THOMAS,LARRY",52,,60 (+8),,BSC 52-60 (-8),,"GOOD FT by THOMAS,LARRY",2
07:29,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
07:29,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
07:29,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
07:29,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
07:29,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
07:29,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
07:29,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
07:29,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
07:29,,,,,"SUB IN by FOSTER,ALEX",,,"SUB IN by FOSTER,ALEX",2
07:29,,,,,"SUB IN by RAO,DAVIS",,,"SUB IN by RAO,DAVIS",2
07:29,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",2
07:29,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",2
07:05,,,,,"MISS JUMPER by DAVIS,JAKE",,,"MISS JUMPER by DAVIS,JAKE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
07:03,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by RAO,DAVIS",,,"REBOUND DEF by RAO,DAVIS",2
06:59,,52,,62 (+10),"GOOD LAYUP by DAVIS,JAKE(fastbreak)(in the paint)",EUM 52-62 (-10),,"GOOD LAYUP by DAVIS,JAKE(fastbreak)(in the paint)",2
06:43,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by RAO,DAVIS",,,"REBOUND DEF by RAO,DAVIS",2
06:26,,52,,65 (+13),"GOOD 3PTR by MOORE,MCPHERSON",EUM 52-65 (-13),,"GOOD 3PTR by MOORE,MCPHERSON",2
--,,,,,"ASSIST  by FOSTER,ALEX",,,"ASSIST  by FOSTER,ALEX",2
06:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:06,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by HOLLAND,JASON",,,,,,,"REBOUND OFF by HOLLAND,JASON",2
06:03,,,,,"FOUL  by SCHATTIE,JOSH",,,"FOUL  by SCHATTIE,JOSH",2
06:03,"GOOD FT by HOLLAND,JASON",53,,65 (+12),,BSC 53-65 (-12),,"GOOD FT by HOLLAND,JASON",2
06:03,"GOOD FT by HOLLAND,JASON",54,,65 (+11),,BSC 54-65 (-11),,"GOOD FT by HOLLAND,JASON",2
06:03,,,,,"SUB IN by SCHATTIE,JOSH",,,"SUB IN by SCHATTIE,JOSH",2
06:03,,,,,"SUB OUT by DAVIS,JAKE",,,"SUB OUT by DAVIS,JAKE",2
05:59,,,,,"TURNOVER  by SCHATTIE,JOSH",,,"TURNOVER  by SCHATTIE,JOSH",2
05:58,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
05:56,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,"REBOUND DEF by SCHATTIE,JOSH",,,"REBOUND DEF by SCHATTIE,JOSH",2
05:53,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
05:53,,54,,66 (+12),"GOOD FT by SCHATTIE,JOSH",EUM 54-66 (-12),,"GOOD FT by SCHATTIE,JOSH",2
05:53,,54,,67 (+13),"GOOD FT by SCHATTIE,JOSH",EUM 54-67 (-13),,"GOOD FT by SCHATTIE,JOSH",2
05:53,,,,,"SUB IN by DAVIS,JAKE",,,"SUB IN by DAVIS,JAKE",2
05:53,,,,,"SUB OUT by SCHATTIE,JOSH",,,"SUB OUT by SCHATTIE,JOSH",2
05:41,,,,,"FOUL  by DAVIS,JAKE",,,"FOUL  by DAVIS,JAKE",2
05:41,"GOOD FT by FREEMAN,SCHYLAR",55,,67 (+12),,BSC 55-67 (-12),,"GOOD FT by FREEMAN,SCHYLAR",2
05:41,"GOOD FT by FREEMAN,SCHYLAR",56,,67 (+11),,BSC 56-67 (-11),,"GOOD FT by FREEMAN,SCHYLAR",2
05:41,,,,,"SUB IN by SCHATTIE,JOSH",,,"SUB IN by SCHATTIE,JOSH",2
05:41,,,,,"SUB OUT by DAVIS,JAKE",,,"SUB OUT by DAVIS,JAKE",2
05:33,,,,,"MISS LAYUP by MOORE,MCPHERSON",,,"MISS LAYUP by MOORE,MCPHERSON",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
05:11,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
05:05,,,,,"FOUL  by RAO,DAVIS",,,"FOUL  by RAO,DAVIS",2
05:05,"GOOD FT by SCHAMP,GRIFFIN",57,,67 (+10),,BSC 57-67 (-10),,"GOOD FT by SCHAMP,GRIFFIN",2
05:05,"GOOD FT by SCHAMP,GRIFFIN",58,,67 (+9),,BSC 58-67 (-9),,"GOOD FT by SCHAMP,GRIFFIN",2
05:00,,,,,"TURNOVER  by FLORIN,MICHAEL",,,"TURNOVER  by FLORIN,MICHAEL",2
05:00,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
04:50,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:50,,,,,"SUB IN by DAVIS,JAKE",,,"SUB IN by DAVIS,JAKE",2
04:50,,,,,"SUB OUT by SCHATTIE,JOSH",,,"SUB OUT by SCHATTIE,JOSH",2
04:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:32,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
04:32,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
04:32,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
04:32,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
04:32,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
04:32,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
04:32,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
04:32,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:16,,,,,"FOUL  by MOORE,MCPHERSON",,,"FOUL  by MOORE,MCPHERSON",2
04:16,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:16,"GOOD FT by WELCH,ROSS",59,,67 (+8),,BSC 59-67 (-8),,"GOOD FT by WELCH,ROSS",2
04:16,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
04:16,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
04:16,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
04:16,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:16,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
03:58,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by FOSTER,ALEX",,,"REBOUND DEF by FOSTER,ALEX",2
03:41,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
03:41,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
03:21,,,,,"MISS 3PTR by RAO,DAVIS",,,"MISS 3PTR by RAO,DAVIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:18,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
03:18,,59,,68 (+9),"GOOD FT by DAVIS,JAKE",EUM 59-68 (-9),,"GOOD FT by DAVIS,JAKE",2
03:18,,59,,69 (+10),"GOOD FT by DAVIS,JAKE",EUM 59-69 (-10),,"GOOD FT by DAVIS,JAKE",2
03:18,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
03:18,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
03:18,,,,,"SUB IN by SCHATTIE,JOSH",,,"SUB IN by SCHATTIE,JOSH",2
03:18,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",2
03:18,,,,,"SUB OUT by DAVIS,JAKE",,,"SUB OUT by DAVIS,JAKE",2
03:18,,,,,"SUB OUT by MOORE,MCPHERSON",,,"SUB OUT by MOORE,MCPHERSON",2
03:03,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by RAO,DAVIS",,,"REBOUND DEF by RAO,DAVIS",2
02:33,,,,,"MISS 3PTR by FLORIN,MICHAEL",,,"MISS 3PTR by FLORIN,MICHAEL",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
02:23,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
02:23,,,,,"BLOCK  by SCHATTIE,JOSH",,,"BLOCK  by SCHATTIE,JOSH",2
--,,,,,"REBOUND DEF by FOSTER,ALEX",,,"REBOUND DEF by FOSTER,ALEX",2
01:55,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:55,,59,,70 (+11),"GOOD FT by FLORIN,MICHAEL",EUM 59-70 (-11),,"GOOD FT by FLORIN,MICHAEL",2
01:55,,59,,71 (+12),"GOOD FT by FLORIN,MICHAEL",EUM 59-71 (-12),,"GOOD FT by FLORIN,MICHAEL",2
01:55,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
01:55,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
01:55,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
01:55,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
01:55,,,,,"SUB IN by DAVIS,JAKE",,,"SUB IN by DAVIS,JAKE",2
01:55,,,,,"SUB IN by MOORE,MCPHERSON",,,"SUB IN by MOORE,MCPHERSON",2
