Time Remaining,EU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:16,"SUB IN by TERRY, JONATHAN",,,,,,,"SUB IN by TERRY, JONATHAN",1
00:16,"SUB OUT by DAGUE, AUSTIN",,,,,,,"SUB OUT by DAGUE, AUSTIN",1
00:16,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
00:16,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
00:02,"FOUL  by TRAWICK, WILL",,,,,,,"FOUL  by TRAWICK, WILL",1
00:02,,37,,39 (+2),"GOOD FT by WELCH,ROSS",BSC 37-39 (+2),,"GOOD FT by WELCH,ROSS",1
00:02,,,,,"MISS FT by WELCH,ROSS",,,"MISS FT by WELCH,ROSS",1
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",1
00:00,"FOUL  by TERRY, JONATHAN",,,,,,,"FOUL  by TERRY, JONATHAN",1
00:00,,37,,40 (+3),"GOOD FT by SCHAMP,GRIFFIN",BSC 37-40 (+3),,"GOOD FT by SCHAMP,GRIFFIN",1
00:00,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by TRAWICK, WILL",,,,,,,"REBOUND DEF by TRAWICK, WILL",1
20:00,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
20:00,"MISS FT by MOORE, MCPHERSON",,,,,,,"MISS FT by MOORE, MCPHERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
20:00,"MISS FT by MOORE, MCPHERSON",,,,,,,"MISS FT by MOORE, MCPHERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:56,"SUB IN by RAO, DAVIS",,,,,,,"SUB IN by RAO, DAVIS",2
19:56,"SUB OUT by TRAWICK, WILL",,,,,,,"SUB OUT by TRAWICK, WILL",2
19:42,"GOOD JUMPER by DAVIS, JAKE",39,,40 (+1),,EU 39-40 (+1),,"GOOD JUMPER by DAVIS, JAKE",2
19:30,,39,,42 (+3),"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",BSC 39-42 (+3),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
19:23,"GOOD 3PTR by RAO, DAVIS",42,,42,,EU 42-42 (0),,"GOOD 3PTR by RAO, DAVIS",2
--,"ASSIST  by FLORIN, MICHAEL",,,,,,,"ASSIST  by FLORIN, MICHAEL",2
19:08,,42,,44 (+2),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 42-44 (+2),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
18:58,"FOUL  by DAVIS, JAKE",,,,,,,"FOUL  by DAVIS, JAKE",2
18:58,"TURNOVER  by DAVIS, JAKE",,,,,,,"TURNOVER  by DAVIS, JAKE",2
18:49,,42,,46 (+4),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 42-46 (+4),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
18:35,"GOOD LAYUP by DAVIS, JAKE(in the paint)",44,,46 (+2),,EU 44-46 (+2),,"GOOD LAYUP by DAVIS, JAKE(in the paint)",2
18:29,"FOUL  by FLORIN, MICHAEL",,,,,,,"FOUL  by FLORIN, MICHAEL",2
18:08,,44,,48 (+4),"GOOD JUMPER by HOLLAND,JASON(in the paint)",BSC 44-48 (+4),,"GOOD JUMPER by HOLLAND,JASON(in the paint)",2
17:56,"MISS LAYUP by MOORE, MCPHERSON",,,,,,,"MISS LAYUP by MOORE, MCPHERSON",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
17:49,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by MOORE, MCPHERSON",,,,,,,"REBOUND DEF by MOORE, MCPHERSON",2
17:33,"TURNOVER  by RAO, DAVIS",,,,,,,"TURNOVER  by RAO, DAVIS",2
17:33,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
17:33,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
17:04,,44,,50 (+6),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 44-50 (+6),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
16:55,"GOOD LAYUP by SCHATTIE, JOSH(in the paint)",46,,50 (+4),,EU 46-50 (+4),,"GOOD LAYUP by SCHATTIE, JOSH(in the paint)",2
--,"ASSIST  by FLORIN, MICHAEL",,,,,,,"ASSIST  by FLORIN, MICHAEL",2
16:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:42,"SUB IN by FOSTER, ALEX",,,,,,,"SUB IN by FOSTER, ALEX",2
16:42,"SUB OUT by RAO, DAVIS",,,,,,,"SUB OUT by RAO, DAVIS",2
16:33,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by MOORE, MCPHERSON",,,,,,,"REBOUND DEF by MOORE, MCPHERSON",2
16:27,"MISS LAYUP by MOORE, MCPHERSON",,,,,,,"MISS LAYUP by MOORE, MCPHERSON",2
16:27,,,,,"BLOCK  by HOLLAND,JASON",,,"BLOCK  by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
16:16,,46,,52 (+6),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 46-52 (+6),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
16:10,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
16:10,"SUB IN by DAGUE, AUSTIN",,,,,,,"SUB IN by DAGUE, AUSTIN",2
16:10,"SUB IN by TRAWICK, WILL",,,,,,,"SUB IN by TRAWICK, WILL",2
16:10,"SUB OUT by SCHATTIE, JOSH",,,,,,,"SUB OUT by SCHATTIE, JOSH",2
16:10,"SUB OUT by MOORE, MCPHERSON",,,,,,,"SUB OUT by MOORE, MCPHERSON",2
16:07,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
15:55,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
15:39,"MISS 3PTR by FOSTER, ALEX",,,,,,,"MISS 3PTR by FOSTER, ALEX",2
--,"REBOUND OFF by TRAWICK, WILL",,,,,,,"REBOUND OFF by TRAWICK, WILL",2
15:37,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
15:34,"GOOD LAYUP by TRAWICK, WILL(in the paint)",48,,52 (+4),,EU 48-52 (+4),,"GOOD LAYUP by TRAWICK, WILL(in the paint)",2
15:13,"FOUL  by TRAWICK, WILL",,,,,,,"FOUL  by TRAWICK, WILL",2
15:13,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:13,,48,,53 (+5),"GOOD FT by HOLLAND,JASON",BSC 48-53 (+5),,"GOOD FT by HOLLAND,JASON",2
15:05,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
14:51,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
14:51,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
14:51,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
14:44,"TURNOVER  by FLORIN, MICHAEL",,,,,,,"TURNOVER  by FLORIN, MICHAEL",2
14:30,,,,,"MISS LAYUP by HOLLAND,JASON",,,"MISS LAYUP by HOLLAND,JASON",2
--,"REBOUND DEF by FOSTER, ALEX",,,,,,,"REBOUND DEF by FOSTER, ALEX",2
14:26,"TURNOVER  by FOSTER, ALEX",,,,,,,"TURNOVER  by FOSTER, ALEX",2
14:25,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
14:23,"FOUL  by DAGUE, AUSTIN",,,,,,,"FOUL  by DAGUE, AUSTIN",2
14:23,,48,,54 (+6),"GOOD FT by THOMAS,LARRY",BSC 48-54 (+6),,"GOOD FT by THOMAS,LARRY",2
14:23,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by TRAWICK, WILL",,,,,,,"REBOUND DEF by TRAWICK, WILL",2
14:23,"SUB IN by SCHATTIE, JOSH",,,,,,,"SUB IN by SCHATTIE, JOSH",2
14:23,"SUB OUT by DAGUE, AUSTIN",,,,,,,"SUB OUT by DAGUE, AUSTIN",2
14:23,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
14:23,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
14:23,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
14:23,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
14:14,"MISS LAYUP by FLORIN, MICHAEL",,,,,,,"MISS LAYUP by FLORIN, MICHAEL",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
14:04,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
14:04,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
14:04,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
14:04,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
14:04,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:47,"MISS LAYUP by DAVIS, JAKE",,,,,,,"MISS LAYUP by DAVIS, JAKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:46,"FOUL  by DAVIS, JAKE",,,,,,,"FOUL  by DAVIS, JAKE",2
13:46,"SUB IN by DAGUE, AUSTIN",,,,,,,"SUB IN by DAGUE, AUSTIN",2
13:46,"SUB IN by MOORE, MCPHERSON",,,,,,,"SUB IN by MOORE, MCPHERSON",2
13:46,"SUB OUT by DAVIS, JAKE",,,,,,,"SUB OUT by DAVIS, JAKE",2
13:46,"SUB OUT by FOSTER, ALEX",,,,,,,"SUB OUT by FOSTER, ALEX",2
13:28,,48,,57 (+9),"GOOD 3PTR by HOLLE,MASON",BSC 48-57 (+9),,"GOOD 3PTR by HOLLE,MASON",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
13:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:21,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
13:21,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
13:07,"MISS JUMPER by SCHATTIE, JOSH",,,,,,,"MISS JUMPER by SCHATTIE, JOSH",2
--,"REBOUND OFF by SCHATTIE, JOSH",,,,,,,"REBOUND OFF by SCHATTIE, JOSH",2
13:02,"MISS 3PTR by FLORIN, MICHAEL",,,,,,,"MISS 3PTR by FLORIN, MICHAEL",2
--,"REBOUND OFF by DAGUE, AUSTIN",,,,,,,"REBOUND OFF by DAGUE, AUSTIN",2
13:01,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
13:01,"MISS FT by DAGUE, AUSTIN",,,,,,,"MISS FT by DAGUE, AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:01,"GOOD FT by DAGUE, AUSTIN",49,,57 (+8),,EU 49-57 (+8),,"GOOD FT by DAGUE, AUSTIN",2
13:01,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:01,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
12:46,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
12:46,"BLOCK  by DAGUE, AUSTIN",,,,,,,"BLOCK  by DAGUE, AUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:46,"FOUL TECH by MOORE, MCPHERSON",,,,,,,"FOUL TECH by MOORE, MCPHERSON",2
12:46,"FOUL  by MOORE, MCPHERSON",,,,,,,"FOUL  by MOORE, MCPHERSON",2
12:46,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:46,,49,,58 (+9),"GOOD FT by LEWIS,EVAN",BSC 49-58 (+9),,"GOOD FT by LEWIS,EVAN",2
12:34,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
12:34,"BLOCK  by SCHATTIE, JOSH",,,,,,,"BLOCK  by SCHATTIE, JOSH",2
--,"REBOUND DEF by FLORIN, MICHAEL",,,,,,,"REBOUND DEF by FLORIN, MICHAEL",2
12:21,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
12:21,"GOOD FT by SCHATTIE, JOSH",50,,58 (+8),,EU 50-58 (+8),,"GOOD FT by SCHATTIE, JOSH",2
12:21,"GOOD FT by SCHATTIE, JOSH",51,,58 (+7),,EU 51-58 (+7),,"GOOD FT by SCHATTIE, JOSH",2
12:21,"SUB IN by DAVIS, JAKE",,,,,,,"SUB IN by DAVIS, JAKE",2
12:21,"SUB IN by RAO, DAVIS",,,,,,,"SUB IN by RAO, DAVIS",2
12:21,"SUB OUT by DAGUE, AUSTIN",,,,,,,"SUB OUT by DAGUE, AUSTIN",2
12:21,"SUB OUT by MOORE, MCPHERSON",,,,,,,"SUB OUT by MOORE, MCPHERSON",2
12:03,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
12:03,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
11:48,"MISS 3PTR by DAVIS, JAKE",,,,,,,"MISS 3PTR by DAVIS, JAKE",2
--,"REBOUND OFF by TRAWICK, WILL",,,,,,,"REBOUND OFF by TRAWICK, WILL",2
11:39,"FOUL  by SCHATTIE, JOSH",,,,,,,"FOUL  by SCHATTIE, JOSH",2
11:39,"TURNOVER  by SCHATTIE, JOSH",,,,,,,"TURNOVER  by SCHATTIE, JOSH",2
11:39,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:39,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
11:39,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
11:39,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
11:39,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
11:39,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
11:39,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
11:39,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
11:39,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
11:39,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
11:21,"FOUL  by FLORIN, MICHAEL",,,,,,,"FOUL  by FLORIN, MICHAEL",2
11:21,,51,,59 (+8),"GOOD FT by SCHAMP,GRIFFIN",BSC 51-59 (+8),,"GOOD FT by SCHAMP,GRIFFIN",2
11:21,,51,,60 (+9),"GOOD FT by SCHAMP,GRIFFIN",BSC 51-60 (+9),,"GOOD FT by SCHAMP,GRIFFIN",2
11:21,"SUB IN by DAGUE, AUSTIN",,,,,,,"SUB IN by DAGUE, AUSTIN",2
11:21,"SUB OUT by SCHATTIE, JOSH",,,,,,,"SUB OUT by SCHATTIE, JOSH",2
11:10,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
11:10,"MISS FT by DAGUE, AUSTIN",,,,,,,"MISS FT by DAGUE, AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:10,"MISS FT by DAGUE, AUSTIN",,,,,,,"MISS FT by DAGUE, AUSTIN",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
11:10,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:10,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
11:07,"FOUL  by TRAWICK, WILL",,,,,,,"FOUL  by TRAWICK, WILL",2
11:07,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by FOSTER, ALEX",,,,,,,"REBOUND DEF by FOSTER, ALEX",2
10:58,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
10:58,"SUB IN by FOSTER, ALEX",,,,,,,"SUB IN by FOSTER, ALEX",2
10:58,"SUB OUT by TRAWICK, WILL",,,,,,,"SUB OUT by TRAWICK, WILL",2
10:55,"GOOD FT by DAGUE, AUSTIN",52,,60 (+8),,EU 52-60 (+8),,"GOOD FT by DAGUE, AUSTIN",2
10:55,"GOOD FT by DAGUE, AUSTIN",53,,60 (+7),,EU 53-60 (+7),,"GOOD FT by DAGUE, AUSTIN",2
10:55,"GOOD FT by DAGUE, AUSTIN",54,,60 (+6),,EU 54-60 (+6),,"GOOD FT by DAGUE, AUSTIN",2
10:35,,54,,63 (+9),"GOOD 3PTR by WELCH,ROSS",BSC 54-63 (+9),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
10:28,"TURNOVER  by DAVIS, JAKE",,,,,,,"TURNOVER  by DAVIS, JAKE",2
10:19,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
10:18,"STEAL  by DAGUE, AUSTIN",,,,,,,"STEAL  by DAGUE, AUSTIN",2
10:12,"MISS 3PTR by RAO, DAVIS",,,,,,,"MISS 3PTR by RAO, DAVIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:56,,54,,66 (+12),"GOOD 3PTR by WELCH,ROSS",BSC 54-66 (+12),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",2
09:43,"MISS 3PTR by DAGUE, AUSTIN",,,,,,,"MISS 3PTR by DAGUE, AUSTIN",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
09:33,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
09:28,"SUB IN by SCHATTIE, JOSH",,,,,,,"SUB IN by SCHATTIE, JOSH",2
09:28,"SUB IN by TRAWICK, WILL",,,,,,,"SUB IN by TRAWICK, WILL",2
09:28,"SUB OUT by DAGUE, AUSTIN",,,,,,,"SUB OUT by DAGUE, AUSTIN",2
09:28,"SUB OUT by RAO, DAVIS",,,,,,,"SUB OUT by RAO, DAVIS",2
09:20,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
09:02,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
09:02,"GOOD FT by DAVIS, JAKE",55,,66 (+11),,EU 55-66 (+11),,"GOOD FT by DAVIS, JAKE",2
09:02,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
09:02,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:48,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
08:46,"STEAL  by SCHATTIE, JOSH",,,,,,,"STEAL  by SCHATTIE, JOSH",2
08:44,"MISS LAYUP by SCHATTIE, JOSH",,,,,,,"MISS LAYUP by SCHATTIE, JOSH",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
08:41,"FOUL  by SCHATTIE, JOSH",,,,,,,"FOUL  by SCHATTIE, JOSH",2
08:41,,55,,67 (+12),"GOOD FT by HOLLAND,JASON",BSC 55-67 (+12),,"GOOD FT by HOLLAND,JASON",2
08:41,,55,,68 (+13),"GOOD FT by HOLLAND,JASON",BSC 55-68 (+13),,"GOOD FT by HOLLAND,JASON",2
08:30,"GOOD JUMPER by DAVIS, JAKE(in the paint)",57,,68 (+11),,EU 57-68 (+11),,"GOOD JUMPER by DAVIS, JAKE(in the paint)",2
07:59,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by SCHATTIE, JOSH",,,,,,,"REBOUND DEF by SCHATTIE, JOSH",2
07:44,"GOOD JUMPER by DAVIS, JAKE",59,,68 (+9),,EU 59-68 (+9),,"GOOD JUMPER by DAVIS, JAKE",2
07:22,,59,,70 (+11),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 59-70 (+11),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
07:02,"MISS LAYUP by TRAWICK, WILL",,,,,,,"MISS LAYUP by TRAWICK, WILL",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
06:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:24,,59,,72 (+13),"GOOD DUNK by FREEMAN,SCHYLAR(in the paint)",BSC 59-72 (+13),,"GOOD DUNK by FREEMAN,SCHYLAR(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
06:14,"GOOD 3PTR by DAVIS, JAKE",62,,72 (+10),,EU 62-72 (+10),,"GOOD 3PTR by DAVIS, JAKE",2
--,"ASSIST  by DAGUE, AUSTIN",,,,,,,"ASSIST  by DAGUE, AUSTIN",2
06:02,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
06:02,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
06:02,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
06:02,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
06:02,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
06:02,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
06:02,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
06:02,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
06:02,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
05:30,"GOOD JUMPER by FLORIN, MICHAEL(in the paint)",64,,72 (+8),,EU 64-72 (+8),,"GOOD JUMPER by FLORIN, MICHAEL(in the paint)",2
04:58,,64,,74 (+10),"GOOD LAYUP by GALFSKY,ANDER(in the paint)",BSC 64-74 (+10),,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",2
04:56,"SUB IN by DAGUE, AUSTIN",,,,,,,"SUB IN by DAGUE, AUSTIN",2
04:56,"SUB OUT by SCHATTIE, JOSH",,,,,,,"SUB OUT by SCHATTIE, JOSH",2
04:46,"GOOD 3PTR by DAVIS, JAKE",67,,74 (+7),,EU 67-74 (+7),,"GOOD 3PTR by DAVIS, JAKE",2
--,"ASSIST  by RAO, DAVIS",,,,,,,"ASSIST  by RAO, DAVIS",2
04:26,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
04:08,"MISS 3PTR by DAVIS, JAKE",,,,,,,"MISS 3PTR by DAVIS, JAKE",2
--,"REBOUND OFF by RAO, DAVIS",,,,,,,"REBOUND OFF by RAO, DAVIS",2
03:59,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
03:59,"GOOD FT by DAVIS, JAKE",68,,74 (+6),,EU 68-74 (+6),,"GOOD FT by DAVIS, JAKE",2
03:59,"GOOD FT by DAVIS, JAKE",69,,74 (+5),,EU 69-74 (+5),,"GOOD FT by DAVIS, JAKE",2
03:59,"SUB IN by SCHATTIE, JOSH",,,,,,,"SUB IN by SCHATTIE, JOSH",2
03:59,"SUB IN by RAO, DAVIS",,,,,,,"SUB IN by RAO, DAVIS",2
03:59,"SUB OUT by DAGUE, AUSTIN",,,,,,,"SUB OUT by DAGUE, AUSTIN",2
03:59,"SUB OUT by TRAWICK, WILL",,,,,,,"SUB OUT by TRAWICK, WILL",2
03:59,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
03:59,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
03:59,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
03:59,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
03:59,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:59,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
03:59,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:59,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
03:59,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
03:59,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:37,,69,,76 (+7),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 69-76 (+7),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
03:23,"MISS JUMPER by DAVIS, JAKE",,,,,,,"MISS JUMPER by DAVIS, JAKE",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
02:50,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by SCHATTIE, JOSH",,,,,,,"REBOUND DEF by SCHATTIE, JOSH",2
