Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,R-MCMB~1,Game Score,Team Indicator,Play,Period
16:52,,31,,36 (+5),"GOOD DUNK by SIMON,ANDRE(in the paint)",R-MCMB~1 31-36 (-5),,"GOOD DUNK by SIMON,ANDRE(in the paint)",2
--,,,,,"ASSIST  by MOORE,LAMONT",,,"ASSIST  by MOORE,LAMONT",2
16:46,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",33,,36 (+3),,BSC-M 33-36 (-3),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
16:29,,,,,"MISS 3PTR by MOORE,LAMONT",,,"MISS 3PTR by MOORE,LAMONT",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
16:20,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HOLMES,AKEEM",,,"REBOUND DEF by HOLMES,AKEEM",2
16:09,,,,,"MISS LAYUP by MOORE,LAMONT",,,"MISS LAYUP by MOORE,LAMONT",2
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",2
15:57,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,,,,,"REBOUND DEF by BADGER,MARCUS",,,"REBOUND DEF by BADGER,MARCUS",2
15:48,,33,,38 (+5),"GOOD JUMPER by BADGER,MARCUS",R-MCMB~1 33-38 (-5),,"GOOD JUMPER by BADGER,MARCUS",2
15:41,"GOOD 3PTR by WELCH,ROSS",36,,38 (+2),,BSC-M 36-38 (-2),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
15:29,,36,,40 (+4),"GOOD LAYUP by SIMON,ANDRE(in the paint)",R-MCMB~1 36-40 (-4),,"GOOD LAYUP by SIMON,ANDRE(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,CONNOR",,,"ASSIST  by SULLIVAN,CONNOR",2
15:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:04,"MISS LAYUP by GALFSKY,ANDER",,,,,,,"MISS LAYUP by GALFSKY,ANDER",2
--,,,,,"REBOUND DEF by SIMON,ANDRE",,,"REBOUND DEF by SIMON,ANDRE",2
14:57,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
14:57,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
14:57,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
14:57,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
14:57,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
14:57,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
14:57,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:57,,,,,"SUB IN by WALKER,TRENT",,,"SUB IN by WALKER,TRENT",2
14:57,,,,,"SUB IN by TAYLOR,MICHAEL",,,"SUB IN by TAYLOR,MICHAEL",2
14:57,,,,,"SUB OUT by SULLIVAN,CONNOR",,,"SUB OUT by SULLIVAN,CONNOR",2
14:57,,,,,"SUB OUT by BADGER,MARCUS",,,"SUB OUT by BADGER,MARCUS",2
14:50,,36,,42 (+6),"GOOD LAYUP by HOLMES,AKEEM(in the paint)",R-MCMB~1 36-42 (-6),,"GOOD LAYUP by HOLMES,AKEEM(in the paint)",2
--,,,,,"ASSIST  by SIMON,ANDRE",,,"ASSIST  by SIMON,ANDRE",2
14:50,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
14:50,,36,,43 (+7),"GOOD FT by HOLMES,AKEEM",R-MCMB~1 36-43 (-7),,"GOOD FT by HOLMES,AKEEM",2
14:39,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
14:39,,,,,"SUB IN by HAMILTON,CHRIS",,,"SUB IN by HAMILTON,CHRIS",2
14:39,,,,,"SUB IN by JACKSON,EVAN",,,"SUB IN by JACKSON,EVAN",2
14:39,,,,,"SUB OUT by SIMON,ANDRE",,,"SUB OUT by SIMON,ANDRE",2
14:39,,,,,"SUB OUT by MOORE,LAMONT",,,"SUB OUT by MOORE,LAMONT",2
14:25,,36,,45 (+9),"GOOD LAYUP by HOLMES,AKEEM(in the paint)",R-MCMB~1 36-45 (-9),,"GOOD LAYUP by HOLMES,AKEEM(in the paint)",2
--,,,,,"ASSIST  by WALKER,TRENT",,,"ASSIST  by WALKER,TRENT",2
14:09,"GOOD LAYUP by LEWIS,EVAN(in the paint)",38,,45 (+7),,BSC-M 38-45 (-7),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
14:09,,,,,"FOUL  by HAMILTON,CHRIS",,,"FOUL  by HAMILTON,CHRIS",2
14:09,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by HOLMES,AKEEM",,,"REBOUND DEF by HOLMES,AKEEM",2
14:09,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
14:09,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
13:55,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:28,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
13:28,,,,,"BLOCK  by HOLMES,AKEEM",,,"BLOCK  by HOLMES,AKEEM",2
--,,,,,"REBOUND DEF by WALKER,TRENT",,,"REBOUND DEF by WALKER,TRENT",2
13:16,,,,,"MISS 3PTR by HAMILTON,CHRIS",,,"MISS 3PTR by HAMILTON,CHRIS",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
13:11,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by HAMILTON,CHRIS",,,"REBOUND DEF by HAMILTON,CHRIS",2
12:55,,38,,47 (+9),"GOOD LAYUP by HOLMES,AKEEM(in the paint)",R-MCMB~1 38-47 (-9),,"GOOD LAYUP by HOLMES,AKEEM(in the paint)",2
--,,,,,"ASSIST  by HAMILTON,CHRIS",,,"ASSIST  by HAMILTON,CHRIS",2
12:37,"GOOD LAYUP by AVERY,ALEX(in the paint)",40,,47 (+7),,BSC-M 40-47 (-7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
12:29,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
12:29,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
12:29,,,,,"SUB IN by SULLIVAN,CONNOR",,,"SUB IN by SULLIVAN,CONNOR",2
12:29,,,,,"SUB IN by HASSELL,JOE",,,"SUB IN by HASSELL,JOE",2
12:29,,,,,"SUB IN by BADGER,MARCUS",,,"SUB IN by BADGER,MARCUS",2
12:29,,,,,"SUB OUT by HOLMES,AKEEM",,,"SUB OUT by HOLMES,AKEEM",2
12:29,,,,,"SUB OUT by HAMILTON,CHRIS",,,"SUB OUT by HAMILTON,CHRIS",2
12:29,,,,,"SUB OUT by TAYLOR,MICHAEL",,,"SUB OUT by TAYLOR,MICHAEL",2
12:27,,40,,49 (+9),"GOOD JUMPER by BADGER,MARCUS",R-MCMB~1 40-49 (-9),,"GOOD JUMPER by BADGER,MARCUS",2
11:47,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
11:45,,,,,"STEAL  by WALKER,TRENT",,,"STEAL  by WALKER,TRENT",2
11:42,,,,,"MISS LAYUP by SULLIVAN,CONNOR",,,"MISS LAYUP by SULLIVAN,CONNOR",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:26,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
11:25,,,,,"STEAL  by HASSELL,JOE",,,"STEAL  by HASSELL,JOE",2
11:24,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
11:24,,40,,50 (+10),"GOOD FT by HASSELL,JOE",R-MCMB~1 40-50 (-10),,"GOOD FT by HASSELL,JOE",2
11:24,,40,,51 (+11),"GOOD FT by HASSELL,JOE",R-MCMB~1 40-51 (-11),,"GOOD FT by HASSELL,JOE",2
11:24,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
11:24,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
11:24,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
11:24,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
11:24,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
11:24,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
11:24,,,,,"SUB IN by MOORE,LAMONT",,,"SUB IN by MOORE,LAMONT",2
11:24,,,,,"SUB OUT by WALKER,TRENT",,,"SUB OUT by WALKER,TRENT",2
11:09,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
11:09,,,,,"STEAL  by BADGER,MARCUS",,,"STEAL  by BADGER,MARCUS",2
11:09,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
10:54,,,,,"TURNOVER  by BADGER,MARCUS",,,"TURNOVER  by BADGER,MARCUS",2
10:53,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
10:51,"GOOD 3PTR by WELCH,ROSS",43,,51 (+8),,BSC-M 43-51 (-8),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
10:31,,,,,"MISS JUMPER by SULLIVAN,CONNOR",,,"MISS JUMPER by SULLIVAN,CONNOR",2
--,,,,,"REBOUND OFF by JACKSON,EVAN",,,"REBOUND OFF by JACKSON,EVAN",2
10:27,,43,,53 (+10),"GOOD LAYUP by JACKSON,EVAN(in the paint)",R-MCMB~1 43-53 (-10),,"GOOD LAYUP by JACKSON,EVAN(in the paint)",2
10:27,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
10:27,,,,,"MISS FT by JACKSON,EVAN",,,"MISS FT by JACKSON,EVAN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
09:58,"MISS 3PTR by SCHAMP,GRIFFIN",,,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by MOORE,LAMONT",,,"REBOUND DEF by MOORE,LAMONT",2
09:54,,,,,"SUB IN by SIMON,ANDRE",,,"SUB IN by SIMON,ANDRE",2
09:54,,,,,"SUB OUT by JACKSON,EVAN",,,"SUB OUT by JACKSON,EVAN",2
09:46,,43,,55 (+12),"GOOD LAYUP by BADGER,MARCUS(fastbreak)(in the paint)",R-MCMB~1 43-55 (-12),,"GOOD LAYUP by BADGER,MARCUS(fastbreak)(in the paint)",2
09:26,,,,,"FOUL  by BADGER,MARCUS",,,"FOUL  by BADGER,MARCUS",2
09:09,"GOOD LAYUP by AVERY,ALEX(in the paint)",45,,55 (+10),,BSC-M 45-55 (-10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
08:48,,,,,"MISS LAYUP by HASSELL,JOE",,,"MISS LAYUP by HASSELL,JOE",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
08:41,,,,,"FOUL  by BADGER,MARCUS",,,"FOUL  by BADGER,MARCUS",2
08:41,,,,,"SUB IN by HOLMES,AKEEM",,,"SUB IN by HOLMES,AKEEM",2
08:41,,,,,"SUB OUT by HASSELL,JOE",,,"SUB OUT by HASSELL,JOE",2
08:34,"GOOD 3PTR by WELCH,ROSS",48,,55 (+7),,BSC-M 48-55 (-7),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
08:24,,,,,"MISS 3PTR by SULLIVAN,CONNOR",,,"MISS 3PTR by SULLIVAN,CONNOR",2
--,,,,,"REBOUND OFF by HOLMES,AKEEM",,,"REBOUND OFF by HOLMES,AKEEM",2
08:19,,48,,57 (+9),"GOOD LAYUP by HOLMES,AKEEM(in the paint)",R-MCMB~1 48-57 (-9),,"GOOD LAYUP by HOLMES,AKEEM(in the paint)",2
08:19,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
08:19,,48,,58 (+10),"GOOD FT by HOLMES,AKEEM",R-MCMB~1 48-58 (-10),,"GOOD FT by HOLMES,AKEEM",2
08:19,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
08:19,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
08:19,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
08:19,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
08:00,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
--,,,,,"REBOUND DEF by HOLMES,AKEEM",,,"REBOUND DEF by HOLMES,AKEEM",2
07:54,,,,,"MISS LAYUP by MOORE,LAMONT",,,"MISS LAYUP by MOORE,LAMONT",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
07:46,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND DEF by SIMON,ANDRE",,,"REBOUND DEF by SIMON,ANDRE",2
07:40,,,,,"TURNOVER  by BADGER,MARCUS",,,"TURNOVER  by BADGER,MARCUS",2
07:40,,,,,"SUB IN by WALKER,TRENT",,,"SUB IN by WALKER,TRENT",2
07:40,,,,,"SUB OUT by BADGER,MARCUS",,,"SUB OUT by BADGER,MARCUS",2
07:25,"MISS 3PTR by HENRY,COLIN",,,,,,,"MISS 3PTR by HENRY,COLIN",2
--,,,,,"REBOUND DEF by MOORE,LAMONT",,,"REBOUND DEF by MOORE,LAMONT",2
07:01,,,,,"MISS 3PTR by MOORE,LAMONT",,,"MISS 3PTR by MOORE,LAMONT",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
06:51,"MISS LAYUP by GALFSKY,ANDER",,,,,,,"MISS LAYUP by GALFSKY,ANDER",2
--,,,,,"REBOUND DEF by SIMON,ANDRE",,,"REBOUND DEF by SIMON,ANDRE",2
06:47,,,,,"TURNOVER  by SIMON,ANDRE",,,"TURNOVER  by SIMON,ANDRE",2
06:46,"STEAL  by HENRY,COLIN",,,,,,,"STEAL  by HENRY,COLIN",2
06:44,"GOOD LAYUP by THOM,IAN(in the paint)",50,,58 (+8),,BSC-M 50-58 (-8),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
06:39,,,,,"SUB IN by HAMILTON,CHRIS",,,"SUB IN by HAMILTON,CHRIS",2
06:39,,,,,"SUB OUT by SULLIVAN,CONNOR",,,"SUB OUT by SULLIVAN,CONNOR",2
06:25,,,,,"TURNOVER  by MOORE,LAMONT",,,"TURNOVER  by MOORE,LAMONT",2
06:24,"STEAL  by THOM,IAN",,,,,,,"STEAL  by THOM,IAN",2
06:23,,,,,"FOUL  by MOORE,LAMONT",,,"FOUL  by MOORE,LAMONT",2
06:23,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
06:23,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
06:23,,,,,"SUB IN by BADGER,MARCUS",,,"SUB IN by BADGER,MARCUS",2
06:23,,,,,"SUB OUT by MOORE,LAMONT",,,"SUB OUT by MOORE,LAMONT",2
06:05,"GOOD LAYUP by THOMAS,LARRY(in the paint)",52,,58 (+6),,BSC-M 52-58 (-6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
05:43,,52,,61 (+9),"GOOD 3PTR by HAMILTON,CHRIS",R-MCMB~1 52-61 (-9),,"GOOD 3PTR by HAMILTON,CHRIS",2
--,,,,,"ASSIST  by BADGER,MARCUS",,,"ASSIST  by BADGER,MARCUS",2
05:27,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BADGER,MARCUS",,,"REBOUND DEF by BADGER,MARCUS",2
05:20,,,,,"MISS LAYUP by SIMON,ANDRE",,,"MISS LAYUP by SIMON,ANDRE",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
05:10,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
05:03,,,,,"FOUL  by SIMON,ANDRE",,,"FOUL  by SIMON,ANDRE",2
05:03,"GOOD FT by HENRY,COLIN",53,,61 (+8),,BSC-M 53-61 (-8),,"GOOD FT by HENRY,COLIN",2
05:03,"MISS FT by HENRY,COLIN",,,,,,,"MISS FT by HENRY,COLIN",2
--,,,,,"REBOUND DEF by JACKSON,EVAN",,,"REBOUND DEF by JACKSON,EVAN",2
05:03,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
05:03,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
05:03,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
05:03,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
05:03,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
05:03,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
05:03,,,,,"SUB IN by HASSELL,JOE",,,"SUB IN by HASSELL,JOE",2
05:03,,,,,"SUB IN by JACKSON,EVAN",,,"SUB IN by JACKSON,EVAN",2
05:03,,,,,"SUB OUT by HOLMES,AKEEM",,,"SUB OUT by HOLMES,AKEEM",2
05:03,,,,,"SUB OUT by SIMON,ANDRE",,,"SUB OUT by SIMON,ANDRE",2
04:43,,,,,"MISS LAYUP by HASSELL,JOE",,,"MISS LAYUP by HASSELL,JOE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:40,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:40,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
04:06,"MISS LAYUP by HOLLAND,JASON",,,,,,,"MISS LAYUP by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by WALKER,TRENT",,,"REBOUND DEF by WALKER,TRENT",2
03:34,,53,,63 (+10),"GOOD JUMPER by BADGER,MARCUS",R-MCMB~1 53-63 (-10),,"GOOD JUMPER by BADGER,MARCUS",2
03:18,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HAMILTON,CHRIS",,,"REBOUND DEF by HAMILTON,CHRIS",2
03:01,,,,,"MISS 3PTR by HAMILTON,CHRIS",,,"MISS 3PTR by HAMILTON,CHRIS",2
--,,,,,"REBOUND OFF by JACKSON,EVAN",,,"REBOUND OFF by JACKSON,EVAN",2
02:32,,,,,"MISS JUMPER by JACKSON,EVAN",,,"MISS JUMPER by JACKSON,EVAN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
02:16,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,"REBOUND DEF by BADGER,MARCUS",,,"REBOUND DEF by BADGER,MARCUS",2
01:42,,,,,"MISS 3PTR by HAMILTON,CHRIS",,,"MISS 3PTR by HAMILTON,CHRIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:39,,,,,"SUB IN by SULLIVAN,CONNOR",,,"SUB IN by SULLIVAN,CONNOR",2
01:39,,,,,"SUB IN by SIMON,ANDRE",,,"SUB IN by SIMON,ANDRE",2
01:39,,,,,"SUB OUT by HAMILTON,CHRIS",,,"SUB OUT by HAMILTON,CHRIS",2
01:39,,,,,"SUB OUT by JACKSON,EVAN",,,"SUB OUT by JACKSON,EVAN",2
01:32,,,,,"FOUL  by HASSELL,JOE",,,"FOUL  by HASSELL,JOE",2
01:32,"GOOD FT by HOLLAND,JASON",54,,63 (+9),,BSC-M 54-63 (-9),,"GOOD FT by HOLLAND,JASON",2
01:32,"GOOD FT by HOLLAND,JASON",55,,63 (+8),,BSC-M 55-63 (-8),,"GOOD FT by HOLLAND,JASON",2
01:32,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
01:32,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
01:23,,,,,"TURNOVER  by HASSELL,JOE",,,"TURNOVER  by HASSELL,JOE",2
01:23,"STEAL  by HOLLAND,JASON",,,,,,,"STEAL  by HOLLAND,JASON",2
01:23,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",2
01:23,,,,,"SUB IN by MOORE,LAMONT",,,"SUB IN by MOORE,LAMONT",2
01:23,,,,,"SUB OUT by WALKER,TRENT",,,"SUB OUT by WALKER,TRENT",2
01:17,,,,,"TURNOVER  by SIMON,ANDRE",,,"TURNOVER  by SIMON,ANDRE",2
01:16,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
01:12,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
01:07,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",2
01:01,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by MOORE,LAMONT",,,"REBOUND DEF by MOORE,LAMONT",2
00:57,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
00:57,,55,,64 (+9),"GOOD FT by MOORE,LAMONT",R-MCMB~1 55-64 (-9),,"GOOD FT by MOORE,LAMONT",2
00:57,,55,,65 (+10),"GOOD FT by MOORE,LAMONT",R-MCMB~1 55-65 (-10),,"GOOD FT by MOORE,LAMONT",2
00:57,,,,,"SUB IN by WALKER,TRENT",,,"SUB IN by WALKER,TRENT",2
00:57,,,,,"SUB OUT by SULLIVAN,CONNOR",,,"SUB OUT by SULLIVAN,CONNOR",2
00:44,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by BADGER,MARCUS",,,"REBOUND DEF by BADGER,MARCUS",2
00:42,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
00:42,,55,,66 (+11),"GOOD FT by BADGER,MARCUS",R-MCMB~1 55-66 (-11),,"GOOD FT by BADGER,MARCUS",2
00:42,,,,,"MISS FT by BADGER,MARCUS",,,"MISS FT by BADGER,MARCUS",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
00:32,"GOOD LAYUP by WELCH,ROSS(in the paint)",57,,66 (+9),,BSC-M 57-66 (-9),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
00:30,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
00:30,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
00:30,,,,,"SUB IN by SULLIVAN,CONNOR",,,"SUB IN by SULLIVAN,CONNOR",2
00:30,,,,,"SUB OUT by WALKER,TRENT",,,"SUB OUT by WALKER,TRENT",2
00:25,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
00:25,,57,,67 (+10),"GOOD FT by SIMON,ANDRE",R-MCMB~1 57-67 (-10),,"GOOD FT by SIMON,ANDRE",2
00:25,,,,,"MISS FT by SIMON,ANDRE",,,"MISS FT by SIMON,ANDRE",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
00:25,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
00:25,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
00:25,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
00:25,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
00:22,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by SIMON,ANDRE",,,"REBOUND DEF by SIMON,ANDRE",2
