Time Remaining,ETBU,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
19:13,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
19:13,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
18:58,"MISS 3PTR by BROWN,LANDIN",,,,,,,"MISS 3PTR by BROWN,LANDIN",2
--,"REBOUND OFF by ELLIOTT,ZACH",,,,,,,"REBOUND OFF by ELLIOTT,ZACH",2
18:53,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",56 (+20),,36,,ETBU 56-36 (-20),,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",2
18:42,,56 (+17),,39,"GOOD 3PTR by STANLEY,SETH",HENDRIX 56-39 (-17),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
18:27,"MISS JUMPER by ELLIOTT,ZACH",,,,,,,"MISS JUMPER by ELLIOTT,ZACH",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
18:15,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by BRASFIELD,KAM",,,"REBOUND OFF by BRASFIELD,KAM",2
18:10,"FOUL  by RIDDICK,WESTIN",,,,,,,"FOUL  by RIDDICK,WESTIN",2
18:09,"SUB IN by FONTENOT,NATHAN",,,,,,,"SUB IN by FONTENOT,NATHAN",2
18:09,"SUB OUT by TAYLOR,JARRELL",,,,,,,"SUB OUT by TAYLOR,JARRELL",2
18:08,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by FONTENOT,NATHAN",,,,,,,"REBOUND DEF by FONTENOT,NATHAN",2
17:59,"MISS 3PTR by FONTENOT,NATHAN",,,,,,,"MISS 3PTR by FONTENOT,NATHAN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
17:47,,56 (+15),,41,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 56-41 (-15),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
17:32,"MISS 3PTR by DOOLEY,ROBBY",,,,,,,"MISS 3PTR by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
17:23,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
17:23,"BLOCK  by ELLIOTT,ZACH",,,,,,,"BLOCK  by ELLIOTT,ZACH",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
17:14,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
17:13,"STEAL  by BROWN,LANDIN",,,,,,,"STEAL  by BROWN,LANDIN",2
17:08,"SUB IN by SABO,GAVIN",,,,,,,"SUB IN by SABO,GAVIN",2
17:08,"SUB OUT by ELLIOTT,ZACH",,,,,,,"SUB OUT by ELLIOTT,ZACH",2
17:07,"MISS JUMPER by FONTENOT,NATHAN",,,,,,,"MISS JUMPER by FONTENOT,NATHAN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
17:00,,,,,"MISS 3PTR by CRAWFORD,TRACE",,,"MISS 3PTR by CRAWFORD,TRACE",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
16:51,"FOUL  by RIDDICK,WESTIN",,,,,,,"FOUL  by RIDDICK,WESTIN",2
16:51,"TURNOVER  by RIDDICK,WESTIN",,,,,,,"TURNOVER  by RIDDICK,WESTIN",2
16:42,,56 (+13),,43,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HENDRIX 56-43 (-13),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
16:19,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",2
16:18,,,,,"STEAL  by CRAWFORD,TRACE",,,"STEAL  by CRAWFORD,TRACE",2
16:13,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by SABO,GAVIN",,,,,,,"REBOUND DEF by SABO,GAVIN",2
16:02,"SUB IN by COCHRAN,SPENCER",,,,,,,"SUB IN by COCHRAN,SPENCER",2
16:02,"SUB OUT by BROWN,LANDIN",,,,,,,"SUB OUT by BROWN,LANDIN",2
16:01,"MISS LAYUP by SABO,GAVIN",,,,,,,"MISS LAYUP by SABO,GAVIN",2
16:01,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
15:48,,56 (+11),,45,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HENDRIX 56-45 (-11),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
15:30,"MISS LAYUP by DOOLEY,ROBBY",,,,,,,"MISS LAYUP by DOOLEY,ROBBY",2
15:30,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,"REBOUND OFF by SABO,GAVIN",,,,,,,"REBOUND OFF by SABO,GAVIN",2
15:25,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
15:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:25,"GOOD FT by SABO,GAVIN",57 (+12),,45,,ETBU 57-45 (-12),,"GOOD FT by SABO,GAVIN",2
15:25,"MISS FT by SABO,GAVIN",,,,,,,"MISS FT by SABO,GAVIN",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
15:25,,57 (+9),,48,"GOOD 3PTR by FITCH,CARL",HENDRIX 57-48 (-9),,"GOOD 3PTR by FITCH,CARL",2
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",2
15:25,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
15:25,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
15:14,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",2
14:58,,57 (+7),,50,"GOOD JUMPER by STANLEY,SETH",HENDRIX 57-50 (-7),,"GOOD JUMPER by STANLEY,SETH",2
14:37,"MISS 3PTR by SABO,GAVIN",,,,,,,"MISS 3PTR by SABO,GAVIN",2
--,"REBOUND OFF by DOOLEY,ROBBY",,,,,,,"REBOUND OFF by DOOLEY,ROBBY",2
14:31,"MISS LAYUP by DOOLEY,ROBBY",,,,,,,"MISS LAYUP by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
14:26,"FOUL  by DOOLEY,ROBBY",,,,,,,"FOUL  by DOOLEY,ROBBY",2
14:26,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
14:26,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
14:09,,57 (+5),,52,"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 57-52 (-5),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
13:58,"GOOD LAYUP by RIDDICK,WESTIN(in the paint)",59 (+7),,52,,ETBU 59-52 (-7),,"GOOD LAYUP by RIDDICK,WESTIN(in the paint)",2
13:22,"SUB IN by BROWN,LANDIN",,,,,,,"SUB IN by BROWN,LANDIN",2
13:22,"SUB IN by TAYLOR,JARRELL",,,,,,,"SUB IN by TAYLOR,JARRELL",2
13:22,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",2
13:22,"SUB OUT by RIDDICK,WESTIN",,,,,,,"SUB OUT by RIDDICK,WESTIN",2
13:22,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
13:22,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
13:19,,,,,"TURNOVER  by CRAWFORD,TRACE",,,"TURNOVER  by CRAWFORD,TRACE",2
13:06,"MISS JUMPER by SABO,GAVIN",,,,,,,"MISS JUMPER by SABO,GAVIN",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
12:53,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND DEF by COCHRAN,SPENCER",,,,,,,"REBOUND DEF by COCHRAN,SPENCER",2
12:35,"TURNOVER  by COCHRAN,SPENCER",,,,,,,"TURNOVER  by COCHRAN,SPENCER",2
12:35,"SUB IN by HAYNES,CHRIS",,,,,,,"SUB IN by HAYNES,CHRIS",2
12:35,"SUB OUT by SABO,GAVIN",,,,,,,"SUB OUT by SABO,GAVIN",2
12:25,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",2
12:13,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
12:13,"MISS JUMPER by FONTENOT,NATHAN",,,,,,,"MISS JUMPER by FONTENOT,NATHAN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
12:01,,59 (+6),,53,"GOOD FT by EATON,JACK",HENDRIX 59-53 (-6),,"GOOD FT by EATON,JACK",2
12:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:01,,,,,"MISS FT by EATON,JACK",,,"MISS FT by EATON,JACK",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
11:53,"GOOD LAYUP by BROWN,LANDIN(in the paint)",61 (+8),,53,,ETBU 61-53 (-8),,"GOOD LAYUP by BROWN,LANDIN(in the paint)",2
11:50,"FOUL  by TAYLOR,JARRELL",,,,,,,"FOUL  by TAYLOR,JARRELL",2
11:37,,61 (+6),,55,"GOOD LAYUP by EATON,JACK(in the paint)",HENDRIX 61-55 (-6),,"GOOD LAYUP by EATON,JACK(in the paint)",2
11:28,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",63 (+8),,55,,ETBU 63-55 (-8),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
11:13,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",2
11:13,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
11:13,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
10:57,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",65 (+10),,55,,ETBU 65-55 (-10),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
10:57,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
10:57,"MISS FT by DOOLEY,ROBBY",,,,,,,"MISS FT by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
10:57,,65 (+8),,57,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 65-57 (-8),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
10:57,"GOOD 3PTR by RIDDICK,WESTIN(fastbreak)(in the paint)",68 (+11),,57,,ETBU 68-57 (-11),,"GOOD 3PTR by RIDDICK,WESTIN(fastbreak)(in the paint)",2
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",2
10:57,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
10:57,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
10:57,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
10:57,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
10:44,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
10:36,"MISS 3PTR by BROWN,LANDIN",,,,,,,"MISS 3PTR by BROWN,LANDIN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
09:19,"SUB IN by COCKERHAM,KEET",,,,,,,"SUB IN by COCKERHAM,KEET",2
09:19,"SUB IN by RIDDICK,WESTIN",,,,,,,"SUB IN by RIDDICK,WESTIN",2
09:19,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",2
09:19,"SUB OUT by COCHRAN,SPENCER",,,,,,,"SUB OUT by COCHRAN,SPENCER",2
09:19,"SUB OUT by TAYLOR,JARRELL",,,,,,,"SUB OUT by TAYLOR,JARRELL",2
09:06,,,,,"MISS 3PTR by CRAWFORD,TRACE",,,"MISS 3PTR by CRAWFORD,TRACE",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
08:57,"FOUL  by BROWN,LANDIN",,,,,,,"FOUL  by BROWN,LANDIN",2
08:57,"TURNOVER  by BROWN,LANDIN",,,,,,,"TURNOVER  by BROWN,LANDIN",2
08:57,,,,,"SUB IN by PRINS,ZACHARY",,,"SUB IN by PRINS,ZACHARY",2
08:57,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
08:45,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",2
08:45,"BLOCK  by COCKERHAM,KEET",,,,,,,"BLOCK  by COCKERHAM,KEET",2
--,,,,,"REBOUND OFF by ROUSE,TREY",,,"REBOUND OFF by ROUSE,TREY",2
08:42,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",2
08:30,,,,,"MISS JUMPER by CRAWFORD,TRACE",,,"MISS JUMPER by CRAWFORD,TRACE",2
--,"REBOUND DEF by HAYNES,CHRIS",,,,,,,"REBOUND DEF by HAYNES,CHRIS",2
08:14,,,,,"FOUL  by CRAWFORD,TRACE",,,"FOUL  by CRAWFORD,TRACE",2
08:14,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
08:14,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
08:11,"MISS LAYUP by COCKERHAM,KEET",,,,,,,"MISS LAYUP by COCKERHAM,KEET",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
08:08,"FOUL  by HAYNES,CHRIS",,,,,,,"FOUL  by HAYNES,CHRIS",2
08:08,,68 (+10),,58,"GOOD FT by FITCH,CARL",HENDRIX 68-58 (-10),,"GOOD FT by FITCH,CARL",2
08:08,,68 (+9),,59,"GOOD FT by FITCH,CARL",HENDRIX 68-59 (-9),,"GOOD FT by FITCH,CARL",2
08:08,"SUB IN by ELLIOTT,ZACH",,,,,,,"SUB IN by ELLIOTT,ZACH",2
08:08,"SUB OUT by HAYNES,CHRIS",,,,,,,"SUB OUT by HAYNES,CHRIS",2
07:46,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",70 (+11),,59,,ETBU 70-59 (-11),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
07:34,,,,,"MISS 3PTR by FITCH,CARL",,,"MISS 3PTR by FITCH,CARL",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
07:21,"MISS 3PTR by DOOLEY,ROBBY",,,,,,,"MISS 3PTR by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
07:13,,,,,"TURNOVER  by ROUSE,TREY",,,"TURNOVER  by ROUSE,TREY",2
07:12,"STEAL  by DOOLEY,ROBBY",,,,,,,"STEAL  by DOOLEY,ROBBY",2
07:08,"MISS JUMPER by BROWN,LANDIN",,,,,,,"MISS JUMPER by BROWN,LANDIN",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
06:58,"FOUL  by COCKERHAM,KEET",,,,,,,"FOUL  by COCKERHAM,KEET",2
06:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:58,,70 (+10),,60,"GOOD FT by COMAN,SEAN",HENDRIX 70-60 (-10),,"GOOD FT by COMAN,SEAN",2
06:58,,70 (+9),,61,"GOOD FT by COMAN,SEAN",HENDRIX 70-61 (-9),,"GOOD FT by COMAN,SEAN",2
06:46,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",72 (+11),,61,,ETBU 72-61 (-11),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
06:25,,,,,"MISS 3PTR by PRINS,ZACHARY",,,"MISS 3PTR by PRINS,ZACHARY",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
06:20,"MISS 3PTR by FONTENOT,NATHAN",,,,,,,"MISS 3PTR by FONTENOT,NATHAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:45,,72 (+9),,63,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HENDRIX 72-63 (-9),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
05:25,"MISS 3PTR by BROWN,LANDIN",,,,,,,"MISS 3PTR by BROWN,LANDIN",2
--,"REBOUND OFF by ELLIOTT,ZACH",,,,,,,"REBOUND OFF by ELLIOTT,ZACH",2
05:20,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",74 (+11),,63,,ETBU 74-63 (-11),,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",2
05:01,,,,,"MISS 3PTR by PRINS,ZACHARY",,,"MISS 3PTR by PRINS,ZACHARY",2
--,"REBOUND DEF by DOOLEY,ROBBY",,,,,,,"REBOUND DEF by DOOLEY,ROBBY",2
04:40,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
04:40,"TURNOVER  by FONTENOT,NATHAN",,,,,,,"TURNOVER  by FONTENOT,NATHAN",2
04:40,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
04:40,"SUB OUT by COCKERHAM,KEET",,,,,,,"SUB OUT by COCKERHAM,KEET",2
04:40,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
04:40,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
04:40,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",2
04:40,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
04:40,,,,,"SUB OUT by PRINS,ZACHARY",,,"SUB OUT by PRINS,ZACHARY",2
04:40,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
04:40,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
04:40,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
04:37,,74 (+8),,66,"GOOD 3PTR by STANLEY,SETH",HENDRIX 74-66 (-8),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
04:15,"GOOD LAYUP by BROWN,LANDIN(in the paint)",76 (+10),,66,,ETBU 76-66 (-10),,"GOOD LAYUP by BROWN,LANDIN(in the paint)",2
04:03,,76 (+7),,69,"GOOD 3PTR by ROUSE,TREY",HENDRIX 76-69 (-7),,"GOOD 3PTR by ROUSE,TREY",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
03:50,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",2
03:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:45,,76 (+4),,72,"GOOD 3PTR by STANLEY,SETH",HENDRIX 76-72 (-4),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
03:30,"MISS LAYUP by BROWN,LANDIN",,,,,,,"MISS LAYUP by BROWN,LANDIN",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
03:18,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
03:17,"STEAL  by BROWN,LANDIN",,,,,,,"STEAL  by BROWN,LANDIN",2
02:55,"MISS LAYUP by FONTENOT,NATHAN",,,,,,,"MISS LAYUP by FONTENOT,NATHAN",2
--,"REBOUND OFF by ELLIOTT,ZACH",,,,,,,"REBOUND OFF by ELLIOTT,ZACH",2
02:51,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",78 (+6),,72,,ETBU 78-72 (-6),,"GOOD LAYUP by ELLIOTT,ZACH(in the paint)",2
02:41,,,,,"MISS 3PTR by RIDING,JAKE",,,"MISS 3PTR by RIDING,JAKE",2
--,"REBOUND DEF by BROWN,LANDIN",,,,,,,"REBOUND DEF by BROWN,LANDIN",2
02:12,"MISS 3PTR by RIDDICK,WESTIN",,,,,,,"MISS 3PTR by RIDDICK,WESTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:09,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
02:09,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
02:04,,78 (+3),,75,"GOOD 3PTR by STANLEY,SETH",HENDRIX 78-75 (-3),,"GOOD 3PTR by STANLEY,SETH",2
01:47,"TURNOVER  by ELLIOTT,ZACH",,,,,,,"TURNOVER  by ELLIOTT,ZACH",2
01:45,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
01:39,"FOUL  by DOOLEY,ROBBY",,,,,,,"FOUL  by DOOLEY,ROBBY",2
01:39,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:39,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:23,,,,,"TURNOVER  by CRAWFORD,TRACE",,,"TURNOVER  by CRAWFORD,TRACE",2
01:11,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",80 (+5),,75,,ETBU 80-75 (-5),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
01:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:35,,,,,"MISS LAYUP by CRAWFORD,TRACE",,,"MISS LAYUP by CRAWFORD,TRACE",2
00:35,"BLOCK  by DOOLEY,ROBBY",,,,,,,"BLOCK  by DOOLEY,ROBBY",2
--,"REBOUND DEF by DOOLEY,ROBBY",,,,,,,"REBOUND DEF by DOOLEY,ROBBY",2
00:27,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
00:27,,,,,"FOUL  by CRAWFORD,TRACE",,,"FOUL  by CRAWFORD,TRACE",2
00:27,"GOOD FT by FONTENOT,NATHAN",81 (+6),,75,,ETBU 81-75 (-6),,"GOOD FT by FONTENOT,NATHAN",2
00:27,"GOOD FT by FONTENOT,NATHAN",82 (+7),,75,,ETBU 82-75 (-7),,"GOOD FT by FONTENOT,NATHAN",2
00:16,"FOUL  by ELLIOTT,ZACH",,,,,,,"FOUL  by ELLIOTT,ZACH",2
00:16,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:16,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,"REBOUND DEF by FONTENOT,NATHAN",,,,,,,"REBOUND DEF by FONTENOT,NATHAN",2
00:16,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
00:16,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
00:15,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",2
00:15,"GOOD FT by FONTENOT,NATHAN",83 (+8),,75,,ETBU 83-75 (-8),,"GOOD FT by FONTENOT,NATHAN",2
00:15,"GOOD FT by FONTENOT,NATHAN",84 (+9),,75,,ETBU 84-75 (-9),,"GOOD FT by FONTENOT,NATHAN",2
00:15,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
00:15,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
00:10,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by FONTENOT,NATHAN",,,,,,,"REBOUND DEF by FONTENOT,NATHAN",2
00:05,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
00:05,"GOOD FT by FONTENOT,NATHAN",85 (+10),,75,,ETBU 85-75 (-10),,"GOOD FT by FONTENOT,NATHAN",2
00:05,"GOOD FT by FONTENOT,NATHAN",86 (+11),,75,,ETBU 86-75 (-11),,"GOOD FT by FONTENOT,NATHAN",2
00:00,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
00:00,"STEAL  by FONTENOT,NATHAN",,,,,,,"STEAL  by FONTENOT,NATHAN",2
