Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
13:59,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",43,,45 (+2),,ACM 43-45 (+2),,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",2
13:53,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",2
--,,,,,"REBOUND OFF by EATON,JACK",,,"REBOUND OFF by EATON,JACK",2
13:47,"FOUL  by FEIDER,JP",,,,,,,"FOUL  by FEIDER,JP",2
13:47,,43,,47 (+4),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 43-47 (+4),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
13:45,"FOUL  by HOLLAND,MICHAEL",,,,,,,"FOUL  by HOLLAND,MICHAEL",2
13:38,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",2
13:20,"MISS 3PTR by HOLLAND,MICHAEL",,,,,,,"MISS 3PTR by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
13:09,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",2
12:37,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
12:26,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
12:26,"BLOCK  by FEIDER,JP",,,,,,,"BLOCK  by FEIDER,JP",2
--,"REBOUND DEF by HOLLAND,MICHAEL",,,,,,,"REBOUND DEF by HOLLAND,MICHAEL",2
12:19,"MISS LAYUP by MERCADEL,JUSTICE",,,,,,,"MISS LAYUP by MERCADEL,JUSTICE",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
12:04,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",2
12:02,"STEAL  by MERCADEL,JUSTICE",,,,,,,"STEAL  by MERCADEL,JUSTICE",2
11:55,"MISS 3PTR by ROLAND,DEVIN",,,,,,,"MISS 3PTR by ROLAND,DEVIN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
11:51,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
11:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:51,"SUB IN by LOCKMAN,DEREK",,,,,,,"SUB IN by LOCKMAN,DEREK",2
11:51,"SUB OUT by FEIDER,JP",,,,,,,"SUB OUT by FEIDER,JP",2
11:42,"GOOD 3PTR by HOGAN,KAM",46,,47 (+1),,ACM 46-47 (+1),,"GOOD 3PTR by HOGAN,KAM",2
11:15,,46,,49 (+3),"GOOD LAYUP by EATON,JACK(in the paint)",HENDRIX 46-49 (+3),,"GOOD LAYUP by EATON,JACK(in the paint)",2
10:59,"MISS LAYUP by HOGAN,KAM",,,,,,,"MISS LAYUP by HOGAN,KAM",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
10:50,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
10:49,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
10:49,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
10:48,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
10:48,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
10:42,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
10:40,,,,,"STEAL  by COMAN,SEAN",,,"STEAL  by COMAN,SEAN",2
10:37,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
10:37,"BLOCK  by MERCADEL,JUSTICE",,,,,,,"BLOCK  by MERCADEL,JUSTICE",2
10:34,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",2
10:34,,46,,50 (+4),"GOOD FT by COMAN,SEAN",HENDRIX 46-50 (+4),,"GOOD FT by COMAN,SEAN",2
10:34,"SUB IN by MERCADEL,JUSTICE",,,,,,,"SUB IN by MERCADEL,JUSTICE",2
10:34,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",2
10:34,"SUB OUT by ROLAND,DEVIN",,,,,,,"SUB OUT by ROLAND,DEVIN",2
10:34,"SUB OUT by MATTICH,BLAKE",,,,,,,"SUB OUT by MATTICH,BLAKE",2
10:34,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
10:34,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
10:31,,46,,51 (+5),"GOOD FT by COMAN,SEAN",HENDRIX 46-51 (+5),,"GOOD FT by COMAN,SEAN",2
10:28,"SUB IN by HOGAN,KAM",,,,,,,"SUB IN by HOGAN,KAM",2
10:14,"SUB IN by ROLAND,DEVIN",,,,,,,"SUB IN by ROLAND,DEVIN",2
10:10,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
09:56,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
09:56,"SUB IN by HILL,KAMERON",,,,,,,"SUB IN by HILL,KAMERON",2
09:56,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",2
09:46,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
09:46,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
09:46,"BLOCK  by HOLLAND,MICHAEL",,,,,,,"BLOCK  by HOLLAND,MICHAEL",2
--,"REBOUND DEF by HOLLAND,MICHAEL",,,,,,,"REBOUND DEF by HOLLAND,MICHAEL",2
09:46,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",48,,51 (+3),,ACM 48-51 (+3),,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",2
09:42,,,,,"FOUL  by RIDING,JAKE",,,"FOUL  by RIDING,JAKE",2
09:29,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",2
09:29,"SUB IN by HOGAN,KAM",,,,,,,"SUB IN by HOGAN,KAM",2
09:29,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",2
09:24,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
09:24,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by HOLLAND,MICHAEL",,,,,,,"REBOUND DEF by HOLLAND,MICHAEL",2
09:15,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
09:08,"GOOD FT by LOCKMAN,DEREK",49,,51 (+2),,ACM 49-51 (+2),,"GOOD FT by LOCKMAN,DEREK",2
08:57,"GOOD FT by LOCKMAN,DEREK",50,,51 (+1),,ACM 50-51 (+1),,"GOOD FT by LOCKMAN,DEREK",2
08:57,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
08:57,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
08:43,,50,,53 (+3),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 50-53 (+3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
08:25,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",52,,53 (+1),,ACM 52-53 (+1),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",2
08:18,"GOOD 3PTR by HOGAN,KAM",55 (+2),,53,,ACM 55-53 (-2),,"GOOD 3PTR by HOGAN,KAM",2
08:04,"FOUL  by LOCKMAN,DEREK",,,,,,,"FOUL  by LOCKMAN,DEREK",2
07:58,,55 (+1),,54,"GOOD FT by COMAN,SEAN",HENDRIX 55-54 (-1),,"GOOD FT by COMAN,SEAN",2
07:58,,55,,55,"GOOD FT by COMAN,SEAN",HENDRIX 55-55 (0),,"GOOD FT by COMAN,SEAN",2
07:44,"GOOD LAYUP by LOCKMAN,DEREK(in the paint)",57 (+2),,55,,ACM 57-55 (-2),,"GOOD LAYUP by LOCKMAN,DEREK(in the paint)",2
07:19,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
07:14,,57,,57,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 57-57 (0),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
06:56,"GOOD 3PTR by HOLLAND,MICHAEL",60 (+3),,57,,ACM 60-57 (-3),,"GOOD 3PTR by HOLLAND,MICHAEL",2
06:42,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:20,"GOOD LAYUP by HOGAN,KAM(in the paint)",62 (+5),,57,,ACM 62-57 (-5),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
06:05,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
06:01,,62 (+3),,59,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 62-59 (-3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
05:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:42,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",64 (+5),,59,,ACM 64-59 (-5),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
05:11,,64 (+3),,61,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 64-61 (-3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
04:49,"TURNOVER  by LOCKMAN,DEREK",,,,,,,"TURNOVER  by LOCKMAN,DEREK",2
04:46,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
04:40,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
04:34,"FOUL  by HOLLAND,MICHAEL",,,,,,,"FOUL  by HOLLAND,MICHAEL",2
04:34,,64 (+2),,62,"GOOD FT by FITCH,CARL",HENDRIX 64-62 (-2),,"GOOD FT by FITCH,CARL",2
04:34,,64 (+1),,63,"GOOD FT by FITCH,CARL",HENDRIX 64-63 (-1),,"GOOD FT by FITCH,CARL",2
04:34,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
04:34,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
04:14,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",66 (+3),,63,,ACM 66-63 (-3),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",2
03:58,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
03:57,"STEAL  by ROLAND,DEVIN",,,,,,,"STEAL  by ROLAND,DEVIN",2
03:36,"TURNOVER  by LOCKMAN,DEREK",,,,,,,"TURNOVER  by LOCKMAN,DEREK",2
03:35,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",2
03:31,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:31,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by HILL,KAMERON",,,,,,,"REBOUND DEF by HILL,KAMERON",2
03:31,"SUB IN by CLEAMONS,JAYLYN",,,,,,,"SUB IN by CLEAMONS,JAYLYN",2
03:31,"SUB OUT by LOCKMAN,DEREK",,,,,,,"SUB OUT by LOCKMAN,DEREK",2
03:31,,,,,"SUB IN by ABELL,STEPHEN",,,"SUB IN by ABELL,STEPHEN",2
03:31,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
03:31,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
03:31,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
03:29,"GOOD LAYUP by HOGAN,KAM(in the paint)",68 (+5),,63,,ACM 68-63 (-5),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
03:24,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
03:24,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
03:08,,68 (+2),,66,"GOOD 3PTR by COMAN,SEAN",HENDRIX 68-66 (-2),,"GOOD 3PTR by COMAN,SEAN",2
02:49,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
02:23,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",2
--,"REBOUND DEF by ROLAND,DEVIN",,,,,,,"REBOUND DEF by ROLAND,DEVIN",2
01:55,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND OFF by CLEAMONS,JAYLYN",,,,,,,"REBOUND OFF by CLEAMONS,JAYLYN",2
01:50,"FOUL  by ROLAND,DEVIN",,,,,,,"FOUL  by ROLAND,DEVIN",2
01:50,"TURNOVER  by ROLAND,DEVIN",,,,,,,"TURNOVER  by ROLAND,DEVIN",2
01:50,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:50,,68 (+1),,67,"GOOD FT by STANLEY,SETH",HENDRIX 68-67 (-1),,"GOOD FT by STANLEY,SETH",2
01:50,"SUB IN by LOCKMAN,DEREK",,,,,,,"SUB IN by LOCKMAN,DEREK",2
01:50,"SUB OUT by CLEAMONS,JAYLYN",,,,,,,"SUB OUT by CLEAMONS,JAYLYN",2
01:30,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
01:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:21,"SUB IN by CLEAMONS,JAYLYN",,,,,,,"SUB IN by CLEAMONS,JAYLYN",2
01:21,"SUB IN by FEIDER,JP",,,,,,,"SUB IN by FEIDER,JP",2
01:21,"SUB OUT by ROLAND,DEVIN",,,,,,,"SUB OUT by ROLAND,DEVIN",2
01:21,"SUB OUT by LOCKMAN,DEREK",,,,,,,"SUB OUT by LOCKMAN,DEREK",2
01:11,"FOUL  by FEIDER,JP",,,,,,,"FOUL  by FEIDER,JP",2
01:11,,68,,68,"GOOD FT by EATON,JACK",HENDRIX 68-68 (0),,"GOOD FT by EATON,JACK",2
01:11,,68,,69 (+1),"GOOD FT by EATON,JACK",HENDRIX 68-69 (+1),,"GOOD FT by EATON,JACK",2
01:11,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
01:11,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
00:42,"MISS JUMPER by HOGAN,KAM",,,,,,,"MISS JUMPER by HOGAN,KAM",2
--,"REBOUND OFF by ROLAND,DEVIN",,,,,,,"REBOUND OFF by ROLAND,DEVIN",2
00:35,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",70 (+1),,69,,ACM 70-69 (-1),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",2
00:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:32,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
00:32,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
00:32,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
00:32,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
00:32,,,,,"SUB OUT by ABELL,STEPHEN",,,"SUB OUT by ABELL,STEPHEN",2
00:32,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",2
00:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:14,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
00:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:13,"SUB IN by LOCKMAN,DEREK",,,,,,,"SUB IN by LOCKMAN,DEREK",2
00:13,"SUB OUT by FEIDER,JP",,,,,,,"SUB OUT by FEIDER,JP",2
00:08,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
00:08,"MISS FT by HOLLAND,MICHAEL",,,,,,,"MISS FT by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
