Time Remaining,HENDRIXM,Away Team Score,Play Team Indicator,Home Team Score,UAFS,Game Score,Team Indicator,Play,Period
00:22,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",1
00:15,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",1
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",1
00:11,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by BOWIE,MARC",,,"REBOUND DEF by BOWIE,MARC",1
00:06,,,,,"TURNOVER  by BOWIE,MARC",,,"TURNOVER  by BOWIE,MARC",1
00:01,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",1
--,,,,,"REBOUND DEF by MORGAN,MATT",,,"REBOUND DEF by MORGAN,MATT",1
20:00,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
20:00,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
19:44,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:38,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
19:14,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
19:14,,28,,52 (+24),"GOOD FT by EKEZIE,DAVID",UAFS 28-52 (-24),,"GOOD FT by EKEZIE,DAVID",2
19:14,,28,,53 (+25),"GOOD FT by EKEZIE,DAVID",UAFS 28-53 (-25),,"GOOD FT by EKEZIE,DAVID",2
18:46,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
18:46,,,,,"BLOCK  by EKEZIE,DAVID",,,"BLOCK  by EKEZIE,DAVID",2
--,,,,,"REBOUND DEF by WILLIAMS,TYLER",,,"REBOUND DEF by WILLIAMS,TYLER",2
18:41,,28,,55 (+27),"GOOD LAYUP by WILLIAMS,TYLER(fastbreak)(in the paint)",UAFS 28-55 (-27),,"GOOD LAYUP by WILLIAMS,TYLER(fastbreak)(in the paint)",2
18:24,"GOOD 3PTR by CRAWFORD,TRACE",31,,55 (+24),,HENDRIXM 31-55 (-24),,"GOOD 3PTR by CRAWFORD,TRACE",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
18:15,,,,,"MISS LAYUP by CRAWFORD,CHRIS",,,"MISS LAYUP by CRAWFORD,CHRIS",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
18:02,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
18:02,,,,,"BLOCK  by EKEZIE,DAVID",,,"BLOCK  by EKEZIE,DAVID",2
--,"REBOUND OFF by CALAMESE,MICHAEL",,,,,,,"REBOUND OFF by CALAMESE,MICHAEL",2
17:49,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
17:43,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
17:43,,,,,"SUB IN by BOWIE,MARC",,,"SUB IN by BOWIE,MARC",2
17:43,,,,,"SUB OUT by WILLIAMS,TYLER",,,"SUB OUT by WILLIAMS,TYLER",2
17:19,,,,,"TURNOVER  by WARD,DAVID",,,"TURNOVER  by WARD,DAVID",2
17:19,,,,,"SUB IN by SIVINS,MATISS",,,"SUB IN by SIVINS,MATISS",2
17:19,,,,,"SUB OUT by WARD,DAVID",,,"SUB OUT by WARD,DAVID",2
17:07,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by EKEZIE,DAVID",,,"REBOUND DEF by EKEZIE,DAVID",2
17:04,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
17:04,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
17:04,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
16:51,,31,,57 (+26),"GOOD LAYUP by CRAWFORD,CHRIS(in the paint)",UAFS 31-57 (-26),,"GOOD LAYUP by CRAWFORD,CHRIS(in the paint)",2
16:51,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
16:51,,31,,58 (+27),"GOOD FT by CRAWFORD,CHRIS",UAFS 31-58 (-27),,"GOOD FT by CRAWFORD,CHRIS",2
16:36,"MISS JUMPER by CRAWFORD,TRACE",,,,,,,"MISS JUMPER by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by EKEZIE,DAVID",,,"REBOUND DEF by EKEZIE,DAVID",2
16:27,,,,,"MISS JUMPER by BOWIE,MARC",,,"MISS JUMPER by BOWIE,MARC",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
16:13,,,,,"FOUL  by HAWLEY,SETH",,,"FOUL  by HAWLEY,SETH",2
16:09,"GOOD JUMPER by FITCH,CARL(in the paint)",33,,58 (+25),,HENDRIXM 33-58 (-25),,"GOOD JUMPER by FITCH,CARL(in the paint)",2
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",2
16:00,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
16:00,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
16:00,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
16:00,,,,,"SUB IN by WARD,DAVID",,,"SUB IN by WARD,DAVID",2
16:00,,,,,"SUB OUT by HAWLEY,SETH",,,"SUB OUT by HAWLEY,SETH",2
15:46,,,,,"MISS LAYUP by EKEZIE,DAVID",,,"MISS LAYUP by EKEZIE,DAVID",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
15:25,"GOOD LAYUP by EATON,JACK(in the paint)",35,,58 (+23),,HENDRIXM 35-58 (-23),,"GOOD LAYUP by EATON,JACK(in the paint)",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
15:07,,,,,"MISS 3PTR by CRAWFORD,CHRIS",,,"MISS 3PTR by CRAWFORD,CHRIS",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
14:54,,,,,"FOUL  by EKEZIE,DAVID",,,"FOUL  by EKEZIE,DAVID",2
14:54,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
14:54,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
14:54,,,,,"SUB IN by MORGAN,MATT",,,"SUB IN by MORGAN,MATT",2
14:54,,,,,"SUB OUT by EKEZIE,DAVID",,,"SUB OUT by EKEZIE,DAVID",2
14:40,"MISS JUMPER by EATON,JACK",,,,,,,"MISS JUMPER by EATON,JACK",2
--,,,,,"REBOUND DEF by MORGAN,MATT",,,"REBOUND DEF by MORGAN,MATT",2
14:23,,35,,60 (+25),"GOOD LAYUP by WARD,DAVID(in the paint)",UAFS 35-60 (-25),,"GOOD LAYUP by WARD,DAVID(in the paint)",2
--,,,,,"ASSIST  by CRAWFORD,CHRIS",,,"ASSIST  by CRAWFORD,CHRIS",2
14:01,,,,,"FOUL  by BOWIE,MARC",,,"FOUL  by BOWIE,MARC",2
14:01,"GOOD FT by CRAWFORD,TRACE",36,,60 (+24),,HENDRIXM 36-60 (-24),,"GOOD FT by CRAWFORD,TRACE",2
14:01,"MISS FT by CRAWFORD,TRACE",,,,,,,"MISS FT by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by MORGAN,MATT",,,"REBOUND DEF by MORGAN,MATT",2
13:50,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
13:50,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
13:50,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
13:50,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
13:50,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
13:50,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
13:50,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
13:41,,36,,62 (+26),"GOOD DUNK by WARD,DAVID(in the paint)",UAFS 36-62 (-26),,"GOOD DUNK by WARD,DAVID(in the paint)",2
--,,,,,"ASSIST  by MORGAN,MATT",,,"ASSIST  by MORGAN,MATT",2
13:19,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
--,,,,,"REBOUND DEF by MORGAN,MATT",,,"REBOUND DEF by MORGAN,MATT",2
13:12,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
13:12,,36,,63 (+27),"GOOD FT by CRAWFORD,CHRIS",UAFS 36-63 (-27),,"GOOD FT by CRAWFORD,CHRIS",2
13:12,,36,,64 (+28),"GOOD FT by CRAWFORD,CHRIS",UAFS 36-64 (-28),,"GOOD FT by CRAWFORD,CHRIS",2
13:12,,,,,"SUB IN by BOYER,BRADEN",,,"SUB IN by BOYER,BRADEN",2
13:12,,,,,"SUB OUT by SIVINS,MATISS",,,"SUB OUT by SIVINS,MATISS",2
13:02,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
13:00,,,,,"STEAL  by WARD,DAVID",,,"STEAL  by WARD,DAVID",2
12:58,,36,,66 (+30),"GOOD DUNK by WARD,DAVID(in the paint)",UAFS 36-66 (-30),,"GOOD DUNK by WARD,DAVID(in the paint)",2
12:46,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
12:44,,,,,"STEAL  by BOWIE,MARC",,,"STEAL  by BOWIE,MARC",2
12:42,,36,,68 (+32),"GOOD DUNK by BOWIE,MARC(fastbreak)(in the paint)",UAFS 36-68 (-32),,"GOOD DUNK by BOWIE,MARC(fastbreak)(in the paint)",2
12:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:37,,,,,"SUB IN by HAWLEY,SETH",,,"SUB IN by HAWLEY,SETH",2
12:37,,,,,"SUB OUT by CRAWFORD,CHRIS",,,"SUB OUT by CRAWFORD,CHRIS",2
12:23,,,,,"FOUL  by BOYER,BRADEN",,,"FOUL  by BOYER,BRADEN",2
12:23,"GOOD FT by FITCH,CARL",37,,68 (+31),,HENDRIXM 37-68 (-31),,"GOOD FT by FITCH,CARL",2
12:23,"GOOD FT by FITCH,CARL",38,,68 (+30),,HENDRIXM 38-68 (-30),,"GOOD FT by FITCH,CARL",2
12:23,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
12:23,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
12:10,,,,,"TURNOVER  by HAWLEY,SETH",,,"TURNOVER  by HAWLEY,SETH",2
12:03,"GOOD LAYUP by CONRAD,ALEX(in the paint)",40,,68 (+28),,HENDRIXM 40-68 (-28),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
11:51,,,,,"MISS 3PTR by MORGAN,MATT",,,"MISS 3PTR by MORGAN,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:32,,,,,"SUB IN by EKEZIE,DAVID",,,"SUB IN by EKEZIE,DAVID",2
11:32,,,,,"SUB OUT by MORGAN,MATT",,,"SUB OUT by MORGAN,MATT",2
11:26,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
11:20,,,,,"TURNOVER  by WARD,DAVID",,,"TURNOVER  by WARD,DAVID",2
11:00,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
10:54,,,,,"FOUL  by WARD,DAVID",,,"FOUL  by WARD,DAVID",2
10:54,"GOOD FT by FITCH,CARL",41,,68 (+27),,HENDRIXM 41-68 (-27),,"GOOD FT by FITCH,CARL",2
10:54,"GOOD FT by FITCH,CARL",42,,68 (+26),,HENDRIXM 42-68 (-26),,"GOOD FT by FITCH,CARL",2
10:42,,42,,71 (+29),"GOOD 3PTR by BOYER,BRADEN",UAFS 42-71 (-29),,"GOOD 3PTR by BOYER,BRADEN",2
--,,,,,"ASSIST  by WARD,DAVID",,,"ASSIST  by WARD,DAVID",2
10:23,,,,,"FOUL  by EKEZIE,DAVID",,,"FOUL  by EKEZIE,DAVID",2
10:18,,,,,"SUB IN by MORGAN,MATT",,,"SUB IN by MORGAN,MATT",2
10:18,,,,,"SUB OUT by EKEZIE,DAVID",,,"SUB OUT by EKEZIE,DAVID",2
10:12,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
10:12,,,,,"STEAL  by HAWLEY,SETH",,,"STEAL  by HAWLEY,SETH",2
10:09,,,,,"MISS LAYUP by HAWLEY,SETH",,,"MISS LAYUP by HAWLEY,SETH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:47,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
09:42,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
09:42,,,,,"BLOCK  by MORGAN,MATT",,,"BLOCK  by MORGAN,MATT",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
09:36,,42,,73 (+31),"GOOD LAYUP by HAWLEY,SETH(fastbreak)(in the paint)",UAFS 42-73 (-31),,"GOOD LAYUP by HAWLEY,SETH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WARD,DAVID",,,"ASSIST  by WARD,DAVID",2
09:28,,,,,"FOUL  by HAWLEY,SETH",,,"FOUL  by HAWLEY,SETH",2
09:28,"GOOD FT by II,ROD CUMMINGS",43,,73 (+30),,HENDRIXM 43-73 (-30),,"GOOD FT by II,ROD CUMMINGS",2
09:28,"MISS FT by II,ROD CUMMINGS",,,,,,,"MISS FT by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
09:28,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
09:28,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
09:28,,,,,"SUB IN by CRAWFORD,CHRIS",,,"SUB IN by CRAWFORD,CHRIS",2
09:28,,,,,"SUB OUT by HAWLEY,SETH",,,"SUB OUT by HAWLEY,SETH",2
09:13,,43,,75 (+32),"GOOD JUMPER by CRAWFORD,CHRIS",UAFS 43-75 (-32),,"GOOD JUMPER by CRAWFORD,CHRIS",2
09:01,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",2
--,"REBOUND OFF by II,ROD CUMMINGS",,,,,,,"REBOUND OFF by II,ROD CUMMINGS",2
08:56,"GOOD JUMPER by II,ROD CUMMINGS",45,,75 (+30),,HENDRIXM 45-75 (-30),,"GOOD JUMPER by II,ROD CUMMINGS",2
08:37,,,,,"MISS 3PTR by BOYER,BRADEN",,,"MISS 3PTR by BOYER,BRADEN",2
--,,,,,"REBOUND OFF by WARD,DAVID",,,"REBOUND OFF by WARD,DAVID",2
08:29,,,,,"MISS JUMPER by BOWIE,MARC",,,"MISS JUMPER by BOWIE,MARC",2
--,,,,,"REBOUND OFF by WILLIAMS,TYLER",,,"REBOUND OFF by WILLIAMS,TYLER",2
08:26,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
08:26,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
08:26,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
08:26,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
08:26,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
08:26,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
08:05,,,,,"MISS 3PTR by WARD,DAVID",,,"MISS 3PTR by WARD,DAVID",2
--,,,,,"REBOUND OFF by BOYER,BRADEN",,,"REBOUND OFF by BOYER,BRADEN",2
08:01,,,,,"MISS 3PTR by CRAWFORD,CHRIS",,,"MISS 3PTR by CRAWFORD,CHRIS",2
--,"REBOUND DEF by CRAWFORD,TRACE",,,,,,,"REBOUND DEF by CRAWFORD,TRACE",2
07:51,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND OFF by CRAWFORD,TRACE",,,,,,,"REBOUND OFF by CRAWFORD,TRACE",2
07:42,"MISS LAYUP by CRAWFORD,TRACE",,,,,,,"MISS LAYUP by CRAWFORD,TRACE",2
07:42,,,,,"BLOCK  by WARD,DAVID",,,"BLOCK  by WARD,DAVID",2
--,,,,,"REBOUND DEF by WARD,DAVID",,,"REBOUND DEF by WARD,DAVID",2
07:22,,45,,77 (+32),"GOOD LAYUP by MORGAN,MATT(in the paint)",UAFS 45-77 (-32),,"GOOD LAYUP by MORGAN,MATT(in the paint)",2
--,,,,,"ASSIST  by WARD,DAVID",,,"ASSIST  by WARD,DAVID",2
06:55,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",47,,77 (+30),,HENDRIXM 47-77 (-30),,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
06:37,,,,,"MISS 3PTR by BOWIE,MARC",,,"MISS 3PTR by BOWIE,MARC",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
06:35,,,,,"FOUL  by WARD,DAVID",,,"FOUL  by WARD,DAVID",2
06:35,"MISS FT by EATON,JACK",,,,,,,"MISS FT by EATON,JACK",2
--,,,,,"REBOUND DEF by BOYER,BRADEN",,,"REBOUND DEF by BOYER,BRADEN",2
06:21,,,,,"MISS 3PTR by SIVINS,MATISS",,,"MISS 3PTR by SIVINS,MATISS",2
--,"REBOUND DEF by PRINS,ZACHARY",,,,,,,"REBOUND DEF by PRINS,ZACHARY",2
06:19,,,,,"FOUL  by BOYER,BRADEN",,,"FOUL  by BOYER,BRADEN",2
06:19,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",2
--,,,,,"REBOUND DEF by MORGAN,MATT",,,"REBOUND DEF by MORGAN,MATT",2
05:52,,,,,"MISS 3PTR by CRAWFORD,CHRIS",,,"MISS 3PTR by CRAWFORD,CHRIS",2
--,,,,,"REBOUND OFF by SIVINS,MATISS",,,"REBOUND OFF by SIVINS,MATISS",2
05:44,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
05:44,,47,,78 (+31),"GOOD FT by CRAWFORD,CHRIS",UAFS 47-78 (-31),,"GOOD FT by CRAWFORD,CHRIS",2
05:44,,47,,79 (+32),"GOOD FT by CRAWFORD,CHRIS",UAFS 47-79 (-32),,"GOOD FT by CRAWFORD,CHRIS",2
05:44,,,,,"SUB IN by EKEZIE,DAVID",,,"SUB IN by EKEZIE,DAVID",2
05:44,,,,,"SUB IN by HAWLEY,SETH",,,"SUB IN by HAWLEY,SETH",2
05:44,,,,,"SUB OUT by CRAWFORD,CHRIS",,,"SUB OUT by CRAWFORD,CHRIS",2
05:44,,,,,"SUB OUT by MORGAN,MATT",,,"SUB OUT by MORGAN,MATT",2
05:34,"GOOD 3PTR by PRINS,ZACHARY",50,,79 (+29),,HENDRIXM 50-79 (-29),,"GOOD 3PTR by PRINS,ZACHARY",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
05:20,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
05:20,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
05:09,,,,,"TURNOVER  by BOWIE,MARC",,,"TURNOVER  by BOWIE,MARC",2
05:08,"STEAL  by EATON,JACK",,,,,,,"STEAL  by EATON,JACK",2
05:05,"MISS LAYUP by EATON,JACK",,,,,,,"MISS LAYUP by EATON,JACK",2
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",2
04:59,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",52,,79 (+27),,HENDRIXM 52-79 (-27),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
04:25,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
04:15,"MISS JUMPER by BRASFIELD,KAM",,,,,,,"MISS JUMPER by BRASFIELD,KAM",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
04:13,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by EKEZIE,DAVID",,,"REBOUND DEF by EKEZIE,DAVID",2
04:05,,52,,82 (+30),"GOOD 3PTR by HAWLEY,SETH",UAFS 52-82 (-30),,"GOOD 3PTR by HAWLEY,SETH",2
--,,,,,"ASSIST  by BOYER,BRADEN",,,"ASSIST  by BOYER,BRADEN",2
03:45,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,,,,,"REBOUND DEF by HAWLEY,SETH",,,"REBOUND DEF by HAWLEY,SETH",2
03:20,,,,,"MISS 3PTR by HAWLEY,SETH",,,"MISS 3PTR by HAWLEY,SETH",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
03:11,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",2
--,,,,,"REBOUND DEF by BOWIE,MARC",,,"REBOUND DEF by BOWIE,MARC",2
03:05,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
03:01,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:01,,52,,83 (+31),"GOOD FT by BOWIE,MARC",UAFS 52-83 (-31),,"GOOD FT by BOWIE,MARC",2
03:01,,,,,"MISS FT by BOWIE,MARC",,,"MISS FT by BOWIE,MARC",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
03:01,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
03:01,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
03:01,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
03:01,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
03:01,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
03:01,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
03:01,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
03:01,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
03:01,,,,,"SUB IN by SIVINS,MATISS",,,"SUB IN by SIVINS,MATISS",2
03:01,,,,,"SUB OUT by WARD,DAVID",,,"SUB OUT by WARD,DAVID",2
02:33,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by EKEZIE,DAVID",,,"REBOUND DEF by EKEZIE,DAVID",2
02:17,,52,,85 (+33),"GOOD DUNK by EKEZIE,DAVID(in the paint)",UAFS 52-85 (-33),,"GOOD DUNK by EKEZIE,DAVID(in the paint)",2
--,,,,,"ASSIST  by BOYER,BRADEN",,,"ASSIST  by BOYER,BRADEN",2
02:05,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",54,,85 (+31),,HENDRIXM 54-85 (-31),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
01:45,,54,,87 (+33),"GOOD LAYUP by EKEZIE,DAVID(in the paint)",UAFS 54-87 (-33),,"GOOD LAYUP by EKEZIE,DAVID(in the paint)",2
01:31,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",2
--,,,,,"REBOUND DEF by BOWIE,MARC",,,"REBOUND DEF by BOWIE,MARC",2
01:11,,54,,90 (+36),"GOOD 3PTR by SIVINS,MATISS",UAFS 54-90 (-36),,"GOOD 3PTR by SIVINS,MATISS",2
--,,,,,"ASSIST  by HAWLEY,SETH",,,"ASSIST  by HAWLEY,SETH",2
00:55,"GOOD LAYUP by CONRAD,ALEX(in the paint)",56,,90 (+34),,HENDRIXM 56-90 (-34),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
00:55,,,,,"FOUL  by EKEZIE,DAVID",,,"FOUL  by EKEZIE,DAVID",2
00:55,"GOOD FT by CONRAD,ALEX",57,,90 (+33),,HENDRIXM 57-90 (-33),,"GOOD FT by CONRAD,ALEX",2
00:55,,,,,"SUB IN by MORGAN,MATT",,,"SUB IN by MORGAN,MATT",2
00:55,,,,,"SUB OUT by EKEZIE,DAVID",,,"SUB OUT by EKEZIE,DAVID",2
00:26,,,,,"TURNOVER  by HAWLEY,SETH",,,"TURNOVER  by HAWLEY,SETH",2
00:24,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
00:21,"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",59,,90 (+31),,HENDRIXM 59-90 (-31),,"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",2
