Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
15:08,"FOUL  by MINGO,KILE",,,,,,,"FOUL  by MINGO,KILE",2
15:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:35,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
14:15,"GOOD LAYUP by RAY,RICKY(in the paint)",36 (+1),,35,,CENTMB 36-35 (-1),,"GOOD LAYUP by RAY,RICKY(in the paint)",2
--,"ASSIST  by MINGO,KILE",,,,,,,"ASSIST  by MINGO,KILE",2
14:05,"FOUL  by SMITH,DAKOTA",,,,,,,"FOUL  by SMITH,DAKOTA",2
14:05,,36,,36,"GOOD FT by LINK,JACOB",HENDRIX 36-36 (0),,"GOOD FT by LINK,JACOB",2
14:05,,36,,37 (+1),"GOOD FT by LINK,JACOB",HENDRIX 36-37 (+1),,"GOOD FT by LINK,JACOB",2
14:05,"SUB IN by BARSTOW,TREY",,,,,,,"SUB IN by BARSTOW,TREY",2
14:05,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
14:05,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
14:05,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
13:49,"MISS JUMPER by MINGO,KILE",,,,,,,"MISS JUMPER by MINGO,KILE",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
13:43,"FOUL  by SMITH,DAKOTA",,,,,,,"FOUL  by SMITH,DAKOTA",2
13:22,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND DEF by MINGO,KILE",,,,,,,"REBOUND DEF by MINGO,KILE",2
13:18,"TURNOVER  by MINGO,KILE",,,,,,,"TURNOVER  by MINGO,KILE",2
13:18,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",2
13:18,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",2
13:18,"SUB OUT by SMITH,DAKOTA",,,,,,,"SUB OUT by SMITH,DAKOTA",2
13:18,"SUB OUT by MINGO,KILE",,,,,,,"SUB OUT by MINGO,KILE",2
13:18,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
13:18,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
13:18,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
13:18,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
13:09,,36,,40 (+4),"GOOD 3PTR by STANLEY,SETH",HENDRIX 36-40 (+4),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
12:46,"TURNOVER  by CARTER,KAHARRI",,,,,,,"TURNOVER  by CARTER,KAHARRI",2
12:25,,36,,43 (+7),"GOOD 3PTR by COMAN,SEAN",HENDRIX 36-43 (+7),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
12:08,"GOOD 3PTR by BARSTOW,TREY",39,,43 (+4),,CENTMB 39-43 (+4),,"GOOD 3PTR by BARSTOW,TREY",2
11:51,,39,,45 (+6),"GOOD JUMPER by STANLEY,SETH",HENDRIX 39-45 (+6),,"GOOD JUMPER by STANLEY,SETH",2
11:25,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",41,,45 (+4),,CENTMB 41-45 (+4),,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",2
11:12,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
11:12,"STEAL  by CARTER,KAHARRI",,,,,,,"STEAL  by CARTER,KAHARRI",2
11:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:51,"GOOD 3PTR by HENTON,MATTHEW",44,,45 (+1),,CENTMB 44-45 (+1),,"GOOD 3PTR by HENTON,MATTHEW",2
--,"ASSIST  by PRINCE,TY",,,,,,,"ASSIST  by PRINCE,TY",2
10:30,,44,,48 (+4),"GOOD 3PTR by COMAN,SEAN",HENDRIX 44-48 (+4),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
10:13,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",46,,48 (+2),,CENTMB 46-48 (+2),,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",2
09:56,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by HENTON,MATTHEW",,,,,,,"REBOUND DEF by HENTON,MATTHEW",2
09:39,"TURNOVER  by HENTON,MATTHEW",,,,,,,"TURNOVER  by HENTON,MATTHEW",2
09:39,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
09:39,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
09:23,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",2
09:03,"MISS JUMPER by MATTHEWS,TREYLAN",,,,,,,"MISS JUMPER by MATTHEWS,TREYLAN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
08:55,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND DEF by HENTON,MATTHEW",,,,,,,"REBOUND DEF by HENTON,MATTHEW",2
08:49,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",2
08:21,,46,,50 (+4),"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 46-50 (+4),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
08:07,"TURNOVER  by HENTON,MATTHEW",,,,,,,"TURNOVER  by HENTON,MATTHEW",2
08:07,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
08:06,"SUB IN by MINGO,KILE",,,,,,,"SUB IN by MINGO,KILE",2
08:06,"SUB OUT by BARSTOW,TREY",,,,,,,"SUB OUT by BARSTOW,TREY",2
07:50,"FOUL  by CARTER,KAHARRI",,,,,,,"FOUL  by CARTER,KAHARRI",2
07:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:00,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",2
05:59,,,,,"MISS FT by EATON,JACK",,,"MISS FT by EATON,JACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:59,,46,,51 (+5),"GOOD FT by EATON,JACK",HENDRIX 46-51 (+5),,"GOOD FT by EATON,JACK",2
05:51,"MISS 3PTR by PRINCE,TY",,,,,,,"MISS 3PTR by PRINCE,TY",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
05:46,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",2
05:46,,46,,52 (+6),"GOOD FT by FITCH,CARL",HENDRIX 46-52 (+6),,"GOOD FT by FITCH,CARL",2
05:46,,46,,53 (+7),"GOOD FT by FITCH,CARL",HENDRIX 46-53 (+7),,"GOOD FT by FITCH,CARL",2
05:30,"MISS JUMPER by MINGO,KILE",,,,,,,"MISS JUMPER by MINGO,KILE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:24,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:24,"GOOD FT by CARTER,KAHARRI",47,,53 (+6),,CENTMB 47-53 (+6),,"GOOD FT by CARTER,KAHARRI",2
05:24,"GOOD FT by CARTER,KAHARRI",48,,53 (+5),,CENTMB 48-53 (+5),,"GOOD FT by CARTER,KAHARRI",2
04:58,"FOUL  by WASHINGTON,PRENTIS",,,,,,,"FOUL  by WASHINGTON,PRENTIS",2
04:58,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",2
04:58,"SUB IN by SMITH,DAKOTA",,,,,,,"SUB IN by SMITH,DAKOTA",2
04:58,"SUB OUT by CARTER,KAHARRI",,,,,,,"SUB OUT by CARTER,KAHARRI",2
04:58,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
04:58,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
04:58,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
04:58,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
04:46,"MISS JUMPER by RAY,RICKY",,,,,,,"MISS JUMPER by RAY,RICKY",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
04:46,,48,,55 (+7),"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 48-55 (+7),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
04:41,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
04:38,"GOOD FT by CARTER,KAHARRI",49,,55 (+6),,CENTMB 49-55 (+6),,"GOOD FT by CARTER,KAHARRI",2
04:38,"GOOD FT by CARTER,KAHARRI",50,,55 (+5),,CENTMB 50-55 (+5),,"GOOD FT by CARTER,KAHARRI",2
04:38,"SUB IN by HENTON,MATTHEW",,,,,,,"SUB IN by HENTON,MATTHEW",2
04:38,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",2
04:38,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
04:38,"SUB OUT by SMITH,DAKOTA",,,,,,,"SUB OUT by SMITH,DAKOTA",2
04:13,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by RAY,RICKY",,,,,,,"REBOUND DEF by RAY,RICKY",2
03:58,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
03:58,"GOOD FT by SMITH,DAKOTA",51,,55 (+4),,CENTMB 51-55 (+4),,"GOOD FT by SMITH,DAKOTA",2
03:58,"MISS FT by CARTER,KAHARRI",,,,,,,"MISS FT by CARTER,KAHARRI",2
--,"REBOUND OFF by RAY,RICKY",,,,,,,"REBOUND OFF by RAY,RICKY",2
03:58,"TURNOVER  by RAY,RICKY",,,,,,,"TURNOVER  by RAY,RICKY",2
03:55,,51,,58 (+7),"GOOD 3PTR by COMAN,SEAN",HENDRIX 51-58 (+7),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
03:51,"GOOD LAYUP by HENTON,MATTHEW(in the paint)",53,,58 (+5),,CENTMB 53-58 (+5),,"GOOD LAYUP by HENTON,MATTHEW(in the paint)",2
03:42,"FOUL  by RAY,RICKY",,,,,,,"FOUL  by RAY,RICKY",2
03:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:34,,53,,59 (+6),"GOOD FT by STANLEY,SETH",HENDRIX 53-59 (+6),,"GOOD FT by STANLEY,SETH",2
03:34,,53,,60 (+7),"GOOD FT by STANLEY,SETH",HENDRIX 53-60 (+7),,"GOOD FT by STANLEY,SETH",2
03:04,"MISS 3PTR by CARTER,KAHARRI",,,,,,,"MISS 3PTR by CARTER,KAHARRI",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:44,"MISS 3PTR by MINGO,KILE",,,,,,,"MISS 3PTR by MINGO,KILE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:41,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",55,,60 (+5),,CENTMB 55-60 (+5),,"GOOD LAYUP by CARTER,KAHARRI(in the paint)",2
02:41,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
02:41,"GOOD FT by CARTER,KAHARRI",56,,60 (+4),,CENTMB 56-60 (+4),,"GOOD FT by CARTER,KAHARRI",2
02:31,"FOUL  by CARTER,KAHARRI",,,,,,,"FOUL  by CARTER,KAHARRI",2
02:31,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:31,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by CARTER,KAHARRI",,,,,,,"REBOUND DEF by CARTER,KAHARRI",2
02:31,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",2
02:31,"SUB OUT by HENTON,MATTHEW",,,,,,,"SUB OUT by HENTON,MATTHEW",2
02:24,"GOOD 3PTR by RAY,RICKY",59,,60 (+1),,CENTMB 59-60 (+1),,"GOOD 3PTR by RAY,RICKY",2
--,"ASSIST  by MATTHEWS,TREYLAN",,,,,,,"ASSIST  by MATTHEWS,TREYLAN",2
02:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:50,,59,,62 (+3),"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HENDRIX 59-62 (+3),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
01:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:38,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
01:18,"GOOD 3PTR by MATTHEWS,TREYLAN",62,,62,,CENTMB 62-62 (0),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
01:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:11,"SUB IN by HENTON,MATTHEW",,,,,,,"SUB IN by HENTON,MATTHEW",2
01:11,"SUB IN by SMITH,DAKOTA",,,,,,,"SUB IN by SMITH,DAKOTA",2
01:11,"SUB OUT by MINGO,KILE",,,,,,,"SUB OUT by MINGO,KILE",2
01:11,"SUB OUT by PRINCE,TY",,,,,,,"SUB OUT by PRINCE,TY",2
00:59,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by SMITH,DAKOTA",,,,,,,"REBOUND DEF by SMITH,DAKOTA",2
00:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:39,"MISS 3PTR by MATTHEWS,TREYLAN",,,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:35,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
00:35,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
00:35,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
00:35,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
00:23,,62,,64 (+2),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 62-64 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
00:23,"FOUL  by PRINCE,TY",,,,,,,"FOUL  by PRINCE,TY",2
00:23,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,"REBOUND DEF by PRINCE,TY",,,,,,,"REBOUND DEF by PRINCE,TY",2
00:23,"TURNOVER  by CARTER,KAHARRI",,,,,,,"TURNOVER  by CARTER,KAHARRI",2
00:23,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
00:23,"FOUL  by MINGO,KILE",,,,,,,"FOUL  by MINGO,KILE",2
00:23,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:23,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,"REBOUND DEF by PRINCE,TY",,,,,,,"REBOUND DEF by PRINCE,TY",2
00:23,"TURNOVER  by PRINCE,TY",,,,,,,"TURNOVER  by PRINCE,TY",2
00:23,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
