Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,UT-DALLA,Game Score,Team Indicator,Play,Period
19:06,,,,,"BLOCK  by PRUITT,KELDEN",,,"BLOCK  by PRUITT,KELDEN",2
18:48,,,,,"MISS JUMPER by PRUITT,KELDEN",,,"MISS JUMPER by PRUITT,KELDEN",2
--,,,,,"REBOUND OFF by FORSTER,MICHAEL",,,"REBOUND OFF by FORSTER,MICHAEL",2
18:40,,32,,50 (+18),"GOOD LAYUP by FORSTER,MICHAEL(in the paint)",UT-DALLA 32-50 (-18),,"GOOD LAYUP by FORSTER,MICHAEL(in the paint)",2
18:28,"TURNOVER  by CRAWFORD,TRACE",,,,,,,"TURNOVER  by CRAWFORD,TRACE",2
18:28,,,,,"STEAL  by PRUITT,KELDEN",,,"STEAL  by PRUITT,KELDEN",2
18:22,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
18:22,,,,,"MISS FT by FERRELL,XAVIER",,,"MISS FT by FERRELL,XAVIER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:22,,32,,51 (+19),"GOOD FT by FERRELL,XAVIER(fastbreak)",UT-DALLA 32-51 (-19),,"GOOD FT by FERRELL,XAVIER(fastbreak)",2
18:16,,,,,"FOUL  by UNDERWOOD,DIMITRIUS",,,"FOUL  by UNDERWOOD,DIMITRIUS",2
18:03,"GOOD 3PTR by STANLEY,SETH",35,,51 (+16),,HENDRIX 35-51 (-16),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
17:49,,35,,53 (+18),"GOOD JUMPER by FORSTER,MICHAEL(in the paint)",UT-DALLA 35-53 (-18),,"GOOD JUMPER by FORSTER,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by WEER,JALEN",,,"ASSIST  by WEER,JALEN",2
17:30,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND DEF by WEER,JALEN",,,"REBOUND DEF by WEER,JALEN",2
17:24,,35,,55 (+20),"GOOD LAYUP by FORSTER,MICHAEL(fastbreak)(in the paint)",UT-DALLA 35-55 (-20),,"GOOD LAYUP by FORSTER,MICHAEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FERRELL,XAVIER",,,"ASSIST  by FERRELL,XAVIER",2
17:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:00,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
17:00,,,,,"BLOCK  by PRUITT,KELDEN",,,"BLOCK  by PRUITT,KELDEN",2
--,,,,,"REBOUND DEF by PRUITT,KELDEN",,,"REBOUND DEF by PRUITT,KELDEN",2
16:39,,,,,"MISS JUMPER by WEER,JALEN",,,"MISS JUMPER by WEER,JALEN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
16:31,,,,,"FOUL  by FORSTER,MICHAEL",,,"FOUL  by FORSTER,MICHAEL",2
16:31,"GOOD FT by BRASFIELD,KAM(fastbreak)",36,,55 (+19),,HENDRIX 36-55 (-19),,"GOOD FT by BRASFIELD,KAM(fastbreak)",2
16:31,"GOOD FT by BRASFIELD,KAM(fastbreak)",37,,55 (+18),,HENDRIX 37-55 (-18),,"GOOD FT by BRASFIELD,KAM(fastbreak)",2
16:13,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
16:06,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
15:51,,37,,58 (+21),"GOOD 3PTR by FERRELL,XAVIER",UT-DALLA 37-58 (-21),,"GOOD 3PTR by FERRELL,XAVIER",2
15:34,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
15:34,,,,,"STEAL  by FERRELL,XAVIER",,,"STEAL  by FERRELL,XAVIER",2
15:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:28,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
15:28,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
15:28,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
15:28,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
15:28,,,,,"SUB OUT by PRUITT,KELDEN",,,"SUB OUT by PRUITT,KELDEN",2
15:23,,,,,"MISS JUMPER by WEER,JALEN",,,"MISS JUMPER by WEER,JALEN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
15:13,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
15:13,,,,,"BLOCK  by FORSTER,MICHAEL",,,"BLOCK  by FORSTER,MICHAEL",2
--,,,,,"REBOUND DEF by FERRELL,XAVIER",,,"REBOUND DEF by FERRELL,XAVIER",2
15:04,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
15:04,,,,,"MISS FT by FORSTER,MICHAEL",,,"MISS FT by FORSTER,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:04,,,,,"MISS FT by FORSTER,MICHAEL",,,"MISS FT by FORSTER,MICHAEL",2
--,,,,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",2
15:04,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",2
15:04,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",2
--,,,,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",2
--,,,,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",2
15:04,,37,,60 (+23),"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",UT-DALLA 37-60 (-23),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",2
15:04,"GOOD JUMPER by EATON,JACK(fastbreak)(in the paint)",39,,60 (+21),,HENDRIX 39-60 (-21),,"GOOD JUMPER by EATON,JACK(fastbreak)(in the paint)",2
15:04,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
15:04,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
15:03,,39,,62 (+23),"GOOD LAYUP by FERRELL,XAVIER(in the paint)",UT-DALLA 39-62 (-23),,"GOOD LAYUP by FERRELL,XAVIER(in the paint)",2
--,,,,,"ASSIST  by UNDERWOOD,DIMITRIUS",,,"ASSIST  by UNDERWOOD,DIMITRIUS",2
15:03,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
15:03,,39,,63 (+24),"GOOD FT by FERRELL,XAVIER",UT-DALLA 39-63 (-24),,"GOOD FT by FERRELL,XAVIER",2
14:58,,,,,"SUB IN by EZEKWE,KAVIN",,,"SUB IN by EZEKWE,KAVIN",2
14:58,,,,,"SUB OUT by WEER,JALEN",,,"SUB OUT by WEER,JALEN",2
14:42,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:42,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
14:42,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
14:42,,,,,"SUB IN by CASTILLO,JORDAN",,,"SUB IN by CASTILLO,JORDAN",2
14:42,,,,,"SUB OUT by FORSTER,MICHAEL",,,"SUB OUT by FORSTER,MICHAEL",2
14:19,,39,,65 (+26),"GOOD LAYUP by BURWITZ,HANS(in the paint)",UT-DALLA 39-65 (-26),,"GOOD LAYUP by BURWITZ,HANS(in the paint)",2
13:51,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,,,,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",2
13:45,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
13:38,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
13:38,,,,,"STEAL  by UNDERWOOD,DIMITRIUS",,,"STEAL  by UNDERWOOD,DIMITRIUS",2
13:33,,39,,67 (+28),"GOOD LAYUP by UNDERWOOD,DIMITRIUS(fastbreak)(in the paint)",UT-DALLA 39-67 (-28),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(fastbreak)(in the paint)",2
13:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:27,,,,,"SUB IN by ALLEN,CURTIS",,,"SUB IN by ALLEN,CURTIS",2
13:27,,,,,"SUB OUT by FERRELL,XAVIER",,,"SUB OUT by FERRELL,XAVIER",2
13:07,"MISS 3PTR by CALAMESE,MICHAEL",,,,,,,"MISS 3PTR by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by EZEKWE,KAVIN",,,"REBOUND DEF by EZEKWE,KAVIN",2
12:52,,,,,"MISS 3PTR by EZEKWE,KAVIN",,,"MISS 3PTR by EZEKWE,KAVIN",2
--,"REBOUND DEF by CRAWFORD,TRACE",,,,,,,"REBOUND DEF by CRAWFORD,TRACE",2
12:37,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
12:37,,,,,"STEAL  by BURWITZ,HANS",,,"STEAL  by BURWITZ,HANS",2
12:28,,39,,70 (+31),"GOOD 3PTR by ALLEN,CURTIS",UT-DALLA 39-70 (-31),,"GOOD 3PTR by ALLEN,CURTIS",2
--,,,,,"ASSIST  by UNDERWOOD,DIMITRIUS",,,"ASSIST  by UNDERWOOD,DIMITRIUS",2
12:16,,,,,"FOUL  by EZEKWE,KAVIN",,,"FOUL  by EZEKWE,KAVIN",2
12:16,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
12:16,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
12:16,,,,,"SUB IN by KISER,DREW",,,"SUB IN by KISER,DREW",2
12:16,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
12:09,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",2
--,,,,,"REBOUND DEF by CASTILLO,JORDAN",,,"REBOUND DEF by CASTILLO,JORDAN",2
11:55,,,,,"MISS JUMPER by BURWITZ,HANS",,,"MISS JUMPER by BURWITZ,HANS",2
11:55,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
11:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:45,,,,,"FOUL  by CASTILLO,JORDAN",,,"FOUL  by CASTILLO,JORDAN",2
11:44,,,,,"FOUL  by KISER,DREW",,,"FOUL  by KISER,DREW",2
11:44,"GOOD FT by EATON,JACK(fastbreak)",40,,70 (+30),,HENDRIX 40-70 (-30),,"GOOD FT by EATON,JACK(fastbreak)",2
11:44,"GOOD FT by EATON,JACK(fastbreak)",41,,70 (+29),,HENDRIX 41-70 (-29),,"GOOD FT by EATON,JACK(fastbreak)",2
11:37,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
11:33,,41,,72 (+31),"GOOD JUMPER by CASTILLO,JORDAN",UT-DALLA 41-72 (-31),,"GOOD JUMPER by CASTILLO,JORDAN",2
--,,,,,"ASSIST  by ALLEN,CURTIS",,,"ASSIST  by ALLEN,CURTIS",2
11:19,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
11:15,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by KISER,DREW",,,"REBOUND DEF by KISER,DREW",2
11:06,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
11:06,,,,,"MISS FT by BURWITZ,HANS",,,"MISS FT by BURWITZ,HANS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:06,,41,,73 (+32),"GOOD FT by BURWITZ,HANS(fastbreak)",UT-DALLA 41-73 (-32),,"GOOD FT by BURWITZ,HANS(fastbreak)",2
11:06,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
11:06,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
11:06,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
11:06,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
10:56,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by ALLEN,CURTIS",,,"REBOUND DEF by ALLEN,CURTIS",2
10:35,,,,,"MISS JUMPER by CASTILLO,JORDAN",,,"MISS JUMPER by CASTILLO,JORDAN",2
--,,,,,"REBOUND OFF by KISER,DREW",,,"REBOUND OFF by KISER,DREW",2
10:29,,41,,75 (+34),"GOOD JUMPER by BURWITZ,HANS",UT-DALLA 41-75 (-34),,"GOOD JUMPER by BURWITZ,HANS",2
--,,,,,"ASSIST  by ALLEN,CURTIS",,,"ASSIST  by ALLEN,CURTIS",2
10:08,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
10:08,,,,,"STEAL  by ALLEN,CURTIS",,,"STEAL  by ALLEN,CURTIS",2
10:03,,41,,77 (+36),"GOOD LAYUP by KISER,DREW(fastbreak)(in the paint)",UT-DALLA 41-77 (-36),,"GOOD LAYUP by KISER,DREW(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ALLEN,CURTIS",,,"ASSIST  by ALLEN,CURTIS",2
09:48,"GOOD 3PTR by RIDING,JAKE",44,,77 (+33),,HENDRIX 44-77 (-33),,"GOOD 3PTR by RIDING,JAKE",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
09:27,,,,,"MISS 3PTR by EZEKWE,KAVIN",,,"MISS 3PTR by EZEKWE,KAVIN",2
--,"REBOUND DEF by RIDING,JAKE",,,,,,,"REBOUND DEF by RIDING,JAKE",2
09:15,"GOOD 3PTR by FITCH,CARL",47,,77 (+30),,HENDRIX 47-77 (-30),,"GOOD 3PTR by FITCH,CARL",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
08:52,,47,,79 (+32),"GOOD LAYUP by ALLEN,CURTIS(in the paint)",UT-DALLA 47-79 (-32),,"GOOD LAYUP by ALLEN,CURTIS(in the paint)",2
08:35,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,,,,,"REBOUND DEF by CASTILLO,JORDAN",,,"REBOUND DEF by CASTILLO,JORDAN",2
08:26,,,,,"TURNOVER  by BURWITZ,HANS",,,"TURNOVER  by BURWITZ,HANS",2
08:21,,,,,"SUB IN by PRUITT,KOLTON",,,"SUB IN by PRUITT,KOLTON",2
08:21,,,,,"SUB IN by PRICE,MATT",,,"SUB IN by PRICE,MATT",2
08:21,,,,,"SUB OUT by ALLEN,CURTIS",,,"SUB OUT by ALLEN,CURTIS",2
08:21,,,,,"SUB OUT by BURWITZ,HANS",,,"SUB OUT by BURWITZ,HANS",2
08:08,,,,,"MISS JUMPER by PRICE,MATT",,,"MISS JUMPER by PRICE,MATT",2
08:08,"BLOCK  by CALAMESE,MICHAEL",,,,,,,"BLOCK  by CALAMESE,MICHAEL",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
07:54,,,,,"FOUL  by KISER,DREW",,,"FOUL  by KISER,DREW",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,"GOOD FT by FITCH,CARL(fastbreak)",48,,79 (+31),,HENDRIX 48-79 (-31),,"GOOD FT by FITCH,CARL(fastbreak)",2
07:54,"GOOD FT by FITCH,CARL(fastbreak)",49,,79 (+30),,HENDRIX 49-79 (-30),,"GOOD FT by FITCH,CARL(fastbreak)",2
07:54,,,,,"SUB IN by SNOW,JAVON",,,"SUB IN by SNOW,JAVON",2
07:54,,,,,"SUB OUT by EZEKWE,KAVIN",,,"SUB OUT by EZEKWE,KAVIN",2
07:33,,,,,"MISS JUMPER by CASTILLO,JORDAN",,,"MISS JUMPER by CASTILLO,JORDAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
07:21,"GOOD 3PTR by ROUSE,TREY",52,,79 (+27),,HENDRIX 52-79 (-27),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
06:56,,,,,"MISS 3PTR by PRUITT,KOLTON",,,"MISS 3PTR by PRUITT,KOLTON",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
06:45,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
--,,,,,"REBOUND DEF by PRUITT,KOLTON",,,"REBOUND DEF by PRUITT,KOLTON",2
06:16,,52,,82 (+30),"GOOD 3PTR by PRICE,MATT",UT-DALLA 52-82 (-30),,"GOOD 3PTR by PRICE,MATT",2
--,,,,,"ASSIST  by SNOW,JAVON",,,"ASSIST  by SNOW,JAVON",2
06:02,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,,,,,"REBOUND DEF by PRICE,MATT",,,"REBOUND DEF by PRICE,MATT",2
05:55,,52,,85 (+33),"GOOD 3PTR by PRUITT,KOLTON(fastbreak)",UT-DALLA 52-85 (-33),,"GOOD 3PTR by PRUITT,KOLTON(fastbreak)",2
--,,,,,"ASSIST  by KISER,DREW",,,"ASSIST  by KISER,DREW",2
05:34,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
05:34,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
05:34,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
05:34,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
05:34,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
05:19,,52,,88 (+36),"GOOD 3PTR by PRICE,MATT",UT-DALLA 52-88 (-36),,"GOOD 3PTR by PRICE,MATT",2
--,,,,,"ASSIST  by KISER,DREW",,,"ASSIST  by KISER,DREW",2
05:03,,,,,"FOUL  by PRUITT,KOLTON",,,"FOUL  by PRUITT,KOLTON",2
05:03,"GOOD FT by FITCH,CARL",53,,88 (+35),,HENDRIX 53-88 (-35),,"GOOD FT by FITCH,CARL",2
05:03,"GOOD FT by FITCH,CARL",54,,88 (+34),,HENDRIX 54-88 (-34),,"GOOD FT by FITCH,CARL",2
05:03,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
05:03,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
05:03,,,,,"SUB IN by PRUITT,KELDEN",,,"SUB IN by PRUITT,KELDEN",2
05:03,,,,,"SUB OUT by CASTILLO,JORDAN",,,"SUB OUT by CASTILLO,JORDAN",2
04:49,,54,,90 (+36),"GOOD LAYUP by SNOW,JAVON(in the paint)",UT-DALLA 54-90 (-36),,"GOOD LAYUP by SNOW,JAVON(in the paint)",2
04:49,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
04:49,,54,,91 (+37),"GOOD FT by SNOW,JAVON",UT-DALLA 54-91 (-37),,"GOOD FT by SNOW,JAVON",2
04:49,,,,,"SUB IN by EZEKWE,KAVIN",,,"SUB IN by EZEKWE,KAVIN",2
04:49,,,,,"SUB OUT by KISER,DREW",,,"SUB OUT by KISER,DREW",2
04:39,"GOOD JUMPER by II,ROD CUMMINGS(in the paint)",56,,91 (+35),,HENDRIX 56-91 (-35),,"GOOD JUMPER by II,ROD CUMMINGS(in the paint)",2
04:21,,56,,93 (+37),"GOOD LAYUP by PRUITT,KELDEN(in the paint)",UT-DALLA 56-93 (-37),,"GOOD LAYUP by PRUITT,KELDEN(in the paint)",2
--,,,,,"ASSIST  by EZEKWE,KAVIN",,,"ASSIST  by EZEKWE,KAVIN",2
04:21,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
04:21,,,,,"MISS FT by PRUITT,KELDEN",,,"MISS FT by PRUITT,KELDEN",2
--,,,,,"REBOUND OFF by PRUITT,KELDEN",,,"REBOUND OFF by PRUITT,KELDEN",2
04:21,,,,,"FOUL  by PRUITT,KOLTON",,,"FOUL  by PRUITT,KOLTON",2
04:21,"GOOD FT by FITCH,CARL",57,,93 (+36),,HENDRIX 57-93 (-36),,"GOOD FT by FITCH,CARL",2
04:21,"GOOD FT by FITCH,CARL",58,,93 (+35),,HENDRIX 58-93 (-35),,"GOOD FT by FITCH,CARL",2
04:10,,,,,"MISS 3PTR by PRICE,MATT",,,"MISS 3PTR by PRICE,MATT",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
04:00,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
03:46,,,,,"MISS 3PTR by SNOW,JAVON",,,"MISS 3PTR by SNOW,JAVON",2
--,,,,,"REBOUND OFF by PRUITT,KELDEN",,,"REBOUND OFF by PRUITT,KELDEN",2
03:39,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
03:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:39,,,,,"MISS FT by PRICE,MATT",,,"MISS FT by PRICE,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:39,,58,,94 (+36),"GOOD FT by PRICE,MATT",UT-DALLA 58-94 (-36),,"GOOD FT by PRICE,MATT",2
03:28,"MISS JUMPER by PHILLIP,ADAM",,,,,,,"MISS JUMPER by PHILLIP,ADAM",2
03:28,,,,,"BLOCK  by PRUITT,KOLTON",,,"BLOCK  by PRUITT,KOLTON",2
--,,,,,"REBOUND DEF by PRUITT,KELDEN",,,"REBOUND DEF by PRUITT,KELDEN",2
03:15,,58,,97 (+39),"GOOD 3PTR by EZEKWE,KAVIN",UT-DALLA 58-97 (-39),,"GOOD 3PTR by EZEKWE,KAVIN",2
02:53,,,,,"FOUL  by PRUITT,KELDEN",,,"FOUL  by PRUITT,KELDEN",2
02:53,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:53,"GOOD FT by FITCH,CARL",59,,97 (+38),,HENDRIX 59-97 (-38),,"GOOD FT by FITCH,CARL",2
02:53,,,,,"SUB IN by CHUNG,PAYTON",,,"SUB IN by CHUNG,PAYTON",2
02:53,,,,,"SUB IN by CASTILLO,JORDAN",,,"SUB IN by CASTILLO,JORDAN",2
02:53,,,,,"SUB IN by CARLSON,JEREMIAH",,,"SUB IN by CARLSON,JEREMIAH",2
02:53,,,,,"SUB OUT by SNOW,JAVON",,,"SUB OUT by SNOW,JAVON",2
02:53,,,,,"SUB OUT by PRICE,MATT",,,"SUB OUT by PRICE,MATT",2
02:53,,,,,"SUB OUT by PRUITT,KELDEN",,,"SUB OUT by PRUITT,KELDEN",2
02:37,,,,,"MISS JUMPER by CHUNG,PAYTON",,,"MISS JUMPER by CHUNG,PAYTON",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
02:08,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",2
--,,,,,"REBOUND DEF by CHUNG,PAYTON",,,"REBOUND DEF by CHUNG,PAYTON",2
01:59,,59,,100 (+41),"GOOD 3PTR by PRICE,MATT(fastbreak)",UT-DALLA 59-100 (-41),,"GOOD 3PTR by PRICE,MATT(fastbreak)",2
--,,,,,"ASSIST  by CHUNG,PAYTON",,,"ASSIST  by CHUNG,PAYTON",2
01:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:59,"TURNOVER  by PRINS,ZACHARY",,,,,,,"TURNOVER  by PRINS,ZACHARY",2
01:59,,,,,"STEAL  by PRUITT,KOLTON",,,"STEAL  by PRUITT,KOLTON",2
01:59,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
01:59,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
01:59,,,,,"SUB IN by PRUITT,KELDEN",,,"SUB IN by PRUITT,KELDEN",2
01:59,,,,,"SUB OUT by PRUITT,KOLTON",,,"SUB OUT by PRUITT,KOLTON",2
01:52,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
01:52,,,,,"MISS FT by EZEKWE,KAVIN",,,"MISS FT by EZEKWE,KAVIN",2
--,,,,,"REBOUND OFF by EZEKWE,KAVIN",,,"REBOUND OFF by EZEKWE,KAVIN",2
01:52,,59,,102 (+43),"GOOD LAYUP by EZEKWE,KAVIN(in the paint)",UT-DALLA 59-102 (-43),,"GOOD LAYUP by EZEKWE,KAVIN(in the paint)",2
01:39,,,,,"FOUL  by EZEKWE,KAVIN",,,"FOUL  by EZEKWE,KAVIN",2
01:36,"GOOD FT by II,ROD CUMMINGS",60,,102 (+42),,HENDRIX 60-102 (-42),,"GOOD FT by II,ROD CUMMINGS",2
01:36,"MISS FT by II,ROD CUMMINGS",,,,,,,"MISS FT by II,ROD CUMMINGS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:24,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
01:23,,,,,"MISS FT by EZEKWE,KAVIN",,,"MISS FT by EZEKWE,KAVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:23,,60,,103 (+43),"GOOD FT by EZEKWE,KAVIN(fastbreak)",UT-DALLA 60-103 (-43),,"GOOD FT by EZEKWE,KAVIN(fastbreak)",2
01:08,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
00:53,,,,,"MISS 3PTR by PRUITT,KOLTON",,,"MISS 3PTR by PRUITT,KOLTON",2
