Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
01:22,"SUB IN by JONES,RON",,,,,,,"SUB IN by JONES,RON",1
01:22,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
01:22,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
01:22,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
01:19,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
01:19,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",1
01:16,,33,,46 (+13),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODESMB 33-46 (+13),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",1
01:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:09,"MISS 3PTR by JONES,RON",,,,,,,"MISS 3PTR by JONES,RON",1
--,"REBOUND OFF by SMOAK,HUNTER",,,,,,,"REBOUND OFF by SMOAK,HUNTER",1
01:07,"GOOD 3PTR by SMOAK,HUNTER",36,,46 (+10),,BCM 36-46 (+10),,"GOOD 3PTR by SMOAK,HUNTER",1
00:33,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",1
00:33,,,,,"MISS FT by WATSON,SHANE",,,"MISS FT by WATSON,SHANE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:33,,36,,47 (+11),"GOOD FT by WATSON,SHANE",RHODESMB 36-47 (+11),,"GOOD FT by WATSON,SHANE",1
00:02,"MISS JUMPER by SMOAK,HUNTER",,,,,,,"MISS JUMPER by SMOAK,HUNTER",1
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",1
19:39,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by WRIGHT,JAKE",,,,,,,"REBOUND OFF by WRIGHT,JAKE",2
19:35,"GOOD 3PTR by WHALEN,MAC",39,,47 (+8),,BCM 39-47 (+8),,"GOOD 3PTR by WHALEN,MAC",2
--,"ASSIST  by WRIGHT,JAKE",,,,,,,"ASSIST  by WRIGHT,JAKE",2
19:11,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
19:07,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
19:07,"BLOCK  by SMOAK,HUNTER",,,,,,,"BLOCK  by SMOAK,HUNTER",2
--,"REBOUND DEF by WRIGHT,JAKE",,,,,,,"REBOUND DEF by WRIGHT,JAKE",2
19:01,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
19:01,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
19:01,,39,,49 (+10),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODESMB 39-49 (+10),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
18:53,,39,,52 (+13),"GOOD 3PTR by LIVSEY,GEOFF",RHODESMB 39-52 (+13),,"GOOD 3PTR by LIVSEY,GEOFF",2
17:46,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:46,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
17:46,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",2
17:32,"MISS JUMPER by SMOAK,HUNTER",,,,,,,"MISS JUMPER by SMOAK,HUNTER",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
17:31,"TURNOVER  by JACOBS,OWEN",,,,,,,"TURNOVER  by JACOBS,OWEN",2
17:12,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND OFF by MILLER,DREW",,,"REBOUND OFF by MILLER,DREW",2
16:56,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
16:51,,39,,55 (+16),"GOOD 3PTR by MILLER,DREW",RHODESMB 39-55 (+16),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
16:27,"GOOD 3PTR by WHALEN,MAC",42,,55 (+13),,BCM 42-55 (+13),,"GOOD 3PTR by WHALEN,MAC",2
--,"ASSIST  by SMOAK,HUNTER",,,,,,,"ASSIST  by SMOAK,HUNTER",2
16:12,,42,,58 (+16),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 42-58 (+16),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
16:03,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
16:03,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",2
16:03,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
15:51,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
15:26,,42,,61 (+19),"GOOD 3PTR by MILLER,DREW",RHODESMB 42-61 (+19),,"GOOD 3PTR by MILLER,DREW",2
15:03,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,"REBOUND OFF by WHALEN,MAC",,,,,,,"REBOUND OFF by WHALEN,MAC",2
14:58,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
14:50,,42,,63 (+21),"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",RHODESMB 42-63 (+21),,"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
14:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:47,"SUB IN by JONES,RON",,,,,,,"SUB IN by JONES,RON",2
14:47,"SUB OUT by COTTER,DOUGLAS",,,,,,,"SUB OUT by COTTER,DOUGLAS",2
14:47,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
14:47,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
14:47,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
14:47,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
14:47,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:47,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:31,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
14:31,"MISS FT by JONES,RON",,,,,,,"MISS FT by JONES,RON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:31,"GOOD FT by JONES,RON",43,,63 (+20),,BCM 43-63 (+20),,"GOOD FT by JONES,RON",2
14:18,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
14:00,"TURNOVER  by JACOBS,OWEN",,,,,,,"TURNOVER  by JACOBS,OWEN",2
14:00,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
13:38,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",2
13:31,,43,,65 (+22),"GOOD LAYUP by WATSON,SHANE(in the paint)",RHODESMB 43-65 (+22),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
13:25,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
13:21,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
13:21,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:21,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
13:21,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
13:21,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
13:21,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:21,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
13:00,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
12:53,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
12:53,"GOOD FT by MCCLOUD,LEE",44,,65 (+21),,BCM 44-65 (+21),,"GOOD FT by MCCLOUD,LEE",2
12:53,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
12:53,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
12:52,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",46,,65 (+19),,BCM 46-65 (+19),,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",2
12:44,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
12:32,"MISS LAYUP by JONES,RON",,,,,,,"MISS LAYUP by JONES,RON",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
12:28,"GOOD LAYUP by JACOBS,OWEN(in the paint)",48,,65 (+17),,BCM 48-65 (+17),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
12:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:19,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
12:19,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:19,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
12:19,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
11:58,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
11:52,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
11:52,"GOOD FT by WHALEN,MAC",49,,65 (+16),,BCM 49-65 (+16),,"GOOD FT by WHALEN,MAC",2
11:52,"GOOD FT by WHALEN,MAC",50,,65 (+15),,BCM 50-65 (+15),,"GOOD FT by WHALEN,MAC",2
11:43,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
11:25,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
11:20,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
11:20,"BLOCK  by MCCLOUD,LEE",,,,,,,"BLOCK  by MCCLOUD,LEE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
11:16,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
11:16,"MISS FT by JONES,RON",,,,,,,"MISS FT by JONES,RON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:16,"MISS FT by JONES,RON",,,,,,,"MISS FT by JONES,RON",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
11:05,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",2
11:05,,50,,66 (+16),"GOOD FT by WAGNER,MATT",RHODESMB 50-66 (+16),,"GOOD FT by WAGNER,MATT",2
11:05,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
10:48,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",,,"REBOUND DEF by DUNAVANT,JOHNNY",2
10:43,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
10:43,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
10:43,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
10:31,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
10:31,,,,,"BLOCK  by SULLIVAN,BRENNAN",,,"BLOCK  by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
10:26,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
10:26,,,,,"FOUL TECH by SULLIVAN,BRENNAN",,,"FOUL TECH by SULLIVAN,BRENNAN",2
10:26,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
10:26,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
10:26,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
10:26,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
10:26,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
10:26,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
10:26,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
10:26,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:25,"FOUL  by WHALEN,MAC",,,,,,,"FOUL  by WHALEN,MAC",2
10:25,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
10:25,"FOUL TECH by WHALEN,MAC",,,,,,,"FOUL TECH by WHALEN,MAC",2
10:16,,50,,68 (+18),"GOOD LAYUP by WATSON,SHANE(in the paint)",RHODESMB 50-68 (+18),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
10:09,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",52,,68 (+16),,BCM 52-68 (+16),,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",2
10:09,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
10:09,"GOOD FT by SMOAK,HUNTER",53,,68 (+15),,BCM 53-68 (+15),,"GOOD FT by SMOAK,HUNTER",2
10:09,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
10:09,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
09:40,,,,,"MISS JUMPER by WATSON,SHANE",,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
09:37,,53,,70 (+17),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODESMB 53-70 (+17),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
09:27,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
09:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:52,,,,,"MISS 3PTR by WAGNER,MATT",,,"MISS 3PTR by WAGNER,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:37,"GOOD 3PTR by SMOAK,HUNTER",56,,70 (+14),,BCM 56-70 (+14),,"GOOD 3PTR by SMOAK,HUNTER",2
--,"ASSIST  by WHALEN,MAC",,,,,,,"ASSIST  by WHALEN,MAC",2
08:24,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
08:23,"STEAL  by GRAHAM,LAKE",,,,,,,"STEAL  by GRAHAM,LAKE",2
08:21,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
08:21,"GOOD FT by WHALEN,MAC",57,,70 (+13),,BCM 57-70 (+13),,"GOOD FT by WHALEN,MAC",2
08:21,"GOOD FT by WHALEN,MAC",58,,70 (+12),,BCM 58-70 (+12),,"GOOD FT by WHALEN,MAC",2
08:21,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
08:21,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
08:21,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
08:21,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
08:08,,58,,72 (+14),"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",RHODESMB 58-72 (+14),,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",2
--,,,,,"ASSIST  by WATSON,SHANE",,,"ASSIST  by WATSON,SHANE",2
08:01,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",2
08:01,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
07:43,,58,,74 (+16),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 58-74 (+16),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,,,,,"ASSIST  by WATSON,SHANE",,,"ASSIST  by WATSON,SHANE",2
07:33,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
07:15,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by JONES,RON",,,,,,,"REBOUND DEF by JONES,RON",2
07:00,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
06:58,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
06:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:58,,58,,75 (+17),"GOOD FT by SLEDGE,TATE",RHODESMB 58-75 (+17),,"GOOD FT by SLEDGE,TATE",2
06:58,,58,,76 (+18),"GOOD FT by SLEDGE,TATE",RHODESMB 58-76 (+18),,"GOOD FT by SLEDGE,TATE",2
06:58,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
06:58,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
06:58,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
06:58,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
06:35,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",2
06:08,,58,,79 (+21),"GOOD 3PTR by GALLAGHER,MICHAEL",RHODESMB 58-79 (+21),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
05:48,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",60,,79 (+19),,BCM 60-79 (+19),,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",2
05:48,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
05:48,"GOOD FT by SMOAK,HUNTER",61,,79 (+18),,BCM 61-79 (+18),,"GOOD FT by SMOAK,HUNTER",2
05:48,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:48,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
05:38,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",2
05:38,,61,,80 (+19),"GOOD FT by LIVSEY,GEOFF",RHODESMB 61-80 (+19),,"GOOD FT by LIVSEY,GEOFF",2
05:38,,61,,81 (+20),"GOOD FT by LIVSEY,GEOFF",RHODESMB 61-81 (+20),,"GOOD FT by LIVSEY,GEOFF",2
05:28,"GOOD LAYUP by JACOBS,OWEN(in the paint)",63,,81 (+18),,BCM 63-81 (+18),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
05:12,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
05:12,"STEAL  by JONES,RON",,,,,,,"STEAL  by JONES,RON",2
05:12,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
05:12,"GOOD FT by SMOAK,HUNTER",64,,81 (+17),,BCM 64-81 (+17),,"GOOD FT by SMOAK,HUNTER",2
05:12,"GOOD FT by SMOAK,HUNTER",65,,81 (+16),,BCM 65-81 (+16),,"GOOD FT by SMOAK,HUNTER",2
05:12,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
05:12,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
04:59,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
04:49,"GOOD 3PTR by SMOAK,HUNTER",68,,81 (+13),,BCM 68-81 (+13),,"GOOD 3PTR by SMOAK,HUNTER",2
04:28,,68,,83 (+15),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODESMB 68-83 (+15),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
04:19,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
04:19,"GOOD FT by SMOAK,HUNTER",69,,83 (+14),,BCM 69-83 (+14),,"GOOD FT by SMOAK,HUNTER",2
04:19,"GOOD FT by SMOAK,HUNTER",70,,83 (+13),,BCM 70-83 (+13),,"GOOD FT by SMOAK,HUNTER",2
04:19,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
04:19,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
04:06,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
04:04,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
04:04,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:04,,70,,84 (+14),"GOOD FT by LIVSEY,GEOFF",RHODESMB 70-84 (+14),,"GOOD FT by LIVSEY,GEOFF",2
03:55,"FOUL TECH by JACOBS,OWEN",,,,,,,"FOUL TECH by JACOBS,OWEN",2
03:55,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
03:55,,70,,85 (+15),"GOOD FT by GALLAGHER,MICHAEL",RHODESMB 70-85 (+15),,"GOOD FT by GALLAGHER,MICHAEL",2
03:55,,70,,86 (+16),"GOOD FT by GALLAGHER,MICHAEL",RHODESMB 70-86 (+16),,"GOOD FT by GALLAGHER,MICHAEL",2
03:48,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
03:29,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",2
03:29,,70,,87 (+17),"GOOD FT by LIVSEY,GEOFF",RHODESMB 70-87 (+17),,"GOOD FT by LIVSEY,GEOFF",2
03:29,,70,,88 (+18),"GOOD FT by LIVSEY,GEOFF",RHODESMB 70-88 (+18),,"GOOD FT by LIVSEY,GEOFF",2
03:29,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",2
03:29,"SUB OUT by JONES,RON",,,,,,,"SUB OUT by JONES,RON",2
03:29,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
03:29,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
03:20,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
03:10,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
02:59,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",2
