Time Remaining,HPU,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
17:08,"GOOD JUMPER by ADAMS,BRYAN",43 (+7),,36,,HPU 43-36 (-7),,"GOOD JUMPER by ADAMS,BRYAN",2
--,"ASSIST  by YOUNG,JORDEN",,,,,,,"ASSIST  by YOUNG,JORDEN",2
16:56,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:42,,43 (+4),,39,"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 43-39 (-4),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
16:28,"GOOD LAYUP by LANCASTER,QUELAN(in the paint)",45 (+6),,39,,HPU 45-39 (-6),,"GOOD LAYUP by LANCASTER,QUELAN(in the paint)",2
--,"ASSIST  by ADAMS,BRYAN",,,,,,,"ASSIST  by ADAMS,BRYAN",2
16:18,"FOUL  by LANCASTER,QUELAN",,,,,,,"FOUL  by LANCASTER,QUELAN",2
16:18,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
16:11,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,"REBOUND DEF by FORD,DONOVAN",,,,,,,"REBOUND DEF by FORD,DONOVAN",2
15:51,"MISS 3PTR by YOUNG,JORDEN",,,,,,,"MISS 3PTR by YOUNG,JORDEN",2
--,"REBOUND OFF by ADAMS,BRYAN",,,,,,,"REBOUND OFF by ADAMS,BRYAN",2
15:26,"FOUL  by ADAMS,BRYAN",,,,,,,"FOUL  by ADAMS,BRYAN",2
15:26,"TURNOVER  by ADAMS,BRYAN",,,,,,,"TURNOVER  by ADAMS,BRYAN",2
15:26,"SUB IN by DAVIS,CHRISTIAN",,,,,,,"SUB IN by DAVIS,CHRISTIAN",2
15:26,"SUB OUT by ADAMS,BRYAN",,,,,,,"SUB OUT by ADAMS,BRYAN",2
15:16,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,"REBOUND DEF by FORD,DONOVAN",,,,,,,"REBOUND DEF by FORD,DONOVAN",2
15:07,"MISS 3PTR by YOUNG,JORDEN",,,,,,,"MISS 3PTR by YOUNG,JORDEN",2
--,"REBOUND OFF by DAVIS,CHRISTIAN",,,,,,,"REBOUND OFF by DAVIS,CHRISTIAN",2
14:57,"MISS JUMPER by FORD,DONOVAN",,,,,,,"MISS JUMPER by FORD,DONOVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:56,"FOUL  by LANCASTER,QUELAN",,,,,,,"FOUL  by LANCASTER,QUELAN",2
14:56,"SUB IN by ROBERTSON,NIGELE",,,,,,,"SUB IN by ROBERTSON,NIGELE",2
14:56,"SUB OUT by LANCASTER,QUELAN",,,,,,,"SUB OUT by LANCASTER,QUELAN",2
14:56,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
14:56,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
14:56,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:56,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:34,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
14:34,"BLOCK  by DAVIS,CHRISTIAN",,,,,,,"BLOCK  by DAVIS,CHRISTIAN",2
--,"REBOUND DEF by GOULD,BRANDON",,,,,,,"REBOUND DEF by GOULD,BRANDON",2
14:28,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
14:28,"GOOD FT by GOULD,BRANDON",46 (+7),,39,,HPU 46-39 (-7),,"GOOD FT by GOULD,BRANDON",2
14:28,"GOOD FT by GOULD,BRANDON",47 (+8),,39,,HPU 47-39 (-8),,"GOOD FT by GOULD,BRANDON",2
14:14,,47 (+5),,42,"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 47-42 (-5),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
14:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:50,"MISS JUMPER by DAVIS,CHRISTIAN",,,,,,,"MISS JUMPER by DAVIS,CHRISTIAN",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
13:47,"FOUL  by FORD,DONOVAN",,,,,,,"FOUL  by FORD,DONOVAN",2
13:32,,,,,"MISS JUMPER by SLEDGE,TATE",,,"MISS JUMPER by SLEDGE,TATE",2
13:32,"BLOCK  by DAVIS,CHRISTIAN",,,,,,,"BLOCK  by DAVIS,CHRISTIAN",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
13:32,"FOUL  by DAVIS,CHRISTIAN",,,,,,,"FOUL  by DAVIS,CHRISTIAN",2
13:32,,47 (+4),,43,"GOOD FT by SLEDGE,TATE",RHODESMB 47-43 (-4),,"GOOD FT by SLEDGE,TATE",2
13:32,,47 (+3),,44,"GOOD FT by SLEDGE,TATE",RHODESMB 47-44 (-3),,"GOOD FT by SLEDGE,TATE",2
12:59,"TURNOVER  by YOUNG,JORDEN",,,,,,,"TURNOVER  by YOUNG,JORDEN",2
12:42,"FOUL  by YOUNG,JORDEN",,,,,,,"FOUL  by YOUNG,JORDEN",2
12:42,,47 (+2),,45,"GOOD FT by WAGNER,MATT",RHODESMB 47-45 (-2),,"GOOD FT by WAGNER,MATT",2
12:42,,47 (+1),,46,"GOOD FT by WAGNER,MATT",RHODESMB 47-46 (-1),,"GOOD FT by WAGNER,MATT",2
12:33,"MISS LAYUP by DAVIS,CHRISTIAN",,,,,,,"MISS LAYUP by DAVIS,CHRISTIAN",2
--,"REBOUND OFF by GOULD,BRANDON",,,,,,,"REBOUND OFF by GOULD,BRANDON",2
12:25,"TURNOVER  by GOULD,BRANDON",,,,,,,"TURNOVER  by GOULD,BRANDON",2
11:55,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
11:55,"SUB IN by WHITTET,ROSS",,,,,,,"SUB IN by WHITTET,ROSS",2
11:55,"SUB OUT by YOUNG,JORDEN",,,,,,,"SUB OUT by YOUNG,JORDEN",2
11:24,"GOOD 3PTR by FORD,DONOVAN",50 (+4),,46,,HPU 50-46 (-4),,"GOOD 3PTR by FORD,DONOVAN",2
--,"ASSIST  by DAVIS,CHRISTIAN",,,,,,,"ASSIST  by DAVIS,CHRISTIAN",2
10:57,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
10:46,,50 (+2),,48,"GOOD JUMPER by MCGRAIL,PATRICK",RHODESMB 50-48 (-2),,"GOOD JUMPER by MCGRAIL,PATRICK",2
10:46,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
10:46,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
10:46,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:46,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
10:46,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
10:46,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
10:46,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
10:46,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
10:33,"MISS JUMPER by ROBERTSON,NIGELE",,,,,,,"MISS JUMPER by ROBERTSON,NIGELE",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
10:25,,50,,51 (+1),"GOOD 3PTR by LIVSEY,GEOFF",RHODESMB 50-51 (+1),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
10:11,"MISS 3PTR by FORD,DONOVAN",,,,,,,"MISS 3PTR by FORD,DONOVAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:07,"SUB IN by LANCASTER,QUELAN",,,,,,,"SUB IN by LANCASTER,QUELAN",2
10:07,"SUB IN by ARBOGAST,BLAKE",,,,,,,"SUB IN by ARBOGAST,BLAKE",2
10:07,"SUB OUT by DAVIS,CHRISTIAN",,,,,,,"SUB OUT by DAVIS,CHRISTIAN",2
10:07,"SUB OUT by GOULD,BRANDON",,,,,,,"SUB OUT by GOULD,BRANDON",2
10:07,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
10:07,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
10:04,"TURNOVER  by WHITTET,ROSS",,,,,,,"TURNOVER  by WHITTET,ROSS",2
10:03,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
09:57,"FOUL  by ARBOGAST,BLAKE",,,,,,,"FOUL  by ARBOGAST,BLAKE",2
09:57,,50,,52 (+2),"GOOD FT by SULLIVAN,BRENNAN",RHODESMB 50-52 (+2),,"GOOD FT by SULLIVAN,BRENNAN",2
09:57,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by WHITTET,ROSS",,,,,,,"REBOUND DEF by WHITTET,ROSS",2
09:42,"MISS LAYUP by LANCASTER,QUELAN",,,,,,,"MISS LAYUP by LANCASTER,QUELAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
09:31,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
09:30,"STEAL  by ROBERTSON,NIGELE",,,,,,,"STEAL  by ROBERTSON,NIGELE",2
09:23,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
09:23,"MISS FT by FORD,DONOVAN",,,,,,,"MISS FT by FORD,DONOVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:23,"GOOD FT by FORD,DONOVAN",51,,52 (+1),,HPU 51-52 (+1),,"GOOD FT by FORD,DONOVAN",2
09:23,"SUB IN by MORROW,BLAKE",,,,,,,"SUB IN by MORROW,BLAKE",2
09:23,"SUB OUT by LANCASTER,QUELAN",,,,,,,"SUB OUT by LANCASTER,QUELAN",2
09:05,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:02,"SUB IN by GOULD,BRANDON",,,,,,,"SUB IN by GOULD,BRANDON",2
09:02,"SUB OUT by ARBOGAST,BLAKE",,,,,,,"SUB OUT by ARBOGAST,BLAKE",2
08:35,"MISS JUMPER by FORD,DONOVAN",,,,,,,"MISS JUMPER by FORD,DONOVAN",2
--,"REBOUND OFF by GOULD,BRANDON",,,,,,,"REBOUND OFF by GOULD,BRANDON",2
08:28,"MISS JUMPER by WHITTET,ROSS",,,,,,,"MISS JUMPER by WHITTET,ROSS",2
--,"REBOUND OFF by ROBERTSON,NIGELE",,,,,,,"REBOUND OFF by ROBERTSON,NIGELE",2
08:17,"GOOD LAYUP by FORD,DONOVAN(in the paint)",53 (+1),,52,,HPU 53-52 (-1),,"GOOD LAYUP by FORD,DONOVAN(in the paint)",2
07:58,"FOUL  by WHITTET,ROSS",,,,,,,"FOUL  by WHITTET,ROSS",2
07:58,,53,,53,"GOOD FT by HOECK,RYAN VAN",RHODESMB 53-53 (0),,"GOOD FT by HOECK,RYAN VAN",2
07:58,,53,,54 (+1),"GOOD FT by HOECK,RYAN VAN",RHODESMB 53-54 (+1),,"GOOD FT by HOECK,RYAN VAN",2
07:58,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:58,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:38,"TURNOVER  by GOULD,BRANDON",,,,,,,"TURNOVER  by GOULD,BRANDON",2
07:38,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
07:38,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
07:23,,53,,57 (+4),"GOOD 3PTR by GALLAGHER,MICHAEL",RHODESMB 53-57 (+4),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
07:11,"MISS JUMPER by ROBERTSON,NIGELE",,,,,,,"MISS JUMPER by ROBERTSON,NIGELE",2
--,"REBOUND OFF by FORD,DONOVAN",,,,,,,"REBOUND OFF by FORD,DONOVAN",2
07:06,"MISS LAYUP by FORD,DONOVAN",,,,,,,"MISS LAYUP by FORD,DONOVAN",2
--,"REBOUND OFF by FORD,DONOVAN",,,,,,,"REBOUND OFF by FORD,DONOVAN",2
07:01,"MISS LAYUP by FORD,DONOVAN",,,,,,,"MISS LAYUP by FORD,DONOVAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
06:52,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
06:52,"SUB IN by YOUNG,JORDEN",,,,,,,"SUB IN by YOUNG,JORDEN",2
06:52,"SUB OUT by ROBERTSON,NIGELE",,,,,,,"SUB OUT by ROBERTSON,NIGELE",2
06:52,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
06:52,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
06:36,"MISS JUMPER by GOULD,BRANDON",,,,,,,"MISS JUMPER by GOULD,BRANDON",2
--,"REBOUND OFF by WHITTET,ROSS",,,,,,,"REBOUND OFF by WHITTET,ROSS",2
06:33,"TURNOVER  by WHITTET,ROSS",,,,,,,"TURNOVER  by WHITTET,ROSS",2
06:13,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
06:12,"STEAL  by WHITTET,ROSS",,,,,,,"STEAL  by WHITTET,ROSS",2
06:09,"MISS LAYUP by WHITTET,ROSS",,,,,,,"MISS LAYUP by WHITTET,ROSS",2
--,"REBOUND OFF by MORROW,BLAKE",,,,,,,"REBOUND OFF by MORROW,BLAKE",2
06:05,"GOOD LAYUP by MORROW,BLAKE(fastbreak)(in the paint)",55,,57 (+2),,HPU 55-57 (+2),,"GOOD LAYUP by MORROW,BLAKE(fastbreak)(in the paint)",2
05:52,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by MORROW,BLAKE",,,,,,,"REBOUND DEF by MORROW,BLAKE",2
05:43,"TURNOVER  by GOULD,BRANDON",,,,,,,"TURNOVER  by GOULD,BRANDON",2
05:42,,,,,"STEAL  by GALLAGHER,MICHAEL",,,"STEAL  by GALLAGHER,MICHAEL",2
05:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:40,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
05:40,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
05:31,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
05:09,"MISS JUMPER by MORROW,BLAKE",,,,,,,"MISS JUMPER by MORROW,BLAKE",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
04:38,,55,,59 (+4),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 55-59 (+4),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
04:22,"GOOD 3PTR by GOULD,BRANDON",58,,59 (+1),,HPU 58-59 (+1),,"GOOD 3PTR by GOULD,BRANDON",2
--,"ASSIST  by FORD,DONOVAN",,,,,,,"ASSIST  by FORD,DONOVAN",2
03:56,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
03:53,,58,,61 (+3),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODESMB 58-61 (+3),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
03:40,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",2
03:40,"GOOD FT by FORD,DONOVAN",59,,61 (+2),,HPU 59-61 (+2),,"GOOD FT by FORD,DONOVAN",2
03:40,"GOOD FT by FORD,DONOVAN",60,,61 (+1),,HPU 60-61 (+1),,"GOOD FT by FORD,DONOVAN",2
03:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:39,"SUB IN by LANCASTER,QUELAN",,,,,,,"SUB IN by LANCASTER,QUELAN",2
03:39,"SUB IN by ADAMS,BRYAN",,,,,,,"SUB IN by ADAMS,BRYAN",2
03:39,"SUB OUT by WHITTET,ROSS",,,,,,,"SUB OUT by WHITTET,ROSS",2
03:39,"SUB OUT by MORROW,BLAKE",,,,,,,"SUB OUT by MORROW,BLAKE",2
03:39,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
03:39,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
03:39,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
03:39,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
03:05,,60,,64 (+4),"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 60-64 (+4),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
02:58,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
02:56,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
02:52,"FOUL  by FORD,DONOVAN",,,,,,,"FOUL  by FORD,DONOVAN",2
02:52,"TURNOVER  by FORD,DONOVAN",,,,,,,"TURNOVER  by FORD,DONOVAN",2
02:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:29,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
02:29,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
02:19,,60,,67 (+7),"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 60-67 (+7),,"GOOD 3PTR by MCGRAIL,PATRICK",2
02:04,"MISS JUMPER by GOULD,BRANDON",,,,,,,"MISS JUMPER by GOULD,BRANDON",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",,,"REBOUND DEF by DUNAVANT,JOHNNY",2
01:46,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
01:46,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
01:46,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:46,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
01:31,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
01:31,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
01:31,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
01:20,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
01:20,"GOOD FT by LANCASTER,QUELAN",61,,67 (+6),,HPU 61-67 (+6),,"GOOD FT by LANCASTER,QUELAN",2
01:20,"GOOD FT by LANCASTER,QUELAN",62,,67 (+5),,HPU 62-67 (+5),,"GOOD FT by LANCASTER,QUELAN",2
01:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:20,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
01:20,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
01:14,,,,,"TURNOVER  by DUNAVANT,JOHNNY",,,"TURNOVER  by DUNAVANT,JOHNNY",2
01:14,"STEAL  by FORD,DONOVAN",,,,,,,"STEAL  by FORD,DONOVAN",2
01:13,"MISS LAYUP by FORD,DONOVAN",,,,,,,"MISS LAYUP by FORD,DONOVAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:10,"MISS 3PTR by FORD,DONOVAN",,,,,,,"MISS 3PTR by FORD,DONOVAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
00:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:48,"FOUL  by GOULD,BRANDON",,,,,,,"FOUL  by GOULD,BRANDON",2
00:48,,62,,68 (+6),"GOOD FT by HOECK,RYAN VAN",RHODESMB 62-68 (+6),,"GOOD FT by HOECK,RYAN VAN",2
00:48,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",2
--,"REBOUND DEF by ADAMS,BRYAN",,,,,,,"REBOUND DEF by ADAMS,BRYAN",2
00:48,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
00:48,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:37,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
00:37,"GOOD FT by LANCASTER,QUELAN",63,,68 (+5),,HPU 63-68 (+5),,"GOOD FT by LANCASTER,QUELAN",2
00:37,"GOOD FT by LANCASTER,QUELAN",64,,68 (+4),,HPU 64-68 (+4),,"GOOD FT by LANCASTER,QUELAN",2
00:37,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
00:37,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
00:31,"FOUL  by GOULD,BRANDON",,,,,,,"FOUL  by GOULD,BRANDON",2
00:31,,64,,69 (+5),"GOOD FT by COLLINS,LUKE",RHODESMB 64-69 (+5),,"GOOD FT by COLLINS,LUKE",2
00:31,,64,,70 (+6),"GOOD FT by COLLINS,LUKE",RHODESMB 64-70 (+6),,"GOOD FT by COLLINS,LUKE",2
00:31,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
00:31,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:23,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
00:23,"MISS FT by LANCASTER,QUELAN",,,,,,,"MISS FT by LANCASTER,QUELAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:23,"GOOD FT by LANCASTER,QUELAN",65,,70 (+5),,HPU 65-70 (+5),,"GOOD FT by LANCASTER,QUELAN",2
00:23,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
00:23,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
00:15,"FOUL  by GOULD,BRANDON",,,,,,,"FOUL  by GOULD,BRANDON",2
00:15,,65,,71 (+6),"GOOD FT by COLLINS,LUKE",RHODESMB 65-71 (+6),,"GOOD FT by COLLINS,LUKE",2
00:15,,65,,72 (+7),"GOOD FT by COLLINS,LUKE",RHODESMB 65-72 (+7),,"GOOD FT by COLLINS,LUKE",2
00:10,"MISS 3PTR by GOULD,BRANDON",,,,,,,"MISS 3PTR by GOULD,BRANDON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
