Time Remaining,AC-M,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
01:25,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",1
01:25,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",1
01:25,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",1
01:25,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",1
01:25,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
00:57,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",1
00:31,,39,,39,"GOOD FT by HOECK,RYAN VAN",RHODESMB 39-39 (0),,"GOOD FT by HOECK,RYAN VAN",1
00:31,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",1
--,"REBOUND DEF by MEYERS,CODY",,,,,,,"REBOUND DEF by MEYERS,CODY",1
00:31,"SUB IN by MICHAEL,ALVIN",,,,,,,"SUB IN by MICHAEL,ALVIN",1
00:31,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",1
00:31,"SUB OUT by SULLIVAN,ALAN",,,,,,,"SUB OUT by SULLIVAN,ALAN",1
00:31,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",1
00:01,"MISS 3PTR by MEYERS,CODY",,,,,,,"MISS 3PTR by MEYERS,CODY",1
--,"REBOUND OFF by MICHAEL,ALVIN",,,,,,,"REBOUND OFF by MICHAEL,ALVIN",1
19:30,"FOUL  by MICHAEL,ALVIN",,,,,,,"FOUL  by MICHAEL,ALVIN",2
19:30,,39,,40 (+1),"GOOD FT by HOECK,RYAN VAN",RHODESMB 39-40 (+1),,"GOOD FT by HOECK,RYAN VAN",2
19:30,,39,,41 (+2),"GOOD FT by HOECK,RYAN VAN",RHODESMB 39-41 (+2),,"GOOD FT by HOECK,RYAN VAN",2
19:15,"GOOD 3PTR by OKPALA,RANSOM",42 (+1),,41,,AC-M 42-41 (-1),,"GOOD 3PTR by OKPALA,RANSOM",2
--,"ASSIST  by SWISHER,JEREMY",,,,,,,"ASSIST  by SWISHER,JEREMY",2
18:45,,42,,43 (+1),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 42-43 (+1),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
18:26,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
18:26,"GOOD FT by BAEHL,BRIAN",43,,43,,AC-M 43-43 (0),,"GOOD FT by BAEHL,BRIAN",2
18:26,"GOOD FT by BAEHL,BRIAN",44 (+1),,43,,AC-M 44-43 (-1),,"GOOD FT by BAEHL,BRIAN",2
18:26,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
18:26,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
18:04,,,,,"MISS JUMPER by MCGRAIL,PATRICK",,,"MISS JUMPER by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
18:00,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
17:59,"STEAL  by GRAHAM,KEVIN",,,,,,,"STEAL  by GRAHAM,KEVIN",2
17:57,"GOOD JUMPER by OKPALA,RANSOM(in the paint)",46 (+3),,43,,AC-M 46-43 (-3),,"GOOD JUMPER by OKPALA,RANSOM(in the paint)",2
17:36,"FOUL  by MICHAEL,ALVIN",,,,,,,"FOUL  by MICHAEL,ALVIN",2
17:36,,46 (+2),,44,"GOOD FT by HOECK,RYAN VAN",RHODESMB 46-44 (-2),,"GOOD FT by HOECK,RYAN VAN",2
17:36,,46 (+1),,45,"GOOD FT by HOECK,RYAN VAN",RHODESMB 46-45 (-1),,"GOOD FT by HOECK,RYAN VAN",2
17:36,"SUB IN by SULLIVAN,ALAN",,,,,,,"SUB IN by SULLIVAN,ALAN",2
17:36,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",2
17:15,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",,,"MISS JUMPER by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",2
16:58,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by MANIKOWSKI,ROMAN",,,,,,,"REBOUND DEF by MANIKOWSKI,ROMAN",2
16:44,"MISS LAYUP by BREWSTER,AUSTIN",,,,,,,"MISS LAYUP by BREWSTER,AUSTIN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
16:34,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by BREWSTER,AUSTIN",,,,,,,"REBOUND DEF by BREWSTER,AUSTIN",2
16:34,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
16:34,"SUB IN by MEYERS,CODY",,,,,,,"SUB IN by MEYERS,CODY",2
16:34,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
16:34,"SUB OUT by GRAHAM,KEVIN",,,,,,,"SUB OUT by GRAHAM,KEVIN",2
16:34,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
16:17,"MISS 3PTR by HANCOCK,JORDAN",,,,,,,"MISS 3PTR by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
16:03,,46,,47 (+1),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 46-47 (+1),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:51,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
15:37,,,,,"FOUL  by DUNAVANT,JOHNNY",,,"FOUL  by DUNAVANT,JOHNNY",2
15:37,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
15:37,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
15:16,"TURNOVER  by BAEHL,BRIAN",,,,,,,"TURNOVER  by BAEHL,BRIAN",2
15:15,,,,,"STEAL  by WAGNER,MATT",,,"STEAL  by WAGNER,MATT",2
15:12,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
15:12,"BLOCK  by BAEHL,BRIAN",,,,,,,"BLOCK  by BAEHL,BRIAN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
15:05,"FOUL  by MEYERS,CODY",,,,,,,"FOUL  by MEYERS,CODY",2
15:05,,46,,48 (+2),"GOOD FT by COLLINS,LUKE",RHODESMB 46-48 (+2),,"GOOD FT by COLLINS,LUKE",2
15:05,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
15:05,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
15:05,"SUB OUT by BAEHL,BRIAN",,,,,,,"SUB OUT by BAEHL,BRIAN",2
14:53,"MISS JUMPER by OKPALA,RANSOM",,,,,,,"MISS JUMPER by OKPALA,RANSOM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:40,,46,,51 (+5),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 46-51 (+5),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
14:13,"GOOD 3PTR by MEYERS,CODY",49,,51 (+2),,AC-M 49-51 (+2),,"GOOD 3PTR by MEYERS,CODY",2
--,"ASSIST  by RIVERA,ANDRES",,,,,,,"ASSIST  by RIVERA,ANDRES",2
14:01,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
14:01,"SUB IN by GRAHAM,KEVIN",,,,,,,"SUB IN by GRAHAM,KEVIN",2
14:01,"SUB IN by MANIKOWSKI,ROMAN",,,,,,,"SUB IN by MANIKOWSKI,ROMAN",2
14:01,"SUB OUT by OKPALA,RANSOM",,,,,,,"SUB OUT by OKPALA,RANSOM",2
14:01,"SUB OUT by RIVERA,ANDRES",,,,,,,"SUB OUT by RIVERA,ANDRES",2
14:01,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
14:01,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
14:01,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
14:01,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
13:42,,49,,53 (+4),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 49-53 (+4),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
13:37,"GOOD LAYUP by MANIKOWSKI,ROMAN(fastbreak)(in the paint)",51,,53 (+2),,AC-M 51-53 (+2),,"GOOD LAYUP by MANIKOWSKI,ROMAN(fastbreak)(in the paint)",2
--,"ASSIST  by GRAHAM,KEVIN",,,,,,,"ASSIST  by GRAHAM,KEVIN",2
13:17,,51,,55 (+4),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 51-55 (+4),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
12:56,"GOOD 3PTR by MEYERS,CODY",54,,55 (+1),,AC-M 54-55 (+1),,"GOOD 3PTR by MEYERS,CODY",2
--,"ASSIST  by HANCOCK,JORDAN",,,,,,,"ASSIST  by HANCOCK,JORDAN",2
12:26,,54,,57 (+3),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODESMB 54-57 (+3),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by GALLAGHER,MICHAEL",,,"ASSIST  by GALLAGHER,MICHAEL",2
12:16,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
12:16,"SUB IN by HIBBELER,JOHN",,,,,,,"SUB IN by HIBBELER,JOHN",2
12:16,"SUB OUT by SULLIVAN,ALAN",,,,,,,"SUB OUT by SULLIVAN,ALAN",2
11:57,"FOUL  by MANIKOWSKI,ROMAN",,,,,,,"FOUL  by MANIKOWSKI,ROMAN",2
11:57,"TURNOVER  by MANIKOWSKI,ROMAN",,,,,,,"TURNOVER  by MANIKOWSKI,ROMAN",2
11:57,"SUB IN by MICHAEL,ALVIN",,,,,,,"SUB IN by MICHAEL,ALVIN",2
11:57,"SUB IN by OKPALA,RANSOM",,,,,,,"SUB IN by OKPALA,RANSOM",2
11:57,"SUB OUT by HIBBELER,JOHN",,,,,,,"SUB OUT by HIBBELER,JOHN",2
11:57,"SUB OUT by MEYERS,CODY",,,,,,,"SUB OUT by MEYERS,CODY",2
11:57,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
11:57,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
11:57,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
11:57,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
11:35,"FOUL  by MANIKOWSKI,ROMAN",,,,,,,"FOUL  by MANIKOWSKI,ROMAN",2
11:24,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
11:22,"STEAL  by OKPALA,RANSOM",,,,,,,"STEAL  by OKPALA,RANSOM",2
11:18,"MISS 3PTR by MANIKOWSKI,ROMAN",,,,,,,"MISS 3PTR by MANIKOWSKI,ROMAN",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",,,"REBOUND DEF by DUNAVANT,JOHNNY",2
11:09,,54,,59 (+5),"GOOD DUNK by HOECK,RYAN VAN(in the paint)",RHODESMB 54-59 (+5),,"GOOD DUNK by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by GALLAGHER,MICHAEL",,,"ASSIST  by GALLAGHER,MICHAEL",2
10:46,"MISS 3PTR by OKPALA,RANSOM",,,,,,,"MISS 3PTR by OKPALA,RANSOM",2
--,"REBOUND OFF by MICHAEL,ALVIN",,,,,,,"REBOUND OFF by MICHAEL,ALVIN",2
10:41,"TURNOVER  by MICHAEL,ALVIN",,,,,,,"TURNOVER  by MICHAEL,ALVIN",2
10:39,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
10:31,,54,,62 (+8),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODESMB 54-62 (+8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
10:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:06,"MISS LAYUP by SWISHER,JEREMY",,,,,,,"MISS LAYUP by SWISHER,JEREMY",2
--,"REBOUND OFF by MICHAEL,ALVIN",,,,,,,"REBOUND OFF by MICHAEL,ALVIN",2
10:06,"FOUL  by MICHAEL,ALVIN",,,,,,,"FOUL  by MICHAEL,ALVIN",2
10:06,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",2
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",2
09:42,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
09:42,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
09:42,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",2
09:42,"SUB OUT by MANIKOWSKI,ROMAN",,,,,,,"SUB OUT by MANIKOWSKI,ROMAN",2
09:42,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
09:42,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
09:37,"GOOD JUMPER by OKPALA,RANSOM",56,,62 (+6),,AC-M 56-62 (+6),,"GOOD JUMPER by OKPALA,RANSOM",2
09:11,,56,,64 (+8),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 56-64 (+8),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
09:11,"FOUL  by HANCOCK,JORDAN",,,,,,,"FOUL  by HANCOCK,JORDAN",2
09:11,,56,,65 (+9),"GOOD FT by HOECK,RYAN VAN",RHODESMB 56-65 (+9),,"GOOD FT by HOECK,RYAN VAN",2
09:02,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
09:02,"MISS FT by HANCOCK,JORDAN",,,,,,,"MISS FT by HANCOCK,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:02,"GOOD FT by HANCOCK,JORDAN",57,,65 (+8),,AC-M 57-65 (+8),,"GOOD FT by HANCOCK,JORDAN",2
09:02,"MISS FT by HANCOCK,JORDAN",,,,,,,"MISS FT by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
09:02,"SUB IN by BAEHL,BRIAN",,,,,,,"SUB IN by BAEHL,BRIAN",2
09:02,"SUB OUT by GRAHAM,KEVIN",,,,,,,"SUB OUT by GRAHAM,KEVIN",2
08:43,,57,,67 (+10),"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",RHODESMB 57-67 (+10),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
08:33,"GOOD 3PTR by SWISHER,JEREMY",60,,67 (+7),,AC-M 60-67 (+7),,"GOOD 3PTR by SWISHER,JEREMY",2
--,"ASSIST  by HANCOCK,JORDAN",,,,,,,"ASSIST  by HANCOCK,JORDAN",2
08:00,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,"REBOUND DEF by OKPALA,RANSOM",,,,,,,"REBOUND DEF by OKPALA,RANSOM",2
07:48,"MISS 3PTR by OKPALA,RANSOM",,,,,,,"MISS 3PTR by OKPALA,RANSOM",2
--,"REBOUND OFF by BAEHL,BRIAN",,,,,,,"REBOUND OFF by BAEHL,BRIAN",2
07:42,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
07:42,"GOOD FT by HANCOCK,JORDAN",61,,67 (+6),,AC-M 61-67 (+6),,"GOOD FT by HANCOCK,JORDAN",2
07:42,"GOOD FT by HANCOCK,JORDAN",62,,67 (+5),,AC-M 62-67 (+5),,"GOOD FT by HANCOCK,JORDAN",2
07:42,"SUB IN by SULLIVAN,ALAN",,,,,,,"SUB IN by SULLIVAN,ALAN",2
07:42,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",2
07:42,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
07:42,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
07:42,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
07:42,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
07:42,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
07:42,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
07:42,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:42,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
07:27,,62,,69 (+7),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODESMB 62-69 (+7),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
07:09,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",64,,69 (+5),,AC-M 64-69 (+5),,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",2
--,"ASSIST  by OKPALA,RANSOM",,,,,,,"ASSIST  by OKPALA,RANSOM",2
06:50,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
06:50,"BLOCK  by MICHAEL,ALVIN",,,,,,,"BLOCK  by MICHAEL,ALVIN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
06:42,,64,,72 (+8),"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 64-72 (+8),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
06:27,"MISS LAYUP by OKPALA,RANSOM",,,,,,,"MISS LAYUP by OKPALA,RANSOM",2
--,"REBOUND OFF by MICHAEL,ALVIN",,,,,,,"REBOUND OFF by MICHAEL,ALVIN",2
06:21,"GOOD 3PTR by SWISHER,JEREMY",67,,72 (+5),,AC-M 67-72 (+5),,"GOOD 3PTR by SWISHER,JEREMY",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
05:45,,67,,75 (+8),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 67-75 (+8),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
05:18,"GOOD 3PTR by SULLIVAN,ALAN",70,,75 (+5),,AC-M 70-75 (+5),,"GOOD 3PTR by SULLIVAN,ALAN",2
--,"ASSIST  by SWISHER,JEREMY",,,,,,,"ASSIST  by SWISHER,JEREMY",2
05:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:15,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
05:15,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",2
05:15,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
05:15,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:46,,,,,"MISS JUMPER by MCGRAIL,PATRICK",,,"MISS JUMPER by MCGRAIL,PATRICK",2
04:46,"BLOCK  by BAEHL,BRIAN",,,,,,,"BLOCK  by BAEHL,BRIAN",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
04:41,,70,,77 (+7),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 70-77 (+7),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
04:37,"GOOD 3PTR by SWISHER,JEREMY",73,,77 (+4),,AC-M 73-77 (+4),,"GOOD 3PTR by SWISHER,JEREMY",2
--,"ASSIST  by OKPALA,RANSOM",,,,,,,"ASSIST  by OKPALA,RANSOM",2
04:10,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
04:09,"STEAL  by HANCOCK,JORDAN",,,,,,,"STEAL  by HANCOCK,JORDAN",2
04:07,,,,,"FOUL  by DUNAVANT,JOHNNY",,,"FOUL  by DUNAVANT,JOHNNY",2
04:07,"GOOD FT by HANCOCK,JORDAN",74,,77 (+3),,AC-M 74-77 (+3),,"GOOD FT by HANCOCK,JORDAN",2
04:07,"MISS FT by HANCOCK,JORDAN",,,,,,,"MISS FT by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
03:53,,,,,"MISS LAYUP by COLLINS,LUKE",,,"MISS LAYUP by COLLINS,LUKE",2
03:53,"BLOCK  by SULLIVAN,ALAN",,,,,,,"BLOCK  by SULLIVAN,ALAN",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
03:44,"GOOD JUMPER by OKPALA,RANSOM(fastbreak)(in the paint)",76,,77 (+1),,AC-M 76-77 (+1),,"GOOD JUMPER by OKPALA,RANSOM(fastbreak)(in the paint)",2
03:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:17,,76,,80 (+4),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 76-80 (+4),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
03:07,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
03:07,"GOOD FT by SULLIVAN,ALAN",77,,80 (+3),,AC-M 77-80 (+3),,"GOOD FT by SULLIVAN,ALAN",2
03:07,"MISS FT by SULLIVAN,ALAN",,,,,,,"MISS FT by SULLIVAN,ALAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
02:51,,,,,"MISS LAYUP by SLEDGE,TATE",,,"MISS LAYUP by SLEDGE,TATE",2
02:51,"BLOCK  by SULLIVAN,ALAN",,,,,,,"BLOCK  by SULLIVAN,ALAN",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
02:49,,77,,81 (+4),"GOOD FT by SLEDGE,TATE",RHODESMB 77-81 (+4),,"GOOD FT by SLEDGE,TATE",2
02:49,"FOUL  by SULLIVAN,ALAN",,,,,,,"FOUL  by SULLIVAN,ALAN",2
02:48,,77,,82 (+5),"GOOD FT by SLEDGE,TATE",RHODESMB 77-82 (+5),,"GOOD FT by SLEDGE,TATE",2
02:34,"GOOD 3PTR by OKPALA,RANSOM",80,,82 (+2),,AC-M 80-82 (+2),,"GOOD 3PTR by OKPALA,RANSOM",2
--,"ASSIST  by HANCOCK,JORDAN",,,,,,,"ASSIST  by HANCOCK,JORDAN",2
02:11,"FOUL  by SWISHER,JEREMY",,,,,,,"FOUL  by SWISHER,JEREMY",2
02:11,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:11,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,"REBOUND DEF by SWISHER,JEREMY",,,,,,,"REBOUND DEF by SWISHER,JEREMY",2
02:04,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
02:04,"GOOD FT by SWISHER,JEREMY",81,,82 (+1),,AC-M 81-82 (+1),,"GOOD FT by SWISHER,JEREMY",2
02:04,"GOOD FT by SWISHER,JEREMY",82,,82,,AC-M 82-82 (0),,"GOOD FT by SWISHER,JEREMY",2
01:34,"FOUL  by OKPALA,RANSOM",,,,,,,"FOUL  by OKPALA,RANSOM",2
01:34,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:34,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
01:34,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
01:34,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:15,"GOOD 3PTR by SWISHER,JEREMY",85 (+3),,82,,AC-M 85-82 (-3),,"GOOD 3PTR by SWISHER,JEREMY",2
--,"ASSIST  by HANCOCK,JORDAN",,,,,,,"ASSIST  by HANCOCK,JORDAN",2
01:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:05,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
01:05,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
00:49,,,,,"MISS JUMPER by DUNAVANT,JOHNNY",,,"MISS JUMPER by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
00:45,,,,,"MISS LAYUP by SLEDGE,TATE",,,"MISS LAYUP by SLEDGE,TATE",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
