Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,OGLETHOR,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
15:07,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",48,,59 (+11),,RHODES 48-59 (-11),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
14:49,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
14:48,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
14:44,"GOOD 3PTR by MILLER,DREW(fastbreak)",51,,59 (+8),,RHODES 51-59 (-8),,"GOOD 3PTR by MILLER,DREW(fastbreak)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
14:20,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
14:20,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
14:20,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
14:19,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by DAVIS,ALEX",,,"REBOUND OFF by DAVIS,ALEX",2
13:55,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
13:45,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
13:44,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
13:42,,,,,"FOUL  by ROHLFS,VICTOR",,,"FOUL  by ROHLFS,VICTOR",2
13:42,"GOOD FT by MILLER,DREW",52,,59 (+7),,RHODES 52-59 (-7),,"GOOD FT by MILLER,DREW",2
13:42,"GOOD FT by MILLER,DREW",53,,59 (+6),,RHODES 53-59 (-6),,"GOOD FT by MILLER,DREW",2
13:42,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
13:42,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
13:42,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
13:42,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
13:42,,,,,"SUB OUT by ROHLFS,VICTOR",,,"SUB OUT by ROHLFS,VICTOR",2
13:42,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
13:29,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
13:26,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,"REBOUND DEF by WATSON,SHANE",,,,,,,"REBOUND DEF by WATSON,SHANE",2
13:02,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
12:52,,,,,"MISS JUMPER by BATES,ROMELLO",,,"MISS JUMPER by BATES,ROMELLO",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
12:30,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND DEF by BATES,ROMELLO",,,"REBOUND DEF by BATES,ROMELLO",2
12:23,,53,,61 (+8),"GOOD LAYUP by KINNEY,JORDAN(fastbreak)(in the paint)",OGLETHOR 53-61 (-8),,"GOOD LAYUP by KINNEY,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
12:05,"GOOD 3PTR by COLLINS,LUKE",56,,61 (+5),,RHODES 56-61 (-5),,"GOOD 3PTR by COLLINS,LUKE",2
--,"ASSIST  by MCGRAIL,PATRICK",,,,,,,"ASSIST  by MCGRAIL,PATRICK",2
11:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:55,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
11:55,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
11:55,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
11:55,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
11:55,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
11:55,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
11:55,,,,,"SUB IN by ROHLFS,VICTOR",,,"SUB IN by ROHLFS,VICTOR",2
11:55,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
11:55,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
11:55,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
11:36,,56,,63 (+7),"GOOD LAYUP by BATES,ROMELLO(in the paint)",OGLETHOR 56-63 (-7),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
11:23,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:54,,56,,66 (+10),"GOOD 3PTR by COURSON,TYLER",OGLETHOR 56-66 (-10),,"GOOD 3PTR by COURSON,TYLER",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
10:27,"MISS JUMPER by MILLER,DREW",,,,,,,"MISS JUMPER by MILLER,DREW",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
10:23,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
10:08,,,,,"TURNOVER  by BATES,ROMELLO",,,"TURNOVER  by BATES,ROMELLO",2
10:07,"STEAL  by GALLAGHER,MICHAEL",,,,,,,"STEAL  by GALLAGHER,MICHAEL",2
09:53,"TURNOVER  by MCGRAIL,PATRICK",,,,,,,"TURNOVER  by MCGRAIL,PATRICK",2
09:51,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",2
09:50,,56,,68 (+12),"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",OGLETHOR 56-68 (-12),,"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",2
09:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:43,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
09:43,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
09:43,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
09:43,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
09:43,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
09:43,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
09:43,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
09:43,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
09:26,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
09:10,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
09:02,,,,,"MISS JUMPER by COURSON,TYLER",,,"MISS JUMPER by COURSON,TYLER",2
--,"REBOUND DEF by MCGRAIL,PATRICK",,,,,,,"REBOUND DEF by MCGRAIL,PATRICK",2
08:53,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,"REBOUND OFF by WATSON,SHANE",,,,,,,"REBOUND OFF by WATSON,SHANE",2
08:49,"GOOD TIPIN by WATSON,SHANE(fastbreak)(in the paint)",58,,68 (+10),,RHODES 58-68 (-10),,"GOOD TIPIN by WATSON,SHANE(fastbreak)(in the paint)",2
08:41,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:08,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
07:55,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:52,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
07:52,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
07:52,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
07:29,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
07:29,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
07:29,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
07:15,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by KINNEY,JORDAN",,,"REBOUND OFF by KINNEY,JORDAN",2
06:54,,,,,"TURNOVER  by ROHLFS,VICTOR",,,"TURNOVER  by ROHLFS,VICTOR",2
06:48,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
06:45,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",2
06:45,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
06:45,,,,,"MISS FT by COURSON,TYLER",,,"MISS FT by COURSON,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:45,,58,,69 (+11),"GOOD FT by COURSON,TYLER",OGLETHOR 58-69 (-11),,"GOOD FT by COURSON,TYLER",2
06:45,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
06:45,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
06:45,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
06:45,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
06:24,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
06:22,"MISS LAYUP by WATSON,SHANE",,,,,,,"MISS LAYUP by WATSON,SHANE",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
05:51,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND DEF by HOECK,RYAN VAN",,,,,,,"REBOUND DEF by HOECK,RYAN VAN",2
05:37,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
05:27,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
05:10,"MISS LAYUP by COLLINS,LUKE",,,,,,,"MISS LAYUP by COLLINS,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:53,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
04:53,,,,,"MISS FT by KINNEY,JORDAN",,,"MISS FT by KINNEY,JORDAN",2
--,"REBOUND DEF by WATSON,SHANE",,,,,,,"REBOUND DEF by WATSON,SHANE",2
04:53,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
04:53,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
04:33,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
04:30,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
04:23,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
03:57,,58,,71 (+13),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OGLETHOR 58-71 (-13),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
03:40,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",60,,71 (+11),,RHODES 60-71 (-11),,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
03:16,,,,,"MISS LAYUP by COURSON,TYLER",,,"MISS LAYUP by COURSON,TYLER",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
03:14,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
03:14,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
03:14,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
02:58,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
02:56,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
02:56,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
02:48,"GOOD LAYUP by MILLER,DREW(in the paint)",62,,71 (+9),,RHODES 62-71 (-9),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
02:47,,,,,"FOUL  by ROHLFS,VICTOR",,,"FOUL  by ROHLFS,VICTOR",2
02:47,"GOOD FT by MILLER,DREW",63,,71 (+8),,RHODES 63-71 (-8),,"GOOD FT by MILLER,DREW",2
02:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:47,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
02:47,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
02:47,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
02:47,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
02:47,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
02:47,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
02:47,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
02:47,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
02:23,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
02:23,,63,,72 (+9),"GOOD FT by PERRY,WILL",OGLETHOR 63-72 (-9),,"GOOD FT by PERRY,WILL",2
02:23,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
02:23,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
02:23,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
02:23,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
02:23,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
02:23,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
02:23,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
02:23,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
02:23,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
01:59,"GOOD 3PTR by MILLER,DREW",66,,72 (+6),,RHODES 66-72 (-6),,"GOOD 3PTR by MILLER,DREW",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
01:24,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
01:21,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:19,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
01:19,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
01:14,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
01:14,,66,,73 (+7),"GOOD FT by DAVIS,ALEX",OGLETHOR 66-73 (-7),,"GOOD FT by DAVIS,ALEX",2
01:14,,66,,74 (+8),"GOOD FT by DAVIS,ALEX",OGLETHOR 66-74 (-8),,"GOOD FT by DAVIS,ALEX",2
01:14,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
01:14,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
01:14,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
01:14,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
00:57,"GOOD 3PTR by DUNAVANT,JOHNNY",69,,74 (+5),,RHODES 69-74 (-5),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,"ASSIST  by MCGRAIL,PATRICK",,,,,,,"ASSIST  by MCGRAIL,PATRICK",2
00:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:54,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
00:54,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
00:54,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
00:54,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
00:54,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
00:54,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
00:54,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
00:54,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
00:54,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
00:54,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
00:51,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
00:51,,69,,75 (+6),"GOOD FT by COURSON,TYLER",OGLETHOR 69-75 (-6),,"GOOD FT by COURSON,TYLER",2
00:51,,69,,76 (+7),"GOOD FT by COURSON,TYLER",OGLETHOR 69-76 (-7),,"GOOD FT by COURSON,TYLER",2
00:51,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:51,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
00:51,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
00:51,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:51,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
00:51,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
00:51,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
00:51,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
00:46,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,"REBOUND OFF by MILLER,DREW",,,,,,,"REBOUND OFF by MILLER,DREW",2
00:43,"GOOD LAYUP by MILLER,DREW(in the paint)",71,,76 (+5),,RHODES 71-76 (-5),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
00:38,,71,,78 (+7),"GOOD LAYUP by KINNEY,JORDAN(fastbreak)(in the paint)",OGLETHOR 71-78 (-7),,"GOOD LAYUP by KINNEY,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
00:38,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
00:38,,71,,79 (+8),"GOOD FT by KINNEY,JORDAN",OGLETHOR 71-79 (-8),,"GOOD FT by KINNEY,JORDAN",2
00:38,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
00:38,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
00:28,"GOOD 3PTR by LIVSEY,GEOFF",74,,79 (+5),,RHODES 74-79 (-5),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
00:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:27,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
00:27,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
00:27,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
00:27,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
00:27,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
00:27,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
00:25,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
00:25,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:25,,74,,80 (+6),"GOOD FT by SMITH,CONNOR",OGLETHOR 74-80 (-6),,"GOOD FT by SMITH,CONNOR",2
00:25,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:25,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:25,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
00:25,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
00:25,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
00:25,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
00:25,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
00:25,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:21,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND OFF by COLLINS,LUKE",,,,,,,"REBOUND OFF by COLLINS,LUKE",2
00:12,"MISS JUMPER by MCGRAIL,PATRICK",,,,,,,"MISS JUMPER by MCGRAIL,PATRICK",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
00:08,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by BATES,ROMELLO",,,"REBOUND DEF by BATES,ROMELLO",2
00:07,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
00:07,,,,,"MISS FT by BATES,ROMELLO",,,"MISS FT by BATES,ROMELLO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,74,,81 (+7),"GOOD FT by BATES,ROMELLO",OGLETHOR 74-81 (-7),,"GOOD FT by BATES,ROMELLO",2
00:03,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
