Time Remaining,CENTREM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
17:36,,,,,"BLOCK  by HARTWELL,THEO",,,"BLOCK  by HARTWELL,THEO",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
17:28,,41 (+8),,33,"GOOD 3PTR by MILLER,DREW",RCMBB13 41-33 (-8),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
17:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:06,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
17:06,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
17:06,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:06,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
16:55,,41 (+6),,35,"GOOD JUMPER by LIVSEY,GEOFF",RCMBB13 41-35 (-6),,"GOOD JUMPER by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
16:41,"GOOD JUMPER by ELLIS,BRYON",43 (+8),,35,,CENTREM 43-35 (-8),,"GOOD JUMPER by ELLIS,BRYON",2
16:27,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
16:19,,43 (+5),,38,"GOOD 3PTR by MILLER,DREW",RCMBB13 43-38 (-5),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
16:03,"GOOD JUMPER by TAYLOR,CHRIS",45 (+7),,38,,CENTREM 45-38 (-7),,"GOOD JUMPER by TAYLOR,CHRIS",2
15:42,,45 (+5),,40,"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 45-40 (-5),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
15:29,"GOOD 3PTR by KARSNER,JOSH",48 (+8),,40,,CENTREM 48-40 (-8),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
15:17,,48 (+6),,42,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 48-42 (-6),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
14:48,"GOOD 3PTR by KARSNER,JOSH",51 (+9),,42,,CENTREM 51-42 (-9),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
14:35,"SUB IN by HERTZEL,HOLDEN",,,,,,,"SUB IN by HERTZEL,HOLDEN",2
14:35,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
14:35,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
14:35,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
14:23,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
14:07,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
14:07,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
14:07,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
13:46,"MISS JUMPER by HERTZEL,HOLDEN",,,,,,,"MISS JUMPER by HERTZEL,HOLDEN",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
13:43,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",53 (+11),,42,,CENTREM 53-42 (-11),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
13:23,,53 (+9),,44,"GOOD LAYUP by MILLER,DREW(in the paint)",RCMBB13 53-44 (-9),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
13:23,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
13:23,,53 (+8),,45,"GOOD FT by MILLER,DREW",RCMBB13 53-45 (-8),,"GOOD FT by MILLER,DREW",2
13:23,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
13:23,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
13:23,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
12:54,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
12:54,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
12:48,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
12:48,,53 (+7),,46,"GOOD FT by GALOW,ANDREW",RCMBB13 53-46 (-7),,"GOOD FT by GALOW,ANDREW",2
12:48,,,,,"MISS FT by GALOW,ANDREW",,,"MISS FT by GALOW,ANDREW",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
12:48,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
12:48,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
12:48,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
12:48,"SUB OUT by HERTZEL,HOLDEN",,,,,,,"SUB OUT by HERTZEL,HOLDEN",2
12:48,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:48,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
12:28,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
12:09,,53 (+4),,49,"GOOD 3PTR by MILLER,DREW",RCMBB13 53-49 (-4),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
11:49,"GOOD 3PTR by KARSNER,JOSH",56 (+7),,49,,CENTREM 56-49 (-7),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
11:36,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:34,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
11:34,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
11:11,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
10:55,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
10:55,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:55,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
10:55,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
10:55,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
10:49,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
10:49,"GOOD FT by KARSNER,JOSH",57 (+8),,49,,CENTREM 57-49 (-8),,"GOOD FT by KARSNER,JOSH",2
10:49,"GOOD FT by KARSNER,JOSH",58 (+9),,49,,CENTREM 58-49 (-9),,"GOOD FT by KARSNER,JOSH",2
10:49,"GOOD FT by KARSNER,JOSH",59 (+10),,49,,CENTREM 59-49 (-10),,"GOOD FT by KARSNER,JOSH",2
10:34,,59 (+7),,52,"GOOD 3PTR by MILLER,DREW",RCMBB13 59-52 (-7),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
10:10,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
10:09,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
10:04,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
10:04,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
10:04,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
10:04,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
09:30,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
09:16,,59 (+5),,54,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 59-54 (-5),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
09:16,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
09:16,,59 (+4),,55,"GOOD FT by GALOW,ANDREW",RCMBB13 59-55 (-4),,"GOOD FT by GALOW,ANDREW",2
09:16,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
09:16,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
09:02,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
08:54,,,,,"MISS LAYUP by GALOW,ANDREW",,,"MISS LAYUP by GALOW,ANDREW",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
08:50,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",61 (+6),,55,,CENTREM 61-55 (-6),,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
08:31,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",2
08:31,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
08:11,"GOOD JUMPER by GRIGGS,MATT",63 (+8),,55,,CENTREM 63-55 (-8),,"GOOD JUMPER by GRIGGS,MATT",2
07:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:58,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
07:58,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
07:58,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
07:58,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
07:38,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
07:38,,63 (+7),,56,"GOOD FT by HARTWELL,THEO",RCMBB13 63-56 (-7),,"GOOD FT by HARTWELL,THEO",2
07:38,,63 (+6),,57,"GOOD FT by HARTWELL,THEO",RCMBB13 63-57 (-6),,"GOOD FT by HARTWELL,THEO",2
07:38,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
07:38,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
07:03,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",65 (+8),,57,,CENTREM 65-57 (-8),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
06:34,,,,,"TURNOVER  by WAGNER,MATT",,,"TURNOVER  by WAGNER,MATT",2
06:34,"STEAL  by NEWSOME,TAYLOR",,,,,,,"STEAL  by NEWSOME,TAYLOR",2
06:34,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
06:34,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
06:18,"GOOD JUMPER by ELLIS,BRYON",67 (+10),,57,,CENTREM 67-57 (-10),,"GOOD JUMPER by ELLIS,BRYON",2
06:02,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
06:02,,67 (+9),,58,"GOOD FT by MILLER,DREW",RCMBB13 67-58 (-9),,"GOOD FT by MILLER,DREW",2
06:02,,67 (+8),,59,"GOOD FT by MILLER,DREW",RCMBB13 67-59 (-8),,"GOOD FT by MILLER,DREW",2
06:02,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:47,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
05:38,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
05:38,"BLOCK  by WHITESIDE,DONOVAN",,,,,,,"BLOCK  by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
05:32,,67 (+6),,61,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB13 67-61 (-6),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
04:59,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:52,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
04:52,"STEAL  by ELLIS,BRYON",,,,,,,"STEAL  by ELLIS,BRYON",2
04:49,"GOOD LAYUP by ELLIS,BRYON(fastbreak)(in the paint)",69 (+8),,61,,CENTREM 69-61 (-8),,"GOOD LAYUP by ELLIS,BRYON(fastbreak)(in the paint)",2
04:37,,69 (+5),,64,"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB13 69-64 (-5),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
04:11,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
03:52,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
03:51,"STEAL  by WHITESIDE,DONOVAN",,,,,,,"STEAL  by WHITESIDE,DONOVAN",2
03:36,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
03:14,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
03:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:37,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
02:25,,69 (+3),,66,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB13 69-66 (-3),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
01:55,"GOOD JUMPER by ELLIS,BRYON(in the paint)",71 (+5),,66,,CENTREM 71-66 (-5),,"GOOD JUMPER by ELLIS,BRYON(in the paint)",2
01:45,,71 (+2),,69,"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB13 71-69 (-2),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
01:09,"MISS LAYUP by TAYLOR,CHRIS",,,,,,,"MISS LAYUP by TAYLOR,CHRIS",2
01:09,,,,,"BLOCK  by MILLER,DREW",,,"BLOCK  by MILLER,DREW",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
01:03,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
00:46,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:38,,,,,"FOUL  by GALOW,ANDREW",,,"FOUL  by GALOW,ANDREW",2
00:38,"GOOD FT by TAYLOR,CHRIS",72 (+3),,69,,CENTREM 72-69 (-3),,"GOOD FT by TAYLOR,CHRIS",2
00:38,"GOOD FT by TAYLOR,CHRIS",73 (+4),,69,,CENTREM 73-69 (-4),,"GOOD FT by TAYLOR,CHRIS",2
00:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:27,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
00:27,,73 (+3),,70,"GOOD FT by LIVSEY,GEOFF",RCMBB13 73-70 (-3),,"GOOD FT by LIVSEY,GEOFF",2
00:27,,73 (+2),,71,"GOOD FT by LIVSEY,GEOFF",RCMBB13 73-71 (-2),,"GOOD FT by LIVSEY,GEOFF",2
00:27,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
00:27,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:20,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
00:20,"GOOD FT by WHITESIDE,DONOVAN",74 (+3),,71,,CENTREM 74-71 (-3),,"GOOD FT by WHITESIDE,DONOVAN",2
00:20,"GOOD FT by WHITESIDE,DONOVAN",75 (+4),,71,,CENTREM 75-71 (-4),,"GOOD FT by WHITESIDE,DONOVAN",2
00:20,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
00:20,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
00:13,,75 (+1),,74,"GOOD 3PTR by LIVSEY,GEOFF",RCMBB13 75-74 (-1),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
00:10,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
00:10,"GOOD FT by TAYLOR,CHRIS",76 (+2),,74,,CENTREM 76-74 (-2),,"GOOD FT by TAYLOR,CHRIS",2
00:10,"MISS FT by TAYLOR,CHRIS",,,,,,,"MISS FT by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
00:10,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
00:10,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:00,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND OFF by MCGRAIL,PATRICK",,,"REBOUND OFF by MCGRAIL,PATRICK",2
