Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
14:40,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
14:40,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
14:40,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
14:40,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
14:40,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
14:40,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
14:33,"GOOD JUMPER by SHERIDAN,DAYTON",29,,50 (+21),,HC 29-50 (+21),,"GOOD JUMPER by SHERIDAN,DAYTON",2
14:22,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
14:21,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
13:51,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by CHIEN,KEVIN",,,"REBOUND DEF by CHIEN,KEVIN",2
13:30,,29,,53 (+24),"GOOD 3PTR by GALOW,ANDREW",RCMBB13 29-53 (+24),,"GOOD 3PTR by GALOW,ANDREW",2
13:07,"MISS LAYUP by SHERIDAN,DAYTON",,,,,,,"MISS LAYUP by SHERIDAN,DAYTON",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
12:58,,29,,55 (+26),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 29-55 (+26),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
12:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
12:41,"MISS JUMPER by CONARD,ALEC",,,,,,,"MISS JUMPER by CONARD,ALEC",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
12:37,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
12:37,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
12:37,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
12:37,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
12:37,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
12:37,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
12:37,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
12:27,"GOOD JUMPER by SHERIDAN,DAYTON",31,,55 (+24),,HC 31-55 (+24),,"GOOD JUMPER by SHERIDAN,DAYTON",2
--,"ASSIST  by MCCUBBIN,NATHAN",,,,,,,"ASSIST  by MCCUBBIN,NATHAN",2
11:51,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND OFF by GALLAGHER,MICHAEL",,,"REBOUND OFF by GALLAGHER,MICHAEL",2
11:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:40,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
11:40,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",2
11:40,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
11:40,"SUB OUT by MCCUBBIN,NATHAN",,,,,,,"SUB OUT by MCCUBBIN,NATHAN",2
11:40,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
11:18,,31,,58 (+27),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 31-58 (+27),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
10:57,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
10:56,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
10:53,,31,,60 (+29),"GOOD LAYUP by CHIEN,KEVIN(fastbreak)(in the paint)",RCMBB13 31-60 (+29),,"GOOD LAYUP by CHIEN,KEVIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
10:37,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
10:33,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
10:24,,31,,62 (+31),"GOOD JUMPER by HOECK,RYAN VAN",RCMBB13 31-62 (+31),,"GOOD JUMPER by HOECK,RYAN VAN",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
10:20,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",2
10:20,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",2
10:20,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",2
10:20,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
10:20,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
10:20,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",2
09:59,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
09:44,,31,,64 (+33),"GOOD LAYUP by MILLER,DREW(in the paint)",RCMBB13 31-64 (+33),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
09:22,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
09:22,"GOOD FT by GRAM,ANDY",32,,64 (+32),,HC 32-64 (+32),,"GOOD FT by GRAM,ANDY",2
09:22,"GOOD FT by GRAM,ANDY",33,,64 (+31),,HC 33-64 (+31),,"GOOD FT by GRAM,ANDY",2
09:05,,,,,"MISS 3PTR by CHIEN,KEVIN",,,"MISS 3PTR by CHIEN,KEVIN",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
08:42,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
08:42,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
08:42,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
08:42,,,,,"SUB OUT by CHIEN,KEVIN",,,"SUB OUT by CHIEN,KEVIN",2
08:42,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
08:30,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
08:22,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
08:21,"STEAL  by TAULTON,JORDAN",,,,,,,"STEAL  by TAULTON,JORDAN",2
08:11,"TURNOVER  by TAULTON,JORDAN",,,,,,,"TURNOVER  by TAULTON,JORDAN",2
08:09,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
07:56,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
07:18,"GOOD LAYUP by VANCE,LUKE(in the paint)",35,,64 (+29),,HC 35-64 (+29),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
07:00,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
07:00,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",2
07:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:35,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
06:07,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
05:53,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
05:51,,,,,"STEAL  by WAGNER,MATT",,,"STEAL  by WAGNER,MATT",2
05:49,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
05:49,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
05:49,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
05:49,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
05:49,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
05:15,"MISS 3PTR by TAULTON,JORDAN",,,,,,,"MISS 3PTR by TAULTON,JORDAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
05:13,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
05:02,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
05:02,,35,,65 (+30),"GOOD FT by CHIEN,KEVIN",RCMBB13 35-65 (+30),,"GOOD FT by CHIEN,KEVIN",2
05:02,,35,,66 (+31),"GOOD FT by CHIEN,KEVIN",RCMBB13 35-66 (+31),,"GOOD FT by CHIEN,KEVIN",2
05:02,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
05:02,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
05:02,"SUB IN by WUICH,PRESTON",,,,,,,"SUB IN by WUICH,PRESTON",2
05:02,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
05:02,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
05:02,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
05:02,"SUB OUT by RILEY,JAREN",,,,,,,"SUB OUT by RILEY,JAREN",2
05:02,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
05:02,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
05:02,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
04:47,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
04:45,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",2
04:23,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
04:23,"BLOCK  by CONARD,ALEC",,,,,,,"BLOCK  by CONARD,ALEC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:23,,,,,"SUB IN by CATES,REID",,,"SUB IN by CATES,REID",2
04:23,,,,,"SUB IN by BELVEAL,KAI",,,"SUB IN by BELVEAL,KAI",2
04:23,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
04:23,,,,,"SUB IN by VICARISI,ALEX",,,"SUB IN by VICARISI,ALEX",2
04:23,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
04:23,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:23,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
04:23,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
04:18,,35,,68 (+33),"GOOD JUMPER by VICARISI,ALEX",RCMBB13 35-68 (+33),,"GOOD JUMPER by VICARISI,ALEX",2
--,,,,,"ASSIST  by CHIEN,KEVIN",,,"ASSIST  by CHIEN,KEVIN",2
04:02,"MISS JUMPER by SHERIDAN,DAYTON",,,,,,,"MISS JUMPER by SHERIDAN,DAYTON",2
--,,,,,"REBOUND DEF by BELVEAL,KAI",,,"REBOUND DEF by BELVEAL,KAI",2
03:43,,35,,70 (+35),"GOOD JUMPER by BELVEAL,KAI",RCMBB13 35-70 (+35),,"GOOD JUMPER by BELVEAL,KAI",2
03:18,,,,,"FOUL  by CHIEN,KEVIN",,,"FOUL  by CHIEN,KEVIN",2
03:18,"GOOD FT by BARRETT,JORDAN",36,,70 (+34),,HC 36-70 (+34),,"GOOD FT by BARRETT,JORDAN",2
03:18,"GOOD FT by BARRETT,JORDAN",37,,70 (+33),,HC 37-70 (+33),,"GOOD FT by BARRETT,JORDAN",2
03:00,,,,,"TURNOVER  by CATES,REID",,,"TURNOVER  by CATES,REID",2
02:46,"GOOD LAYUP by OGLE,JOHN(in the paint)",39,,70 (+31),,HC 39-70 (+31),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
02:27,,,,,"MISS 3PTR by BELVEAL,KAI",,,"MISS 3PTR by BELVEAL,KAI",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
02:21,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
02:11,,39,,72 (+33),"GOOD JUMPER by SLEDGE,TATE",RCMBB13 39-72 (+33),,"GOOD JUMPER by SLEDGE,TATE",2
01:48,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",41,,72 (+31),,HC 41-72 (+31),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
01:48,,,,,"FOUL  by VICARISI,ALEX",,,"FOUL  by VICARISI,ALEX",2
01:48,"GOOD FT by BARRETT,JORDAN",42,,72 (+30),,HC 42-72 (+30),,"GOOD FT by BARRETT,JORDAN",2
01:48,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
01:41,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
01:41,,,,,"MISS FT by CHIEN,KEVIN",,,"MISS FT by CHIEN,KEVIN",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
01:41,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
01:41,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
01:23,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",44,,72 (+28),,HC 44-72 (+28),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
00:59,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:59,,,,,"MISS FT by BELVEAL,KAI",,,"MISS FT by BELVEAL,KAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:59,,,,,"MISS FT by BELVEAL,KAI",,,"MISS FT by BELVEAL,KAI",2
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",2
00:52,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",46,,72 (+26),,HC 46-72 (+26),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
00:25,,46,,74 (+28),"GOOD LAYUP by CHIEN,KEVIN(in the paint)",RCMBB13 46-74 (+28),,"GOOD LAYUP by CHIEN,KEVIN(in the paint)",2
00:11,"MISS 3PTR by BARRETT,JORDAN",,,,,,,"MISS 3PTR by BARRETT,JORDAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
