Time Remaining,RUSTMB,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
15:35,"MISS 3PTR by MCCOLLUM,RICKEY",,,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
15:25,,24 (+2),,22,"GOOD 3PTR by LIVSEY,GEOFF",RCMBB13 24-22 (-2),,"GOOD 3PTR by LIVSEY,GEOFF",2
14:55,"MISS JUMPER by BURKS,TEVIN",,,,,,,"MISS JUMPER by BURKS,TEVIN",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
14:53,"GOOD JUMPER by VEASLEY,LARRY",26 (+4),,22,,RUSTMB 26-22 (-4),,"GOOD JUMPER by VEASLEY,LARRY",2
14:37,"SUB IN by BURKS,TEVIN",,,,,,,"SUB IN by BURKS,TEVIN",2
14:37,"SUB OUT by GAMBLE,CHRIS",,,,,,,"SUB OUT by GAMBLE,CHRIS",2
14:24,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,"REBOUND DEF by MCCOLLUM,RICKEY",,,,,,,"REBOUND DEF by MCCOLLUM,RICKEY",2
14:16,"MISS 3PTR by BARNS,KELSEY",,,,,,,"MISS 3PTR by BARNS,KELSEY",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
13:55,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
13:47,"TURNOVER  by GREDIC,KWAHMERE",,,,,,,"TURNOVER  by GREDIC,KWAHMERE",2
13:29,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
13:28,"STEAL  by GREDIC,KWAHMERE",,,,,,,"STEAL  by GREDIC,KWAHMERE",2
13:25,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",28 (+6),,22,,RUSTMB 28-22 (-6),,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",2
13:07,"FOUL  by MCCOLLUM,RICKEY",,,,,,,"FOUL  by MCCOLLUM,RICKEY",2
13:02,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:02,,28 (+5),,23,"GOOD FT by COLLINS,LUKE",RCMBB13 28-23 (-5),,"GOOD FT by COLLINS,LUKE",2
13:02,"SUB IN by THOMPSON,SHUN",,,,,,,"SUB IN by THOMPSON,SHUN",2
13:02,"SUB OUT by BARNS,KELSEY",,,,,,,"SUB OUT by BARNS,KELSEY",2
13:02,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
13:02,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
13:02,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
13:02,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
13:02,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
13:02,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
12:58,"TURNOVER  by GREDIC,KWAHMERE",,,,,,,"TURNOVER  by GREDIC,KWAHMERE",2
12:55,"FOUL  by GREDIC,KWAHMERE",,,,,,,"FOUL  by GREDIC,KWAHMERE",2
12:44,,28 (+2),,26,"GOOD 3PTR by GALOW,ANDREW",RCMBB13 28-26 (-2),,"GOOD 3PTR by GALOW,ANDREW",2
12:12,"GOOD JUMPER by GREDIC,KWAHMERE",30 (+4),,26,,RUSTMB 30-26 (-4),,"GOOD JUMPER by GREDIC,KWAHMERE",2
11:59,,30 (+2),,28,"GOOD JUMPER by LIVSEY,GEOFF",RCMBB13 30-28 (-2),,"GOOD JUMPER by LIVSEY,GEOFF",2
11:32,"MISS 3PTR by MCCOLLUM,RICKEY",,,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
11:12,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
11:07,"MISS JUMPER by GREDIC,KWAHMERE",,,,,,,"MISS JUMPER by GREDIC,KWAHMERE",2
--,"REBOUND OFF by MCCOLLUM,RICKEY",,,,,,,"REBOUND OFF by MCCOLLUM,RICKEY",2
10:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:51,"MISS JUMPER by VEASLEY,LARRY",,,,,,,"MISS JUMPER by VEASLEY,LARRY",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
10:43,"FOUL  by THOMPSON,SHUN",,,,,,,"FOUL  by THOMPSON,SHUN",2
10:32,,30,,30,"GOOD JUMPER by HARTWELL,THEO",RCMBB13 30-30 (0),,"GOOD JUMPER by HARTWELL,THEO",2
10:07,"GOOD JUMPER by VEASLEY,LARRY",32 (+2),,30,,RUSTMB 32-30 (-2),,"GOOD JUMPER by VEASLEY,LARRY",2
--,"ASSIST  by GREDIC,KWAHMERE",,,,,,,"ASSIST  by GREDIC,KWAHMERE",2
09:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:31,,32,,32,"GOOD JUMPER by DUNAVANT,JOHN",RCMBB13 32-32 (0),,"GOOD JUMPER by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
09:19,"TURNOVER  by SCOTT,JEREMY",,,,,,,"TURNOVER  by SCOTT,JEREMY",2
09:19,"FOUL  by SCOTT,JEREMY",,,,,,,"FOUL  by SCOTT,JEREMY",2
09:07,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
09:05,"STEAL  by THOMPSON,SHUN",,,,,,,"STEAL  by THOMPSON,SHUN",2
08:45,"MISS JUMPER by GREDIC,KWAHMERE",,,,,,,"MISS JUMPER by GREDIC,KWAHMERE",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
08:41,"GOOD JUMPER by VEASLEY,LARRY",34 (+2),,32,,RUSTMB 34-32 (-2),,"GOOD JUMPER by VEASLEY,LARRY",2
08:10,,34,,34,"GOOD JUMPER by LIVSEY,GEOFF",RCMBB13 34-34 (0),,"GOOD JUMPER by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
07:54,"MISS JUMPER by VEASLEY,LARRY",,,,,,,"MISS JUMPER by VEASLEY,LARRY",2
--,"REBOUND OFF by SCOTT,JEREMY",,,,,,,"REBOUND OFF by SCOTT,JEREMY",2
07:49,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
07:49,"SUB IN by GAMBLE,CHRIS",,,,,,,"SUB IN by GAMBLE,CHRIS",2
07:49,"SUB IN by BIRKS,ANDREW",,,,,,,"SUB IN by BIRKS,ANDREW",2
07:49,"SUB OUT by MCCOLLUM,RICKEY",,,,,,,"SUB OUT by MCCOLLUM,RICKEY",2
07:49,"SUB OUT by BURKS,TEVIN",,,,,,,"SUB OUT by BURKS,TEVIN",2
07:49,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
07:49,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
07:49,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
07:49,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
07:49,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
07:49,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
07:41,"GOOD 3PTR by BIRKS,ANDREW",37 (+3),,34,,RUSTMB 37-34 (-3),,"GOOD 3PTR by BIRKS,ANDREW",2
07:13,,,,,"MISS JUMPER by DUNAVANT,JOHN",,,"MISS JUMPER by DUNAVANT,JOHN",2
--,"REBOUND DEF by GREDIC,KWAHMERE",,,,,,,"REBOUND DEF by GREDIC,KWAHMERE",2
07:05,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",39 (+5),,34,,RUSTMB 39-34 (-5),,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",2
06:46,,,,,"MISS JUMPER by GALOW,ANDREW",,,"MISS JUMPER by GALOW,ANDREW",2
--,"REBOUND DEF by GREDIC,KWAHMERE",,,,,,,"REBOUND DEF by GREDIC,KWAHMERE",2
06:38,"MISS JUMPER by THOMPSON,SHUN",,,,,,,"MISS JUMPER by THOMPSON,SHUN",2
--,"REBOUND OFF by BIRKS,ANDREW",,,,,,,"REBOUND OFF by BIRKS,ANDREW",2
06:33,"MISS JUMPER by BIRKS,ANDREW",,,,,,,"MISS JUMPER by BIRKS,ANDREW",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
06:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:06,"MISS JUMPER by BIRKS,ANDREW",,,,,,,"MISS JUMPER by BIRKS,ANDREW",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
06:04,"SUB IN by LOVE,O'DARIUS",,,,,,,"SUB IN by LOVE,O'DARIUS",2
06:04,"SUB OUT by VEASLEY,LARRY",,,,,,,"SUB OUT by VEASLEY,LARRY",2
05:56,,39 (+3),,36,"GOOD JUMPER by GALOW,ANDREW",RCMBB13 39-36 (-3),,"GOOD JUMPER by GALOW,ANDREW",2
--,,,,,"ASSIST  by DUNAVANT,JOHN",,,"ASSIST  by DUNAVANT,JOHN",2
05:54,"FOUL  by GAMBLE,CHRIS",,,,,,,"FOUL  by GAMBLE,CHRIS",2
05:54,,39 (+2),,37,"GOOD FT by GALOW,ANDREW",RCMBB13 39-37 (-2),,"GOOD FT by GALOW,ANDREW",2
05:23,"MISS JUMPER by GAMBLE,CHRIS",,,,,,,"MISS JUMPER by GAMBLE,CHRIS",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
05:09,"SUB IN by VEASLEY,LARRY",,,,,,,"SUB IN by VEASLEY,LARRY",2
05:09,"SUB IN by BARNS,KELSEY",,,,,,,"SUB IN by BARNS,KELSEY",2
05:09,"SUB IN by MCCOLLUM,RICKEY",,,,,,,"SUB IN by MCCOLLUM,RICKEY",2
05:09,"SUB OUT by THOMPSON,SHUN",,,,,,,"SUB OUT by THOMPSON,SHUN",2
05:09,"SUB OUT by LOVE,O'DARIUS",,,,,,,"SUB OUT by LOVE,O'DARIUS",2
05:09,"SUB OUT by BIRKS,ANDREW",,,,,,,"SUB OUT by BIRKS,ANDREW",2
05:09,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
05:09,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
04:53,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
04:25,,39,,39,"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 39-39 (0),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
03:48,"MISS 3PTR by BARNS,KELSEY",,,,,,,"MISS 3PTR by BARNS,KELSEY",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
03:37,"FOUL  by VEASLEY,LARRY",,,,,,,"FOUL  by VEASLEY,LARRY",2
03:37,"TURNOVER  by VEASLEY,LARRY",,,,,,,"TURNOVER  by VEASLEY,LARRY",2
03:36,"SUB IN by SCOTT,JEREMY",,,,,,,"SUB IN by SCOTT,JEREMY",2
03:36,"SUB OUT by GAMBLE,CHRIS",,,,,,,"SUB OUT by GAMBLE,CHRIS",2
03:19,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
03:19,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
03:19,"SUB IN by GAMBLE,CHRIS",,,,,,,"SUB IN by GAMBLE,CHRIS",2
03:19,"SUB OUT by SCOTT,JEREMY",,,,,,,"SUB OUT by SCOTT,JEREMY",2
02:58,"MISS JUMPER by GREDIC,KWAHMERE",,,,,,,"MISS JUMPER by GREDIC,KWAHMERE",2
--,"REBOUND OFF by GREDIC,KWAHMERE",,,,,,,"REBOUND OFF by GREDIC,KWAHMERE",2
02:44,"MISS JUMPER by VEASLEY,LARRY",,,,,,,"MISS JUMPER by VEASLEY,LARRY",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
02:34,,39,,41 (+2),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 39-41 (+2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
02:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:59,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
01:29,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
01:29,"GOOD FT by BARNS,KELSEY",40,,41 (+1),,RUSTMB 40-41 (+1),,"GOOD FT by BARNS,KELSEY",2
01:29,"GOOD FT by BARNS,KELSEY",41,,41,,RUSTMB 41-41 (0),,"GOOD FT by BARNS,KELSEY",2
01:29,"GOOD FT by BARNS,KELSEY",42 (+1),,41,,RUSTMB 42-41 (-1),,"GOOD FT by BARNS,KELSEY",2
01:29,"SUB IN by BEASLEY,KARL",,,,,,,"SUB IN by BEASLEY,KARL",2
01:29,"SUB IN by THOMPSON,SHUN",,,,,,,"SUB IN by THOMPSON,SHUN",2
01:29,"SUB OUT by GREDIC,KWAHMERE",,,,,,,"SUB OUT by GREDIC,KWAHMERE",2
01:29,"SUB OUT by MCCOLLUM,RICKEY",,,,,,,"SUB OUT by MCCOLLUM,RICKEY",2
00:59,,42,,43 (+1),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 42-43 (+1),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
00:46,"GOOD 3PTR by BARNS,KELSEY",45 (+2),,43,,RUSTMB 45-43 (-2),,"GOOD 3PTR by BARNS,KELSEY",2
00:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:28,,,,,"MISS 3PTR by HOECK,RYAN VAN",,,"MISS 3PTR by HOECK,RYAN VAN",2
--,"REBOUND DEF by BARNS,KELSEY",,,,,,,"REBOUND DEF by BARNS,KELSEY",2
00:19,,,,,"FOUL  by GALOW,ANDREW",,,"FOUL  by GALOW,ANDREW",2
00:19,"MISS FT by THOMPSON,SHUN",,,,,,,"MISS FT by THOMPSON,SHUN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
00:13,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:12,"SUB IN by GREDIC,KWAHMERE",,,,,,,"SUB IN by GREDIC,KWAHMERE",2
00:12,"SUB OUT by BEASLEY,KARL",,,,,,,"SUB OUT by BEASLEY,KARL",2
00:12,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
00:12,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
00:02,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
00:00,"GOOD FT by BIRKS,ANDREW",46 (+3),,43,,RUSTMB 46-43 (-3),,"GOOD FT by BIRKS,ANDREW",2
00:00,"GOOD FT by BIRKS,ANDREW",47 (+4),,43,,RUSTMB 47-43 (-4),,"GOOD FT by BIRKS,ANDREW",2
00:00,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by BARNS,KELSEY",,,,,,,"REBOUND DEF by BARNS,KELSEY",2
00:00,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:00,"GOOD FT by BARNS,KELSEY",48 (+5),,43,,RUSTMB 48-43 (-5),,"GOOD FT by BARNS,KELSEY",2
00:00,"GOOD FT by BARNS,KELSEY",49 (+6),,43,,RUSTMB 49-43 (-6),,"GOOD FT by BARNS,KELSEY",2
00:00,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
