Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXM,Game Score,Team Indicator,Play,Period
14:00,,48,,51 (+3),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 48-51 (+3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
14:00,"FOUL  by PATIN,JAKE",,,,,,,"FOUL  by PATIN,JAKE",2
14:00,,48,,52 (+4),"GOOD FT by LINK,JACOB",HENDRIXM 48-52 (+4),,"GOOD FT by LINK,JACOB",2
13:37,"MISS JUMPER by GOODMAN,CHANSTON",,,,,,,"MISS JUMPER by GOODMAN,CHANSTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:31,"SUB IN by PATIN,JAKE",,,,,,,"SUB IN by PATIN,JAKE",2
13:31,"SUB OUT by STRICKLAND,ROMAN",,,,,,,"SUB OUT by STRICKLAND,ROMAN",2
13:27,"TURNOVER  by MERCADEL,JUSTICE",,,,,,,"TURNOVER  by MERCADEL,JUSTICE",2
13:27,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
13:24,,48,,54 (+6),"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",HENDRIXM 48-54 (+6),,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
13:08,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
13:08,"GOOD FT by HOGAN,KAM",49,,54 (+5),,ACM 49-54 (+5),,"GOOD FT by HOGAN,KAM",2
13:08,"GOOD FT by HOGAN,KAM",50,,54 (+4),,ACM 50-54 (+4),,"GOOD FT by HOGAN,KAM",2
13:08,"SUB IN by GOODMAN,CHANSTON",,,,,,,"SUB IN by GOODMAN,CHANSTON",2
13:08,"SUB OUT by PATIN,JAKE",,,,,,,"SUB OUT by PATIN,JAKE",2
13:08,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
13:08,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
13:08,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
13:08,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
12:41,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
12:40,"STEAL  by PATIN,JAKE",,,,,,,"STEAL  by PATIN,JAKE",2
12:33,,,,,"FOUL  by CARTWRIGHT,BROOKS",,,"FOUL  by CARTWRIGHT,BROOKS",2
12:32,"GOOD FT by MERCADEL,JUSTICE",51,,54 (+3),,ACM 51-54 (+3),,"GOOD FT by MERCADEL,JUSTICE",2
12:32,"GOOD FT by MERCADEL,JUSTICE",52,,54 (+2),,ACM 52-54 (+2),,"GOOD FT by MERCADEL,JUSTICE",2
12:32,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
12:32,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
12:13,,52,,57 (+5),"GOOD 3PTR by COMAN,SEAN",HENDRIXM 52-57 (+5),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
11:53,"GOOD LAYUP by HOGAN,KAM(in the paint)",54,,57 (+3),,ACM 54-57 (+3),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
11:43,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by PATIN,JAKE",,,,,,,"REBOUND DEF by PATIN,JAKE",2
11:19,"GOOD LAYUP by HOGAN,KAM(in the paint)",56,,57 (+1),,ACM 56-57 (+1),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
10:47,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",2
10:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:37,,56,,59 (+3),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIXM 56-59 (+3),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
10:19,"GOOD 3PTR by DICK,TRISTAN",59,,59,,ACM 59-59 (0),,"GOOD 3PTR by DICK,TRISTAN",2
--,"ASSIST  by MERCADEL,JUSTICE",,,,,,,"ASSIST  by MERCADEL,JUSTICE",2
10:11,"SUB IN by STRICKLAND,ROMAN",,,,,,,"SUB IN by STRICKLAND,ROMAN",2
10:11,"SUB IN by DICK,TRISTAN",,,,,,,"SUB IN by DICK,TRISTAN",2
10:10,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,"REBOUND DEF by STRICKLAND,ROMAN",,,,,,,"REBOUND DEF by STRICKLAND,ROMAN",2
10:04,"SUB IN by MERCADEL,JUSTICE",,,,,,,"SUB IN by MERCADEL,JUSTICE",2
10:04,"SUB IN by PATIN,JAKE",,,,,,,"SUB IN by PATIN,JAKE",2
10:04,"SUB OUT by BRUMBAUGH,LUKE",,,,,,,"SUB OUT by BRUMBAUGH,LUKE",2
10:04,"SUB OUT by HILL,KAMERON",,,,,,,"SUB OUT by HILL,KAMERON",2
10:04,"SUB OUT by HOLLAND,MICHAEL",,,,,,,"SUB OUT by HOLLAND,MICHAEL",2
10:04,"SUB OUT by GOODMAN,CHANSTON",,,,,,,"SUB OUT by GOODMAN,CHANSTON",2
09:49,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
09:49,"GOOD FT by DICK,TRISTAN",60 (+1),,59,,ACM 60-59 (-1),,"GOOD FT by DICK,TRISTAN",2
09:49,"GOOD FT by DICK,TRISTAN",61 (+2),,59,,ACM 61-59 (-2),,"GOOD FT by DICK,TRISTAN",2
09:47,,61,,62 (+1),"GOOD 3PTR by COMAN,SEAN",HENDRIXM 61-62 (+1),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by II,ROD CUMMINGS",,,"ASSIST  by II,ROD CUMMINGS",2
09:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:23,"TURNOVER  by STRICKLAND,ROMAN",,,,,,,"TURNOVER  by STRICKLAND,ROMAN",2
09:07,,61,,64 (+3),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIXM 61-64 (+3),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
09:07,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",2
09:07,,61,,65 (+4),"GOOD FT by STANLEY,SETH",HENDRIXM 61-65 (+4),,"GOOD FT by STANLEY,SETH",2
09:07,"SUB IN by BRUMBAUGH,LUKE",,,,,,,"SUB IN by BRUMBAUGH,LUKE",2
09:07,"SUB IN by HOLLAND,MICHAEL",,,,,,,"SUB IN by HOLLAND,MICHAEL",2
09:07,"SUB OUT by PATIN,JAKE",,,,,,,"SUB OUT by PATIN,JAKE",2
09:07,"SUB OUT by STRICKLAND,ROMAN",,,,,,,"SUB OUT by STRICKLAND,ROMAN",2
09:07,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
09:07,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
08:38,"MISS 3PTR by DICK,TRISTAN",,,,,,,"MISS 3PTR by DICK,TRISTAN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
08:28,,,,,"TURNOVER  by CARTWRIGHT,BROOKS",,,"TURNOVER  by CARTWRIGHT,BROOKS",2
08:04,"GOOD 3PTR by HOLLAND,MICHAEL",64,,65 (+1),,ACM 64-65 (+1),,"GOOD 3PTR by HOLLAND,MICHAEL",2
--,"ASSIST  by MERCADEL,JUSTICE",,,,,,,"ASSIST  by MERCADEL,JUSTICE",2
07:32,,64,,67 (+3),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIXM 64-67 (+3),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
07:15,"GOOD JUMPER by BRUMBAUGH,LUKE",66,,67 (+1),,ACM 66-67 (+1),,"GOOD JUMPER by BRUMBAUGH,LUKE",2
06:46,,66,,69 (+3),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 66-69 (+3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
06:32,"GOOD JUMPER by BRUMBAUGH,LUKE",68,,69 (+1),,ACM 68-69 (+1),,"GOOD JUMPER by BRUMBAUGH,LUKE",2
06:18,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
06:16,"STEAL  by DICK,TRISTAN",,,,,,,"STEAL  by DICK,TRISTAN",2
06:06,"MISS DUNK by DICK,TRISTAN",,,,,,,"MISS DUNK by DICK,TRISTAN",2
--,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
06:01,,68,,72 (+4),"GOOD 3PTR by FITCH,CARL",HENDRIXM 68-72 (+4),,"GOOD 3PTR by FITCH,CARL",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
06:01,"GOOD JUMPER by HOLLAND,MICHAEL",70,,72 (+2),,ACM 70-72 (+2),,"GOOD JUMPER by HOLLAND,MICHAEL",2
05:44,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",2
05:26,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
05:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:17,"GOOD JUMPER by BRUMBAUGH,LUKE(in the paint)",72,,72,,ACM 72-72 (0),,"GOOD JUMPER by BRUMBAUGH,LUKE(in the paint)",2
04:46,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
04:41,,72,,74 (+2),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIXM 72-74 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
04:33,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
04:33,"MISS FT by MERCADEL,JUSTICE",,,,,,,"MISS FT by MERCADEL,JUSTICE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:32,"GOOD FT by MERCADEL,JUSTICE",73,,74 (+1),,ACM 73-74 (+1),,"GOOD FT by MERCADEL,JUSTICE",2
04:32,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
04:32,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
03:53,,73,,77 (+4),"GOOD 3PTR by STANLEY,SETH",HENDRIXM 73-77 (+4),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
03:44,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
03:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:44,"GOOD FT by BRUMBAUGH,LUKE",74,,77 (+3),,ACM 74-77 (+3),,"GOOD FT by BRUMBAUGH,LUKE",2
03:44,"SUB IN by HILL,KAMERON",,,,,,,"SUB IN by HILL,KAMERON",2
03:44,"SUB IN by STRICKLAND,ROMAN",,,,,,,"SUB IN by STRICKLAND,ROMAN",2
03:44,"SUB OUT by DICK,TRISTAN",,,,,,,"SUB OUT by DICK,TRISTAN",2
03:44,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",2
03:44,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
03:44,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
03:44,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
03:44,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
03:44,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
03:44,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
03:26,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by STRICKLAND,ROMAN",,,,,,,"REBOUND DEF by STRICKLAND,ROMAN",2
02:54,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
02:36,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,"REBOUND DEF by HOLLAND,MICHAEL",,,,,,,"REBOUND DEF by HOLLAND,MICHAEL",2
02:28,"MISS 3PTR by MERCADEL,JUSTICE",,,,,,,"MISS 3PTR by MERCADEL,JUSTICE",2
02:28,,,,,"BLOCK  by STANLEY,SETH",,,"BLOCK  by STANLEY,SETH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
02:22,"SUB IN by HOGAN,KAM",,,,,,,"SUB IN by HOGAN,KAM",2
02:22,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",2
02:02,"FOUL  by HILL,KAMERON",,,,,,,"FOUL  by HILL,KAMERON",2
01:50,,74,,80 (+6),"GOOD 3PTR by STANLEY,SETH",HENDRIXM 74-80 (+6),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
01:40,"MISS 3PTR by BRUMBAUGH,LUKE",,,,,,,"MISS 3PTR by BRUMBAUGH,LUKE",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
01:30,,74,,82 (+8),"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",HENDRIXM 74-82 (+8),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
01:30,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
01:30,,74,,83 (+9),"GOOD FT by STANLEY,SETH",HENDRIXM 74-83 (+9),,"GOOD FT by STANLEY,SETH",2
01:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:30,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
01:30,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
00:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:55,,74,,85 (+11),"GOOD DUNK by STANLEY,SETH(in the paint)",HENDRIXM 74-85 (+11),,"GOOD DUNK by STANLEY,SETH(in the paint)",2
00:55,"FOUL  by BRUMBAUGH,LUKE",,,,,,,"FOUL  by BRUMBAUGH,LUKE",2
00:55,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by BRUMBAUGH,LUKE",,,,,,,"REBOUND DEF by BRUMBAUGH,LUKE",2
00:51,"MISS LAYUP by HOGAN,KAM",,,,,,,"MISS LAYUP by HOGAN,KAM",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:38,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
00:37,"STEAL  by HOGAN,KAM",,,,,,,"STEAL  by HOGAN,KAM",2
00:34,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
00:31,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
00:31,,,,,"MISS FT by II,ROD CUMMINGS",,,"MISS FT by II,ROD CUMMINGS",2
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",2
00:29,"GOOD 3PTR by HOGAN,KAM",77,,85 (+8),,ACM 77-85 (+8),,"GOOD 3PTR by HOGAN,KAM",2
00:19,"FOUL  by STRICKLAND,ROMAN",,,,,,,"FOUL  by STRICKLAND,ROMAN",2
00:19,,77,,86 (+9),"GOOD FT by LINK,JACOB",HENDRIXM 77-86 (+9),,"GOOD FT by LINK,JACOB",2
00:19,,77,,87 (+10),"GOOD FT by LINK,JACOB",HENDRIXM 77-87 (+10),,"GOOD FT by LINK,JACOB",2
00:19,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
00:19,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
00:11,"GOOD LAYUP by HOGAN,KAM(in the paint)",79,,87 (+8),,ACM 79-87 (+8),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
00:04,"FOUL  by HILL,KAMERON",,,,,,,"FOUL  by HILL,KAMERON",2
00:04,,79,,88 (+9),"GOOD FT by STANLEY,SETH",HENDRIXM 79-88 (+9),,"GOOD FT by STANLEY,SETH",2
00:04,,79,,89 (+10),"GOOD FT by STANLEY,SETH",HENDRIXM 79-89 (+10),,"GOOD FT by STANLEY,SETH",2
00:00,"MISS 3PTR by HILL,KAMERON",,,,,,,"MISS 3PTR by HILL,KAMERON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
