Time Remaining,UTD,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
18:55,,,,,"MISS LAYUP by II,ROD CUMMINGS",,,"MISS LAYUP by II,ROD CUMMINGS",2
--,"REBOUND DEF by FERRELL,XAVIER",,,,,,,"REBOUND DEF by FERRELL,XAVIER",2
18:49,"GOOD 3PTR by WEBER,JALEN",42 (+4),,38,,UTD 42-38 (-4),,"GOOD 3PTR by WEBER,JALEN",2
--,"ASSIST  by FERRELL,XAVIER",,,,,,,"ASSIST  by FERRELL,XAVIER",2
18:29,,42 (+2),,40,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 42-40 (-2),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
18:04,"GOOD 3PTR by FORSTER,MICHAEL",45 (+5),,40,,UTD 45-40 (-5),,"GOOD 3PTR by FORSTER,MICHAEL",2
--,"ASSIST  by FERRELL,XAVIER",,,,,,,"ASSIST  by FERRELL,XAVIER",2
17:42,,,,,"MISS 3PTR by FITCH,CARL",,,"MISS 3PTR by FITCH,CARL",2
--,"REBOUND DEF by WEBER,JALEN",,,,,,,"REBOUND DEF by WEBER,JALEN",2
17:31,"MISS 3PTR by BURWITZ,HANS",,,,,,,"MISS 3PTR by BURWITZ,HANS",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
17:04,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
16:56,"MISS LAYUP by WEBER,JALEN",,,,,,,"MISS LAYUP by WEBER,JALEN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
16:43,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
16:25,"FOUL  by FORSTER,MICHAEL",,,,,,,"FOUL  by FORSTER,MICHAEL",2
16:25,"TURNOVER  by FORSTER,MICHAEL",,,,,,,"TURNOVER  by FORSTER,MICHAEL",2
16:12,"FOUL  by FERRELL,XAVIER",,,,,,,"FOUL  by FERRELL,XAVIER",2
16:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:51,"SUB IN by STEVENS,HUNTER",,,,,,,"SUB IN by STEVENS,HUNTER",2
15:51,"SUB OUT by FORSTER,MICHAEL",,,,,,,"SUB OUT by FORSTER,MICHAEL",2
15:34,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
15:30,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND OFF by STANLEY,SETH",,,"REBOUND OFF by STANLEY,SETH",2
15:15,,45 (+2),,43,"GOOD 3PTR by LINK,JACOB",HENDRIXM 45-43 (-2),,"GOOD 3PTR by LINK,JACOB",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
14:53,"GOOD LAYUP by BURWITZ,HANS(in the paint)",47 (+4),,43,,UTD 47-43 (-4),,"GOOD LAYUP by BURWITZ,HANS(in the paint)",2
14:34,,47 (+1),,46,"GOOD 3PTR by STANLEY,SETH",HENDRIXM 47-46 (-1),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
14:28,"SUB IN by PRUITT,KOLTON",,,,,,,"SUB IN by PRUITT,KOLTON",2
14:28,"SUB OUT by FERRELL,XAVIER",,,,,,,"SUB OUT by FERRELL,XAVIER",2
14:13,"GOOD JUMPER by WEBER,JALEN",49 (+3),,46,,UTD 49-46 (-3),,"GOOD JUMPER by WEBER,JALEN",2
13:56,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
13:56,"BLOCK  by PRUITT,KELDEN",,,,,,,"BLOCK  by PRUITT,KELDEN",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
13:46,"MISS LAYUP by STEVENS,HUNTER",,,,,,,"MISS LAYUP by STEVENS,HUNTER",2
--,"REBOUND OFF by BURWITZ,HANS",,,,,,,"REBOUND OFF by BURWITZ,HANS",2
13:39,"MISS LAYUP by STEVENS,HUNTER",,,,,,,"MISS LAYUP by STEVENS,HUNTER",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
13:27,,49 (+1),,48,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIXM 49-48 (-1),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
13:11,"MISS JUMPER by PRUITT,KOLTON",,,,,,,"MISS JUMPER by PRUITT,KOLTON",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
12:53,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:43,"SUB IN by ISAAC,WILL",,,,,,,"SUB IN by ISAAC,WILL",2
12:43,"SUB OUT by BURWITZ,HANS",,,,,,,"SUB OUT by BURWITZ,HANS",2
12:43,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
12:43,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
12:30,"GOOD JUMPER by PRUITT,KELDEN(in the paint)",51 (+3),,48,,UTD 51-48 (-3),,"GOOD JUMPER by PRUITT,KELDEN(in the paint)",2
11:59,,51 (+1),,50,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIXM 51-50 (-1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
11:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:41,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
11:41,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
11:37,"MISS JUMPER by WEBER,JALEN",,,,,,,"MISS JUMPER by WEBER,JALEN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
11:23,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by PRUITT,KOLTON",,,,,,,"REBOUND DEF by PRUITT,KOLTON",2
11:04,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
11:03,"MISS 3PTR by WEBER,JALEN",,,,,,,"MISS 3PTR by WEBER,JALEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:58,"TURNOVER  by ISAAC,WILL",,,,,,,"TURNOVER  by ISAAC,WILL",2
10:58,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
10:57,"FOUL  by PRUITT,KOLTON",,,,,,,"FOUL  by PRUITT,KOLTON",2
10:56,"MISS JUMPER by ISAAC,WILL",,,,,,,"MISS JUMPER by ISAAC,WILL",2
--,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
10:52,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
10:49,"FOUL  by ISAAC,WILL",,,,,,,"FOUL  by ISAAC,WILL",2
10:46,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by ISAAC,WILL",,,,,,,"REBOUND DEF by ISAAC,WILL",2
10:40,"TURNOVER  by FERRELL,XAVIER",,,,,,,"TURNOVER  by FERRELL,XAVIER",2
10:39,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
10:35,,51,,51,"GOOD FT by LINK,JACOB",HENDRIXM 51-51 (0),,"GOOD FT by LINK,JACOB",2
10:34,"FOUL  by FERRELL,XAVIER",,,,,,,"FOUL  by FERRELL,XAVIER",2
10:34,,51,,52 (+1),"GOOD FT by STANLEY,SETH",HENDRIXM 51-52 (+1),,"GOOD FT by STANLEY,SETH",2
10:34,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
10:34,"SUB IN by FORSTER,MICHAEL",,,,,,,"SUB IN by FORSTER,MICHAEL",2
10:34,"SUB IN by BURWITZ,HANS",,,,,,,"SUB IN by BURWITZ,HANS",2
10:34,"SUB IN by GIBSON,JEREMIAH",,,,,,,"SUB IN by GIBSON,JEREMIAH",2
10:34,"SUB OUT by PRUITT,KELDEN",,,,,,,"SUB OUT by PRUITT,KELDEN",2
10:34,"SUB OUT by ISAAC,WILL",,,,,,,"SUB OUT by ISAAC,WILL",2
10:34,"SUB OUT by FERRELL,XAVIER",,,,,,,"SUB OUT by FERRELL,XAVIER",2
10:34,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
10:34,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
10:29,"SUB IN by FERRELL,XAVIER",,,,,,,"SUB IN by FERRELL,XAVIER",2
10:29,"SUB OUT by PRUITT,KOLTON",,,,,,,"SUB OUT by PRUITT,KOLTON",2
10:13,"MISS JUMPER by FORSTER,MICHAEL",,,,,,,"MISS JUMPER by FORSTER,MICHAEL",2
--,"REBOUND OFF by GIBSON,JEREMIAH",,,,,,,"REBOUND OFF by GIBSON,JEREMIAH",2
10:08,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
09:52,"MISS 3PTR by WEBER,JALEN",,,,,,,"MISS 3PTR by WEBER,JALEN",2
--,"REBOUND OFF by BURWITZ,HANS",,,,,,,"REBOUND OFF by BURWITZ,HANS",2
09:45,"MISS LAYUP by BURWITZ,HANS",,,,,,,"MISS LAYUP by BURWITZ,HANS",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
09:14,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by WEBER,JALEN",,,,,,,"REBOUND DEF by WEBER,JALEN",2
09:02,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
09:02,"GOOD FT by BURWITZ,HANS",52,,52,,UTD 52-52 (0),,"GOOD FT by BURWITZ,HANS",2
09:02,"GOOD FT by BURWITZ,HANS",53 (+1),,52,,UTD 53-52 (-1),,"GOOD FT by BURWITZ,HANS",2
09:02,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
09:02,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
08:47,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
08:45,"STEAL  by BURWITZ,HANS",,,,,,,"STEAL  by BURWITZ,HANS",2
08:37,"TURNOVER  by FORSTER,MICHAEL",,,,,,,"TURNOVER  by FORSTER,MICHAEL",2
08:37,,,,,"MISS JUMPER by CARTWRIGHT,BROOKS",,,"MISS JUMPER by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND OFF by CARTWRIGHT,BROOKS",,,"REBOUND OFF by CARTWRIGHT,BROOKS",2
08:29,"FOUL  by FORSTER,MICHAEL",,,,,,,"FOUL  by FORSTER,MICHAEL",2
08:24,"SUB IN by PRUITT,KELDEN",,,,,,,"SUB IN by PRUITT,KELDEN",2
08:24,"SUB IN by PRUITT,KOLTON",,,,,,,"SUB IN by PRUITT,KOLTON",2
08:24,"SUB OUT by FORSTER,MICHAEL",,,,,,,"SUB OUT by FORSTER,MICHAEL",2
08:24,"SUB OUT by GIBSON,JEREMIAH",,,,,,,"SUB OUT by GIBSON,JEREMIAH",2
08:21,,,,,"MISS JUMPER by COMAN,SEAN",,,"MISS JUMPER by COMAN,SEAN",2
--,"REBOUND DEF by STEVENS,HUNTER",,,,,,,"REBOUND DEF by STEVENS,HUNTER",2
08:08,"MISS LAYUP by WEBER,JALEN",,,,,,,"MISS LAYUP by WEBER,JALEN",2
--,"REBOUND OFF by WEBER,JALEN",,,,,,,"REBOUND OFF by WEBER,JALEN",2
--,"REBOUND OFF by BURWITZ,HANS",,,,,,,"REBOUND OFF by BURWITZ,HANS",2
07:57,"GOOD LAYUP by BURWITZ,HANS(in the paint)",55 (+3),,52,,UTD 55-52 (-3),,"GOOD LAYUP by BURWITZ,HANS(in the paint)",2
07:48,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
07:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:28,"GOOD 3PTR by PRUITT,KOLTON",58 (+6),,52,,UTD 58-52 (-6),,"GOOD 3PTR by PRUITT,KOLTON",2
--,"ASSIST  by STEVENS,HUNTER",,,,,,,"ASSIST  by STEVENS,HUNTER",2
07:21,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
07:21,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
07:15,,,,,"TURNOVER  by II,ROD CUMMINGS",,,"TURNOVER  by II,ROD CUMMINGS",2
07:13,"STEAL  by BURWITZ,HANS",,,,,,,"STEAL  by BURWITZ,HANS",2
07:09,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
07:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:53,"GOOD FT by WEBER,JALEN",59 (+7),,52,,UTD 59-52 (-7),,"GOOD FT by WEBER,JALEN",2
06:53,"GOOD FT by WEBER,JALEN",60 (+8),,52,,UTD 60-52 (-8),,"GOOD FT by WEBER,JALEN",2
06:43,"FOUL  by PRUITT,KELDEN",,,,,,,"FOUL  by PRUITT,KELDEN",2
06:43,,60 (+7),,53,"GOOD FT by STANLEY,SETH",HENDRIXM 60-53 (-7),,"GOOD FT by STANLEY,SETH",2
06:43,,60 (+6),,54,"GOOD FT by STANLEY,SETH",HENDRIXM 60-54 (-6),,"GOOD FT by STANLEY,SETH",2
06:21,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:59,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:59,"GOOD FT by BURWITZ,HANS",61 (+7),,54,,UTD 61-54 (-7),,"GOOD FT by BURWITZ,HANS",2
05:59,"GOOD FT by BURWITZ,HANS",62 (+8),,54,,UTD 62-54 (-8),,"GOOD FT by BURWITZ,HANS",2
05:49,,62 (+6),,56,"GOOD DUNK by FITCH,CARL(in the paint)",HENDRIXM 62-56 (-6),,"GOOD DUNK by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
05:30,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:30,"GOOD FT by BURWITZ,HANS",63 (+7),,56,,UTD 63-56 (-7),,"GOOD FT by BURWITZ,HANS",2
05:30,"MISS FT by BURWITZ,HANS",,,,,,,"MISS FT by BURWITZ,HANS",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
05:30,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
05:30,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
05:17,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
05:09,"TURNOVER  by BURWITZ,HANS",,,,,,,"TURNOVER  by BURWITZ,HANS",2
05:07,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
04:51,,63 (+5),,58,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 63-58 (-5),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
04:36,"TURNOVER  by PRUITT,KELDEN",,,,,,,"TURNOVER  by PRUITT,KELDEN",2
04:34,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
04:32,,63 (+3),,60,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 63-60 (-3),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
04:32,"FOUL  by PRUITT,KOLTON",,,,,,,"FOUL  by PRUITT,KOLTON",2
04:32,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
04:12,"GOOD JUMPER by WEBER,JALEN",65 (+5),,60,,UTD 65-60 (-5),,"GOOD JUMPER by WEBER,JALEN",2
03:57,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by STEVENS,HUNTER",,,,,,,"REBOUND DEF by STEVENS,HUNTER",2
03:50,"FOUL  by PRUITT,KELDEN",,,,,,,"FOUL  by PRUITT,KELDEN",2
03:41,,65 (+4),,61,"GOOD FT by STANLEY,SETH",HENDRIXM 65-61 (-4),,"GOOD FT by STANLEY,SETH",2
03:41,,65 (+3),,62,"GOOD FT by STANLEY,SETH",HENDRIXM 65-62 (-3),,"GOOD FT by STANLEY,SETH",2
03:41,"SUB IN by FORSTER,MICHAEL",,,,,,,"SUB IN by FORSTER,MICHAEL",2
03:41,"SUB OUT by PRUITT,KELDEN",,,,,,,"SUB OUT by PRUITT,KELDEN",2
03:37,"GOOD JUMPER by BURWITZ,HANS(in the paint)",67 (+5),,62,,UTD 67-62 (-5),,"GOOD JUMPER by BURWITZ,HANS(in the paint)",2
--,"ASSIST  by WEBER,JALEN",,,,,,,"ASSIST  by WEBER,JALEN",2
03:25,"TURNOVER  by WEBER,JALEN",,,,,,,"TURNOVER  by WEBER,JALEN",2
03:21,,67 (+2),,65,"GOOD 3PTR by II,ROD CUMMINGS",HENDRIXM 67-65 (-2),,"GOOD 3PTR by II,ROD CUMMINGS",2
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",2
03:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:57,"GOOD LAYUP by BURWITZ,HANS(in the paint)",69 (+4),,65,,UTD 69-65 (-4),,"GOOD LAYUP by BURWITZ,HANS(in the paint)",2
02:43,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
02:37,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
02:36,"STEAL  by FORSTER,MICHAEL",,,,,,,"STEAL  by FORSTER,MICHAEL",2
02:34,"MISS 3PTR by PRUITT,KOLTON",,,,,,,"MISS 3PTR by PRUITT,KOLTON",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
02:21,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
02:17,"FOUL  by FORSTER,MICHAEL",,,,,,,"FOUL  by FORSTER,MICHAEL",2
02:17,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:17,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND DEF by PRUITT,KELDEN",,,,,,,"REBOUND DEF by PRUITT,KELDEN",2
02:17,"SUB IN by PRUITT,KELDEN",,,,,,,"SUB IN by PRUITT,KELDEN",2
02:17,"SUB OUT by FORSTER,MICHAEL",,,,,,,"SUB OUT by FORSTER,MICHAEL",2
02:11,"TURNOVER  by PRUITT,KOLTON",,,,,,,"TURNOVER  by PRUITT,KOLTON",2
02:11,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
02:11,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
01:29,,,,,"MISS JUMPER by LINK,JACOB",,,"MISS JUMPER by LINK,JACOB",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
01:26,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
01:22,"FOUL  by PRUITT,KOLTON",,,,,,,"FOUL  by PRUITT,KOLTON",2
01:22,,69 (+3),,66,"GOOD FT by FITCH,CARL",HENDRIXM 69-66 (-3),,"GOOD FT by FITCH,CARL",2
01:22,,69 (+2),,67,"GOOD FT by FITCH,CARL",HENDRIXM 69-67 (-2),,"GOOD FT by FITCH,CARL",2
01:10,"GOOD JUMPER by WEBER,JALEN",71 (+4),,67,,UTD 71-67 (-4),,"GOOD JUMPER by WEBER,JALEN",2
00:48,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
00:46,"STEAL  by STEVENS,HUNTER",,,,,,,"STEAL  by STEVENS,HUNTER",2
00:44,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
00:44,"GOOD FT by STEVENS,HUNTER",72 (+5),,67,,UTD 72-67 (-5),,"GOOD FT by STEVENS,HUNTER",2
00:44,"GOOD FT by STEVENS,HUNTER",73 (+6),,67,,UTD 73-67 (-6),,"GOOD FT by STEVENS,HUNTER",2
00:44,"SUB IN by FERRELL,XAVIER",,,,,,,"SUB IN by FERRELL,XAVIER",2
00:44,"SUB OUT by PRUITT,KOLTON",,,,,,,"SUB OUT by PRUITT,KOLTON",2
00:35,"FOUL  by PRUITT,KELDEN",,,,,,,"FOUL  by PRUITT,KELDEN",2
00:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:35,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:35,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by FERRELL,XAVIER",,,,,,,"REBOUND DEF by FERRELL,XAVIER",2
00:35,"SUB IN by PRUITT,KOLTON",,,,,,,"SUB IN by PRUITT,KOLTON",2
00:35,"SUB OUT by PRUITT,KELDEN",,,,,,,"SUB OUT by PRUITT,KELDEN",2
00:29,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",2
00:29,"GOOD FT by WEBER,JALEN",74 (+7),,67,,UTD 74-67 (-7),,"GOOD FT by WEBER,JALEN",2
00:29,"MISS FT by WEBER,JALEN",,,,,,,"MISS FT by WEBER,JALEN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:21,,74 (+5),,69,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIXM 74-69 (-5),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
00:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:17,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
00:17,"GOOD FT by WEBER,JALEN",75 (+6),,69,,UTD 75-69 (-6),,"GOOD FT by WEBER,JALEN",2
00:17,"MISS FT by WEBER,JALEN",,,,,,,"MISS FT by WEBER,JALEN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:13,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
00:12,"STEAL  by FERRELL,XAVIER",,,,,,,"STEAL  by FERRELL,XAVIER",2
00:11,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
00:11,"GOOD FT by FERRELL,XAVIER",76 (+7),,69,,UTD 76-69 (-7),,"GOOD FT by FERRELL,XAVIER",2
00:11,"GOOD FT by FERRELL,XAVIER",77 (+8),,69,,UTD 77-69 (-8),,"GOOD FT by FERRELL,XAVIER",2
00:05,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by BURWITZ,HANS",,,,,,,"REBOUND DEF by BURWITZ,HANS",2
