Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXM,Game Score,Team Indicator,Play,Period
15:27,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
15:27,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
14:54,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
14:38,"MISS JUMPER by ESTES,DJ",,,,,,,"MISS JUMPER by ESTES,DJ",2
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",2
14:22,"MISS 3PTR by HASLAM,ETHAN",,,,,,,"MISS 3PTR by HASLAM,ETHAN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
14:03,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
13:55,"TURNOVER  by ESTES,DJ",,,,,,,"TURNOVER  by ESTES,DJ",2
13:55,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
13:55,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
13:45,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
13:42,"STEAL  by ESTES,DJ",,,,,,,"STEAL  by ESTES,DJ",2
13:34,"MISS 3PTR by ESTES,DJ",,,,,,,"MISS 3PTR by ESTES,DJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
13:26,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
13:25,"STEAL  by CLARK,ETHAN",,,,,,,"STEAL  by CLARK,ETHAN",2
13:20,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",49 (+8),,41,,BCM 49-41 (-8),,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",2
--,"ASSIST  by ESTES,DJ",,,,,,,"ASSIST  by ESTES,DJ",2
13:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:00,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
13:00,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
13:00,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
13:00,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",2
13:00,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
13:00,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",2
12:55,,49 (+5),,44,"GOOD 3PTR by CARTWRIGHT,BROOKS",HENDRIXM 49-44 (-5),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",2
12:35,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",2
12:34,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
12:24,"FOUL  by SOWADA,COLLIN",,,,,,,"FOUL  by SOWADA,COLLIN",2
12:24,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:24,,49 (+4),,45,"GOOD FT by STANLEY,SETH",HENDRIXM 49-45 (-4),,"GOOD FT by STANLEY,SETH",2
12:06,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
12:06,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",2
11:42,,,,,"TURNOVER  by CARTWRIGHT,BROOKS",,,"TURNOVER  by CARTWRIGHT,BROOKS",2
11:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:42,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
11:42,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
11:30,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
11:20,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
10:58,"MISS LAYUP by COSTAS,RILEY",,,,,,,"MISS LAYUP by COSTAS,RILEY",2
--,"REBOUND OFF by JONES,DREW",,,,,,,"REBOUND OFF by JONES,DREW",2
10:53,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
10:53,"GOOD FT by JONES,DREW",50 (+5),,45,,BCM 50-45 (-5),,"GOOD FT by JONES,DREW",2
10:53,"GOOD FT by JONES,DREW",51 (+6),,45,,BCM 51-45 (-6),,"GOOD FT by JONES,DREW",2
10:53,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
10:53,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",2
10:53,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
10:53,"SUB OUT by SOWADA,COLLIN",,,,,,,"SUB OUT by SOWADA,COLLIN",2
10:53,,,,,"SUB IN by PRINS,ZACHARY",,,"SUB IN by PRINS,ZACHARY",2
10:53,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
10:40,,51 (+4),,47,"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 51-47 (-4),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
10:40,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",2
10:40,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
10:28,"GOOD LAYUP by HAYNES,CALEB(in the paint)",53 (+6),,47,,BCM 53-47 (-6),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",2
10:01,,53 (+3),,50,"GOOD 3PTR by STANLEY,SETH",HENDRIXM 53-50 (-3),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
09:37,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",2
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",2
09:34,,,,,"FOUL  by PRINS,ZACHARY",,,"FOUL  by PRINS,ZACHARY",2
09:28,"GOOD LAYUP by HAYNES,CALEB(in the paint)",55 (+5),,50,,BCM 55-50 (-5),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by WEHUNT,DAWSON",,,,,,,"ASSIST  by WEHUNT,DAWSON",2
09:18,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
09:18,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
09:03,"GOOD LAYUP by HAYNES,CALEB(in the paint)",57 (+7),,50,,BCM 57-50 (-7),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
08:37,,57 (+5),,52,"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIXM 57-52 (-5),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
08:37,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",2
08:37,,57 (+4),,53,"GOOD FT by COMAN,SEAN",HENDRIXM 57-53 (-4),,"GOOD FT by COMAN,SEAN",2
08:37,"SUB IN by ESTES,DJ",,,,,,,"SUB IN by ESTES,DJ",2
08:37,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
08:37,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
08:37,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
08:37,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
08:37,,,,,"SUB OUT by PRINS,ZACHARY",,,"SUB OUT by PRINS,ZACHARY",2
08:17,"MISS LAYUP by HAYNES,CALEB",,,,,,,"MISS LAYUP by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
08:10,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
07:47,"GOOD JUMPER by JONES,DREW",59 (+6),,53,,BCM 59-53 (-6),,"GOOD JUMPER by JONES,DREW",2
07:32,FOUL  by TEAM,,,,,,,FOUL  by TEAM,2
07:32,,59 (+5),,54,"GOOD FT by CONRAD,ALEX",HENDRIXM 59-54 (-5),,"GOOD FT by CONRAD,ALEX",2
07:32,,59 (+4),,55,"GOOD FT by CONRAD,ALEX",HENDRIXM 59-55 (-4),,"GOOD FT by CONRAD,ALEX",2
07:32,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
07:32,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
07:06,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
06:43,,,,,"TURNOVER  by CARTWRIGHT,BROOKS",,,"TURNOVER  by CARTWRIGHT,BROOKS",2
06:43,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
06:43,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
06:37,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",61 (+6),,55,,BCM 61-55 (-6),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",2
06:24,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",2
06:24,,61 (+5),,56,"GOOD FT by COMAN,SEAN",HENDRIXM 61-56 (-5),,"GOOD FT by COMAN,SEAN",2
06:24,,61 (+4),,57,"GOOD FT by COMAN,SEAN",HENDRIXM 61-57 (-4),,"GOOD FT by COMAN,SEAN",2
06:09,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
06:09,"MISS FT by JOHNSON,MICAH",,,,,,,"MISS FT by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
06:09,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
06:09,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:09,,61 (+3),,58,"GOOD FT by CONRAD,ALEX",HENDRIXM 61-58 (-3),,"GOOD FT by CONRAD,ALEX",2
06:09,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
06:09,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
05:58,"TURNOVER  by JONES,DREW",,,,,,,"TURNOVER  by JONES,DREW",2
05:55,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
05:54,,61 (+1),,60,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",HENDRIXM 61-60 (-1),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
05:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:27,"GOOD LAYUP by HAYNES,CALEB(in the paint)",63 (+3),,60,,BCM 63-60 (-3),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
05:27,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
05:27,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
05:27,"FOUL  by JOHNSON,MICAH",,,,,,,"FOUL  by JOHNSON,MICAH",2
05:27,,63 (+2),,61,"GOOD FT by STANLEY,SETH",HENDRIXM 63-61 (-2),,"GOOD FT by STANLEY,SETH",2
05:27,,63 (+1),,62,"GOOD FT by STANLEY,SETH",HENDRIXM 63-62 (-1),,"GOOD FT by STANLEY,SETH",2
05:27,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
05:27,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
05:27,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
05:27,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
05:04,,,,,"FOUL  by PHILLIP,ADAM",,,"FOUL  by PHILLIP,ADAM",2
05:04,"GOOD FT by HAYNES,CALEB",64 (+2),,62,,BCM 64-62 (-2),,"GOOD FT by HAYNES,CALEB",2
05:04,"GOOD FT by HAYNES,CALEB",65 (+3),,62,,BCM 65-62 (-3),,"GOOD FT by HAYNES,CALEB",2
04:46,,65 (+1),,64,"GOOD JUMPER by STANLEY,SETH(in the paint)",HENDRIXM 65-64 (-1),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
04:21,"GOOD LAYUP by COSTAS,RILEY(in the paint)",67 (+3),,64,,BCM 67-64 (-3),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
04:02,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",2
04:02,"BLOCK  by JOHNSON,MICAH",,,,,,,"BLOCK  by JOHNSON,MICAH",2
--,"REBOUND DEF by ESTES,DJ",,,,,,,"REBOUND DEF by ESTES,DJ",2
03:44,"FOUL TECH by ESTES,DJ",,,,,,,"FOUL TECH by ESTES,DJ",2
03:44,"FOUL  by ESTES,DJ",,,,,,,"FOUL  by ESTES,DJ",2
03:44,,67 (+2),,65,"GOOD FT by STANLEY,SETH",HENDRIXM 67-65 (-2),,"GOOD FT by STANLEY,SETH",2
03:44,,67 (+1),,66,"GOOD FT by STANLEY,SETH",HENDRIXM 67-66 (-1),,"GOOD FT by STANLEY,SETH",2
03:40,"GOOD LAYUP by HAYNES,CALEB(in the paint)",69 (+3),,66,,BCM 69-66 (-3),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",2
03:40,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
03:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:40,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
03:40,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",2
03:40,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",2
03:40,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
03:40,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
03:40,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",2
03:40,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
03:18,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
03:13,"MISS LAYUP by HASLAM,ETHAN",,,,,,,"MISS LAYUP by HASLAM,ETHAN",2
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",2
02:59,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",2
02:59,,69 (+2),,67,"GOOD FT by STANLEY,SETH",HENDRIXM 69-67 (-2),,"GOOD FT by STANLEY,SETH",2
02:59,,69 (+1),,68,"GOOD FT by STANLEY,SETH",HENDRIXM 69-68 (-1),,"GOOD FT by STANLEY,SETH",2
02:59,,69,,69,"GOOD FT by STANLEY,SETH",HENDRIXM 69-69 (0),,"GOOD FT by STANLEY,SETH",2
02:59,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
02:59,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
02:59,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
02:59,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
02:37,"FOUL  by JOHNSON,MICAH",,,,,,,"FOUL  by JOHNSON,MICAH",2
02:37,"TURNOVER  by JOHNSON,MICAH",,,,,,,"TURNOVER  by JOHNSON,MICAH",2
02:29,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
02:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:13,"SUB IN by ESTES,DJ",,,,,,,"SUB IN by ESTES,DJ",2
02:13,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
02:02,"MISS LAYUP by COSTAS,RILEY",,,,,,,"MISS LAYUP by COSTAS,RILEY",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
01:47,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
01:47,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
01:34,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
01:34,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
01:34,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
01:08,"MISS LAYUP by JOHNSON,MICAH",,,,,,,"MISS LAYUP by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:59,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
00:59,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
00:46,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by HASLAM,ETHAN",,,,,,,"REBOUND DEF by HASLAM,ETHAN",2
00:19,"MISS LAYUP by COSTAS,RILEY",,,,,,,"MISS LAYUP by COSTAS,RILEY",2
00:19,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
00:00,,,,,"MISS JUMPER by EATON,JACK",,,"MISS JUMPER by EATON,JACK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:00,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",3
05:00,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",3
04:37,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",3
04:37,"BLOCK  by HAYNES,CALEB",,,,,,,"BLOCK  by HAYNES,CALEB",3
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",3
04:22,"MISS LAYUP by HAYNES,CALEB",,,,,,,"MISS LAYUP by HAYNES,CALEB",3
--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",3
04:18,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",71 (+2),,69,,BCM 71-69 (-2),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",3
04:04,,71,,71,"GOOD JUMPER by STANLEY,SETH",HENDRIXM 71-71 (0),,"GOOD JUMPER by STANLEY,SETH",3
04:04,"FOUL  by HASLAM,ETHAN",,,,,,,"FOUL  by HASLAM,ETHAN",3
04:04,,71,,72 (+1),"GOOD FT by STANLEY,SETH",HENDRIXM 71-72 (+1),,"GOOD FT by STANLEY,SETH",3
03:46,"GOOD LAYUP by HAYNES,CALEB(in the paint)",73 (+1),,72,,BCM 73-72 (-1),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",3
--,"ASSIST  by HASLAM,ETHAN",,,,,,,"ASSIST  by HASLAM,ETHAN",3
03:24,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
03:16,"TURNOVER  by ESTES,DJ",,,,,,,"TURNOVER  by ESTES,DJ",3
02:55,,73,,74 (+1),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 73-74 (+1),,"GOOD LAYUP by LINK,JACOB(in the paint)",3
02:55,"FOUL  by HASLAM,ETHAN",,,,,,,"FOUL  by HASLAM,ETHAN",3
02:55,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",3
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",3
02:33,"MISS 3PTR by COSTAS,RILEY",,,,,,,"MISS 3PTR by COSTAS,RILEY",3
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",3
02:05,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",3
02:05,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",3
02:05,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",3
02:05,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",3
02:05,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",3
02:05,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",3
02:05,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",3
02:05,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",3
01:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
01:31,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",3
--,,,,,"REBOUND DEF by PHILLIP,ADAM",,,"REBOUND DEF by PHILLIP,ADAM",3
01:08,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",3
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",3
00:41,"MISS 3PTR by CLARK,ETHAN",,,,,,,"MISS 3PTR by CLARK,ETHAN",3
--,"REBOUND OFF by JONES,DREW",,,,,,,"REBOUND OFF by JONES,DREW",3
00:36,"MISS LAYUP by JONES,DREW",,,,,,,"MISS LAYUP by JONES,DREW",3
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",3
00:27,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",3
00:27,,73,,75 (+2),"GOOD FT by COMAN,SEAN",HENDRIXM 73-75 (+2),,"GOOD FT by COMAN,SEAN",3
00:27,,73,,76 (+3),"GOOD FT by COMAN,SEAN",HENDRIXM 73-76 (+3),,"GOOD FT by COMAN,SEAN",3
00:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:22,"SUB IN by SOWADA,COLLIN",,,,,,,"SUB IN by SOWADA,COLLIN",3
00:22,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",3
00:12,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",3
--,"REBOUND OFF by ESTES,DJ",,,,,,,"REBOUND OFF by ESTES,DJ",3
00:05,"MISS 3PTR by SOWADA,COLLIN",,,,,,,"MISS 3PTR by SOWADA,COLLIN",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
00:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:01,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",3
00:01,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",3
00:00,,73,,78 (+5),"GOOD DUNK by STANLEY,SETH(fastbreak)(in the paint)",HENDRIXM 73-78 (+5),,"GOOD DUNK by STANLEY,SETH(fastbreak)(in the paint)",3
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",3
