Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,Period
18:14,"FOUL  by MUCHMORE,COREY",,,,,,,"FOUL  by MUCHMORE,COREY",2
18:08,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND DEF by KLEUNEN,MICHAEL VAN",,,,,,,"REBOUND DEF by KLEUNEN,MICHAEL VAN",2
17:48,"GOOD LAYUP by MUCHMORE,COREY(in the paint)",36 (+13),,23,,HANOVER 36-23 (-13),,"GOOD LAYUP by MUCHMORE,COREY(in the paint)",2
17:28,"FOUL  by BILLUPS,VJ",,,,,,,"FOUL  by BILLUPS,VJ",2
17:28,"SUB IN by FAILS,CAMERON",,,,,,,"SUB IN by FAILS,CAMERON",2
17:23,,36 (+11),,25,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE 36-25 (-11),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by REPISHTI,BRYAN",,,"ASSIST  by REPISHTI,BRYAN",2
17:05,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
16:52,"GOOD LAYUP by MUCHMORE,COREY(in the paint)",38 (+13),,25,,HANOVER 38-25 (-13),,"GOOD LAYUP by MUCHMORE,COREY(in the paint)",2
--,"ASSIST  by BUCK,LEVI",,,,,,,"ASSIST  by BUCK,LEVI",2
16:37,"FOUL  by FAILS,CAMERON",,,,,,,"FOUL  by FAILS,CAMERON",2
16:23,,38 (+11),,27,"GOOD JUMPER by WESLEY,TYLER",CENTRE 38-27 (-11),,"GOOD JUMPER by WESLEY,TYLER",2
16:03,"MISS JUMPER by MUCHMORE,COREY",,,,,,,"MISS JUMPER by MUCHMORE,COREY",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
15:53,,38 (+8),,30,"GOOD 3PTR by GRUBER,SAM",CENTRE 38-30 (-8),,"GOOD 3PTR by GRUBER,SAM",2
15:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:43,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
15:43,"SUB IN by MCKINNEY,WES",,,,,,,"SUB IN by MCKINNEY,WES",2
15:43,"SUB IN by KLEUNEN,MICHAEL VAN",,,,,,,"SUB IN by KLEUNEN,MICHAEL VAN",2
15:43,"SUB IN by MUCHMORE,COREY",,,,,,,"SUB IN by MUCHMORE,COREY",2
15:43,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
15:43,"SUB OUT by FAILS,CAMERON",,,,,,,"SUB OUT by FAILS,CAMERON",2
15:43,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
15:43,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
15:29,"GOOD LAYUP by FAILS,CAMERON(in the paint)",40 (+10),,30,,HANOVER 40-30 (-10),,"GOOD LAYUP by FAILS,CAMERON(in the paint)",2
15:16,,40 (+8),,32,"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE 40-32 (-8),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
15:01,"MISS LAYUP by KLEUNEN,MICHAEL VAN",,,,,,,"MISS LAYUP by KLEUNEN,MICHAEL VAN",2
15:01,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
14:51,,40 (+5),,35,"GOOD 3PTR by GRUBER,SAM",CENTRE 40-35 (-5),,"GOOD 3PTR by GRUBER,SAM",2
--,,,,,"ASSIST  by REPISHTI,BRYAN",,,"ASSIST  by REPISHTI,BRYAN",2
14:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:39,"SUB IN by BINGHAM,EVAN",,,,,,,"SUB IN by BINGHAM,EVAN",2
14:39,"SUB OUT by MUCHMORE,COREY",,,,,,,"SUB OUT by MUCHMORE,COREY",2
14:28,"MISS 3PTR by MCKINNEY,WES",,,,,,,"MISS 3PTR by MCKINNEY,WES",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
14:11,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by KLEUNEN,MICHAEL VAN",,,,,,,"REBOUND DEF by KLEUNEN,MICHAEL VAN",2
13:47,"GOOD 3PTR by FAILS,CAMERON",43 (+8),,35,,HANOVER 43-35 (-8),,"GOOD 3PTR by FAILS,CAMERON",2
--,"ASSIST  by BINGHAM,EVAN",,,,,,,"ASSIST  by BINGHAM,EVAN",2
13:30,"FOUL  by BINGHAM,EVAN",,,,,,,"FOUL  by BINGHAM,EVAN",2
13:30,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:30,,43 (+7),,36,"GOOD FT by GRIFFIN,JAROD",CENTRE 43-36 (-7),,"GOOD FT by GRIFFIN,JAROD",2
13:30,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
13:30,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
13:30,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
13:30,,,,,"SUB IN by EBERT,CARSON",,,"SUB IN by EBERT,CARSON",2
13:30,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
13:30,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
13:07,"MISS LAYUP by MCKINNEY,WES",,,,,,,"MISS LAYUP by MCKINNEY,WES",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
12:52,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
12:51,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",2
12:44,"TURNOVER  by FAILS,CAMERON",,,,,,,"TURNOVER  by FAILS,CAMERON",2
12:43,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",2
12:41,,43 (+5),,38,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",CENTRE 43-38 (-5),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
12:18,"MISS JUMPER by KLEUNEN,MICHAEL VAN",,,,,,,"MISS JUMPER by KLEUNEN,MICHAEL VAN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
12:11,,43 (+2),,41,"GOOD 3PTR by GRIFFIN,JAROD",CENTRE 43-41 (-2),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
12:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:01,"SUB IN by BILLUPS,VJ",,,,,,,"SUB IN by BILLUPS,VJ",2
12:01,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",2
12:01,"SUB IN by MUCHMORE,COREY",,,,,,,"SUB IN by MUCHMORE,COREY",2
12:01,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
12:01,"SUB OUT by KLEUNEN,MICHAEL VAN",,,,,,,"SUB OUT by KLEUNEN,MICHAEL VAN",2
12:01,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:01,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
11:46,"MISS LAYUP by BILLUPS,VJ",,,,,,,"MISS LAYUP by BILLUPS,VJ",2
11:46,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
11:18,,43,,43,"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE 43-43 (0),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
10:48,"GOOD LAYUP by BILLUPS,VJ(in the paint)",45 (+2),,43,,HANOVER 45-43 (-2),,"GOOD LAYUP by BILLUPS,VJ(in the paint)",2
10:48,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
10:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:48,"GOOD FT by BILLUPS,VJ",46 (+3),,43,,HANOVER 46-43 (-3),,"GOOD FT by BILLUPS,VJ",2
10:48,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:48,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
10:36,,46 (+1),,45,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE 46-45 (-1),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by EBERT,CARSON",,,"ASSIST  by EBERT,CARSON",2
10:16,"GOOD 3PTR by BUCK,LEVI",49 (+4),,45,,HANOVER 49-45 (-4),,"GOOD 3PTR by BUCK,LEVI",2
--,"ASSIST  by MCKINNEY,WES",,,,,,,"ASSIST  by MCKINNEY,WES",2
09:55,"FOUL  by BINGHAM,EVAN",,,,,,,"FOUL  by BINGHAM,EVAN",2
09:55,"SUB IN by KLEUNEN,MICHAEL VAN",,,,,,,"SUB IN by KLEUNEN,MICHAEL VAN",2
09:55,"SUB OUT by BINGHAM,EVAN",,,,,,,"SUB OUT by BINGHAM,EVAN",2
09:54,,,,,"MISS 3PTR by EBERT,CARSON",,,"MISS 3PTR by EBERT,CARSON",2
--,"REBOUND DEF by MCKINNEY,WES",,,,,,,"REBOUND DEF by MCKINNEY,WES",2
09:24,"GOOD JUMPER by MCKINNEY,WES",51 (+6),,45,,HANOVER 51-45 (-6),,"GOOD JUMPER by MCKINNEY,WES",2
09:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:03,,51 (+4),,47,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE 51-47 (-4),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
09:02,"FOUL  by KLEUNEN,MICHAEL VAN",,,,,,,"FOUL  by KLEUNEN,MICHAEL VAN",2
09:02,,51 (+3),,48,"GOOD FT by SCINTA,BLAKE",CENTRE 51-48 (-3),,"GOOD FT by SCINTA,BLAKE",2
09:02,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
09:02,,,,,"SUB OUT by EBERT,CARSON",,,"SUB OUT by EBERT,CARSON",2
08:47,"MISS LAYUP by BILLUPS,VJ",,,,,,,"MISS LAYUP by BILLUPS,VJ",2
08:47,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND OFF by BILLUPS,VJ",,,,,,,"REBOUND OFF by BILLUPS,VJ",2
08:42,"TURNOVER  by BILLUPS,VJ",,,,,,,"TURNOVER  by BILLUPS,VJ",2
08:20,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND DEF by MCKINNEY,WES",,,,,,,"REBOUND DEF by MCKINNEY,WES",2
08:06,"MISS 3PTR by MCKINNEY,WES",,,,,,,"MISS 3PTR by MCKINNEY,WES",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
08:02,"FOUL  by MUCHMORE,COREY",,,,,,,"FOUL  by MUCHMORE,COREY",2
08:02,,51 (+2),,49,"GOOD FT by WESLEY,TYLER",CENTRE 51-49 (-2),,"GOOD FT by WESLEY,TYLER",2
08:02,,51 (+1),,50,"GOOD FT by WESLEY,TYLER",CENTRE 51-50 (-1),,"GOOD FT by WESLEY,TYLER",2
08:02,"SUB IN by FAILS,CAMERON",,,,,,,"SUB IN by FAILS,CAMERON",2
08:02,"SUB OUT by MCKINNEY,WES",,,,,,,"SUB OUT by MCKINNEY,WES",2
07:49,"MISS JUMPER by BILLUPS,VJ",,,,,,,"MISS JUMPER by BILLUPS,VJ",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
07:32,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND DEF by MUCHMORE,COREY",,,,,,,"REBOUND DEF by MUCHMORE,COREY",2
07:12,"GOOD JUMPER by BILLUPS,VJ",53 (+3),,50,,HANOVER 53-50 (-3),,"GOOD JUMPER by BILLUPS,VJ",2
07:12,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
07:12,"MISS FT by BILLUPS,VJ",,,,,,,"MISS FT by BILLUPS,VJ",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
06:53,,53 (+1),,52,"GOOD JUMPER by SCINTA,BLAKE",CENTRE 53-52 (-1),,"GOOD JUMPER by SCINTA,BLAKE",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
06:32,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
06:32,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
06:32,"GOOD FT by FAILS,CAMERON",54 (+2),,52,,HANOVER 54-52 (-2),,"GOOD FT by FAILS,CAMERON",2
06:32,"GOOD FT by FAILS,CAMERON",55 (+3),,52,,HANOVER 55-52 (-3),,"GOOD FT by FAILS,CAMERON",2
06:32,"SUB OUT by KLEUNEN,MICHAEL VAN",,,,,,,"SUB OUT by KLEUNEN,MICHAEL VAN",2
06:32,"SUB OUT by BILLUPS,VJ",,,,,,,"SUB OUT by BILLUPS,VJ",2
06:32,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
06:32,"SUB OUT by FAILS,CAMERON",,,,,,,"SUB OUT by FAILS,CAMERON",2
06:32,"SUB OUT by MUCHMORE,COREY",,,,,,,"SUB OUT by MUCHMORE,COREY",2
06:32,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:32,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
06:32,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
06:32,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
06:20,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by KLEUNEN,MICHAEL VAN",,,,,,,"REBOUND DEF by KLEUNEN,MICHAEL VAN",2
05:47,"TURNOVER  by FAILS,CAMERON",,,,,,,"TURNOVER  by FAILS,CAMERON",2
05:47,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
05:35,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by BILLUPS,VJ",,,,,,,"REBOUND DEF by BILLUPS,VJ",2
05:25,"TURNOVER  by KLEUNEN,MICHAEL VAN",,,,,,,"TURNOVER  by KLEUNEN,MICHAEL VAN",2
05:23,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",2
05:21,"FOUL  by KLEUNEN,MICHAEL VAN",,,,,,,"FOUL  by KLEUNEN,MICHAEL VAN",2
05:21,,55 (+2),,53,"GOOD FT by GRUBER,SAM",CENTRE 55-53 (-2),,"GOOD FT by GRUBER,SAM",2
05:21,,55 (+1),,54,"GOOD FT by GRUBER,SAM",CENTRE 55-54 (-1),,"GOOD FT by GRUBER,SAM",2
05:21,"SUB IN by BINGHAM,EVAN",,,,,,,"SUB IN by BINGHAM,EVAN",2
05:04,"MISS LAYUP by BINGHAM,EVAN",,,,,,,"MISS LAYUP by BINGHAM,EVAN",2
05:04,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND OFF by BINGHAM,EVAN",,,,,,,"REBOUND OFF by BINGHAM,EVAN",2
04:58,"GOOD LAYUP by BINGHAM,EVAN(in the paint)",57 (+3),,54,,HANOVER 57-54 (-3),,"GOOD LAYUP by BINGHAM,EVAN(in the paint)",2
--,"ASSIST  by BUCK,LEVI",,,,,,,"ASSIST  by BUCK,LEVI",2
04:35,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
04:31,"FOUL  by BILLUPS,VJ",,,,,,,"FOUL  by BILLUPS,VJ",2
04:31,,57 (+2),,55,"GOOD FT by SCINTA,BLAKE",CENTRE 57-55 (-2),,"GOOD FT by SCINTA,BLAKE",2
04:31,,57 (+1),,56,"GOOD FT by SCINTA,BLAKE",CENTRE 57-56 (-1),,"GOOD FT by SCINTA,BLAKE",2
04:31,"SUB IN by MCKINNEY,WES",,,,,,,"SUB IN by MCKINNEY,WES",2
04:31,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",2
04:31,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
04:15,"MISS 3PTR by FAILS,CAMERON",,,,,,,"MISS 3PTR by FAILS,CAMERON",2
--,"REBOUND OFF by MUCHMORE,COREY",,,,,,,"REBOUND OFF by MUCHMORE,COREY",2
03:56,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
03:45,"GOOD 3PTR by FAILS,CAMERON",60 (+4),,56,,HANOVER 60-56 (-4),,"GOOD 3PTR by FAILS,CAMERON",2
--,"ASSIST  by BUCK,LEVI",,,,,,,"ASSIST  by BUCK,LEVI",2
03:28,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
03:27,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
03:27,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
03:11,"TURNOVER  by MCKINNEY,WES",,,,,,,"TURNOVER  by MCKINNEY,WES",2
03:10,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",2
02:59,,60 (+2),,58,"GOOD LAYUP by GRUBER,SAM(in the paint)",CENTRE 60-58 (-2),,"GOOD LAYUP by GRUBER,SAM(in the paint)",2
02:44,"TURNOVER  by MCKINNEY,WES",,,,,,,"TURNOVER  by MCKINNEY,WES",2
02:43,,,,,"STEAL  by WESLEY,TYLER",,,"STEAL  by WESLEY,TYLER",2
02:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:33,"SUB IN by BILLUPS,VJ",,,,,,,"SUB IN by BILLUPS,VJ",2
02:33,"SUB OUT by BINGHAM,EVAN",,,,,,,"SUB OUT by BINGHAM,EVAN",2
02:33,"SUB OUT by MCKINNEY,WES",,,,,,,"SUB OUT by MCKINNEY,WES",2
02:33,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
02:17,"FOUL  by BINGHAM,EVAN",,,,,,,"FOUL  by BINGHAM,EVAN",2
02:17,,60 (+1),,59,"GOOD FT by SCINTA,BLAKE",CENTRE 60-59 (-1),,"GOOD FT by SCINTA,BLAKE",2
02:17,,60,,60,"GOOD FT by SCINTA,BLAKE",CENTRE 60-60 (0),,"GOOD FT by SCINTA,BLAKE",2
02:17,"SUB IN by KLEUNEN,MICHAEL VAN",,,,,,,"SUB IN by KLEUNEN,MICHAEL VAN",2
02:11,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
01:59,"MISS LAYUP by BILLUPS,VJ",,,,,,,"MISS LAYUP by BILLUPS,VJ",2
01:59,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
01:42,,60,,63 (+3),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE 60-63 (+3),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
01:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:30,"SUB IN by MCKINNEY,WES",,,,,,,"SUB IN by MCKINNEY,WES",2
01:11,"TURNOVER  by FAILS,CAMERON",,,,,,,"TURNOVER  by FAILS,CAMERON",2
01:11,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",2
01:11,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",2
01:11,"SUB OUT by BILLUPS,VJ",,,,,,,"SUB OUT by BILLUPS,VJ",2
00:52,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND DEF by FAILS,CAMERON",,,,,,,"REBOUND DEF by FAILS,CAMERON",2
00:37,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
00:37,"MISS FT by KLEUNEN,MICHAEL VAN",,,,,,,"MISS FT by KLEUNEN,MICHAEL VAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:37,"GOOD FT by KLEUNEN,MICHAEL VAN",61,,63 (+2),,HANOVER 61-63 (+2),,"GOOD FT by KLEUNEN,MICHAEL VAN",2
00:27,"FOUL  by MCKINNEY,WES",,,,,,,"FOUL  by MCKINNEY,WES",2
00:27,,61,,64 (+3),"GOOD FT by GRUBER,SAM",CENTRE 61-64 (+3),,"GOOD FT by GRUBER,SAM",2
00:27,,61,,65 (+4),"GOOD FT by GRUBER,SAM",CENTRE 61-65 (+4),,"GOOD FT by GRUBER,SAM",2
00:27,"SUB IN by BILLUPS,VJ",,,,,,,"SUB IN by BILLUPS,VJ",2
00:27,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
00:22,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
00:22,"GOOD FT by FAILS,CAMERON",62,,65 (+3),,HANOVER 62-65 (+3),,"GOOD FT by FAILS,CAMERON",2
00:22,"GOOD FT by FAILS,CAMERON",63,,65 (+2),,HANOVER 63-65 (+2),,"GOOD FT by FAILS,CAMERON",2
00:22,"SUB IN by BLACK,ETHAN",,,,,,,"SUB IN by BLACK,ETHAN",2
00:22,"SUB OUT by BILLUPS,VJ",,,,,,,"SUB OUT by BILLUPS,VJ",2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",2
00:18,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
00:18,"SUB IN by WHITE,NICK",,,,,,,"SUB IN by WHITE,NICK",2
00:18,"SUB OUT by KLEUNEN,MICHAEL VAN",,,,,,,"SUB OUT by KLEUNEN,MICHAEL VAN",2
00:18,"SUB OUT by BLACK,ETHAN",,,,,,,"SUB OUT by BLACK,ETHAN",2
00:14,"FOUL  by WHITE,NICK",,,,,,,"FOUL  by WHITE,NICK",2
00:14,,63,,66 (+3),"GOOD FT by GRUBER,SAM",CENTRE 63-66 (+3),,"GOOD FT by GRUBER,SAM",2
00:14,,63,,67 (+4),"GOOD FT by GRUBER,SAM",CENTRE 63-67 (+4),,"GOOD FT by GRUBER,SAM",2
00:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:14,"SUB IN by BILLUPS,VJ",,,,,,,"SUB IN by BILLUPS,VJ",2
00:14,"SUB IN by KLEUNEN,MICHAEL VAN",,,,,,,"SUB IN by KLEUNEN,MICHAEL VAN",2
00:14,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
00:14,"SUB OUT by WHITE,NICK",,,,,,,"SUB OUT by WHITE,NICK",2
00:09,"GOOD 3PTR by FAILS,CAMERON",66,,67 (+1),,HANOVER 66-67 (+1),,"GOOD 3PTR by FAILS,CAMERON",2
00:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:08,"SUB IN by BLACK,ETHAN",,,,,,,"SUB IN by BLACK,ETHAN",2
00:08,"SUB IN by WHITE,NICK",,,,,,,"SUB IN by WHITE,NICK",2
00:08,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",2
00:08,"SUB OUT by BILLUPS,VJ",,,,,,,"SUB OUT by BILLUPS,VJ",2
00:08,"SUB OUT by MCKINNEY,WES",,,,,,,"SUB OUT by MCKINNEY,WES",2
00:08,"SUB OUT by KLEUNEN,MICHAEL VAN",,,,,,,"SUB OUT by KLEUNEN,MICHAEL VAN",2
00:08,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
00:07,"FOUL  by FAILS,CAMERON",,,,,,,"FOUL  by FAILS,CAMERON",2
00:07,,66,,68 (+2),"GOOD FT by GRUBER,SAM",CENTRE 66-68 (+2),,"GOOD FT by GRUBER,SAM",2
00:07,,66,,69 (+3),"GOOD FT by GRUBER,SAM",CENTRE 66-69 (+3),,"GOOD FT by GRUBER,SAM",2
00:07,"SUB IN by BILLUPS,VJ",,,,,,,"SUB IN by BILLUPS,VJ",2
00:07,"SUB IN by KLEUNEN,MICHAEL VAN",,,,,,,"SUB IN by KLEUNEN,MICHAEL VAN",2
00:07,"SUB OUT by WHITE,NICK",,,,,,,"SUB OUT by WHITE,NICK",2
00:07,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",2
00:04,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
00:04,"GOOD FT by FAILS,CAMERON",67,,69 (+2),,HANOVER 67-69 (+2),,"GOOD FT by FAILS,CAMERON",2
00:04,"GOOD FT by FAILS,CAMERON",68,,69 (+1),,HANOVER 68-69 (+1),,"GOOD FT by FAILS,CAMERON",2
00:03,"FOUL  by BLACK,ETHAN",,,,,,,"FOUL  by BLACK,ETHAN",2
00:03,,68,,70 (+2),"GOOD FT by GRUBER,SAM",CENTRE 68-70 (+2),,"GOOD FT by GRUBER,SAM",2
00:03,,68,,71 (+3),"GOOD FT by GRUBER,SAM",CENTRE 68-71 (+3),,"GOOD FT by GRUBER,SAM",2
00:03,"SUB IN by SMITH,COLIN",,,,,,,"SUB IN by SMITH,COLIN",2
00:03,"SUB OUT by BLACK,ETHAN",,,,,,,"SUB OUT by BLACK,ETHAN",2
00:02,"GOOD 3PTR by MCKINNEY,WES",71,,71,,HANOVER 71-71 (0),,"GOOD 3PTR by MCKINNEY,WES",2
--,"ASSIST  by SMITH,COLIN",,,,,,,"ASSIST  by SMITH,COLIN",2
00:00,"SUB IN by MUCHMORE,COREY",,,,,,,"SUB IN by MUCHMORE,COREY",2
