Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,WASHUM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
15:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:43,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",44,,49 (+5),,CENTRE 44-49 (-5),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
14:32,,,,,"MISS 3PTR by HOOKS,CLINTON",,,"MISS 3PTR by HOOKS,CLINTON",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
14:06,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by SANDERS,ANDREW",,,"REBOUND DEF by SANDERS,ANDREW",2
13:37,,,,,"MISS JUMPER by HIGHSMITH,MATT",,,"MISS JUMPER by HIGHSMITH,MATT",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
13:22,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
13:20,,,,,"STEAL  by SANDERS,ANDREW",,,"STEAL  by SANDERS,ANDREW",2
13:18,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
13:18,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
13:18,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
13:18,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
13:18,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:18,,,,,"SUB IN by KNUPP,JAKE",,,"SUB IN by KNUPP,JAKE",2
13:18,,,,,"SUB IN by SCHMELTER,DAVID",,,"SUB IN by SCHMELTER,DAVID",2
13:18,,,,,"SUB OUT by HIGHSMITH,MATT",,,"SUB OUT by HIGHSMITH,MATT",2
13:18,,,,,"SUB OUT by SILVERMAN-LLOYD,L",,,"SUB OUT by SILVERMAN-LLOYD,L",2
13:13,,,,,"TURNOVER  by SANDERS,ANDREW",,,"TURNOVER  by SANDERS,ANDREW",2
13:05,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
12:56,"GOOD 3PTR by GRUBER,SAM",47,,49 (+2),,CENTRE 47-49 (-2),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
12:36,,47,,51 (+4),"GOOD LAYUP by SANDERS,ANDREW(in the paint)",WASHUM 47-51 (-4),,"GOOD LAYUP by SANDERS,ANDREW(in the paint)",2
--,,,,,"ASSIST  by KUCERA,KEVIN",,,"ASSIST  by KUCERA,KEVIN",2
12:20,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",49,,51 (+2),,CENTRE 49-51 (-2),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
11:55,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
11:55,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
11:55,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
11:47,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
11:47,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:45,,49,,53 (+4),"GOOD LAYUP by SANDERS,ANDREW(in the paint)",WASHUM 49-53 (-4),,"GOOD LAYUP by SANDERS,ANDREW(in the paint)",2
11:44,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
11:44,,49,,54 (+5),"GOOD FT by SANDERS,ANDREW",WASHUM 49-54 (-5),,"GOOD FT by SANDERS,ANDREW",2
11:22,"GOOD 3PTR by GRIFFIN,JAROD",52,,54 (+2),,CENTRE 52-54 (-2),,"GOOD 3PTR by GRIFFIN,JAROD",2
11:04,,52,,56 (+4),"GOOD JUMPER by SANDERS,ANDREW",WASHUM 52-56 (-4),,"GOOD JUMPER by SANDERS,ANDREW",2
--,,,,,"ASSIST  by HOOKS,CLINTON",,,"ASSIST  by HOOKS,CLINTON",2
10:47,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",54,,56 (+2),,CENTRE 54-56 (-2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
10:47,,,,,"FOUL  by HOOKS,CLINTON",,,"FOUL  by HOOKS,CLINTON",2
10:47,,54,,58 (+4),"GOOD JUMPER by HIGHSMITH,MATT",WASHUM 54-58 (-4),,"GOOD JUMPER by HIGHSMITH,MATT",2
10:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:47,,54,,61 (+7),"GOOD 3PTR by HOOKS,CLINTON",WASHUM 54-61 (-7),,"GOOD 3PTR by HOOKS,CLINTON",2
--,,,,,"ASSIST  by KUCERA,KEVIN",,,"ASSIST  by KUCERA,KEVIN",2
10:47,"GOOD FT by GRIFFIN,JAROD",55,,61 (+6),,CENTRE 55-61 (-6),,"GOOD FT by GRIFFIN,JAROD",2
10:47,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
10:47,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
09:42,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
09:42,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
09:42,,,,,"SUB IN by HIGHSMITH,MATT",,,"SUB IN by HIGHSMITH,MATT",2
09:42,,,,,"SUB OUT by SCHMELTER,DAVID",,,"SUB OUT by SCHMELTER,DAVID",2
09:35,,,,,"FOUL  by SANDERS,ANDREW",,,"FOUL  by SANDERS,ANDREW",2
09:26,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
09:26,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
09:26,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
09:26,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
09:14,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
09:14,,,,,"SUB IN by SILVERMAN-LLOYD,L",,,"SUB IN by SILVERMAN-LLOYD,L",2
09:14,,,,,"SUB OUT by HOOKS,CLINTON",,,"SUB OUT by HOOKS,CLINTON",2
09:01,,,,,"MISS JUMPER by HIGHSMITH,MATT",,,"MISS JUMPER by HIGHSMITH,MATT",2
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",2
08:46,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by HIGHSMITH,MATT",,,"REBOUND DEF by HIGHSMITH,MATT",2
08:31,,55,,63 (+8),"GOOD LAYUP by HIGHSMITH,MATT(in the paint)",WASHUM 55-63 (-8),,"GOOD LAYUP by HIGHSMITH,MATT(in the paint)",2
08:16,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by HIGHSMITH,MATT",,,"REBOUND DEF by HIGHSMITH,MATT",2
07:59,,55,,65 (+10),"GOOD JUMPER by HIGHSMITH,MATT",WASHUM 55-65 (-10),,"GOOD JUMPER by HIGHSMITH,MATT",2
07:38,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by SANDERS,ANDREW",,,"REBOUND DEF by SANDERS,ANDREW",2
07:25,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
07:25,,55,,66 (+11),"GOOD FT by SANDERS,ANDREW",WASHUM 55-66 (-11),,"GOOD FT by SANDERS,ANDREW",2
07:25,,55,,67 (+12),"GOOD FT by SANDERS,ANDREW",WASHUM 55-67 (-12),,"GOOD FT by SANDERS,ANDREW",2
07:25,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
07:25,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
07:25,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
07:25,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
07:25,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
07:25,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
07:25,,,,,"SUB IN by HOOKS,CLINTON",,,"SUB IN by HOOKS,CLINTON",2
07:25,,,,,"SUB IN by SCHMELTER,DAVID",,,"SUB IN by SCHMELTER,DAVID",2
07:25,,,,,"SUB OUT by SANDERS,ANDREW",,,"SUB OUT by SANDERS,ANDREW",2
07:25,,,,,"SUB OUT by KUCERA,KEVIN",,,"SUB OUT by KUCERA,KEVIN",2
07:21,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
07:16,"GOOD LAYUP by WESLEY,TYLER(in the paint)",57,,67 (+10),,CENTRE 57-67 (-10),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
06:59,,,,,"TURNOVER  by HIGHSMITH,MATT",,,"TURNOVER  by HIGHSMITH,MATT",2
06:38,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
06:36,,,,,"STEAL  by SCHMELTER,DAVID",,,"STEAL  by SCHMELTER,DAVID",2
06:23,,57,,70 (+13),"GOOD 3PTR by HOOKS,CLINTON",WASHUM 57-70 (-13),,"GOOD 3PTR by HOOKS,CLINTON",2
--,,,,,"ASSIST  by KNUPP,JAKE",,,"ASSIST  by KNUPP,JAKE",2
06:03,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
06:03,,,,,"BLOCK  by HOOKS,CLINTON",,,"BLOCK  by HOOKS,CLINTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:53,,,,,"FOUL  by HIGHSMITH,MATT",,,"FOUL  by HIGHSMITH,MATT",2
05:48,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
05:37,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
05:36,,,,,"STEAL  by HOOKS,CLINTON",,,"STEAL  by HOOKS,CLINTON",2
05:16,,57,,72 (+15),"GOOD JUMPER by SILVERMAN-LLOYD,L",WASHUM 57-72 (-15),,"GOOD JUMPER by SILVERMAN-LLOYD,L",2
05:00,,,,,"FOUL  by KNUPP,JAKE",,,"FOUL  by KNUPP,JAKE",2
05:00,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
05:00,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
04:47,"GOOD LAYUP by WESLEY,TYLER(in the paint)",59,,72 (+13),,CENTRE 59-72 (-13),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
04:42,,,,,"FOUL  by HIGHSMITH,MATT",,,"FOUL  by HIGHSMITH,MATT",2
04:42,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by HIGHSMITH,MATT",,,"REBOUND DEF by HIGHSMITH,MATT",2
04:39,,,,,"SUB IN by KUCERA,KEVIN",,,"SUB IN by KUCERA,KEVIN",2
04:39,,,,,"SUB IN by SANDERS,ANDREW",,,"SUB IN by SANDERS,ANDREW",2
04:39,,,,,"SUB OUT by SCHMELTER,DAVID",,,"SUB OUT by SCHMELTER,DAVID",2
04:39,,,,,"SUB OUT by KNUPP,JAKE",,,"SUB OUT by KNUPP,JAKE",2
04:19,,,,,"MISS JUMPER by KUCERA,KEVIN",,,"MISS JUMPER by KUCERA,KEVIN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
04:10,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
04:09,,,,,"STEAL  by SILVERMAN-LLOYD,L",,,"STEAL  by SILVERMAN-LLOYD,L",2
04:04,,,,,"MISS LAYUP by SANDERS,ANDREW",,,"MISS LAYUP by SANDERS,ANDREW",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
03:45,"GOOD LAYUP by WESLEY,TYLER(in the paint)",61,,72 (+11),,CENTRE 61-72 (-11),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
03:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:43,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
03:43,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
03:28,,,,,"MISS JUMPER by HIGHSMITH,MATT",,,"MISS JUMPER by HIGHSMITH,MATT",2
--,,,,,"REBOUND OFF by HOOKS,CLINTON",,,"REBOUND OFF by HOOKS,CLINTON",2
03:03,,,,,"MISS 3PTR by HOOKS,CLINTON",,,"MISS 3PTR by HOOKS,CLINTON",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
02:48,"GOOD 3PTR by EBERT,CARSON",64,,72 (+8),,CENTRE 64-72 (-8),,"GOOD 3PTR by EBERT,CARSON",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
02:18,,,,,"MISS LAYUP by SANDERS,ANDREW",,,"MISS LAYUP by SANDERS,ANDREW",2
02:18,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
02:08,,,,,"FOUL  by SANDERS,ANDREW",,,"FOUL  by SANDERS,ANDREW",2
02:08,"GOOD FT by GRIFFIN,JAROD",65,,72 (+7),,CENTRE 65-72 (-7),,"GOOD FT by GRIFFIN,JAROD",2
02:08,"MISS FT by GRIFFIN,JAROD",,,,,,,"MISS FT by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by HIGHSMITH,MATT",,,"REBOUND DEF by HIGHSMITH,MATT",2
01:45,,,,,"MISS JUMPER by SILVERMAN-LLOYD,L",,,"MISS JUMPER by SILVERMAN-LLOYD,L",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
01:28,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
01:28,,,,,"BLOCK  by HOOKS,CLINTON",,,"BLOCK  by HOOKS,CLINTON",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
01:20,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
01:18,,,,,"STEAL  by SANDERS,ANDREW",,,"STEAL  by SANDERS,ANDREW",2
01:02,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:02,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:57,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
00:57,,65,,73 (+8),"GOOD FT by SANDERS,ANDREW",WASHUM 65-73 (-8),,"GOOD FT by SANDERS,ANDREW",2
00:56,,,,,"MISS FT by SANDERS,ANDREW",,,"MISS FT by SANDERS,ANDREW",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
00:56,,,,,"SUB IN by KNUPP,JAKE",,,"SUB IN by KNUPP,JAKE",2
00:56,,,,,"SUB OUT by SILVERMAN-LLOYD,L",,,"SUB OUT by SILVERMAN-LLOYD,L",2
00:45,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
00:37,,,,,"FOUL  by KNUPP,JAKE",,,"FOUL  by KNUPP,JAKE",2
00:35,"GOOD FT by GRIFFIN,JAROD",66,,73 (+7),,CENTRE 66-73 (-7),,"GOOD FT by GRIFFIN,JAROD",2
00:35,"GOOD FT by GRIFFIN,JAROD",67,,73 (+6),,CENTRE 67-73 (-6),,"GOOD FT by GRIFFIN,JAROD",2
00:35,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
00:35,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
00:35,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:35,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
00:35,,,,,"SUB IN by SILVERMAN-LLOYD,L",,,"SUB IN by SILVERMAN-LLOYD,L",2
00:35,,,,,"SUB OUT by SANDERS,ANDREW",,,"SUB OUT by SANDERS,ANDREW",2
00:35,,,,,"SUB OUT by KNUPP,JAKE",,,"SUB OUT by KNUPP,JAKE",2
00:31,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:31,,67,,74 (+7),"GOOD FT by HOOKS,CLINTON",WASHUM 67-74 (-7),,"GOOD FT by HOOKS,CLINTON",2
00:31,,67,,75 (+8),"GOOD FT by HOOKS,CLINTON",WASHUM 67-75 (-8),,"GOOD FT by HOOKS,CLINTON",2
00:31,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:31,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
00:31,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:31,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
00:31,,,,,"SUB IN by SANDERS,ANDREW",,,"SUB IN by SANDERS,ANDREW",2
00:31,,,,,"SUB OUT by SILVERMAN-LLOYD,L",,,"SUB OUT by SILVERMAN-LLOYD,L",2
00:21,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
00:16,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
00:13,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by HOOKS,CLINTON",,,"REBOUND DEF by HOOKS,CLINTON",2
