Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,OTT,Game Score,Team Indicator,Play,Period
00:44,"SUB IN by MILLER,GUNNAR",,,,,,,"SUB IN by MILLER,GUNNAR",2
00:44,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:44,"SUB OUT by SANDOVAL,MARK",,,,,,,"SUB OUT by SANDOVAL,MARK",2
00:44,"SUB OUT by LOHR,MATT",,,,,,,"SUB OUT by LOHR,MATT",2
00:44,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
00:44,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
00:44,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
00:31,,,,,"MISS 3PTR by DAVIS,JASON",,,"MISS 3PTR by DAVIS,JASON",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
00:26,"MISS 3PTR by CLARK,TANNER",,,,,,,"MISS 3PTR by CLARK,TANNER",2
--,,,,,"REBOUND DEF by JUERGENS,JON",,,"REBOUND DEF by JUERGENS,JON",2
00:10,,,,,"MISS 3PTR by JUERGENS,JON",,,"MISS 3PTR by JUERGENS,JON",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
