Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
01:43,,49,,64 (+15),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 49-64 (+15),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
01:36,"GOOD 3PTR by MILLER,DREW",52,,64 (+12),,RHODESMB 52-64 (+12),,"GOOD 3PTR by MILLER,DREW",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
01:26,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
01:26,,52,,65 (+13),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 52-65 (+13),,"GOOD FT by STEGGEMAN,ANDREW",2
01:26,,,,,"MISS FT by STEGGEMAN,ANDREW",,,"MISS FT by STEGGEMAN,ANDREW",2
--,"REBOUND DEF by DUNAVANT,JOHNNY",,,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",2
01:15,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
01:15,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:15,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
01:15,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
01:15,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
01:15,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
01:15,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
01:14,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
01:14,"SUB IN by MUHAMMAD,AQUIL",,,,,,,"SUB IN by MUHAMMAD,AQUIL",2
01:14,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
01:14,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
01:14,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
01:14,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
01:14,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
01:14,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
01:14,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
01:08,,52,,66 (+14),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 52-66 (+14),,"GOOD FT by LOPEZ,COLLIN",2
00:47,"MISS LAYUP by LOWRIE,ANDREW",,,,,,,"MISS LAYUP by LOWRIE,ANDREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:45,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
00:45,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
00:44,,52,,67 (+15),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 52-67 (+15),,"GOOD FT by LOPEZ,COLLIN",2
00:44,"MISS JUMPER by LOWRIE,ANDREW",,,,,,,"MISS JUMPER by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
00:33,,,,,"SUB IN by CLARK,TANNER",,,"SUB IN by CLARK,TANNER",2
00:33,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
00:33,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
00:33,,,,,"SUB OUT by LOHR,MATT",,,"SUB OUT by LOHR,MATT",2
00:33,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
00:33,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
00:07,,52,,70 (+18),"GOOD 3PTR by STEGGEMAN,ANDREW",CENTRE_M 52-70 (+18),,"GOOD 3PTR by STEGGEMAN,ANDREW",2
