Time Remaining,Sal,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
02:14,"FOUL  by BLOODSWOTH,GREG",,,,,,,"FOUL  by BLOODSWOTH,GREG",2
02:14,,72 (+22),,50,"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 72-50 (-22),,"GOOD FT by GEORGETOWN II,ARNESS",2
02:14,,,,,"MISS FT by GEORGETOWN II,ARNESS",,,"MISS FT by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND OFF by WALKER,JEFFERSON",,,"REBOUND OFF by WALKER,JEFFERSON",2
02:11,,72 (+20),,52,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",Rhodes 72-52 (-20),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
01:50,"MISS LAYUP by BRIDDELL,GARY(in the paint)",,,,,,,"MISS LAYUP by BRIDDELL,GARY(in the paint)",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
01:27,,72 (+18),,54,"GOOD LAYUP by CLAYTON,TJ(in the paint)",Rhodes 72-54 (-18),,"GOOD LAYUP by CLAYTON,TJ(in the paint)",2
01:07,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
01:07,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
01:07,,,,,"SUB IN by O'BRIEN,KRIS",,,"SUB IN by O'BRIEN,KRIS",2
01:07,"SUB OUT by BRIDDELL,GARY",,,,,,,"SUB OUT by BRIDDELL,GARY",2
01:07,"SUB OUT by BLOODSWOTH,GREG",,,,,,,"SUB OUT by BLOODSWOTH,GREG",2
01:07,"SUB OUT by FIERSTEIN,JOHNNY",,,,,,,"SUB OUT by FIERSTEIN,JOHNNY",2
01:07,"SUB OUT by LEBONZO,SIDNEY",,,,,,,"SUB OUT by LEBONZO,SIDNEY",2
01:07,"SUB IN by GOYENA,ROB",,,,,,,"SUB IN by GOYENA,ROB",2
01:07,"SUB IN by GARCIA,PAUL",,,,,,,"SUB IN by GARCIA,PAUL",2
01:07,"SUB IN by UNEGBU,JR",,,,,,,"SUB IN by UNEGBU,JR",2
01:07,"SUB IN by CREEK,DESMOND",,,,,,,"SUB IN by CREEK,DESMOND",2
01:07,"MISS FT by CRAIG,BRANDON",,,,,,,"MISS FT by CRAIG,BRANDON",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
00:48,,,,,"TURNOVER  by WHITE,ELIJAH",,,"TURNOVER  by WHITE,ELIJAH",2
00:48,"STEAL  by CREEK,DESMOND",,,,,,,"STEAL  by CREEK,DESMOND",2
00:45,"TURNOVER  by CREEK,DESMOND",,,,,,,"TURNOVER  by CREEK,DESMOND",2
00:45,,,,,"STEAL  by CLAYTON,TJ",,,"STEAL  by CLAYTON,TJ",2
00:31,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,"MISS LAYUP by CLAYTON,TJ(in the paint)",2
--,"REBOUND DEF by CRAIG,BRANDON",,,,,,,"REBOUND DEF by CRAIG,BRANDON",2
