Time Remaining,CENTREM,Away Team Score,Play Team Indicator,Home Team Score,SPALDING,Game Score,Team Indicator,Play,Period
18:11,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",2
18:11,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
18:11,,,,,"SUB IN by LOCKARD,ISAIAH",,,"SUB IN by LOCKARD,ISAIAH",2
18:11,,,,,"SUB IN by TRIBBLE,BRIAN",,,"SUB IN by TRIBBLE,BRIAN",2
18:11,,,,,"SUB OUT by MANN,TYLAN",,,"SUB OUT by MANN,TYLAN",2
18:11,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
18:05,,36 (+8),,28,"GOOD 3PTR by TRIBBLE,BRIAN",SPALDING 36-28 (+8),,"GOOD 3PTR by TRIBBLE,BRIAN",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
17:38,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:06,,,,,"MISS JUMPER by HENSON,JONATHAN",,,"MISS JUMPER by HENSON,JONATHAN",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
16:58,"MISS 3PTR by WOOLDRIDGE,CARSON",,,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",2
--,,,,,"REBOUND DEF by LOCKARD,ISAIAH",,,"REBOUND DEF by LOCKARD,ISAIAH",2
16:50,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
16:41,"MISS LAYUP by WOOLDRIDGE,CARSON",,,,,,,"MISS LAYUP by WOOLDRIDGE,CARSON",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:24,,,,,"MISS 3PTR by LOCKARD,ISAIAH",,,"MISS 3PTR by LOCKARD,ISAIAH",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
16:03,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",38 (+10),,28,,CENTREM 38-28 (+10),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
15:43,,,,,"MISS 3PTR by TRIBBLE,BRIAN",,,"MISS 3PTR by TRIBBLE,BRIAN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
15:33,,,,,"FOUL  by CAMPBELL,MAXTON",,,"FOUL  by CAMPBELL,MAXTON",2
15:33,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:33,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
15:33,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
15:33,,,,,"SUB IN by TOLIVER,TEFRELL",,,"SUB IN by TOLIVER,TEFRELL",2
15:33,,,,,"SUB OUT by CAMPBELL,MAXTON",,,"SUB OUT by CAMPBELL,MAXTON",2
15:31,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
15:06,,,,,"MISS 3PTR by TRIBBLE,BRIAN",,,"MISS 3PTR by TRIBBLE,BRIAN",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
14:54,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
14:54,,,,,"SUB IN by MANN,TYLAN",,,"SUB IN by MANN,TYLAN",2
14:54,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
14:54,,,,,"SUB OUT by HENSON,JONATHAN",,,"SUB OUT by HENSON,JONATHAN",2
14:54,,,,,"SUB OUT by LOCKARD,ISAIAH",,,"SUB OUT by LOCKARD,ISAIAH",2
14:37,,38 (+8),,30,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",SPALDING 38-30 (+8),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
14:18,"GOOD JUMPER by SMITH,RJ(in the paint)",40 (+10),,30,,CENTREM 40-30 (+10),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
13:57,,,,,"TURNOVER  by JOHNSON,JACOBY",,,"TURNOVER  by JOHNSON,JACOBY",2
13:57,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
13:57,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
13:57,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
13:57,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
13:39,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
13:22,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
13:06,"GOOD 3PTR by BAUGHMAN,CARTER",43 (+13),,30,,CENTREM 43-30 (+13),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
12:48,,43 (+10),,33,"GOOD 3PTR by MANN,TYLAN",SPALDING 43-33 (+10),,"GOOD 3PTR by MANN,TYLAN",2
--,,,,,"ASSIST  by JOHNSON,JACOBY",,,"ASSIST  by JOHNSON,JACOBY",2
12:30,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
12:29,,,,,"STEAL  by JOHNSON,JACOBY",,,"STEAL  by JOHNSON,JACOBY",2
12:26,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
12:26,,43 (+9),,34,"GOOD FT by TRIBBLE,BRIAN",SPALDING 43-34 (+9),,"GOOD FT by TRIBBLE,BRIAN",2
12:26,,,,,"MISS FT by TRIBBLE,BRIAN",,,"MISS FT by TRIBBLE,BRIAN",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
12:26,,,,,"SUB IN by CHATMAN,PARKER",,,"SUB IN by CHATMAN,PARKER",2
12:26,,,,,"SUB OUT by TOLIVER,TEFRELL",,,"SUB OUT by TOLIVER,TEFRELL",2
12:03,"MISS 3PTR by WOOLDRIDGE,CARSON",,,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:58,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:58,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
11:58,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
11:58,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
11:58,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",2
11:58,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
11:58,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
11:45,,,,,"MISS 3PTR by MANN,TYLAN",,,"MISS 3PTR by MANN,TYLAN",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
11:24,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
11:24,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
11:14,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
11:01,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",45 (+11),,34,,CENTREM 45-34 (+11),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
10:39,,,,,"MISS 3PTR by CHATMAN,PARKER",,,"MISS 3PTR by CHATMAN,PARKER",2
--,,,,,"REBOUND OFF by TRIBBLE,BRIAN",,,"REBOUND OFF by TRIBBLE,BRIAN",2
10:26,,,,,"MISS LAYUP by CHATMAN,PARKER",,,"MISS LAYUP by CHATMAN,PARKER",2
10:26,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:25,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
10:25,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
10:23,,45 (+9),,36,"GOOD JUMPER by STEWART,CHRISTIAN",SPALDING 45-36 (+9),,"GOOD JUMPER by STEWART,CHRISTIAN",2
--,,,,,"ASSIST  by JOHNSON,JACOBY",,,"ASSIST  by JOHNSON,JACOBY",2
10:03,,,,,"FOUL  by CHATMAN,PARKER",,,"FOUL  by CHATMAN,PARKER",2
10:02,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by TRIBBLE,BRIAN",,,"REBOUND DEF by TRIBBLE,BRIAN",2
09:53,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
09:47,,,,,"FOUL  by CHATMAN,PARKER",,,"FOUL  by CHATMAN,PARKER",2
09:47,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
09:47,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
09:47,,,,,"SUB IN by CAMPBELL,MAXTON",,,"SUB IN by CAMPBELL,MAXTON",2
09:47,,,,,"SUB OUT by CHATMAN,PARKER",,,"SUB OUT by CHATMAN,PARKER",2
09:30,"GOOD 3PTR by WILLIAMS,JALEN",48 (+12),,36,,CENTREM 48-36 (+12),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
09:08,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
09:08,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",2
09:08,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
09:08,,,,,"SUB IN by LOCKARD,ISAIAH",,,"SUB IN by LOCKARD,ISAIAH",2
09:08,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
08:57,,,,,"MISS JUMPER by TRIBBLE,BRIAN",,,"MISS JUMPER by TRIBBLE,BRIAN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
08:42,,,,,"FOUL  by LOCKARD,ISAIAH",,,"FOUL  by LOCKARD,ISAIAH",2
08:42,"GOOD FT by GERALD,DUSTIN",49 (+13),,36,,CENTREM 49-36 (+13),,"GOOD FT by GERALD,DUSTIN",2
08:42,"GOOD FT by GERALD,DUSTIN",50 (+14),,36,,CENTREM 50-36 (+14),,"GOOD FT by GERALD,DUSTIN",2
08:42,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
08:42,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
08:35,,,,,"MISS JUMPER by LOCKARD,ISAIAH",,,"MISS JUMPER by LOCKARD,ISAIAH",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
08:20,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by CAMPBELL,MAXTON",,,"REBOUND DEF by CAMPBELL,MAXTON",2
08:11,,,,,"MISS LAYUP by TRIBBLE,BRIAN",,,"MISS LAYUP by TRIBBLE,BRIAN",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
08:01,"MISS LAYUP by GERALD,DUSTIN",,,,,,,"MISS LAYUP by GERALD,DUSTIN",2
--,"REBOUND OFF by WOOLDRIDGE,CARSON",,,,,,,"REBOUND OFF by WOOLDRIDGE,CARSON",2
07:59,"MISS LAYUP by WOOLDRIDGE,CARSON",,,,,,,"MISS LAYUP by WOOLDRIDGE,CARSON",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
07:52,"GOOD 3PTR by WILSON,DREW",53 (+17),,36,,CENTREM 53-36 (+17),,"GOOD 3PTR by WILSON,DREW",2
--,"ASSIST  by RING,NOAH",,,,,,,"ASSIST  by RING,NOAH",2
07:38,,53 (+15),,38,"GOOD JUMPER by MANN,TYLAN",SPALDING 53-38 (+15),,"GOOD JUMPER by MANN,TYLAN",2
07:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:26,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
07:26,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
07:26,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
07:26,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
07:26,,,,,"SUB IN by CHATMAN,PARKER",,,"SUB IN by CHATMAN,PARKER",2
07:26,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
07:26,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
07:26,,,,,"SUB OUT by TRIBBLE,BRIAN",,,"SUB OUT by TRIBBLE,BRIAN",2
07:18,"GOOD JUMPER by GERALD,DUSTIN",55 (+17),,38,,CENTREM 55-38 (+17),,"GOOD JUMPER by GERALD,DUSTIN",2
07:01,,55 (+14),,41,"GOOD 3PTR by LOCKARD,ISAIAH",SPALDING 55-41 (+14),,"GOOD 3PTR by LOCKARD,ISAIAH",2
--,,,,,"ASSIST  by MANN,TYLAN",,,"ASSIST  by MANN,TYLAN",2
06:40,"MISS LAYUP by SMITH,RJ",,,,,,,"MISS LAYUP by SMITH,RJ",2
06:40,,,,,"BLOCK  by CAMPBELL,MAXTON",,,"BLOCK  by CAMPBELL,MAXTON",2
--,,,,,"REBOUND DEF by CAMPBELL,MAXTON",,,"REBOUND DEF by CAMPBELL,MAXTON",2
06:29,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
06:29,,55 (+13),,42,"GOOD FT by LOCKARD,ISAIAH",SPALDING 55-42 (+13),,"GOOD FT by LOCKARD,ISAIAH",2
06:29,,55 (+12),,43,"GOOD FT by LOCKARD,ISAIAH",SPALDING 55-43 (+12),,"GOOD FT by LOCKARD,ISAIAH",2
06:15,,,,,"FOUL  by CHATMAN,PARKER",,,"FOUL  by CHATMAN,PARKER",2
06:15,"GOOD FT by SMITH,RJ",56 (+13),,43,,CENTREM 56-43 (+13),,"GOOD FT by SMITH,RJ",2
06:15,"GOOD FT by SMITH,RJ",57 (+14),,43,,CENTREM 57-43 (+14),,"GOOD FT by SMITH,RJ",2
06:15,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
06:15,,,,,"SUB IN by JEFFERSON,DANIEL",,,"SUB IN by JEFFERSON,DANIEL",2
06:15,,,,,"SUB OUT by CAMPBELL,MAXTON",,,"SUB OUT by CAMPBELL,MAXTON",2
06:15,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
06:07,,,,,"MISS 3PTR by LOCKARD,ISAIAH",,,"MISS 3PTR by LOCKARD,ISAIAH",2
--,,,,,"REBOUND OFF by LOCKARD,ISAIAH",,,"REBOUND OFF by LOCKARD,ISAIAH",2
05:57,,57 (+12),,45,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",SPALDING 57-45 (+12),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by JEFFERSON,DANIEL",,,"ASSIST  by JEFFERSON,DANIEL",2
05:33,"GOOD JUMPER by WOOLDRIDGE,CARSON",59 (+14),,45,,CENTREM 59-45 (+14),,"GOOD JUMPER by WOOLDRIDGE,CARSON",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
05:21,,,,,"MISS JUMPER by LOCKARD,ISAIAH",,,"MISS JUMPER by LOCKARD,ISAIAH",2
--,,,,,"REBOUND OFF by CHATMAN,PARKER",,,"REBOUND OFF by CHATMAN,PARKER",2
05:15,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
05:15,,59 (+13),,46,"GOOD FT by CHATMAN,PARKER",SPALDING 59-46 (+13),,"GOOD FT by CHATMAN,PARKER",2
05:15,,59 (+12),,47,"GOOD FT by CHATMAN,PARKER",SPALDING 59-47 (+12),,"GOOD FT by CHATMAN,PARKER",2
05:15,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
05:15,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
04:53,"GOOD LAYUP by WILSON,DREW(in the paint)",61 (+14),,47,,CENTREM 61-47 (+14),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
04:39,,,,,"TURNOVER  by LOCKARD,ISAIAH",,,"TURNOVER  by LOCKARD,ISAIAH",2
04:37,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",2
04:14,,,,,"FOUL  by CHATMAN,PARKER",,,"FOUL  by CHATMAN,PARKER",2
04:14,"GOOD FT by WILLIAMS,JALEN",62 (+15),,47,,CENTREM 62-47 (+15),,"GOOD FT by WILLIAMS,JALEN",2
04:14,"MISS FT by WILLIAMS,JALEN",,,,,,,"MISS FT by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
04:14,,,,,"SUB IN by CAMPBELL,MAXTON",,,"SUB IN by CAMPBELL,MAXTON",2
04:14,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
04:14,,,,,"SUB OUT by CHATMAN,PARKER",,,"SUB OUT by CHATMAN,PARKER",2
04:14,,,,,"SUB OUT by LOCKARD,ISAIAH",,,"SUB OUT by LOCKARD,ISAIAH",2
04:05,,,,,"MISS 3PTR by JOHNSON,JACOBY",,,"MISS 3PTR by JOHNSON,JACOBY",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
03:59,,,,,"MISS LAYUP by JEFFERSON,DANIEL",,,"MISS LAYUP by JEFFERSON,DANIEL",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
03:34,"GOOD 3PTR by BAUGHMAN,CARTER",65 (+18),,47,,CENTREM 65-47 (+18),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by WOOLDRIDGE,CARSON",,,,,,,"ASSIST  by WOOLDRIDGE,CARSON",2
03:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:31,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
03:31,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
03:31,,,,,"SUB IN by TRIBBLE,BRIAN",,,"SUB IN by TRIBBLE,BRIAN",2
03:31,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
03:17,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:58,"FOUL  by WOOLDRIDGE,CARSON",,,,,,,"FOUL  by WOOLDRIDGE,CARSON",2
02:58,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:58,,65 (+17),,48,"GOOD FT by STEWART,CHRISTIAN",SPALDING 65-48 (+17),,"GOOD FT by STEWART,CHRISTIAN",2
02:58,,,,,"SUB IN by TOLIVER,TEFRELL",,,"SUB IN by TOLIVER,TEFRELL",2
02:58,,,,,"SUB OUT by CAMPBELL,MAXTON",,,"SUB OUT by CAMPBELL,MAXTON",2
02:37,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND OFF by BAUGHMAN,CARTER",,,,,,,"REBOUND OFF by BAUGHMAN,CARTER",2
02:32,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by JEFFERSON,DANIEL",,,"REBOUND DEF by JEFFERSON,DANIEL",2
02:28,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
02:28,,,,,"MISS FT by JEFFERSON,DANIEL",,,"MISS FT by JEFFERSON,DANIEL",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
02:28,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
02:28,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
02:28,,,,,"SUB IN by HENSON,JONATHAN",,,"SUB IN by HENSON,JONATHAN",2
02:28,,,,,"SUB OUT by MANN,TYLAN",,,"SUB OUT by MANN,TYLAN",2
02:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:07,"SUB IN by N'DIA,PHILIPPE",,,,,,,"SUB IN by N'DIA,PHILIPPE",2
02:07,"SUB IN by BLANTON,JAYDEN",,,,,,,"SUB IN by BLANTON,JAYDEN",2
02:07,"SUB IN by BLAIR,ANDY",,,,,,,"SUB IN by BLAIR,ANDY",2
02:07,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",2
02:07,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
02:07,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",2
02:07,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
02:07,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
02:07,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
02:07,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
02:07,,,,,"SUB IN by LINDEN,ELIJAH",,,"SUB IN by LINDEN,ELIJAH",2
02:07,,,,,"SUB IN by PORRA,JOEL",,,"SUB IN by PORRA,JOEL",2
02:07,,,,,"SUB IN by ROSS,STEVEN",,,"SUB IN by ROSS,STEVEN",2
02:07,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
02:07,,,,,"SUB OUT by HENSON,JONATHAN",,,"SUB OUT by HENSON,JONATHAN",2
02:07,,,,,"SUB OUT by TRIBBLE,BRIAN",,,"SUB OUT by TRIBBLE,BRIAN",2
01:59,"MISS 3PTR by BLANTON,JAYDEN",,,,,,,"MISS 3PTR by BLANTON,JAYDEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:56,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:32,,65 (+14),,51,"GOOD 3PTR by PORRA,JOEL",SPALDING 65-51 (+14),,"GOOD 3PTR by PORRA,JOEL",2
--,,,,,"ASSIST  by LINDEN,ELIJAH",,,"ASSIST  by LINDEN,ELIJAH",2
01:14,"GOOD LAYUP by N'DIA,PHILIPPE(in the paint)",67 (+16),,51,,CENTREM 67-51 (+16),,"GOOD LAYUP by N'DIA,PHILIPPE(in the paint)",2
--,"ASSIST  by BLAIR,ANDY",,,,,,,"ASSIST  by BLAIR,ANDY",2
01:00,,,,,"MISS LAYUP by JEFFERSON,DANIEL",,,"MISS LAYUP by JEFFERSON,DANIEL",2
--,"REBOUND DEF by N'DIA,PHILIPPE",,,,,,,"REBOUND DEF by N'DIA,PHILIPPE",2
00:41,"GOOD 3PTR by BLANTON,JAYDEN",70 (+19),,51,,CENTREM 70-51 (+19),,"GOOD 3PTR by BLANTON,JAYDEN",2
--,"ASSIST  by BLAIR,ANDY",,,,,,,"ASSIST  by BLAIR,ANDY",2
00:29,,,,,"SUB IN by JACKSON,BRADEN",,,"SUB IN by JACKSON,BRADEN",2
00:29,,,,,"SUB IN by WERAPORASU,DINO",,,"SUB IN by WERAPORASU,DINO",2
00:29,,,,,"SUB OUT by TOLIVER,TEFRELL",,,"SUB OUT by TOLIVER,TEFRELL",2
00:29,,,,,"SUB OUT by LINDEN,ELIJAH",,,"SUB OUT by LINDEN,ELIJAH",2
00:11,,,,,"MISS 3PTR by JEFFERSON,DANIEL",,,"MISS 3PTR by JEFFERSON,DANIEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
