Time Remaining,WESTMO,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
15:47,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
15:47,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
15:47,,,,,"SUB IN by WELLMAN,JARED",,,"SUB IN by WELLMAN,JARED",2
15:26,"TURNOVER  by HARRISON,LANDON",,,,,,,"TURNOVER  by HARRISON,LANDON",2
15:08,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",2
15:08,"STEAL  by ALTHAUS,JAXON",,,,,,,"STEAL  by ALTHAUS,JAXON",2
15:06,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
15:06,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
14:46,"GOOD JUMPER by HARRISON,LANDON(in the paint)",44 (+10),,34,,WESTMO 44-34 (-10),,"GOOD JUMPER by HARRISON,LANDON(in the paint)",2
14:29,,44 (+8),,36,"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 44-36 (-8),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
14:04,"MISS 3PTR by ALTHAUS,JAXON",,,,,,,"MISS 3PTR by ALTHAUS,JAXON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:04,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
14:04,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
14:04,"SUB OUT by GALBREATH,MAKYGH",,,,,,,"SUB OUT by GALBREATH,MAKYGH",2
14:04,"SUB OUT by SPRIGGS,EMIL",,,,,,,"SUB OUT by SPRIGGS,EMIL",2
14:04,"SUB OUT by KEMPKER,TRE",,,,,,,"SUB OUT by KEMPKER,TRE",2
14:04,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",2
14:04,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",2
14:04,"SUB IN by EBERLIN,BEN",,,,,,,"SUB IN by EBERLIN,BEN",2
13:43,"FOUL  by HUBBARD,DEVONTE",,,,,,,"FOUL  by HUBBARD,DEVONTE",2
13:37,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by ALTHAUS,JAXON",,,,,,,"REBOUND DEF by ALTHAUS,JAXON",2
13:23,"MISS JUMPER by HUBBARD,DEVONTE",,,,,,,"MISS JUMPER by HUBBARD,DEVONTE",2
13:23,,,,,"BLOCK  by MOORE,CHEZ",,,"BLOCK  by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by WELLMAN,JARED",,,"REBOUND DEF by WELLMAN,JARED",2
13:14,,44 (+6),,38,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",Centre 44-38 (-6),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
12:42,"MISS JUMPER by HARRISON,LANDON",,,,,,,"MISS JUMPER by HARRISON,LANDON",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
12:32,"FOUL  by ALTHAUS,JAXON",,,,,,,"FOUL  by ALTHAUS,JAXON",2
12:32,,44 (+5),,39,"GOOD FT by MOORE,CHEZ",Centre 44-39 (-5),,"GOOD FT by MOORE,CHEZ",2
12:32,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
12:32,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
12:32,,44 (+4),,40,"GOOD FT by MOORE,CHEZ",Centre 44-40 (-4),,"GOOD FT by MOORE,CHEZ",2
12:32,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
12:32,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
12:13,"TURNOVER  by HUBBARD,DEVONTE",,,,,,,"TURNOVER  by HUBBARD,DEVONTE",2
12:13,,,,,"STEAL  by SMITH,RJ",,,"STEAL  by SMITH,RJ",2
12:13,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
12:13,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
11:59,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
11:59,"STEAL  by HUBBARD,DEVONTE",,,,,,,"STEAL  by HUBBARD,DEVONTE",2
11:47,"GOOD LAYUP by HUBBARD,DEVONTE(in the paint)",46 (+6),,40,,WESTMO 46-40 (-6),,"GOOD LAYUP by HUBBARD,DEVONTE(in the paint)",2
11:44,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
11:44,"FOUL  by HUBBARD,DEVONTE",,,,,,,"FOUL  by HUBBARD,DEVONTE",2
11:23,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by EBERLIN,BEN",,,,,,,"REBOUND DEF by EBERLIN,BEN",2
10:58,"GOOD LAYUP by HARRISON,LANDON(in the paint)",48 (+8),,40,,WESTMO 48-40 (-8),,"GOOD LAYUP by HARRISON,LANDON(in the paint)",2
--,"ASSIST  by THOMPSON,ETHAN",,,,,,,"ASSIST  by THOMPSON,ETHAN",2
10:52,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
10:52,,,,,"TURNOVER  by KNOCHELMANN,PETE",,,"TURNOVER  by KNOCHELMANN,PETE",2
10:52,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
10:52,,,,,"SUB OUT by WELLMAN,JARED",,,"SUB OUT by WELLMAN,JARED",2
10:52,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
10:52,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
10:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:34,"MISS 3PTR by ALTHAUS,JAXON",,,,,,,"MISS 3PTR by ALTHAUS,JAXON",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
10:18,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
10:14,,48 (+6),,42,"GOOD JUMPER by GERALD,DUSTIN",Centre 48-42 (-6),,"GOOD JUMPER by GERALD,DUSTIN",2
09:55,"GOOD LAYUP by EBERLIN,BEN(in the paint)",50 (+8),,42,,WESTMO 50-42 (-8),,"GOOD LAYUP by EBERLIN,BEN(in the paint)",2
--,"ASSIST  by ALTHAUS,JAXON",,,,,,,"ASSIST  by ALTHAUS,JAXON",2
09:41,,50 (+6),,44,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",Centre 50-44 (-6),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
09:23,"TURNOVER  by HARRISON,LANDON",,,,,,,"TURNOVER  by HARRISON,LANDON",2
09:23,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
09:23,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
09:23,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
09:23,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
09:23,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",2
09:23,"SUB OUT by HARRISON,LANDON",,,,,,,"SUB OUT by HARRISON,LANDON",2
09:23,"SUB OUT by EBERLIN,BEN",,,,,,,"SUB OUT by EBERLIN,BEN",2
09:23,"SUB IN by GALBREATH,MAKYGH",,,,,,,"SUB IN by GALBREATH,MAKYGH",2
09:23,"SUB IN by SPRIGGS,EMIL",,,,,,,"SUB IN by SPRIGGS,EMIL",2
09:23,"SUB IN by KEMPKER,TRE",,,,,,,"SUB IN by KEMPKER,TRE",2
09:02,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
08:57,,,,,"MISS JUMPER by GERALD,DUSTIN",,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND DEF by GALBREATH,MAKYGH",,,,,,,"REBOUND DEF by GALBREATH,MAKYGH",2
08:51,"MISS 3PTR by THOMPSON,ETHAN",,,,,,,"MISS 3PTR by THOMPSON,ETHAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:51,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
08:51,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
08:42,,50 (+3),,47,"GOOD 3PTR by BAUGHMAN,CARTER",Centre 50-47 (-3),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by RING,NOAH",,,"ASSIST  by RING,NOAH",2
08:34,"TURNOVER  by SPRIGGS,EMIL",,,,,,,"TURNOVER  by SPRIGGS,EMIL",2
08:11,,50 (+1),,49,"GOOD LAYUP by RING,NOAH(in the paint)",Centre 50-49 (-1),,"GOOD LAYUP by RING,NOAH(in the paint)",2
07:53,"MISS LAYUP by ALTHAUS,JAXON(in the paint)",,,,,,,"MISS LAYUP by ALTHAUS,JAXON(in the paint)",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
07:44,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:44,"FOUL  by GALBREATH,MAKYGH",,,,,,,"FOUL  by GALBREATH,MAKYGH",2
07:41,,50,,51 (+1),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 50-51 (+1),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
07:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:34,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
07:34,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
07:17,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
06:59,"MISS JUMPER by SPRIGGS,EMIL(in the paint)",,,,,,,"MISS JUMPER by SPRIGGS,EMIL(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:59,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
06:59,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
06:58,"SUB OUT by SPRIGGS,EMIL",,,,,,,"SUB OUT by SPRIGGS,EMIL",2
06:58,"SUB IN by HARRISON,LANDON",,,,,,,"SUB IN by HARRISON,LANDON",2
06:45,,50,,53 (+3),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 50-53 (+3),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
06:23,"MISS JUMPER by THOMPSON,ETHAN",,,,,,,"MISS JUMPER by THOMPSON,ETHAN",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
06:20,"FOUL  by KEMPKER,TRE",,,,,,,"FOUL  by KEMPKER,TRE",2
06:20,"SUB OUT by THOMPSON,ETHAN",,,,,,,"SUB OUT by THOMPSON,ETHAN",2
06:20,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",2
05:57,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
05:45,"MISS JUMPER by HARRISON,LANDON",,,,,,,"MISS JUMPER by HARRISON,LANDON",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
05:34,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by KEMPKER,TRE",,,,,,,"REBOUND DEF by KEMPKER,TRE",2
05:28,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
05:28,"MISS FT by HUBBARD,DEVONTE(fastbreak)",,,,,,,"MISS FT by HUBBARD,DEVONTE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:28,"GOOD FT by HUBBARD,DEVONTE(fastbreak)",51,,53 (+2),,WESTMO 51-53 (+2),,"GOOD FT by HUBBARD,DEVONTE(fastbreak)",2
05:05,"FOUL  by HUBBARD,DEVONTE",,,,,,,"FOUL  by HUBBARD,DEVONTE",2
05:04,"FOUL  by KEMPKER,TRE",,,,,,,"FOUL  by KEMPKER,TRE",2
05:04,,51,,54 (+3),"GOOD FT by SMITH,RJ",Centre 51-54 (+3),,"GOOD FT by SMITH,RJ",2
05:04,,51,,55 (+4),"GOOD FT by SMITH,RJ",Centre 51-55 (+4),,"GOOD FT by SMITH,RJ",2
04:46,"GOOD LAYUP by KEMPKER,TRE(in the paint)",53,,55 (+2),,WESTMO 53-55 (+2),,"GOOD LAYUP by KEMPKER,TRE(in the paint)",2
04:22,,53,,57 (+4),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",Centre 53-57 (+4),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
04:05,"GOOD 3PTR by ALTHAUS,JAXON",56,,57 (+1),,WESTMO 56-57 (+1),,"GOOD 3PTR by ALTHAUS,JAXON",2
03:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:31,"FOUL  by KEMPKER,TRE",,,,,,,"FOUL  by KEMPKER,TRE",2
03:31,,56,,58 (+2),"GOOD FT by SMITH,RJ",Centre 56-58 (+2),,"GOOD FT by SMITH,RJ",2
03:31,,56,,59 (+3),"GOOD FT by SMITH,RJ",Centre 56-59 (+3),,"GOOD FT by SMITH,RJ",2
03:18,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
03:18,"GOOD FT by GALBREATH,MAKYGH",57,,59 (+2),,WESTMO 57-59 (+2),,"GOOD FT by GALBREATH,MAKYGH",2
03:18,"GOOD FT by GALBREATH,MAKYGH",58,,59 (+1),,WESTMO 58-59 (+1),,"GOOD FT by GALBREATH,MAKYGH",2
02:52,,58,,61 (+3),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",Centre 58-61 (+3),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
02:43,"TURNOVER  by HARRISON,LANDON",,,,,,,"TURNOVER  by HARRISON,LANDON",2
02:43,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
02:21,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by HARRISON,LANDON",,,,,,,"REBOUND DEF by HARRISON,LANDON",2
02:10,"MISS 3PTR by HARRISON,LANDON",,,,,,,"MISS 3PTR by HARRISON,LANDON",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
01:55,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by KEMPKER,TRE",,,,,,,"REBOUND DEF by KEMPKER,TRE",2
01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:55,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",2
01:55,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",2
01:25,"MISS JUMPER by HARRISON,LANDON",,,,,,,"MISS JUMPER by HARRISON,LANDON",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
01:04,"SUB OUT by THOMPSON,ETHAN",,,,,,,"SUB OUT by THOMPSON,ETHAN",2
01:04,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",2
00:58,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
00:58,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
00:58,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",2
00:58,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",2
00:32,"GOOD 3PTR by ALTHAUS,JAXON",61,,61,,WESTMO 61-61 (0),,"GOOD 3PTR by ALTHAUS,JAXON",2
00:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:32,"SUB OUT by THOMPSON,ETHAN",,,,,,,"SUB OUT by THOMPSON,ETHAN",2
00:32,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",2
00:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:02,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
00:02,"STEAL  by KEMPKER,TRE",,,,,,,"STEAL  by KEMPKER,TRE",2
00:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:02,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
00:02,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
00:02,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",2
00:02,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",2
00:00,"MISS 3PTR by ALTHAUS,JAXON",,,,,,,"MISS 3PTR by ALTHAUS,JAXON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:00,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",3
05:00,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",3
04:31,"MISS 3PTR by ALTHAUS,JAXON",,,,,,,"MISS 3PTR by ALTHAUS,JAXON",3
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",3
04:13,,61,,63 (+2),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 61-63 (+2),,"GOOD LAYUP by SMITH,RJ(in the paint)",3
04:00,"TURNOVER  by THOMPSON,ETHAN",,,,,,,"TURNOVER  by THOMPSON,ETHAN",3
04:00,,,,,"STEAL  by WILLIAMS,JALEN",,,"STEAL  by WILLIAMS,JALEN",3
03:33,,61,,66 (+5),"GOOD 3PTR by WILLIAMS,JALEN",Centre 61-66 (+5),,"GOOD 3PTR by WILLIAMS,JALEN",3
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",3
03:09,"GOOD LAYUP by HARRISON,LANDON(in the paint)",63,,66 (+3),,WESTMO 63-66 (+3),,"GOOD LAYUP by HARRISON,LANDON(in the paint)",3
02:39,,63,,69 (+6),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 63-69 (+6),,"GOOD 3PTR by BAUGHMAN,CARTER",3
--,,,,,"ASSIST  by WILLIAMS,JALEN",,,"ASSIST  by WILLIAMS,JALEN",3
02:19,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",3
02:19,"GOOD FT by ALTHAUS,JAXON",64,,69 (+5),,WESTMO 64-69 (+5),,"GOOD FT by ALTHAUS,JAXON",3
02:19,"SUB OUT by THOMPSON,ETHAN",,,,,,,"SUB OUT by THOMPSON,ETHAN",3
02:19,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",3
02:19,"GOOD FT by ALTHAUS,JAXON",65,,69 (+4),,WESTMO 65-69 (+4),,"GOOD FT by ALTHAUS,JAXON",3
01:52,,65,,72 (+7),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 65-72 (+7),,"GOOD 3PTR by BAUGHMAN,CARTER",3
--,,,,,"ASSIST  by RING,NOAH",,,"ASSIST  by RING,NOAH",3
01:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:52,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",3
01:52,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",3
01:25,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",3
01:25,"MISS FT by KEMPKER,TRE",,,,,,,"MISS FT by KEMPKER,TRE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:25,"SUB OUT by THOMPSON,ETHAN",,,,,,,"SUB OUT by THOMPSON,ETHAN",3
01:25,"SUB IN by HUBBARD,DEVONTE",,,,,,,"SUB IN by HUBBARD,DEVONTE",3
01:25,"GOOD FT by KEMPKER,TRE",66,,72 (+6),,WESTMO 66-72 (+6),,"GOOD FT by KEMPKER,TRE",3
01:02,"FOUL  by ALTHAUS,JAXON",,,,,,,"FOUL  by ALTHAUS,JAXON",3
01:02,"SUB OUT by HUBBARD,DEVONTE",,,,,,,"SUB OUT by HUBBARD,DEVONTE",3
01:02,"SUB IN by THOMPSON,ETHAN",,,,,,,"SUB IN by THOMPSON,ETHAN",3
01:02,,66,,73 (+7),"GOOD FT by WILLIAMS,JALEN",Centre 66-73 (+7),,"GOOD FT by WILLIAMS,JALEN",3
01:02,,66,,74 (+8),"GOOD FT by WILLIAMS,JALEN",Centre 66-74 (+8),,"GOOD FT by WILLIAMS,JALEN",3
00:54,"MISS LAYUP by ALTHAUS,JAXON(in the paint)",,,,,,,"MISS LAYUP by ALTHAUS,JAXON(in the paint)",3
00:54,,,,,"BLOCK  by RING,NOAH",,,"BLOCK  by RING,NOAH",3
--,"REBOUND OFF by ALTHAUS,JAXON",,,,,,,"REBOUND OFF by ALTHAUS,JAXON",3
00:43,"MISS 3PTR by ALTHAUS,JAXON",,,,,,,"MISS 3PTR by ALTHAUS,JAXON",3
00:43,,,,,"BLOCK  by SMITH,RJ",,,"BLOCK  by SMITH,RJ",3
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",3
00:28,"FOUL  by GALBREATH,MAKYGH",,,,,,,"FOUL  by GALBREATH,MAKYGH",3
00:28,,66,,75 (+9),"GOOD FT by GERALD,DUSTIN",Centre 66-75 (+9),,"GOOD FT by GERALD,DUSTIN",3
00:28,,66,,76 (+10),"GOOD FT by GERALD,DUSTIN",Centre 66-76 (+10),,"GOOD FT by GERALD,DUSTIN",3
00:28,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",3
00:28,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",3
00:22,"MISS 3PTR by THOMPSON,ETHAN",,,,,,,"MISS 3PTR by THOMPSON,ETHAN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:12,"MISS JUMPER by HARRISON,LANDON",,,,,,,"MISS JUMPER by HARRISON,LANDON",3
--,"REBOUND OFF by GALBREATH,MAKYGH",,,,,,,"REBOUND OFF by GALBREATH,MAKYGH",3
00:08,"MISS 3PTR by THOMPSON,ETHAN",,,,,,,"MISS 3PTR by THOMPSON,ETHAN",3
--,"REBOUND OFF by HARRISON,LANDON",,,,,,,"REBOUND OFF by HARRISON,LANDON",3
00:07,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",3
00:07,"MISS FT by HARRISON,LANDON",,,,,,,"MISS FT by HARRISON,LANDON",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:07,"GOOD FT by HARRISON,LANDON",67,,76 (+9),,WESTMO 67-76 (+9),,"GOOD FT by HARRISON,LANDON",3
