Time Remaining,Transy,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:20,"GOOD JUMPER by LARIMORE,ZACH(in the paint)",36,,39 (+3),,Transy 36-39 (+3),,"GOOD JUMPER by LARIMORE,ZACH(in the paint)",2
17:09,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND OFF by RING,NOAH",,,"REBOUND OFF by RING,NOAH",2
17:04,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
17:04,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by CROMWELL,BRANDON",,,,,,,"REBOUND DEF by CROMWELL,BRANDON",2
17:03,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
17:03,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
16:57,"MISS JUMPER by LARIMORE,ZACH(in the paint)",,,,,,,"MISS JUMPER by LARIMORE,ZACH(in the paint)",2
--,"REBOUND OFF by LARIMORE,ZACH",,,,,,,"REBOUND OFF by LARIMORE,ZACH",2
16:53,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",38,,39 (+1),,Transy 38-39 (+1),,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",2
16:30,"FOUL  by LARIMORE,ZACH",,,,,,,"FOUL  by LARIMORE,ZACH",2
16:28,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
16:28,"BLOCK  by PENN,HUNTER",,,,,,,"BLOCK  by PENN,HUNTER",2
--,"REBOUND DEF by PENN,HUNTER",,,,,,,"REBOUND DEF by PENN,HUNTER",2
16:12,"TURNOVER  by PENN,HUNTER",,,,,,,"TURNOVER  by PENN,HUNTER",2
16:12,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
16:12,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
16:12,"STEAL  by CROMWELL,BRANDON",,,,,,,"STEAL  by CROMWELL,BRANDON",2
16:12,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
16:12,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
16:12,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
16:12,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
16:12,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
16:12,"MISS 3PTR by CROMWELL,BRANDON",,,,,,,"MISS 3PTR by CROMWELL,BRANDON",2
--,"REBOUND OFF by PENN,HUNTER",,,,,,,"REBOUND OFF by PENN,HUNTER",2
15:52,"MISS JUMPER by LARIMORE,ZACH",,,,,,,"MISS JUMPER by LARIMORE,ZACH",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
15:37,"FOUL  by NAPIER,COLBY",,,,,,,"FOUL  by NAPIER,COLBY",2
15:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:33,"SUB OUT by CROMWELL,BRANDON",,,,,,,"SUB OUT by CROMWELL,BRANDON",2
15:33,"SUB IN by HUDSON,ETHAN",,,,,,,"SUB IN by HUDSON,ETHAN",2
15:21,,38,,41 (+3),"GOOD JUMPER by WILSON,DREW",Centre 38-41 (+3),,"GOOD JUMPER by WILSON,DREW",2
15:11,"MISS 3PTR by HUDSON,ETHAN",,,,,,,"MISS 3PTR by HUDSON,ETHAN",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
14:54,"FOUL  by PENN,HUNTER",,,,,,,"FOUL  by PENN,HUNTER",2
14:54,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:54,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
14:54,,,,,"SUB IN by BANKS,JAXSON",,,"SUB IN by BANKS,JAXSON",2
14:54,"SUB OUT by PENN,HUNTER",,,,,,,"SUB OUT by PENN,HUNTER",2
14:54,"SUB IN by SCHROEDER,LUKE",,,,,,,"SUB IN by SCHROEDER,LUKE",2
14:54,,38,,42 (+4),"GOOD FT by SMITH,RJ",Centre 38-42 (+4),,"GOOD FT by SMITH,RJ",2
14:41,"MISS 3PTR by NAPIER,COLBY",,,,,,,"MISS 3PTR by NAPIER,COLBY",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
14:32,,,,,"MISS 3PTR by BANKS,JAXSON",,,"MISS 3PTR by BANKS,JAXSON",2
--,"REBOUND DEF by PATTON,JACK",,,,,,,"REBOUND DEF by PATTON,JACK",2
14:23,"GOOD JUMPER by PATTON,JACK(fastbreak)(in the paint)",40,,42 (+2),,Transy 40-42 (+2),,"GOOD JUMPER by PATTON,JACK(fastbreak)(in the paint)",2
14:08,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:02,"SUB OUT by NAPIER,COLBY",,,,,,,"SUB OUT by NAPIER,COLBY",2
14:02,"SUB IN by CROMWELL,BRANDON",,,,,,,"SUB IN by CROMWELL,BRANDON",2
13:59,"GOOD LAYUP by SCHROEDER,LUKE(in the paint)",42,,42,,Transy 42-42 (0),,"GOOD LAYUP by SCHROEDER,LUKE(in the paint)",2
--,"ASSIST  by PATTON,JACK",,,,,,,"ASSIST  by PATTON,JACK",2
13:48,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
13:48,"STEAL  by PATTON,JACK",,,,,,,"STEAL  by PATTON,JACK",2
13:40,"MISS LAYUP by PATTON,JACK(in the paint)",,,,,,,"MISS LAYUP by PATTON,JACK(in the paint)",2
13:40,,,,,"BLOCK  by RING,NOAH",,,"BLOCK  by RING,NOAH",2
--,"REBOUND OFF by LARIMORE,ZACH",,,,,,,"REBOUND OFF by LARIMORE,ZACH",2
13:29,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",44 (+2),,42,,Transy 44-42 (-2),,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",2
13:19,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND OFF by BANKS,JAXSON",,,"REBOUND OFF by BANKS,JAXSON",2
13:14,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",2
13:14,,44 (+1),,43,"GOOD FT by WILSON,DREW",Centre 44-43 (-1),,"GOOD FT by WILSON,DREW",2
13:14,,44,,44,"GOOD FT by WILSON,DREW",Centre 44-44 (0),,"GOOD FT by WILSON,DREW",2
13:02,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
13:02,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
12:53,"MISS 3PTR by HUDSON,ETHAN",,,,,,,"MISS 3PTR by HUDSON,ETHAN",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
12:34,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
12:34,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
12:24,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",2
12:13,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by CROMWELL,BRANDON",,,,,,,"REBOUND DEF by CROMWELL,BRANDON",2
12:03,"MISS LAYUP by CROMWELL,BRANDON(in the paint)",,,,,,,"MISS LAYUP by CROMWELL,BRANDON(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:44,,44,,47 (+3),"GOOD 3PTR by RING,NOAH",Centre 44-47 (+3),,"GOOD 3PTR by RING,NOAH",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
11:22,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
11:22,"GOOD FT by SCHROEDER,LUKE",45,,47 (+2),,Transy 45-47 (+2),,"GOOD FT by SCHROEDER,LUKE",2
11:22,"GOOD FT by SCHROEDER,LUKE",46,,47 (+1),,Transy 46-47 (+1),,"GOOD FT by SCHROEDER,LUKE",2
11:22,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
11:22,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
11:22,"SUB OUT by PATTON,JACK",,,,,,,"SUB OUT by PATTON,JACK",2
11:22,"SUB OUT by HUDSON,ETHAN",,,,,,,"SUB OUT by HUDSON,ETHAN",2
11:22,"SUB OUT by SCHROEDER,LUKE",,,,,,,"SUB OUT by SCHROEDER,LUKE",2
11:22,"SUB IN by TEAGUE,MATTHEW",,,,,,,"SUB IN by TEAGUE,MATTHEW",2
11:22,"SUB IN by NAPIER,COLBY",,,,,,,"SUB IN by NAPIER,COLBY",2
11:22,"SUB IN by PENN,HUNTER",,,,,,,"SUB IN by PENN,HUNTER",2
11:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:07,,46,,49 (+3),"GOOD JUMPER by SMITH,RJ",Centre 46-49 (+3),,"GOOD JUMPER by SMITH,RJ",2
10:38,"MISS JUMPER by LARIMORE,ZACH",,,,,,,"MISS JUMPER by LARIMORE,ZACH",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
10:10,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:57,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
09:57,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
09:52,"MISS JUMPER by LARIMORE,ZACH",,,,,,,"MISS JUMPER by LARIMORE,ZACH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:31,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by PENN,HUNTER",,,,,,,"REBOUND DEF by PENN,HUNTER",2
09:22,"MISS 3PTR by LARIMORE,ZACH",,,,,,,"MISS 3PTR by LARIMORE,ZACH",2
--,"REBOUND OFF by CROMWELL,BRANDON",,,,,,,"REBOUND OFF by CROMWELL,BRANDON",2
09:12,"TURNOVER  by LARIMORE,ZACH",,,,,,,"TURNOVER  by LARIMORE,ZACH",2
09:12,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
09:12,"FOUL  by PENN,HUNTER",,,,,,,"FOUL  by PENN,HUNTER",2
09:12,,,,,"MISS FT by MOORE,CHEZ(fastbreak)",,,"MISS FT by MOORE,CHEZ(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:12,,,,,"MISS FT by MOORE,CHEZ(fastbreak)",,,"MISS FT by MOORE,CHEZ(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:03,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by PENN,HUNTER",,,,,,,"REBOUND DEF by PENN,HUNTER",2
08:55,"GOOD JUMPER by NAPIER,COLBY",48,,49 (+1),,Transy 48-49 (+1),,"GOOD JUMPER by NAPIER,COLBY",2
08:25,,48,,51 (+3),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 48-51 (+3),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
08:16,"FOUL  by LARIMORE,ZACH",,,,,,,"FOUL  by LARIMORE,ZACH",2
08:16,"TURNOVER  by LARIMORE,ZACH",,,,,,,"TURNOVER  by LARIMORE,ZACH",2
08:16,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
08:16,,,,,"SUB OUT by BANKS,JAXSON",,,"SUB OUT by BANKS,JAXSON",2
08:16,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
08:16,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
07:45,,48,,53 (+5),"GOOD JUMPER by GERALD,DUSTIN",Centre 48-53 (+5),,"GOOD JUMPER by GERALD,DUSTIN",2
07:26,"MISS JUMPER by PENN,HUNTER",,,,,,,"MISS JUMPER by PENN,HUNTER",2
07:26,,,,,"BLOCK  by SMITH,RJ",,,"BLOCK  by SMITH,RJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:16,"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",50,,53 (+3),,Transy 50-53 (+3),,"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",2
--,"ASSIST  by NAPIER,COLBY",,,,,,,"ASSIST  by NAPIER,COLBY",2
06:54,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",2
--,"REBOUND DEF by LARIMORE,ZACH",,,,,,,"REBOUND DEF by LARIMORE,ZACH",2
06:28,"MISS JUMPER by CROMWELL,BRANDON(in the paint)",,,,,,,"MISS JUMPER by CROMWELL,BRANDON(in the paint)",2
--,"REBOUND OFF by PENN,HUNTER",,,,,,,"REBOUND OFF by PENN,HUNTER",2
06:17,"MISS 3PTR by NAPIER,COLBY",,,,,,,"MISS 3PTR by NAPIER,COLBY",2
--,"REBOUND OFF by PENN,HUNTER",,,,,,,"REBOUND OFF by PENN,HUNTER",2
06:03,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
06:03,"GOOD JUMPER by TEAGUE,MATTHEW(in the paint)",52,,53 (+1),,Transy 52-53 (+1),,"GOOD JUMPER by TEAGUE,MATTHEW(in the paint)",2
05:55,"FOUL  by NAPIER,COLBY",,,,,,,"FOUL  by NAPIER,COLBY",2
05:55,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
05:55,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
05:55,,,,,"MISS FT by MOORE,CHEZ(fastbreak)",,,"MISS FT by MOORE,CHEZ(fastbreak)",2
--,"REBOUND DEF by NAPIER,COLBY",,,,,,,"REBOUND DEF by NAPIER,COLBY",2
05:41,"TURNOVER  by NAPIER,COLBY",,,,,,,"TURNOVER  by NAPIER,COLBY",2
05:41,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
05:41,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
05:19,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",2
05:19,"BLOCK  by PENN,HUNTER",,,,,,,"BLOCK  by PENN,HUNTER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:12,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by TEAGUE,MATTHEW",,,,,,,"REBOUND DEF by TEAGUE,MATTHEW",2
04:47,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",,,,,,,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
04:25,,52,,55 (+3),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",Centre 52-55 (+3),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
04:07,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
04:03,"GOOD FT by LARIMORE,ZACH",53,,55 (+2),,Transy 53-55 (+2),,"GOOD FT by LARIMORE,ZACH",2
04:03,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
04:03,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
04:03,"GOOD FT by LARIMORE,ZACH",54,,55 (+1),,Transy 54-55 (+1),,"GOOD FT by LARIMORE,ZACH",2
04:03,"SUB OUT by CROMWELL,BRANDON",,,,,,,"SUB OUT by CROMWELL,BRANDON",2
04:03,"SUB IN by PATTON,JACK",,,,,,,"SUB IN by PATTON,JACK",2
03:37,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,"REBOUND DEF by PENN,HUNTER",,,,,,,"REBOUND DEF by PENN,HUNTER",2
03:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:26,"SUB OUT by TEAGUE,MATTHEW",,,,,,,"SUB OUT by TEAGUE,MATTHEW",2
03:26,"SUB IN by CROMWELL,BRANDON",,,,,,,"SUB IN by CROMWELL,BRANDON",2
03:22,"MISS 3PTR by NAPIER,COLBY",,,,,,,"MISS 3PTR by NAPIER,COLBY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:01,,,,,"MISS JUMPER by RING,NOAH(in the paint)",,,"MISS JUMPER by RING,NOAH(in the paint)",2
--,"REBOUND DEF by LARIMORE,ZACH",,,,,,,"REBOUND DEF by LARIMORE,ZACH",2
02:52,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",56 (+1),,55,,Transy 56-55 (-1),,"GOOD LAYUP by LARIMORE,ZACH(in the paint)",2
02:52,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
02:52,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
02:52,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
02:52,"GOOD FT by LARIMORE,ZACH",57 (+2),,55,,Transy 57-55 (-2),,"GOOD FT by LARIMORE,ZACH",2
02:30,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,"REBOUND DEF by PENN,HUNTER",,,,,,,"REBOUND DEF by PENN,HUNTER",2
01:59,"MISS 3PTR by LARIMORE,ZACH",,,,,,,"MISS 3PTR by LARIMORE,ZACH",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
01:44,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:31,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",2
01:08,"GOOD 3PTR by NAPIER,COLBY",60 (+5),,55,,Transy 60-55 (-5),,"GOOD 3PTR by NAPIER,COLBY",2
--,"ASSIST  by PATTON,JACK",,,,,,,"ASSIST  by PATTON,JACK",2
01:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:07,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
01:07,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
00:58,,60 (+2),,58,"GOOD 3PTR by GERALD,DUSTIN",Centre 60-58 (-2),,"GOOD 3PTR by GERALD,DUSTIN",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
00:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:51,"SUB OUT by PENN,HUNTER",,,,,,,"SUB OUT by PENN,HUNTER",2
00:51,"SUB IN by HUDSON,ETHAN",,,,,,,"SUB IN by HUDSON,ETHAN",2
00:31,"TURNOVER  by CROMWELL,BRANDON",,,,,,,"TURNOVER  by CROMWELL,BRANDON",2
00:31,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
00:20,,60,,61 (+1),"GOOD 3PTR by WILLIAMS,JALEN",Centre 60-61 (+1),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
00:06,"MISS 3PTR by HUDSON,ETHAN",,,,,,,"MISS 3PTR by HUDSON,ETHAN",2
--,"REBOUND OFF by LARIMORE,ZACH",,,,,,,"REBOUND OFF by LARIMORE,ZACH",2
00:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:02,"SUB OUT by HUDSON,ETHAN",,,,,,,"SUB OUT by HUDSON,ETHAN",2
00:02,"SUB IN by PENN,HUNTER",,,,,,,"SUB IN by PENN,HUNTER",2
00:01,"GOOD LAYUP by PENN,HUNTER(in the paint)",62 (+1),,61,,Transy 62-61 (-1),,"GOOD LAYUP by PENN,HUNTER(in the paint)",2
--,"ASSIST  by CROMWELL,BRANDON",,,,,,,"ASSIST  by CROMWELL,BRANDON",2
00:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:01,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
00:01,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
00:01,"SUB OUT by NAPIER,COLBY",,,,,,,"SUB OUT by NAPIER,COLBY",2
00:01,"SUB IN by SCHROEDER,LUKE",,,,,,,"SUB IN by SCHROEDER,LUKE",2
