Time Remaining,SU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:04,"SUB OUT by CAMPBELL,MAXTON",,,,,,,"SUB OUT by CAMPBELL,MAXTON",2
17:04,"SUB IN by AMANOR,TROY",,,,,,,"SUB IN by AMANOR,TROY",2
17:04,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,"REBOUND DEF by HENSON,JONATHAN",,,,,,,"REBOUND DEF by HENSON,JONATHAN",2
16:48,"MISS JUMPER by OBIDIKE,BRANDIN",,,,,,,"MISS JUMPER by OBIDIKE,BRANDIN",2
16:48,,,,,"BLOCK  by MOORE,CHEZ",,,"BLOCK  by MOORE,CHEZ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:38,"MISS JUMPER by STEWART,CHRISTIAN",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
16:20,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
16:20,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:20,"SUB OUT by HENSON,JONATHAN",,,,,,,"SUB OUT by HENSON,JONATHAN",2
16:20,"SUB IN by JOHNSON,JACOBY",,,,,,,"SUB IN by JOHNSON,JACOBY",2
16:20,,34,,41 (+7),"GOOD FT by MOORE,CHEZ",Centre 34-41 (+7),,"GOOD FT by MOORE,CHEZ",2
15:56,"GOOD JUMPER by JOHNSON,JACOBY(in the paint)",36,,41 (+5),,SU 36-41 (+5),,"GOOD JUMPER by JOHNSON,JACOBY(in the paint)",2
15:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:32,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
15:32,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
15:19,,36,,43 (+7),"GOOD JUMPER by GERALD,DUSTIN(in the paint)",Centre 36-43 (+7),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
15:04,"TURNOVER  by OBIDIKE,BRANDIN",,,,,,,"TURNOVER  by OBIDIKE,BRANDIN",2
15:04,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
14:57,,36,,45 (+9),"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",Centre 36-45 (+9),,"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
14:46,"MISS JUMPER by MANN,TYLAN",,,,,,,"MISS JUMPER by MANN,TYLAN",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
14:40,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
14:40,"SUB OUT by MANN,TYLAN",,,,,,,"SUB OUT by MANN,TYLAN",2
14:40,"SUB OUT by OBIDIKE,BRANDIN",,,,,,,"SUB OUT by OBIDIKE,BRANDIN",2
14:40,"SUB IN by LOCKARD,ISAIAH",,,,,,,"SUB IN by LOCKARD,ISAIAH",2
14:40,"SUB IN by CHATMAN,PARKER",,,,,,,"SUB IN by CHATMAN,PARKER",2
14:25,"MISS JUMPER by JOHNSON,JACOBY(in the paint)",,,,,,,"MISS JUMPER by JOHNSON,JACOBY(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
14:12,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND DEF by AMANOR,TROY",,,,,,,"REBOUND DEF by AMANOR,TROY",2
13:50,"GOOD JUMPER by AMANOR,TROY(in the paint)",38,,45 (+7),,SU 38-45 (+7),,"GOOD JUMPER by AMANOR,TROY(in the paint)",2
--,"ASSIST  by JOHNSON,JACOBY",,,,,,,"ASSIST  by JOHNSON,JACOBY",2
13:24,,38,,48 (+10),"GOOD 3PTR by SMITH,RJ",Centre 38-48 (+10),,"GOOD 3PTR by SMITH,RJ",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
12:58,"MISS 3PTR by CHATMAN,PARKER",,,,,,,"MISS 3PTR by CHATMAN,PARKER",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
12:50,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND OFF by WILSON,DREW",,,"REBOUND OFF by WILSON,DREW",2
12:44,,38,,50 (+12),"GOOD JUMPER by GERALD,DUSTIN",Centre 38-50 (+12),,"GOOD JUMPER by GERALD,DUSTIN",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
12:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:39,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
12:39,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
12:39,,,,,"SUB IN by WELLMAN,JARED",,,"SUB IN by WELLMAN,JARED",2
12:39,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
12:33,"TURNOVER  by AMANOR,TROY",,,,,,,"TURNOVER  by AMANOR,TROY",2
12:33,,,,,"STEAL  by SMITH,RJ",,,"STEAL  by SMITH,RJ",2
12:29,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
12:29,"BLOCK  by LOCKARD,ISAIAH",,,,,,,"BLOCK  by LOCKARD,ISAIAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:18,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
12:18,"STEAL  by JOHNSON,JACOBY",,,,,,,"STEAL  by JOHNSON,JACOBY",2
12:12,"TURNOVER  by LOCKARD,ISAIAH",,,,,,,"TURNOVER  by LOCKARD,ISAIAH",2
12:12,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
12:06,,38,,52 (+14),"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",Centre 38-52 (+14),,"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",2
11:55,"GOOD LAYUP by AMANOR,TROY(in the paint)",40,,52 (+12),,SU 40-52 (+12),,"GOOD LAYUP by AMANOR,TROY(in the paint)",2
--,"ASSIST  by JOHNSON,JACOBY",,,,,,,"ASSIST  by JOHNSON,JACOBY",2
11:33,,,,,"MISS 3PTR by WELLMAN,JARED",,,"MISS 3PTR by WELLMAN,JARED",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
11:21,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,"REBOUND OFF by LOCKARD,ISAIAH",,,,,,,"REBOUND OFF by LOCKARD,ISAIAH",2
11:15,"MISS JUMPER by LOCKARD,ISAIAH",,,,,,,"MISS JUMPER by LOCKARD,ISAIAH",2
--,"REBOUND OFF by LOCKARD,ISAIAH",,,,,,,"REBOUND OFF by LOCKARD,ISAIAH",2
11:07,"MISS JUMPER by AMANOR,TROY",,,,,,,"MISS JUMPER by AMANOR,TROY",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
10:58,"FOUL  by AMANOR,TROY",,,,,,,"FOUL  by AMANOR,TROY",2
10:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:58,"SUB OUT by CHATMAN,PARKER",,,,,,,"SUB OUT by CHATMAN,PARKER",2
10:58,"SUB OUT by AMANOR,TROY",,,,,,,"SUB OUT by AMANOR,TROY",2
10:58,"SUB IN by MANN,TYLAN",,,,,,,"SUB IN by MANN,TYLAN",2
10:58,"SUB IN by CAMPBELL,MAXTON",,,,,,,"SUB IN by CAMPBELL,MAXTON",2
10:58,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:58,,40,,53 (+13),"GOOD FT by SMITH,RJ",Centre 40-53 (+13),,"GOOD FT by SMITH,RJ",2
10:51,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
10:33,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by CAMPBELL,MAXTON",,,,,,,"REBOUND OFF by CAMPBELL,MAXTON",2
10:28,"MISS JUMPER by CAMPBELL,MAXTON(in the paint)",,,,,,,"MISS JUMPER by CAMPBELL,MAXTON(in the paint)",2
--,"REBOUND OFF by LOCKARD,ISAIAH",,,,,,,"REBOUND OFF by LOCKARD,ISAIAH",2
10:28,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
10:28,"MISS FT by LOCKARD,ISAIAH",,,,,,,"MISS FT by LOCKARD,ISAIAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:28,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
10:28,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
10:28,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
10:28,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
10:28,"GOOD FT by LOCKARD,ISAIAH",41,,53 (+12),,SU 41-53 (+12),,"GOOD FT by LOCKARD,ISAIAH",2
10:07,,41,,56 (+15),"GOOD 3PTR by WILLIAMS,JALEN",Centre 41-56 (+15),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
09:53,"GOOD JUMPER by LOCKARD,ISAIAH(in the paint)",43,,56 (+13),,SU 43-56 (+13),,"GOOD JUMPER by LOCKARD,ISAIAH(in the paint)",2
09:40,"FOUL  by MANN,TYLAN",,,,,,,"FOUL  by MANN,TYLAN",2
09:40,,43,,57 (+14),"GOOD FT by SMITH,RJ",Centre 43-57 (+14),,"GOOD FT by SMITH,RJ",2
09:40,,,,,"SUB OUT by WELLMAN,JARED",,,"SUB OUT by WELLMAN,JARED",2
09:40,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
09:40,,43,,58 (+15),"GOOD FT by SMITH,RJ",Centre 43-58 (+15),,"GOOD FT by SMITH,RJ",2
09:29,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
09:29,"GOOD FT by STEWART,CHRISTIAN",44,,58 (+14),,SU 44-58 (+14),,"GOOD FT by STEWART,CHRISTIAN",2
09:29,"GOOD FT by STEWART,CHRISTIAN",45,,58 (+13),,SU 45-58 (+13),,"GOOD FT by STEWART,CHRISTIAN",2
09:20,,45,,60 (+15),"GOOD JUMPER by RING,NOAH(in the paint)",Centre 45-60 (+15),,"GOOD JUMPER by RING,NOAH(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
09:01,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
08:57,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
08:49,"TURNOVER  by JOHNSON,JACOBY",,,,,,,"TURNOVER  by JOHNSON,JACOBY",2
08:35,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",2
08:35,"STEAL  by LOCKARD,ISAIAH",,,,,,,"STEAL  by LOCKARD,ISAIAH",2
08:35,"GOOD LAYUP by MANN,TYLAN(in the paint)",47,,60 (+13),,SU 47-60 (+13),,"GOOD LAYUP by MANN,TYLAN(in the paint)",2
08:35,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
08:35,,,,,"MISS FT by BAUGHMAN,CARTER",,,"MISS FT by BAUGHMAN,CARTER",2
--,"REBOUND DEF by CAMPBELL,MAXTON",,,,,,,"REBOUND DEF by CAMPBELL,MAXTON",2
08:17,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
08:17,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
08:17,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
08:03,"MISS 3PTR by JOHNSON,JACOBY",,,,,,,"MISS 3PTR by JOHNSON,JACOBY",2
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",2
07:48,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by CAMPBELL,MAXTON",,,,,,,"REBOUND DEF by CAMPBELL,MAXTON",2
07:34,"TURNOVER  by LOCKARD,ISAIAH",,,,,,,"TURNOVER  by LOCKARD,ISAIAH",2
07:34,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
07:29,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
07:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:27,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
07:27,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
07:17,"MISS 3PTR by LOCKARD,ISAIAH",,,,,,,"MISS 3PTR by LOCKARD,ISAIAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:56,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
06:52,,47,,62 (+15),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",Centre 47-62 (+15),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
06:36,"MISS 3PTR by LOCKARD,ISAIAH",,,,,,,"MISS 3PTR by LOCKARD,ISAIAH",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
06:26,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
06:26,"GOOD FT by MANN,TYLAN",48,,62 (+14),,SU 48-62 (+14),,"GOOD FT by MANN,TYLAN",2
06:26,"SUB OUT by LOCKARD,ISAIAH",,,,,,,"SUB OUT by LOCKARD,ISAIAH",2
06:26,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
06:26,"SUB IN by WERAPORASU,DINO",,,,,,,"SUB IN by WERAPORASU,DINO",2
06:26,"SUB IN by AMANOR,TROY",,,,,,,"SUB IN by AMANOR,TROY",2
06:26,"SUB OUT by JOHNSON,JACOBY",,,,,,,"SUB OUT by JOHNSON,JACOBY",2
06:26,"GOOD FT by MANN,TYLAN",49,,62 (+13),,SU 49-62 (+13),,"GOOD FT by MANN,TYLAN",2
06:26,"SUB IN by JEFFERSON,DANIEL",,,,,,,"SUB IN by JEFFERSON,DANIEL",2
06:06,,49,,64 (+15),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 49-64 (+15),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
05:50,"MISS 3PTR by WERAPORASU,DINO",,,,,,,"MISS 3PTR by WERAPORASU,DINO",2
--,"REBOUND OFF by CAMPBELL,MAXTON",,,,,,,"REBOUND OFF by CAMPBELL,MAXTON",2
05:45,"MISS 3PTR by JEFFERSON,DANIEL",,,,,,,"MISS 3PTR by JEFFERSON,DANIEL",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
05:24,,49,,66 (+17),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 49-66 (+17),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
05:13,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
05:13,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
05:13,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
05:13,"SUB OUT by AMANOR,TROY",,,,,,,"SUB OUT by AMANOR,TROY",2
05:13,"MISS FT by MANN,TYLAN",,,,,,,"MISS FT by MANN,TYLAN",2
05:13,"SUB IN by TOLIVER,TEFRELL",,,,,,,"SUB IN by TOLIVER,TEFRELL",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
05:07,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by MANN,TYLAN",,,,,,,"REBOUND DEF by MANN,TYLAN",2
04:58,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
04:58,"MISS FT by CAMPBELL,MAXTON",,,,,,,"MISS FT by CAMPBELL,MAXTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:58,"GOOD FT by CAMPBELL,MAXTON",50,,66 (+16),,SU 50-66 (+16),,"GOOD FT by CAMPBELL,MAXTON",2
04:30,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
04:16,"MISS LAYUP by MANN,TYLAN(in the paint)",,,,,,,"MISS LAYUP by MANN,TYLAN(in the paint)",2
--,"REBOUND OFF by MANN,TYLAN",,,,,,,"REBOUND OFF by MANN,TYLAN",2
04:10,"GOOD LAYUP by MANN,TYLAN(in the paint)",52,,66 (+14),,SU 52-66 (+14),,"GOOD LAYUP by MANN,TYLAN(in the paint)",2
03:47,,52,,69 (+17),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 52-69 (+17),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
03:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:45,"SUB OUT by MANN,TYLAN",,,,,,,"SUB OUT by MANN,TYLAN",2
03:45,"SUB IN by PORRA,JOEL",,,,,,,"SUB IN by PORRA,JOEL",2
03:36,"MISS 3PTR by PORRA,JOEL",,,,,,,"MISS 3PTR by PORRA,JOEL",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
03:06,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
02:33,"MISS 3PTR by PORRA,JOEL",,,,,,,"MISS 3PTR by PORRA,JOEL",2
--,"REBOUND OFF by WERAPORASU,DINO",,,,,,,"REBOUND OFF by WERAPORASU,DINO",2
02:22,"MISS JUMPER by JEFFERSON,DANIEL(in the paint)",,,,,,,"MISS JUMPER by JEFFERSON,DANIEL(in the paint)",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
01:51,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
01:51,"FOUL  by TOLIVER,TEFRELL",,,,,,,"FOUL  by TOLIVER,TEFRELL",2
01:51,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
01:51,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
01:51,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
01:51,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
01:51,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",2
01:51,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
01:51,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
01:51,,,,,"SUB IN by BLAIR,ANDY",,,"SUB IN by BLAIR,ANDY",2
01:51,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,"REBOUND DEF by TOLIVER,TEFRELL",,,,,,,"REBOUND DEF by TOLIVER,TEFRELL",2
01:37,"TURNOVER  by WERAPORASU,DINO",,,,,,,"TURNOVER  by WERAPORASU,DINO",2
01:37,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
01:33,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
01:33,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",2
01:33,"SUB OUT by WERAPORASU,DINO",,,,,,,"SUB OUT by WERAPORASU,DINO",2
01:33,"SUB OUT by JEFFERSON,DANIEL",,,,,,,"SUB OUT by JEFFERSON,DANIEL",2
01:33,"SUB IN by ROSS,STEVEN",,,,,,,"SUB IN by ROSS,STEVEN",2
01:33,"SUB IN by JACKSON,BRADEN",,,,,,,"SUB IN by JACKSON,BRADEN",2
01:33,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,BLAKE",,,"REBOUND OFF by STEWART,BLAKE",2
01:25,,,,,"MISS 3PTR by STEWART,BLAKE",,,"MISS 3PTR by STEWART,BLAKE",2
--,"REBOUND DEF by ROSS,STEVEN",,,,,,,"REBOUND DEF by ROSS,STEVEN",2
01:13,"MISS 3PTR by ROSS,STEVEN",,,,,,,"MISS 3PTR by ROSS,STEVEN",2
--,,,,,"REBOUND DEF by WOOLDRIDGE,CARSON",,,"REBOUND DEF by WOOLDRIDGE,CARSON",2
00:52,,52,,72 (+20),"GOOD 3PTR by BUSH,TYLER",Centre 52-72 (+20),,"GOOD 3PTR by BUSH,TYLER",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
00:21,"MISS 3PTR by JACKSON,BRADEN",,,,,,,"MISS 3PTR by JACKSON,BRADEN",2
--,,,,,"REBOUND DEF by STEWART,BLAKE",,,"REBOUND DEF by STEWART,BLAKE",2
