Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
03:25,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
03:21,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
03:21,,49,,51 (+2),"GOOD FT by BAEHL,BRIAN",ACM 49-51 (-2),,"GOOD FT by BAEHL,BRIAN",2
03:21,,,,,"MISS FT by BAEHL,BRIAN",,,"MISS FT by BAEHL,BRIAN",2
--,,,,,"REBOUND OFF by BAEHL,BRIAN",,,"REBOUND OFF by BAEHL,BRIAN",2
03:21,,,,,"SUB IN by MEYERS,CODY",,,"SUB IN by MEYERS,CODY",2
03:21,,,,,"SUB OUT by WADE,JUSTIN",,,"SUB OUT by WADE,JUSTIN",2
03:10,,49,,53 (+4),"GOOD JUMPER by DICKERMAN,JOSH(in the paint)",ACM 49-53 (-4),,"GOOD JUMPER by DICKERMAN,JOSH(in the paint)",2
02:58,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
02:58,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
02:33,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,"REBOUND OFF by MEYERS,CODY",,,"REBOUND OFF by MEYERS,CODY",2
02:30,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
02:29,,,,,"MISS 3PTR by MEYERS,CODY",,,"MISS 3PTR by MEYERS,CODY",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
02:14,,,,,"FOUL  by DICKERMAN,JOSH",,,"FOUL  by DICKERMAN,JOSH",2
02:14,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:14,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",2
02:14,,,,,"SUB IN by RIVERA,ANDRES",,,"SUB IN by RIVERA,ANDRES",2
02:14,,,,,"SUB OUT by DICKERMAN,JOSH",,,"SUB OUT by DICKERMAN,JOSH",2
02:09,,,,,"TURNOVER  by HUDSON,CEDRIC",,,"TURNOVER  by HUDSON,CEDRIC",2
02:09,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
02:09,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
02:09,,,,,"SUB IN by ESSIEN,CHRIS",,,"SUB IN by ESSIEN,CHRIS",2
02:09,,,,,"SUB OUT by RIVERA,ANDRES",,,"SUB OUT by RIVERA,ANDRES",2
01:53,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
01:53,,,,,"SUB IN by WADE,JUSTIN",,,"SUB IN by WADE,JUSTIN",2
01:53,,,,,"SUB OUT by ESSIEN,CHRIS",,,"SUB OUT by ESSIEN,CHRIS",2
01:30,,49,,55 (+6),"GOOD JUMPER by BAEHL,BRIAN(in the paint)",ACM 49-55 (-6),,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",2
--,,,,,"ASSIST ASSIST by MEYERS,CODY",,,"ASSIST ASSIST by MEYERS,CODY",2
01:20,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:10,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",2
01:10,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
01:10,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
01:10,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
00:49,,,,,"TURNOVER  by WADE,JUSTIN",,,"TURNOVER  by WADE,JUSTIN",2
00:49,"STEAL  by BATCHELOR,BRYCE",,,,,,,"STEAL  by BATCHELOR,BRYCE",2
00:44,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by BARRETT,JORDAN",,,,,,,"REBOUND OFF by BARRETT,JORDAN",2
00:39,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",51,,55 (+4),,HC 51-55 (-4),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
00:38,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:38,,,,,"SUB IN by SWISHER,JEREMY",,,"SUB IN by SWISHER,JEREMY",2
00:38,,,,,"SUB OUT by WADE,JUSTIN",,,"SUB OUT by WADE,JUSTIN",2
00:28,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
00:28,,51,,56 (+5),"GOOD FT by BAEHL,BRIAN",ACM 51-56 (-5),,"GOOD FT by BAEHL,BRIAN",2
00:28,,51,,57 (+6),"GOOD FT by BAEHL,BRIAN",ACM 51-57 (-6),,"GOOD FT by BAEHL,BRIAN",2
00:28,,,,,"SUB IN by ESSIEN,CHRIS",,,"SUB IN by ESSIEN,CHRIS",2
00:28,,,,,"SUB OUT by SWISHER,JEREMY",,,"SUB OUT by SWISHER,JEREMY",2
00:27,"GOOD LAYUP by SMITH,PRESTON(in the paint)",53,,57 (+4),,HC 53-57 (-4),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
00:26,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:22,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
00:22,,53,,58 (+5),"GOOD FT by HUDSON,CEDRIC",ACM 53-58 (-5),,"GOOD FT by HUDSON,CEDRIC",2
00:22,,53,,59 (+6),"GOOD FT by HUDSON,CEDRIC",ACM 53-59 (-6),,"GOOD FT by HUDSON,CEDRIC",2
00:17,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
00:17,,,,,"BLOCK  by BAEHL,BRIAN",,,"BLOCK  by BAEHL,BRIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:15,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
00:12,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
00:12,,,,,"BLOCK  by FREET,AUSTIN",,,"BLOCK  by FREET,AUSTIN",2
--,,,,,"REBOUND DEF by MEYERS,CODY",,,"REBOUND DEF by MEYERS,CODY",2
00:10,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:10,,53,,60 (+7),"GOOD FT by MEYERS,CODY",ACM 53-60 (-7),,"GOOD FT by MEYERS,CODY",2
00:10,,,,,"MISS FT by MEYERS,CODY",,,"MISS FT by MEYERS,CODY",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
00:05,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by ESSIEN,CHRIS",,,"REBOUND DEF by ESSIEN,CHRIS",2
00:02,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
00:02,,53,,61 (+8),"GOOD FT by ESSIEN,CHRIS",ACM 53-61 (-8),,"GOOD FT by ESSIEN,CHRIS",2
00:02,,53,,62 (+9),"GOOD FT by ESSIEN,CHRIS",ACM 53-62 (-9),,"GOOD FT by ESSIEN,CHRIS",2
00:02,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",2
00:02,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
00:01,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
