Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
00:07,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",1
00:04,"GOOD LAYUP by MCCLOUD,LEE(fastbreak)(in the paint)",40 (+4),,36,,BCM 40-36 (-4),,"GOOD LAYUP by MCCLOUD,LEE(fastbreak)(in the paint)",1
00:04,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",1
00:04,"GOOD FT by MCCLOUD,LEE",41 (+5),,36,,BCM 41-36 (-5),,"GOOD FT by MCCLOUD,LEE",1
00:01,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",1
00:01,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",1
--,,,,,"REBOUND OFF by SMITH,PRESTON",,,"REBOUND OFF by SMITH,PRESTON",1
19:51,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
19:29,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",43 (+7),,36,,BCM 43-36 (-7),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
19:12,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
19:10,,43 (+5),,38,"GOOD JUMPER by NIKOLOVSKI,DREW",HC 43-38 (-5),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
18:52,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
18:39,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
18:21,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",45 (+7),,38,,BCM 45-38 (-7),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
18:01,,45 (+5),,40,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 45-40 (-5),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
17:37,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
17:37,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
17:29,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND OFF by OGLE,JOHN",,,"REBOUND OFF by OGLE,JOHN",2
17:24,,45 (+3),,42,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 45-42 (-3),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
17:08,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
17:08,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:08,"GOOD FT by MCCLOUD,ALTON",46 (+4),,42,,BCM 46-42 (-4),,"GOOD FT by MCCLOUD,ALTON",2
17:08,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
17:08,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
16:53,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
16:41,"GOOD 3PTR by MCCLOUD,ALTON",49 (+7),,42,,BCM 49-42 (-7),,"GOOD 3PTR by MCCLOUD,ALTON",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
16:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:13,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
16:10,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
16:01,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
15:46,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
15:46,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
15:26,,49 (+4),,45,"GOOD 3PTR by BATCHELOR,BRYCE",HC 49-45 (-4),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
15:12,"GOOD 3PTR by SCHERRMAN,BLAKE",52 (+7),,45,,BCM 52-45 (-7),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
14:53,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
14:53,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
14:53,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
14:53,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
14:53,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
14:53,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",2
14:53,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
14:50,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by NOTLEY,CHANDLER",,,"REBOUND OFF by NOTLEY,CHANDLER",2
14:34,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
14:26,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
14:26,"GOOD FT by MCCLOUD,LEE",53 (+8),,45,,BCM 53-45 (-8),,"GOOD FT by MCCLOUD,LEE",2
14:26,"GOOD FT by MCCLOUD,LEE",54 (+9),,45,,BCM 54-45 (-9),,"GOOD FT by MCCLOUD,LEE",2
14:26,,,,,"SUB IN by BRADY,RYAN",,,"SUB IN by BRADY,RYAN",2
14:26,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
14:26,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
14:26,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
14:13,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by NOTLEY,CHANDLER",,,"REBOUND OFF by NOTLEY,CHANDLER",2
14:09,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
14:09,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
14:01,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",2
13:59,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
13:46,,54 (+6),,48,"GOOD 3PTR by BATCHELOR,BRYCE",HC 54-48 (-6),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
13:26,"GOOD LAYUP by SPALDING,TANNER(in the paint)",56 (+8),,48,,BCM 56-48 (-8),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by SCHERRMAN,BLAKE",,,,,,,"ASSIST  by SCHERRMAN,BLAKE",2
13:00,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",2
12:47,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
12:47,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
12:47,,56 (+7),,49,"GOOD FT by NOTLEY,CHANDLER",HC 56-49 (-7),,"GOOD FT by NOTLEY,CHANDLER",2
12:47,,56 (+6),,50,"GOOD FT by NOTLEY,CHANDLER",HC 56-50 (-6),,"GOOD FT by NOTLEY,CHANDLER",2
12:47,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
12:47,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
12:47,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
12:47,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
12:47,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
12:47,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
12:47,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
12:47,,,,,"SUB OUT by BRADY,RYAN",,,"SUB OUT by BRADY,RYAN",2
12:43,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
12:40,,,,,"STEAL  by BRADY,RYAN",,,"STEAL  by BRADY,RYAN",2
12:22,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by KORN,LUKAS",,,,,,,"REBOUND DEF by KORN,LUKAS",2
12:05,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
12:05,"GOOD FT by KORN,LUKAS",57 (+7),,50,,BCM 57-50 (-7),,"GOOD FT by KORN,LUKAS",2
12:05,"GOOD FT by KORN,LUKAS",58 (+8),,50,,BCM 58-50 (-8),,"GOOD FT by KORN,LUKAS",2
12:05,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
12:05,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
12:05,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
12:05,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
11:36,,58 (+6),,52,"GOOD JUMPER by BRADY,RYAN",HC 58-52 (-6),,"GOOD JUMPER by BRADY,RYAN",2
11:15,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
11:15,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:15,"GOOD FT by JACOBS,OWEN",59 (+7),,52,,BCM 59-52 (-7),,"GOOD FT by JACOBS,OWEN",2
11:15,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
11:15,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",2
11:00,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
10:55,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
10:55,"BLOCK  by KORN,LUKAS",,,,,,,"BLOCK  by KORN,LUKAS",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
10:35,"GOOD JUMPER by KORN,LUKAS(in the paint)",61 (+9),,52,,BCM 61-52 (-9),,"GOOD JUMPER by KORN,LUKAS(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
10:13,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
10:03,"MISS JUMPER by KORN,LUKAS",,,,,,,"MISS JUMPER by KORN,LUKAS",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
09:57,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
09:57,,,,,"MISS FT by BRADY,RYAN",,,"MISS FT by BRADY,RYAN",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
09:57,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
09:57,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
09:55,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
09:42,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by KORN,LUKAS",,,,,,,"REBOUND OFF by KORN,LUKAS",2
09:33,"TURNOVER  by KORN,LUKAS",,,,,,,"TURNOVER  by KORN,LUKAS",2
09:33,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
09:14,,,,,"TURNOVER  by BRADY,RYAN",,,"TURNOVER  by BRADY,RYAN",2
08:52,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
08:52,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:52,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
08:52,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
08:52,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
08:49,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
08:49,,,,,"BLOCK  by SMITH,PRESTON",,,"BLOCK  by SMITH,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:41,,,,,"FOUL  by BRADY,RYAN",,,"FOUL  by BRADY,RYAN",2
08:41,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
08:41,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
08:41,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
08:40,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
08:40,,,,,"MISS FT by STEELE,AARON",,,"MISS FT by STEELE,AARON",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
08:40,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
08:40,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
08:12,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
08:10,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
08:10,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
08:10,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
08:10,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
08:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:57,,61 (+6),,55,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 61-55 (-6),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",2
07:35,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
07:25,,61 (+3),,58,"GOOD 3PTR by BRADY,RYAN(fastbreak)",HC 61-58 (-3),,"GOOD 3PTR by BRADY,RYAN(fastbreak)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
07:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:04,"GOOD JUMPER by MARDER,NICK(in the paint)",63 (+5),,58,,BCM 63-58 (-5),,"GOOD JUMPER by MARDER,NICK(in the paint)",2
06:49,,,,,"MISS LAYUP by BRADY,RYAN",,,"MISS LAYUP by BRADY,RYAN",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
06:47,,,,,"FOUL  by BRADY,RYAN",,,"FOUL  by BRADY,RYAN",2
06:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:47,"GOOD FT by JOHNSON,CALEB",64 (+6),,58,,BCM 64-58 (-6),,"GOOD FT by JOHNSON,CALEB",2
06:47,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
06:47,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
06:47,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
06:27,"TURNOVER  by JACOBS,OWEN",,,,,,,"TURNOVER  by JACOBS,OWEN",2
06:11,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
05:42,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
05:42,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:42,"GOOD FT by MARDER,NICK",65 (+7),,58,,BCM 65-58 (-7),,"GOOD FT by MARDER,NICK",2
05:42,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
05:42,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
05:28,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
05:10,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
05:00,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
04:42,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
04:14,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
04:14,,,,,"BLOCK  by OGLE,JOHN",,,"BLOCK  by OGLE,JOHN",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
04:01,,65 (+5),,60,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 65-60 (-5),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
04:01,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
04:01,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
04:01,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
04:01,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
03:36,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
03:24,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
03:23,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
03:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:16,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
03:16,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
03:16,,,,,"SUB IN by BRADY,RYAN",,,"SUB IN by BRADY,RYAN",2
03:16,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
03:01,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
02:55,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
02:55,,65 (+4),,61,"GOOD FT by STEELE,AARON",HC 65-61 (-4),,"GOOD FT by STEELE,AARON",2
02:55,,,,,"MISS FT by STEELE,AARON",,,"MISS FT by STEELE,AARON",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
02:55,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
02:55,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
02:29,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
02:29,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:29,"GOOD FT by MCCLOUD,ALTON",66 (+5),,61,,BCM 66-61 (-5),,"GOOD FT by MCCLOUD,ALTON",2
02:14,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
02:14,,66 (+4),,62,"GOOD FT by BRADY,RYAN",HC 66-62 (-4),,"GOOD FT by BRADY,RYAN",2
02:14,,66 (+3),,63,"GOOD FT by BRADY,RYAN",HC 66-63 (-3),,"GOOD FT by BRADY,RYAN",2
02:14,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
02:14,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
01:55,"MISS JUMPER by MARDER,NICK",,,,,,,"MISS JUMPER by MARDER,NICK",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
01:47,,66 (+1),,65,"GOOD JUMPER by NIKOLOVSKI,DREW(fastbreak)",HC 66-65 (-1),,"GOOD JUMPER by NIKOLOVSKI,DREW(fastbreak)",2
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",2
01:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:29,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
01:29,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
01:29,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
01:20,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
01:19,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
01:18,"GOOD LAYUP by SCHERRMAN,BLAKE(fastbreak)(in the paint)",68 (+3),,65,,BCM 68-65 (-3),,"GOOD LAYUP by SCHERRMAN,BLAKE(fastbreak)(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
01:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:48,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
00:45,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
00:45,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:45,"GOOD FT by JOHNSON,CALEB",69 (+4),,65,,BCM 69-65 (-4),,"GOOD FT by JOHNSON,CALEB",2
00:45,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
00:45,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
00:36,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
00:29,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
00:29,"GOOD FT by MARDER,NICK",70 (+5),,65,,BCM 70-65 (-5),,"GOOD FT by MARDER,NICK",2
