Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,TUM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by COLLIFLOWER,MATTHEW",,,"ASSIST  by COLLIFLOWER,MATTHEW",2
02:14,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by INGRAM,JOSH",,,"REBOUND DEF by INGRAM,JOSH",2
01:53,"FOUL  by SHEPPARD,MARK",,,,,,,"FOUL  by SHEPPARD,MARK",2
01:53,,,,,"MISS FT by COLLIFLOWER,MATTHEW",,,"MISS FT by COLLIFLOWER,MATTHEW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:53,,58,,76 (+18),"GOOD FT by COLLIFLOWER,MATTHEW",TUM 58-76 (-18),,"GOOD FT by COLLIFLOWER,MATTHEW",2
01:53,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
01:53,"SUB IN by BRANSCUM,HOLDEN",,,,,,,"SUB IN by BRANSCUM,HOLDEN",2
01:53,"SUB IN by KRAMER,KORBIN",,,,,,,"SUB IN by KRAMER,KORBIN",2
01:53,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
01:53,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
01:53,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
01:53,,,,,"SUB IN by OWENS,KEVIN",,,"SUB IN by OWENS,KEVIN",2
01:53,,,,,"SUB IN by KIM,TAYLOR",,,"SUB IN by KIM,TAYLOR",2
01:53,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",2
01:53,,,,,"SUB OUT by INGRAM,JOSH",,,"SUB OUT by INGRAM,JOSH",2
01:44,"GOOD JUMPER by BAKER,BRUCE",60,,76 (+16),,HC 60-76 (-16),,"GOOD JUMPER by BAKER,BRUCE",2
--,"ASSIST  by CRISWELL,SEAN",,,,,,,"ASSIST  by CRISWELL,SEAN",2
01:29,,,,,"MISS JUMPER by ROACH,KHAMBREL",,,"MISS JUMPER by ROACH,KHAMBREL",2
--,,,,,"REBOUND OFF by ROACH,KHAMBREL",,,"REBOUND OFF by ROACH,KHAMBREL",2
01:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:24,,,,,"SUB IN by HOLDEN,JAYDEN",,,"SUB IN by HOLDEN,JAYDEN",2
01:24,,,,,"SUB OUT by COLLIFLOWER,MATTHEW",,,"SUB OUT by COLLIFLOWER,MATTHEW",2
01:23,,,,,"TURNOVER  by ROACH,KHAMBREL",,,"TURNOVER  by ROACH,KHAMBREL",2
01:22,"STEAL  by BAKER,BRUCE",,,,,,,"STEAL  by BAKER,BRUCE",2
01:07,"MISS JUMPER by BRANSCUM,HOLDEN",,,,,,,"MISS JUMPER by BRANSCUM,HOLDEN",2
--,"REBOUND OFF by BAKER,BRUCE",,,,,,,"REBOUND OFF by BAKER,BRUCE",2
00:59,"FOUL  by BRANSCUM,HOLDEN",,,,,,,"FOUL  by BRANSCUM,HOLDEN",2
00:59,"TURNOVER  by BRANSCUM,HOLDEN",,,,,,,"TURNOVER  by BRANSCUM,HOLDEN",2
00:44,,60,,79 (+19),"GOOD 3PTR by ROACH,KHAMBREL",TUM 60-79 (-19),,"GOOD 3PTR by ROACH,KHAMBREL",2
--,,,,,"ASSIST  by KIM,TAYLOR",,,"ASSIST  by KIM,TAYLOR",2
00:33,"FOUL  by SHEPPARD,MARK",,,,,,,"FOUL  by SHEPPARD,MARK",2
00:33,"TURNOVER  by SHEPPARD,MARK",,,,,,,"TURNOVER  by SHEPPARD,MARK",2
00:26,,,,,"MISS 3PTR by KIM,TAYLOR",,,"MISS 3PTR by KIM,TAYLOR",2
--,,,,,"REBOUND OFF by ROACH,KHAMBREL",,,"REBOUND OFF by ROACH,KHAMBREL",2
