Time Remaining,SUMBB,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
00:53,,77 (+7),,70,"GOOD 3PTR by STEELE,AARON",HC 77-70 (-7),,"GOOD 3PTR by STEELE,AARON",2
00:50,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
00:50,"GOOD FT by LEE,CHRIS",78 (+8),,70,,SUMBB 78-70 (-8),,"GOOD FT by LEE,CHRIS",2
00:50,"GOOD FT by LEE,CHRIS",79 (+9),,70,,SUMBB 79-70 (-9),,"GOOD FT by LEE,CHRIS",2
00:50,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
00:50,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
00:49,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
00:49,"STEAL  by LEE,CHRIS",,,,,,,"STEAL  by LEE,CHRIS",2
00:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:49,"SUB IN by KIM,CONNOR",,,,,,,"SUB IN by KIM,CONNOR",2
00:49,"SUB IN by MOLINA,CHRIS",,,,,,,"SUB IN by MOLINA,CHRIS",2
00:49,"SUB OUT by AKABOGU,NNAMDI",,,,,,,"SUB OUT by AKABOGU,NNAMDI",2
00:49,"SUB OUT by OGDEN,RYAN",,,,,,,"SUB OUT by OGDEN,RYAN",2
00:49,"SUB OUT by SANDERS,KARREY",,,,,,,"SUB OUT by SANDERS,KARREY",2
00:49,"SUB OUT by LEE,CHRIS",,,,,,,"SUB OUT by LEE,CHRIS",2
00:49,,,,,"SUB IN by BAKER,BRUCE",,,"SUB IN by BAKER,BRUCE",2
00:49,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
00:49,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
00:49,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
00:49,,,,,"SUB OUT by MURPHEY,LUKE",,,"SUB OUT by MURPHEY,LUKE",2
00:37,,,,,"FOUL  by MURPHEY,LUKE",,,"FOUL  by MURPHEY,LUKE",2
00:37,"GOOD FT by OGDEN,RYAN",80 (+10),,70,,SUMBB 80-70 (-10),,"GOOD FT by OGDEN,RYAN",2
00:37,"GOOD FT by OGDEN,RYAN",81 (+11),,70,,SUMBB 81-70 (-11),,"GOOD FT by OGDEN,RYAN",2
00:37,"SUB IN by SANDERS,KARREY",,,,,,,"SUB IN by SANDERS,KARREY",2
00:37,"SUB OUT by KIM,CONNOR",,,,,,,"SUB OUT by KIM,CONNOR",2
00:32,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by MOLINA,CHRIS",,,,,,,"REBOUND DEF by MOLINA,CHRIS",2
00:29,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
00:29,"GOOD FT by MOLINA,CHRIS",82 (+12),,70,,SUMBB 82-70 (-12),,"GOOD FT by MOLINA,CHRIS",2
00:29,"TURNOVER  by STIVER,BENJAMIN",,,,,,,"TURNOVER  by STIVER,BENJAMIN",2
00:29,"FOUL  by STIVER,BENJAMIN",,,,,,,"FOUL  by STIVER,BENJAMIN",2
00:29,,82 (+11),,71,"GOOD FT by BATCHELOR,BRYCE",HC 82-71 (-11),,"GOOD FT by BATCHELOR,BRYCE",2
00:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:29,,82 (+10),,72,"GOOD FT by BATCHELOR,BRYCE",HC 82-72 (-10),,"GOOD FT by BATCHELOR,BRYCE",2
00:29,"SUB IN by KIM,CONNOR",,,,,,,"SUB IN by KIM,CONNOR",2
00:29,"SUB OUT by SANDERS,KARREY",,,,,,,"SUB OUT by SANDERS,KARREY",2
00:26,"GOOD LAYUP by LEE,CHRIS(in the paint)",84 (+12),,72,,SUMBB 84-72 (-12),,"GOOD LAYUP by LEE,CHRIS(in the paint)",2
--,"ASSIST  by STIVER,BENJAMIN",,,,,,,"ASSIST  by STIVER,BENJAMIN",2
00:22,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by STIVER,BENJAMIN",,,,,,,"REBOUND DEF by STIVER,BENJAMIN",2
