Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
00:30,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:30,,64,,71 (+7),"GOOD FT by LAWRENCE,CHRIS",OUM 64-71 (-7),,"GOOD FT by LAWRENCE,CHRIS",2
00:30,,64,,72 (+8),"GOOD FT by LAWRENCE,CHRIS",OUM 64-72 (-8),,"GOOD FT by LAWRENCE,CHRIS",2
00:27,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
00:27,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
00:27,,,,,"SUB OUT by BOURDAGE,TAYLOR",,,"SUB OUT by BOURDAGE,TAYLOR",2
00:27,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
00:25,"GOOD LAYUP by STEELE,AARON(in the paint)",66,,72 (+6),,HC 66-72 (-6),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,,,,,"TURNOVER  by LAWRENCE,CHRIS",,,"TURNOVER  by LAWRENCE,CHRIS",2
00:14,"STEAL  by GARRETT,TRAVIS",,,,,,,"STEAL  by GARRETT,TRAVIS",2
00:12,"GOOD LAYUP by OGLE,JOHN(in the paint)",68,,72 (+4),,HC 68-72 (-4),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
00:10,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:10,,,,,"MISS FT by ROMAGUERA,COLE",,,"MISS FT by ROMAGUERA,COLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:10,,68,,73 (+5),"GOOD FT by ROMAGUERA,COLE",OUM 68-73 (-5),,"GOOD FT by ROMAGUERA,COLE",2
00:10,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
00:10,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
00:10,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
00:10,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
00:10,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
00:10,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
00:05,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
00:00,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
