Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
17:30,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
17:26,,26,,28 (+2),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 26-28 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
17:11,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
17:10,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
17:03,,26,,31 (+5),"GOOD 3PTR by BATES,JACOB",CENTRE-M 26-31 (-5),,"GOOD 3PTR by BATES,JACOB",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
16:32,"GOOD LAYUP by DARST,DANIEL(in the paint)",28,,31 (+3),,RHODES 28-31 (-3),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
16:11,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
16:01,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
16:01,,28,,32 (+4),"GOOD FT by BATES,JACOB",CENTRE-M 28-32 (-4),,"GOOD FT by BATES,JACOB",2
16:01,,28,,33 (+5),"GOOD FT by BATES,JACOB",CENTRE-M 28-33 (-5),,"GOOD FT by BATES,JACOB",2
16:01,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:01,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
15:45,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
15:34,,28,,36 (+8),"GOOD 3PTR by BATES,JACOB",CENTRE-M 28-36 (-8),,"GOOD 3PTR by BATES,JACOB",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
15:15,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
15:06,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
15:00,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
14:51,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
14:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:51,"GOOD FT by DARST,DANIEL",29,,36 (+7),,RHODES 29-36 (-7),,"GOOD FT by DARST,DANIEL",2
14:51,"GOOD FT by DARST,DANIEL",30,,36 (+6),,RHODES 30-36 (-6),,"GOOD FT by DARST,DANIEL",2
14:51,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
14:51,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
14:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:51,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
14:51,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:51,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:36,,30,,38 (+8),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 30-38 (-8),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
14:16,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",32,,38 (+6),,RHODES 32-38 (-6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
13:52,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by LOVE,KERRY",,,,,,,"REBOUND DEF by LOVE,KERRY",2
13:44,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",34,,38 (+4),,RHODES 34-38 (-4),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by LOVE,KERRY",,,,,,,"ASSIST  by LOVE,KERRY",2
13:25,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
13:14,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:14,"GOOD FT by SAMSON,VAUGHN",35,,38 (+3),,RHODES 35-38 (-3),,"GOOD FT by SAMSON,VAUGHN",2
13:14,"GOOD FT by SAMSON,VAUGHN",36,,38 (+2),,RHODES 36-38 (-2),,"GOOD FT by SAMSON,VAUGHN",2
13:14,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
13:14,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
13:14,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
13:14,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
13:14,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
13:14,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
13:14,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:14,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
13:04,,36,,41 (+5),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 36-41 (-5),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
12:40,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
12:38,"GOOD FT by SHEN,KEVIN",37,,41 (+4),,RHODES 37-41 (-4),,"GOOD FT by SHEN,KEVIN",2
12:30,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by BROWNLEY,HOGAN",,,"REBOUND DEF by BROWNLEY,HOGAN",2
12:29,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",2
12:29,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
12:12,,,,,"MISS LAYUP by PURVIS,KC",,,"MISS LAYUP by PURVIS,KC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:10,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
12:10,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
11:54,"MISS JUMPER by SHEN,KEVIN",,,,,,,"MISS JUMPER by SHEN,KEVIN",2
11:54,,,,,"BLOCK  by PURVIS,KC",,,"BLOCK  by PURVIS,KC",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
11:46,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
11:42,,37,,43 (+6),"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 37-43 (-6),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
11:42,"FOUL  by LOVE,KERRY",,,,,,,"FOUL  by LOVE,KERRY",2
11:42,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:38,,37,,44 (+7),"GOOD FT by PURVIS,KC",CENTRE-M 37-44 (-7),,"GOOD FT by PURVIS,KC",2
11:38,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
11:38,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:38,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:38,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
11:28,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
11:07,,,,,"MISS JUMPER by GRIFFIN,JAROD",,,"MISS JUMPER by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
11:03,"FOUL  by MCNAMARA,BRENDEN",,,,,,,"FOUL  by MCNAMARA,BRENDEN",2
11:03,,37,,45 (+8),"GOOD FT by PURVIS,KC",CENTRE-M 37-45 (-8),,"GOOD FT by PURVIS,KC",2
11:03,,,,,"MISS FT by PURVIS,KC",,,"MISS FT by PURVIS,KC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:03,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:03,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
11:03,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
11:03,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
11:03,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
11:03,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
11:03,,,,,"SUB IN by JACKSON,BRAYDEN",,,"SUB IN by JACKSON,BRAYDEN",2
11:03,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:03,,,,,"SUB OUT by JACKSON,BRAYDEN",,,"SUB OUT by JACKSON,BRAYDEN",2
11:03,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
11:03,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
11:03,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
10:51,"GOOD 3PTR by DARST,DANIEL",40,,45 (+5),,RHODES 40-45 (-5),,"GOOD 3PTR by DARST,DANIEL",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
10:26,,40,,48 (+8),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 40-48 (-8),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
10:08,,,,,"FOUL  by BROWNLEY,HOGAN",,,"FOUL  by BROWNLEY,HOGAN",2
10:07,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",42,,48 (+6),,RHODES 42-48 (-6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
09:47,,42,,50 (+8),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTRE-M 42-50 (-8),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
09:33,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
09:14,,,,,"TURNOVER  by PURVIS,KC",,,"TURNOVER  by PURVIS,KC",2
09:12,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
09:08,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
09:07,"GOOD FT by GALVIN,OWEN",43,,50 (+7),,RHODES 43-50 (-7),,"GOOD FT by GALVIN,OWEN",2
09:07,"GOOD FT by GALVIN,OWEN",44,,50 (+6),,RHODES 44-50 (-6),,"GOOD FT by GALVIN,OWEN",2
09:07,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
09:07,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
09:07,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:07,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:07,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",2
09:07,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
08:50,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
08:41,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND OFF by JAMES,MAC",,,,,,,"REBOUND OFF by JAMES,MAC",2
08:33,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
08:33,"GOOD FT by SHEN,KEVIN",45,,50 (+5),,RHODES 45-50 (-5),,"GOOD FT by SHEN,KEVIN",2
08:33,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
08:33,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
08:33,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
08:16,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
08:08,"GOOD LAYUP by SHEN,KEVIN(in the paint)",47,,50 (+3),,RHODES 47-50 (-3),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
07:57,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
07:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:47,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
07:47,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
07:39,"GOOD 3PTR by GALVIN,OWEN",50,,50,,RHODES 50-50 (0),,"GOOD 3PTR by GALVIN,OWEN",2
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",2
07:10,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
07:00,"GOOD LAYUP by SHEN,KEVIN(in the paint)",52 (+2),,50,,RHODES 52-50 (+2),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
06:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:32,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
06:32,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
06:32,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
06:32,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
06:32,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
06:32,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
06:09,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
06:04,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
06:04,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
05:53,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
05:49,,52,,52,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 52-52 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
05:38,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
05:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:24,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:09,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",54 (+2),,52,,RHODES 54-52 (+2),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
05:09,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
05:09,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
05:09,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
05:09,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
04:58,,54,,54,"GOOD JUMPER by AYERS,PERRY",CENTRE-M 54-54 (0),,"GOOD JUMPER by AYERS,PERRY",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
04:29,"GOOD 3PTR by SHEN,KEVIN",57 (+3),,54,,RHODES 57-54 (+3),,"GOOD 3PTR by SHEN,KEVIN",2
04:01,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
04:01,,57 (+2),,55,"GOOD FT by WALKER,ART",CENTRE-M 57-55 (+2),,"GOOD FT by WALKER,ART",2
04:01,,57 (+1),,56,"GOOD FT by WALKER,ART",CENTRE-M 57-56 (+1),,"GOOD FT by WALKER,ART",2
03:42,"MISS JUMPER by GIROUX,PRESTON",,,,,,,"MISS JUMPER by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
03:31,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:24,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:13,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
03:13,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
03:07,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
02:42,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
02:36,,,,,"MISS JUMPER by PURVIS,KC",,,"MISS JUMPER by PURVIS,KC",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
02:31,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
02:31,,,,,"MISS FT by PURVIS,KC",,,"MISS FT by PURVIS,KC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:31,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
02:31,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
02:30,,,,,"MISS FT by PURVIS,KC",,,"MISS FT by PURVIS,KC",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
02:06,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
01:51,,57,,58 (+1),"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 57-58 (-1),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
01:34,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
01:34,"GOOD FT by DARST,DANIEL",58,,58,,RHODES 58-58 (0),,"GOOD FT by DARST,DANIEL",2
01:34,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
01:19,,58,,60 (+2),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 58-60 (-2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
01:19,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
01:19,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
01:19,,58,,61 (+3),"GOOD FT by AYERS,PERRY",CENTRE-M 58-61 (-3),,"GOOD FT by AYERS,PERRY",2
01:15,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
01:15,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
00:57,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
00:57,,,,,"BLOCK  by PURVIS,KC",,,"BLOCK  by PURVIS,KC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:54,"GOOD 3PTR by GALVIN,OWEN",61,,61,,RHODES 61-61 (0),,"GOOD 3PTR by GALVIN,OWEN",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:37,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
00:30,,61,,63 (+2),"GOOD LAYUP by CRUMP,DAWSON(in the paint)",CENTRE-M 61-63 (-2),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
00:25,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
00:22,,61,,64 (+3),"GOOD FT by CRUMP,DAWSON",CENTRE-M 61-64 (-3),,"GOOD FT by CRUMP,DAWSON",2
00:22,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
00:22,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
00:22,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
00:22,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
00:16,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
00:15,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
00:15,,61,,65 (+4),"GOOD FT by CRUMP,DAWSON",CENTRE-M 61-65 (-4),,"GOOD FT by CRUMP,DAWSON",2
00:15,,61,,66 (+5),"GOOD FT by CRUMP,DAWSON",CENTRE-M 61-66 (-5),,"GOOD FT by CRUMP,DAWSON",2
00:15,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
00:15,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
00:09,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
00:05,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:02,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
00:02,,61,,67 (+6),"GOOD FT by SINE,TUCKER",CENTRE-M 61-67 (-6),,"GOOD FT by SINE,TUCKER",2
00:02,,61,,68 (+7),"GOOD FT by SINE,TUCKER",CENTRE-M 61-68 (-7),,"GOOD FT by SINE,TUCKER",2
00:02,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
00:02,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
00:00,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
