Time Remaining,LCM,Away Team Score,Play Team Indicator,Home Team Score,RCM,Game Score,Team Indicator,Play,Period
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:41,"GOOD 3PTR by CAMERON,JULIAN",39 (+17),,22,,LCM 39-22 (-17),,"GOOD 3PTR by CAMERON,JULIAN",1
04:28,,39 (+15),,24,"GOOD JUMPER by GUEST,TYLER(fastbreak)(in the paint)",RCM 39-24 (-15),,"GOOD JUMPER by GUEST,TYLER(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",1
04:02,"MISS 3PTR by CAMERON,JULIAN",,,,,,,"MISS 3PTR by CAMERON,JULIAN",1
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",1
03:54,,,,,"TURNOVER  by FERIA,NICK DE",,,"TURNOVER  by FERIA,NICK DE",1
03:54,"STEAL  by ADEDOYIN,ELIJAH",,,,,,,"STEAL  by ADEDOYIN,ELIJAH",1
03:50,"MISS 3PTR by SHEPHERD,DREW",,,,,,,"MISS 3PTR by SHEPHERD,DREW",1
--,"REBOUND OFF by SHEPHERD,DREW",,,,,,,"REBOUND OFF by SHEPHERD,DREW",1
03:44,"MISS JUMPER by CAMERON,JULIAN",,,,,,,"MISS JUMPER by CAMERON,JULIAN",1
--,,,,,"REBOUND DEF by GUEST,TYLER",,,"REBOUND DEF by GUEST,TYLER",1
03:25,,39 (+13),,26,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",RCM 39-26 (-13),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",1
03:06,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
03:06,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
03:00,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:00,"GOOD FT by YOUNGBLOOD,RONALD",40 (+14),,26,,LCM 40-26 (-14),,"GOOD FT by YOUNGBLOOD,RONALD",1
03:00,"GOOD FT by YOUNGBLOOD,RONALD",41 (+15),,26,,LCM 41-26 (-15),,"GOOD FT by YOUNGBLOOD,RONALD",1
03:00,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
03:00,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
02:53,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",1
02:47,"GOOD JUMPER by BISHOP,GARY(in the paint)",43 (+17),,26,,LCM 43-26 (-17),,"GOOD JUMPER by BISHOP,GARY(in the paint)",1
02:34,"SUB IN by BLAIR,HENRY",,,,,,,"SUB IN by BLAIR,HENRY",1
02:34,"SUB OUT by ADEDOYIN,ELIJAH",,,,,,,"SUB OUT by ADEDOYIN,ELIJAH",1
02:28,,43 (+14),,29,"GOOD 3PTR by GUEST,TYLER",RCM 43-29 (-14),,"GOOD 3PTR by GUEST,TYLER",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
02:10,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",1
02:10,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",1
02:08,"FOUL  by BISHOP,GARY",,,,,,,"FOUL  by BISHOP,GARY",1
02:08,"FOUL  by BISHOP,GARY",,,,,,,"FOUL  by BISHOP,GARY",1
02:08,,,,,"MISS FT by JAMES,MAC",,,"MISS FT by JAMES,MAC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:08,,43 (+13),,30,"GOOD FT by JAMES,MAC",RCM 43-30 (-13),,"GOOD FT by JAMES,MAC",1
02:08,"SUB IN by EDWARDS,BERSHARD",,,,,,,"SUB IN by EDWARDS,BERSHARD",1
02:08,"SUB IN by ADEDOYIN,ELIJAH",,,,,,,"SUB IN by ADEDOYIN,ELIJAH",1
02:08,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",1
02:08,"SUB OUT by BLAIR,HENRY",,,,,,,"SUB OUT by BLAIR,HENRY",1
01:45,"GOOD 3PTR by CAMERON,JULIAN",46 (+16),,30,,LCM 46-30 (-16),,"GOOD 3PTR by CAMERON,JULIAN",1
01:21,"FOUL  by YOUNGBLOOD,RONALD",,,,,,,"FOUL  by YOUNGBLOOD,RONALD",1
01:21,"FOUL  by YOUNGBLOOD,RONALD",,,,,,,"FOUL  by YOUNGBLOOD,RONALD",1
01:21,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:21,,46 (+15),,31,"GOOD FT by GIROUX,PRESTON",RCM 46-31 (-15),,"GOOD FT by GIROUX,PRESTON",1
01:10,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",48 (+17),,31,,LCM 48-31 (-17),,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",1
--,"ASSIST  by BISHOP,GARY",,,,,,,"ASSIST  by BISHOP,GARY",1
00:59,,48 (+14),,34,"GOOD 3PTR by ASHBY,KENDRICK",RCM 48-34 (-14),,"GOOD 3PTR by ASHBY,KENDRICK",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
00:29,"MISS 3PTR by CAMERON,JULIAN",,,,,,,"MISS 3PTR by CAMERON,JULIAN",1
--,"REBOUND OFF by BISHOP,GARY",,,,,,,"REBOUND OFF by BISHOP,GARY",1
00:26,"MISS 3PTR by BISHOP,GARY",,,,,,,"MISS 3PTR by BISHOP,GARY",1
--,"REBOUND OFF by CAMERON,JULIAN",,,,,,,"REBOUND OFF by CAMERON,JULIAN",1
00:00,"MISS LAYUP by BISHOP,GARY",,,,,,,"MISS LAYUP by BISHOP,GARY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,"SUB IN by MCCALLUM,JALEN",,,,,,,"SUB IN by MCCALLUM,JALEN",2
20:00,"SUB IN by MCCRAY,JAMISON",,,,,,,"SUB IN by MCCRAY,JAMISON",2
20:00,"SUB IN by ANDERSON,LINCOLN",,,,,,,"SUB IN by ANDERSON,LINCOLN",2
20:00,"SUB OUT by ADEDOYIN,ELIJAH",,,,,,,"SUB OUT by ADEDOYIN,ELIJAH",2
20:00,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
20:00,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",2
20:00,,,,,"SUB IN by DIXON,TADDEUS",,,"SUB IN by DIXON,TADDEUS",2
20:00,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
20:00,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
20:00,,,,,"SUB OUT by GUEST,TYLER",,,"SUB OUT by GUEST,TYLER",2
19:50,"GOOD DUNK by MCCALLUM,JALEN(in the paint)",50 (+16),,34,,LCM 50-34 (-16),,"GOOD DUNK by MCCALLUM,JALEN(in the paint)",2
--,"ASSIST  by ANDERSON,LINCOLN",,,,,,,"ASSIST  by ANDERSON,LINCOLN",2
19:32,,50 (+13),,37,"GOOD 3PTR by DARST,DANIEL",RCM 50-37 (-13),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by DIXON,TADDEUS",,,"ASSIST  by DIXON,TADDEUS",2
19:07,"GOOD JUMPER by MCCALLUM,JALEN",52 (+15),,37,,LCM 52-37 (-15),,"GOOD JUMPER by MCCALLUM,JALEN",2
--,"ASSIST  by BISHOP,GARY",,,,,,,"ASSIST  by BISHOP,GARY",2
18:48,,52 (+13),,39,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RCM 52-39 (-13),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
18:36,"MISS JUMPER by BISHOP,GARY",,,,,,,"MISS JUMPER by BISHOP,GARY",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
18:28,"FOUL  by CAMERON,JULIAN",,,,,,,"FOUL  by CAMERON,JULIAN",2
18:28,"FOUL  by CAMERON,JULIAN",,,,,,,"FOUL  by CAMERON,JULIAN",2
18:10,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by ANDERSON,LINCOLN",,,,,,,"REBOUND DEF by ANDERSON,LINCOLN",2
17:59,"MISS JUMPER by MCCALLUM,JALEN",,,,,,,"MISS JUMPER by MCCALLUM,JALEN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
17:47,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
17:47,"BLOCK  by MCCALLUM,JALEN",,,,,,,"BLOCK  by MCCALLUM,JALEN",2
--,"REBOUND DEF by BISHOP,GARY",,,,,,,"REBOUND DEF by BISHOP,GARY",2
17:40,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
17:40,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
17:40,"MISS FT by CAMERON,JULIAN",,,,,,,"MISS FT by CAMERON,JULIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:40,"GOOD FT by CAMERON,JULIAN",53 (+14),,39,,LCM 53-39 (-14),,"GOOD FT by CAMERON,JULIAN",2
17:40,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
17:40,,,,,"SUB OUT by DIXON,TADDEUS",,,"SUB OUT by DIXON,TADDEUS",2
17:20,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
17:20,"STEAL  by MCCRAY,JAMISON",,,,,,,"STEAL  by MCCRAY,JAMISON",2
17:14,"MISS 3PTR by BISHOP,GARY",,,,,,,"MISS 3PTR by BISHOP,GARY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",2
16:59,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:55,,,,,"SUB IN by GUEST,TYLER",,,"SUB IN by GUEST,TYLER",2
16:55,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:50,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
16:50,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
16:37,"MISS 3PTR by CAMERON,JULIAN",,,,,,,"MISS 3PTR by CAMERON,JULIAN",2
--,"REBOUND OFF by ANDERSON,LINCOLN",,,,,,,"REBOUND OFF by ANDERSON,LINCOLN",2
16:32,"GOOD LAYUP by ANDERSON,LINCOLN(in the paint)",55 (+16),,39,,LCM 55-39 (-16),,"GOOD LAYUP by ANDERSON,LINCOLN(in the paint)",2
16:14,,,,,"MISS 3PTR by GUEST,TYLER",,,"MISS 3PTR by GUEST,TYLER",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
16:00,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by ANDERSON,LINCOLN",,,,,,,"REBOUND DEF by ANDERSON,LINCOLN",2
15:49,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
15:49,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
15:49,"TURNOVER  by ANDERSON,LINCOLN",,,,,,,"TURNOVER  by ANDERSON,LINCOLN",2
15:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:49,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:49,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:42,,55 (+14),,41,"GOOD LAYUP by GUEST,TYLER(in the paint)",RCM 55-41 (-14),,"GOOD LAYUP by GUEST,TYLER(in the paint)",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
15:29,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:29,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:29,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:29,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:29,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
15:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:20,"MISS JUMPER by MCCALLUM,JALEN",,,,,,,"MISS JUMPER by MCCALLUM,JALEN",2
--,"REBOUND OFF by CAMERON,JULIAN",,,,,,,"REBOUND OFF by CAMERON,JULIAN",2
15:15,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",2
14:55,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:53,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
14:53,"FOUL  by ANDERSON,LINCOLN",,,,,,,"FOUL  by ANDERSON,LINCOLN",2
14:53,"SUB IN by YOUNGBLOOD,RONALD",,,,,,,"SUB IN by YOUNGBLOOD,RONALD",2
14:53,"SUB IN by ADEDOYIN,ELIJAH",,,,,,,"SUB IN by ADEDOYIN,ELIJAH",2
14:53,"SUB IN by WAGNER,STEPHEN",,,,,,,"SUB IN by WAGNER,STEPHEN",2
14:53,"SUB OUT by CAMERON,JULIAN",,,,,,,"SUB OUT by CAMERON,JULIAN",2
14:53,"SUB OUT by ANDERSON,LINCOLN",,,,,,,"SUB OUT by ANDERSON,LINCOLN",2
14:53,"SUB OUT by BISHOP,GARY",,,,,,,"SUB OUT by BISHOP,GARY",2
14:44,,,,,"MISS JUMPER by GUEST,TYLER",,,"MISS JUMPER by GUEST,TYLER",2
--,"REBOUND DEF by MCCRAY,JAMISON",,,,,,,"REBOUND DEF by MCCRAY,JAMISON",2
14:36,"MISS JUMPER by MCCRAY,JAMISON",,,,,,,"MISS JUMPER by MCCRAY,JAMISON",2
14:36,,,,,"BLOCK  by DARST,DANIEL",,,"BLOCK  by DARST,DANIEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:35,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
14:35,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:26,"MISS JUMPER by MCCALLUM,JALEN",,,,,,,"MISS JUMPER by MCCALLUM,JALEN",2
14:26,,,,,"BLOCK  by BERRY,BRYCE",,,"BLOCK  by BERRY,BRYCE",2
--,"REBOUND OFF by YOUNGBLOOD,RONALD",,,,,,,"REBOUND OFF by YOUNGBLOOD,RONALD",2
14:20,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",57 (+16),,41,,LCM 57-41 (-16),,"GOOD LAYUP by YOUNGBLOOD,RONALD(in the paint)",2
14:13,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
14:06,,57 (+13),,44,"GOOD 3PTR by GUEST,TYLER",RCM 57-44 (-13),,"GOOD 3PTR by GUEST,TYLER",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
13:55,"MISS 3PTR by MCCRAY,JAMISON",,,,,,,"MISS 3PTR by MCCRAY,JAMISON",2
--,"REBOUND OFF by WAGNER,STEPHEN",,,,,,,"REBOUND OFF by WAGNER,STEPHEN",2
13:50,"GOOD JUMPER by YOUNGBLOOD,RONALD(in the paint)",59 (+15),,44,,LCM 59-44 (-15),,"GOOD JUMPER by YOUNGBLOOD,RONALD(in the paint)",2
13:35,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",2
13:35,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
13:35,"SUB OUT by MCCALLUM,JALEN",,,,,,,"SUB OUT by MCCALLUM,JALEN",2
13:22,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
13:22,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
13:22,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:22,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
13:15,"FOUL  by MCCRAY,JAMISON",,,,,,,"FOUL  by MCCRAY,JAMISON",2
13:15,"FOUL  by MCCRAY,JAMISON",,,,,,,"FOUL  by MCCRAY,JAMISON",2
13:15,"TURNOVER  by MCCRAY,JAMISON",,,,,,,"TURNOVER  by MCCRAY,JAMISON",2
13:15,"SUB IN by CAMERON,JULIAN",,,,,,,"SUB IN by CAMERON,JULIAN",2
13:15,"SUB OUT by MCCRAY,JAMISON",,,,,,,"SUB OUT by MCCRAY,JAMISON",2
13:12,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
13:12,"STEAL  by WAGNER,STEPHEN",,,,,,,"STEAL  by WAGNER,STEPHEN",2
13:01,"TURNOVER  by ADEDOYIN,ELIJAH",,,,,,,"TURNOVER  by ADEDOYIN,ELIJAH",2
12:51,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",2
12:29,"TURNOVER  by YOUNGBLOOD,RONALD",,,,,,,"TURNOVER  by YOUNGBLOOD,RONALD",2
12:29,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
12:25,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
12:25,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
12:25,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",2
12:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:25,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:25,,,,,"SUB OUT by GUEST,TYLER",,,"SUB OUT by GUEST,TYLER",2
12:15,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
12:15,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
12:15,"MISS FT by ADEDOYIN,ELIJAH",,,,,,,"MISS FT by ADEDOYIN,ELIJAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:15,"GOOD FT by ADEDOYIN,ELIJAH",60 (+16),,44,,LCM 60-44 (-16),,"GOOD FT by ADEDOYIN,ELIJAH",2
12:03,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
--,"REBOUND DEF by ADEDOYIN,ELIJAH",,,,,,,"REBOUND DEF by ADEDOYIN,ELIJAH",2
11:56,"MISS LAYUP by SHEPHERD,DREW",,,,,,,"MISS LAYUP by SHEPHERD,DREW",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
11:50,,60 (+14),,46,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",RCM 60-46 (-14),,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",2
11:41,"TURNOVER  by WAGNER,STEPHEN",,,,,,,"TURNOVER  by WAGNER,STEPHEN",2
11:41,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
11:37,"FOUL  by WAGNER,STEPHEN",,,,,,,"FOUL  by WAGNER,STEPHEN",2
11:37,"FOUL  by WAGNER,STEPHEN",,,,,,,"FOUL  by WAGNER,STEPHEN",2
11:37,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:37,,60 (+13),,47,"GOOD FT by WEATHERFORD,MITCH",RCM 60-47 (-13),,"GOOD FT by WEATHERFORD,MITCH",2
11:37,,60 (+12),,48,"GOOD FT by WEATHERFORD,MITCH",RCM 60-48 (-12),,"GOOD FT by WEATHERFORD,MITCH",2
11:37,"SUB IN by MCCRAY,JAMISON",,,,,,,"SUB IN by MCCRAY,JAMISON",2
11:37,"SUB IN by MCCALLUM,JALEN",,,,,,,"SUB IN by MCCALLUM,JALEN",2
11:37,"SUB IN by BISHOP,GARY",,,,,,,"SUB IN by BISHOP,GARY",2
11:37,"SUB OUT by ADEDOYIN,ELIJAH",,,,,,,"SUB OUT by ADEDOYIN,ELIJAH",2
11:37,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
11:37,"SUB OUT by WAGNER,STEPHEN",,,,,,,"SUB OUT by WAGNER,STEPHEN",2
11:23,"MISS JUMPER by YOUNGBLOOD,RONALD",,,,,,,"MISS JUMPER by YOUNGBLOOD,RONALD",2
11:23,,,,,"BLOCK  by ASHBY,KENDRICK",,,"BLOCK  by ASHBY,KENDRICK",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
11:17,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
11:10,,60 (+10),,50,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RCM 60-50 (-10),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
10:51,"GOOD 3PTR by MCCRAY,JAMISON",63 (+13),,50,,LCM 63-50 (-13),,"GOOD 3PTR by MCCRAY,JAMISON",2
--,"ASSIST  by BISHOP,GARY",,,,,,,"ASSIST  by BISHOP,GARY",2
10:51,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
10:51,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
10:51,"GOOD FT by MCCRAY,JAMISON",64 (+14),,50,,LCM 64-50 (-14),,"GOOD FT by MCCRAY,JAMISON",2
10:47,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
10:47,"STEAL  by YOUNGBLOOD,RONALD",,,,,,,"STEAL  by YOUNGBLOOD,RONALD",2
10:22,"MISS JUMPER by MCCALLUM,JALEN",,,,,,,"MISS JUMPER by MCCALLUM,JALEN",2
--,"REBOUND OFF by MCCALLUM,JALEN",,,,,,,"REBOUND OFF by MCCALLUM,JALEN",2
10:18,"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",66 (+16),,50,,LCM 66-50 (-16),,"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",2
10:08,,66 (+13),,53,"GOOD 3PTR by BERRY,BRYCE",RCM 66-53 (-13),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
10:06,"FOUL  by MCCRAY,JAMISON",,,,,,,"FOUL  by MCCRAY,JAMISON",2
10:06,"FOUL  by MCCRAY,JAMISON",,,,,,,"FOUL  by MCCRAY,JAMISON",2
10:06,,66 (+12),,54,"GOOD FT by BERRY,BRYCE",RCM 66-54 (-12),,"GOOD FT by BERRY,BRYCE",2
10:06,"SUB IN by SHEPHERD,DREW",,,,,,,"SUB IN by SHEPHERD,DREW",2
10:06,"SUB OUT by MCCRAY,JAMISON",,,,,,,"SUB OUT by MCCRAY,JAMISON",2
10:06,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
10:06,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
10:06,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:06,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
09:46,"MISS JUMPER by MCCALLUM,JALEN",,,,,,,"MISS JUMPER by MCCALLUM,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:43,"SUB IN by ADEDOYIN,ELIJAH",,,,,,,"SUB IN by ADEDOYIN,ELIJAH",2
09:43,"SUB IN by WAGNER,STEPHEN",,,,,,,"SUB IN by WAGNER,STEPHEN",2
09:43,"SUB OUT by MCCALLUM,JALEN",,,,,,,"SUB OUT by MCCALLUM,JALEN",2
09:43,"SUB OUT by BISHOP,GARY",,,,,,,"SUB OUT by BISHOP,GARY",2
09:34,,66 (+10),,56,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RCM 66-56 (-10),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
09:21,"TURNOVER  by YOUNGBLOOD,RONALD",,,,,,,"TURNOVER  by YOUNGBLOOD,RONALD",2
09:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:59,,66 (+7),,59,"GOOD 3PTR by DARST,DANIEL",RCM 66-59 (-7),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
08:58,"FOUL  by YOUNGBLOOD,RONALD",,,,,,,"FOUL  by YOUNGBLOOD,RONALD",2
08:58,"FOUL  by YOUNGBLOOD,RONALD",,,,,,,"FOUL  by YOUNGBLOOD,RONALD",2
08:58,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,"REBOUND DEF by ADEDOYIN,ELIJAH",,,,,,,"REBOUND DEF by ADEDOYIN,ELIJAH",2
08:58,"SUB IN by ANDERSON,LINCOLN",,,,,,,"SUB IN by ANDERSON,LINCOLN",2
08:58,"SUB OUT by YOUNGBLOOD,RONALD",,,,,,,"SUB OUT by YOUNGBLOOD,RONALD",2
08:45,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",2
08:45,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
08:33,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by SHEPHERD,DREW",,,,,,,"REBOUND DEF by SHEPHERD,DREW",2
08:19,"MISS LAYUP by SHEPHERD,DREW",,,,,,,"MISS LAYUP by SHEPHERD,DREW",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
