Time Remaining,OZARKS,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
04:59,,,,,"MISS 3PTR by GUEST,TYLER",,,"MISS 3PTR by GUEST,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:36,"GOOD LAYUP by RENELIQUE,DARNEL(in the paint)",69,,70 (+1),,OZARKS 69-70 (+1),,"GOOD LAYUP by RENELIQUE,DARNEL(in the paint)",2
--,"ASSIST  by BOWMAN,ETHAN",,,,,,,"ASSIST  by BOWMAN,ETHAN",2
04:20,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
03:58,,69,,72 (+3),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 69-72 (+3),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
03:34,"GOOD 3PTR by WINSTON,CORDY",72,,72,,OZARKS 72-72 (0),,"GOOD 3PTR by WINSTON,CORDY",2
03:10,"FOUL  by BOWMAN,ETHAN",,,,,,,"FOUL  by BOWMAN,ETHAN",2
03:10,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:10,,72,,73 (+1),"GOOD FT by BERRY,BRYCE",RHODES 72-73 (+1),,"GOOD FT by BERRY,BRYCE",2
03:10,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",2
--,"REBOUND DEF by GARDNER,LANCE",,,,,,,"REBOUND DEF by GARDNER,LANCE",2
03:10,"SUB IN by GARDNER,LANCE",,,,,,,"SUB IN by GARDNER,LANCE",2
03:10,"SUB IN by JOHNSON,BRYSON",,,,,,,"SUB IN by JOHNSON,BRYSON",2
03:10,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
03:10,"SUB OUT by BARNES,SKYLER",,,,,,,"SUB OUT by BARNES,SKYLER",2
03:06,"FOUL  by GARDNER,LANCE",,,,,,,"FOUL  by GARDNER,LANCE",2
03:06,"TURNOVER  by GARDNER,LANCE",,,,,,,"TURNOVER  by GARDNER,LANCE",2
03:06,"SUB IN by COHNS,SEAN",,,,,,,"SUB IN by COHNS,SEAN",2
03:06,"SUB OUT by GARDNER,LANCE",,,,,,,"SUB OUT by GARDNER,LANCE",2
02:59,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
02:53,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
02:35,"GOOD JUMPER by BOWMAN,ETHAN(in the paint)",74 (+1),,73,,OZARKS 74-73 (-1),,"GOOD JUMPER by BOWMAN,ETHAN(in the paint)",2
02:21,,,,,"MISS LAYUP by GUEST,TYLER",,,"MISS LAYUP by GUEST,TYLER",2
--,"REBOUND DEF by COHNS,SEAN",,,,,,,"REBOUND DEF by COHNS,SEAN",2
02:18,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
02:18,"GOOD FT by COHNS,SEAN",75 (+2),,73,,OZARKS 75-73 (-2),,"GOOD FT by COHNS,SEAN",2
02:18,"GOOD FT by COHNS,SEAN",76 (+3),,73,,OZARKS 76-73 (-3),,"GOOD FT by COHNS,SEAN",2
02:04,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND OFF by GUEST,TYLER",,,"REBOUND OFF by GUEST,TYLER",2
01:56,,76,,76,"GOOD 3PTR by JAMES,MAC",RHODES 76-76 (0),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by GUEST,TYLER",,,"ASSIST  by GUEST,TYLER",2
01:50,"MISS LAYUP by WINSTON,CORDY",,,,,,,"MISS LAYUP by WINSTON,CORDY",2
01:50,,,,,"BLOCK  by GUEST,TYLER",,,"BLOCK  by GUEST,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:50,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",2
01:50,"MISS FT by WILHELM,CORY",,,,,,,"MISS FT by WILHELM,CORY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:50,"MISS FT by WILHELM,CORY",,,,,,,"MISS FT by WILHELM,CORY",2
--,,,,,"REBOUND DEF by GUEST,TYLER",,,"REBOUND DEF by GUEST,TYLER",2
01:38,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
01:38,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
01:38,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
01:18,"MISS JUMPER by WINSTON,CORDY",,,,,,,"MISS JUMPER by WINSTON,CORDY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:05,"TURNOVER  by WINSTON,CORDY",,,,,,,"TURNOVER  by WINSTON,CORDY",2
00:52,"FOUL  by COHNS,SEAN",,,,,,,"FOUL  by COHNS,SEAN",2
00:52,,76,,77 (+1),"GOOD FT by GUEST,TYLER",RHODES 76-77 (+1),,"GOOD FT by GUEST,TYLER",2
00:52,,76,,78 (+2),"GOOD FT by GUEST,TYLER",RHODES 76-78 (+2),,"GOOD FT by GUEST,TYLER",2
00:52,"SUB IN by WILHELM,CORY",,,,,,,"SUB IN by WILHELM,CORY",2
00:52,"SUB OUT by COHNS,SEAN",,,,,,,"SUB OUT by COHNS,SEAN",2
00:41,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
00:41,"GOOD FT by JOHNSON,BRYSON",77,,78 (+1),,OZARKS 77-78 (+1),,"GOOD FT by JOHNSON,BRYSON",2
00:41,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,"REBOUND OFF by RENELIQUE,DARNEL",,,,,,,"REBOUND OFF by RENELIQUE,DARNEL",2
00:41,"GOOD LAYUP by JOHNSON,BRYSON(in the paint)",79 (+1),,78,,OZARKS 79-78 (-1),,"GOOD LAYUP by JOHNSON,BRYSON(in the paint)",2
00:41,"SUB IN by BOBO,ZACH",,,,,,,"SUB IN by BOBO,ZACH",2
00:41,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
00:20,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:14,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
00:14,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
00:14,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
00:14,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
00:14,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
00:14,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
00:14,,,,,"SUB OUT by GUEST,TYLER",,,"SUB OUT by GUEST,TYLER",2
00:14,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
00:10,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
00:10,"GOOD FT by BOWMAN,ETHAN",80 (+2),,78,,OZARKS 80-78 (-2),,"GOOD FT by BOWMAN,ETHAN",2
00:10,"GOOD FT by BOWMAN,ETHAN",81 (+3),,78,,OZARKS 81-78 (-3),,"GOOD FT by BOWMAN,ETHAN",2
00:10,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
00:10,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:10,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
00:10,,,,,"SUB IN by GUEST,TYLER",,,"SUB IN by GUEST,TYLER",2
00:10,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
00:10,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
00:10,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
00:10,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
00:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:01,,81,,81,"GOOD 3PTR by JAMES,MAC",RHODES 81-81 (0),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
05:00,"SUB IN by WILHELM,CORY",,,,,,,"SUB IN by WILHELM,CORY",3
05:00,"SUB OUT by BOBO,ZACH",,,,,,,"SUB OUT by BOBO,ZACH",3
04:36,"FOUL  by JOHNSON,BRYSON",,,,,,,"FOUL  by JOHNSON,BRYSON",3
04:36,,81,,82 (+1),"GOOD FT by JAMES,MAC",RHODES 81-82 (+1),,"GOOD FT by JAMES,MAC",3
04:36,,81,,83 (+2),"GOOD FT by JAMES,MAC",RHODES 81-83 (+2),,"GOOD FT by JAMES,MAC",3
04:36,"SUB IN by BOBO,ZACH",,,,,,,"SUB IN by BOBO,ZACH",3
04:36,"SUB OUT by JOHNSON,BRYSON",,,,,,,"SUB OUT by JOHNSON,BRYSON",3
04:26,,,,,"FOUL  by GUEST,TYLER",,,"FOUL  by GUEST,TYLER",3
04:26,"GOOD FT by BOWMAN,ETHAN",82,,83 (+1),,OZARKS 82-83 (+1),,"GOOD FT by BOWMAN,ETHAN",3
04:26,"GOOD FT by BOWMAN,ETHAN",83,,83,,OZARKS 83-83 (0),,"GOOD FT by BOWMAN,ETHAN",3
04:02,"FOUL  by RENELIQUE,DARNEL",,,,,,,"FOUL  by RENELIQUE,DARNEL",3
04:02,,83,,84 (+1),"GOOD FT by JAMES,MAC",RHODES 83-84 (+1),,"GOOD FT by JAMES,MAC",3
04:02,,83,,85 (+2),"GOOD FT by JAMES,MAC",RHODES 83-85 (+2),,"GOOD FT by JAMES,MAC",3
03:50,"FOUL  by BOWMAN,ETHAN",,,,,,,"FOUL  by BOWMAN,ETHAN",3
03:50,"TURNOVER  by BOWMAN,ETHAN",,,,,,,"TURNOVER  by BOWMAN,ETHAN",3
03:30,,,,,"MISS LAYUP by GUEST,TYLER",,,"MISS LAYUP by GUEST,TYLER",3
--,"REBOUND DEF by WILHELM,CORY",,,,,,,"REBOUND DEF by WILHELM,CORY",3
03:21,"GOOD JUMPER by WINSTON,CORDY",85,,85,,OZARKS 85-85 (0),,"GOOD JUMPER by WINSTON,CORDY",3
03:04,,85,,87 (+2),"GOOD JUMPER by GUEST,TYLER",RHODES 85-87 (+2),,"GOOD JUMPER by GUEST,TYLER",3
02:46,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",3
02:46,"GOOD FT by WINSTON,CORDY",86,,87 (+1),,OZARKS 86-87 (+1),,"GOOD FT by WINSTON,CORDY",3
02:46,"GOOD FT by WINSTON,CORDY",87,,87,,OZARKS 87-87 (0),,"GOOD FT by WINSTON,CORDY",3
02:46,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",3
02:46,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
02:34,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",3
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",3
02:15,"MISS JUMPER by WINSTON,CORDY",,,,,,,"MISS JUMPER by WINSTON,CORDY",3
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",3
02:06,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",3
02:06,"STEAL  by WINSTON,CORDY",,,,,,,"STEAL  by WINSTON,CORDY",3
01:55,"TURNOVER  by WINSTON,CORDY",,,,,,,"TURNOVER  by WINSTON,CORDY",3
01:55,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",3
01:55,"FOUL  by BOBO,ZACH",,,,,,,"FOUL  by BOBO,ZACH",3
01:55,,,,,"MISS FT by GUEST,TYLER",,,"MISS FT by GUEST,TYLER",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:55,,87,,88 (+1),"GOOD FT by GUEST,TYLER",RHODES 87-88 (+1),,"GOOD FT by GUEST,TYLER",3
01:55,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",3
--,,,,,"REBOUND OFF by GUEST,TYLER",,,"REBOUND OFF by GUEST,TYLER",3
01:36,"MISS JUMPER by WINSTON,CORDY",,,,,,,"MISS JUMPER by WINSTON,CORDY",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
01:18,,87,,91 (+4),"GOOD 3PTR by GUEST,TYLER",RHODES 87-91 (+4),,"GOOD 3PTR by GUEST,TYLER",3
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",3
01:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
01:00,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:46,"MISS JUMPER by BOBO,ZACH",,,,,,,"MISS JUMPER by BOBO,ZACH",3
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",3
00:34,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",3
00:25,"GOOD 3PTR by BOWMAN,ETHAN",90,,91 (+1),,OZARKS 90-91 (+1),,"GOOD 3PTR by BOWMAN,ETHAN",3
00:13,"FOUL  by BOBO,ZACH",,,,,,,"FOUL  by BOBO,ZACH",3
00:13,,90,,92 (+2),"GOOD FT by BERRY,BRYCE",RHODES 90-92 (+2),,"GOOD FT by BERRY,BRYCE",3
00:13,,90,,93 (+3),"GOOD FT by BERRY,BRYCE",RHODES 90-93 (+3),,"GOOD FT by BERRY,BRYCE",3
00:04,"MISS 3PTR by WINSTON,CORDY",,,,,,,"MISS 3PTR by WINSTON,CORDY",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
00:02,"FOUL  by BOWMAN,ETHAN",,,,,,,"FOUL  by BOWMAN,ETHAN",3
00:02,,90,,94 (+4),"GOOD FT by WEATHERFORD,MITCH",RHODES 90-94 (+4),,"GOOD FT by WEATHERFORD,MITCH",3
00:02,,90,,95 (+5),"GOOD FT by WEATHERFORD,MITCH",RHODES 90-95 (+5),,"GOOD FT by WEATHERFORD,MITCH",3
