Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,OCCIDENT,Game Score,Team Indicator,Play,Period
00:30,"GOOD FT by WEATHERFORD,MITCH",28,,44 (+16),,RHODES 28-44 (-16),,"GOOD FT by WEATHERFORD,MITCH",1
00:30,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
00:30,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
00:30,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
00:30,"SUB OUT by GUEST,TYLER",,,,,,,"SUB OUT by GUEST,TYLER",1
00:00,,,,,"MISS JUMPER by BAINES,ZACH",,,"MISS JUMPER by BAINES,ZACH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:48,,,,,"MISS JUMPER by BAINES,ZACH",,,"MISS JUMPER by BAINES,ZACH",2
19:48,"BLOCK  by BERRY,BRYCE",,,,,,,"BLOCK  by BERRY,BRYCE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:39,,,,,"MISS JUMPER by CROSTHWAITE,JONNY",,,"MISS JUMPER by CROSTHWAITE,JONNY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:27,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
19:15,,28,,46 (+18),"GOOD JUMPER by DEWITZ,AUSTIN",OCCIDENT 28-46 (-18),,"GOOD JUMPER by DEWITZ,AUSTIN",2
18:51,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",30,,46 (+16),,RHODES 30-46 (-16),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
18:34,,30,,48 (+18),"GOOD JUMPER by CROSTHWAITE,JONNY",OCCIDENT 30-48 (-18),,"GOOD JUMPER by CROSTHWAITE,JONNY",2
18:24,"GOOD 3PTR by BERRY,BRYCE",33,,48 (+15),,RHODES 33-48 (-15),,"GOOD 3PTR by BERRY,BRYCE",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
18:05,,33,,50 (+17),"GOOD LAYUP by YELLIN-FLAHERTY,CALE(in the paint)",OCCIDENT 33-50 (-17),,"GOOD LAYUP by YELLIN-FLAHERTY,CALE(in the paint)",2
--,,,,,"ASSIST  by DEWITZ,AUSTIN",,,"ASSIST  by DEWITZ,AUSTIN",2
17:51,"GOOD 3PTR by WEATHERFORD,MITCH",36,,50 (+14),,RHODES 36-50 (-14),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
17:33,,36,,52 (+16),"GOOD LAYUP by KANESHIRO,RYAN(in the paint)",OCCIDENT 36-52 (-16),,"GOOD LAYUP by KANESHIRO,RYAN(in the paint)",2
--,,,,,"ASSIST  by YELLIN-FLAHERTY,CALE",,,"ASSIST  by YELLIN-FLAHERTY,CALE",2
17:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:32,"SUB IN by GUEST,TYLER",,,,,,,"SUB IN by GUEST,TYLER",2
17:32,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
17:09,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
17:08,,,,,"STEAL  by KANESHIRO,RYAN",,,"STEAL  by KANESHIRO,RYAN",2
17:01,,,,,"TURNOVER  by BAINES,ZACH",,,"TURNOVER  by BAINES,ZACH",2
16:46,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
16:46,,,,,"BLOCK  by YELLIN-FLAHERTY,CALE",,,"BLOCK  by YELLIN-FLAHERTY,CALE",2
--,,,,,"REBOUND DEF by BAINES,ZACH",,,"REBOUND DEF by BAINES,ZACH",2
16:40,,36,,54 (+18),"GOOD LAYUP by CROSTHWAITE,JONNY(fastbreak)(in the paint)",OCCIDENT 36-54 (-18),,"GOOD LAYUP by CROSTHWAITE,JONNY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DEWITZ,AUSTIN",,,"ASSIST  by DEWITZ,AUSTIN",2
16:34,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
16:34,,,,,"BLOCK  by BAINES,ZACH",,,"BLOCK  by BAINES,ZACH",2
--,,,,,"REBOUND DEF by CROSTHWAITE,JONNY",,,"REBOUND DEF by CROSTHWAITE,JONNY",2
16:31,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
16:31,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
16:31,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
16:31,"SUB IN by DIXON,TADDEUS",,,,,,,"SUB IN by DIXON,TADDEUS",2
16:31,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
16:31,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:31,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:14,,,,,"MISS JUMPER by KANESHIRO,RYAN",,,"MISS JUMPER by KANESHIRO,RYAN",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
16:06,"MISS 3PTR by GUEST,TYLER",,,,,,,"MISS 3PTR by GUEST,TYLER",2
--,,,,,"REBOUND DEF by BAINES,ZACH",,,"REBOUND DEF by BAINES,ZACH",2
15:58,,36,,56 (+20),"GOOD LAYUP by CROSTHWAITE,JONNY(in the paint)",OCCIDENT 36-56 (-20),,"GOOD LAYUP by CROSTHWAITE,JONNY(in the paint)",2
--,,,,,"ASSIST  by DEWITZ,AUSTIN",,,"ASSIST  by DEWITZ,AUSTIN",2
15:58,"FOUL  by GUEST,TYLER",,,,,,,"FOUL  by GUEST,TYLER",2
15:58,,,,,"MISS FT by CROSTHWAITE,JONNY",,,"MISS FT by CROSTHWAITE,JONNY",2
--,"REBOUND DEF by GUEST,TYLER",,,,,,,"REBOUND DEF by GUEST,TYLER",2
15:42,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",2
15:22,,,,,"SUB IN by ADLER,JACOB",,,"SUB IN by ADLER,JACOB",2
15:22,,,,,"SUB OUT by BAINES,ZACH",,,"SUB OUT by BAINES,ZACH",2
15:19,,36,,59 (+23),"GOOD 3PTR by ADLER,JACOB",OCCIDENT 36-59 (-23),,"GOOD 3PTR by ADLER,JACOB",2
--,,,,,"ASSIST  by KANESHIRO,RYAN",,,"ASSIST  by KANESHIRO,RYAN",2
15:05,"GOOD LAYUP by FERIA,NICK DE(in the paint)",38,,59 (+21),,RHODES 38-59 (-21),,"GOOD LAYUP by FERIA,NICK DE(in the paint)",2
14:49,"FOUL  by FERIA,NICK DE",,,,,,,"FOUL  by FERIA,NICK DE",2
14:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:49,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:49,"SUB OUT by DIXON,TADDEUS",,,,,,,"SUB OUT by DIXON,TADDEUS",2
14:34,,38,,62 (+24),"GOOD 3PTR by ADLER,JACOB",OCCIDENT 38-62 (-24),,"GOOD 3PTR by ADLER,JACOB",2
--,,,,,"ASSIST  by CROSTHWAITE,JONNY",,,"ASSIST  by CROSTHWAITE,JONNY",2
14:23,,,,,"FOUL  by DEWITZ,AUSTIN",,,"FOUL  by DEWITZ,AUSTIN",2
14:23,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
14:23,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
14:16,"MISS JUMPER by GIROUX,PRESTON",,,,,,,"MISS JUMPER by GIROUX,PRESTON",2
14:16,,,,,"BLOCK  by YELLIN-FLAHERTY,CALE",,,"BLOCK  by YELLIN-FLAHERTY,CALE",2
--,,,,,"REBOUND DEF by YELLIN-FLAHERTY,CALE",,,"REBOUND DEF by YELLIN-FLAHERTY,CALE",2
14:04,,38,,64 (+26),"GOOD JUMPER by DEWITZ,AUSTIN(in the paint)",OCCIDENT 38-64 (-26),,"GOOD JUMPER by DEWITZ,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by ADLER,JACOB",,,"ASSIST  by ADLER,JACOB",2
14:04,"FOUL  by GUEST,TYLER",,,,,,,"FOUL  by GUEST,TYLER",2
14:04,,,,,"MISS FT by DEWITZ,AUSTIN",,,"MISS FT by DEWITZ,AUSTIN",2
--,"REBOUND DEF by GUEST,TYLER",,,,,,,"REBOUND DEF by GUEST,TYLER",2
13:52,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",40,,64 (+24),,RHODES 40-64 (-24),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
13:37,,40,,66 (+26),"GOOD LAYUP by DEWITZ,AUSTIN(in the paint)",OCCIDENT 40-66 (-26),,"GOOD LAYUP by DEWITZ,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by YELLIN-FLAHERTY,CALE",,,"ASSIST  by YELLIN-FLAHERTY,CALE",2
13:26,"MISS JUMPER by GIROUX,PRESTON",,,,,,,"MISS JUMPER by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by YELLIN-FLAHERTY,CALE",,,"REBOUND DEF by YELLIN-FLAHERTY,CALE",2
13:18,,40,,68 (+28),"GOOD LAYUP by DEWITZ,AUSTIN(in the paint)",OCCIDENT 40-68 (-28),,"GOOD LAYUP by DEWITZ,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by CROSTHWAITE,JONNY",,,"ASSIST  by CROSTHWAITE,JONNY",2
13:18,"FOUL  by GUEST,TYLER",,,,,,,"FOUL  by GUEST,TYLER",2
13:18,,40,,69 (+29),"GOOD FT by DEWITZ,AUSTIN",OCCIDENT 40-69 (-29),,"GOOD FT by DEWITZ,AUSTIN",2
13:18,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
13:18,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
13:18,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:18,"SUB OUT by GUEST,TYLER",,,,,,,"SUB OUT by GUEST,TYLER",2
13:18,,,,,"SUB IN by BAINES,ZACH",,,"SUB IN by BAINES,ZACH",2
13:18,,,,,"SUB OUT by CROSTHWAITE,JONNY",,,"SUB OUT by CROSTHWAITE,JONNY",2
13:04,"GOOD LAYUP by DARST,DANIEL(in the paint)",42,,69 (+27),,RHODES 42-69 (-27),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
13:04,,,,,"FOUL  by YELLIN-FLAHERTY,CALE",,,"FOUL  by YELLIN-FLAHERTY,CALE",2
13:04,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by DEWITZ,AUSTIN",,,"REBOUND DEF by DEWITZ,AUSTIN",2
12:50,,,,,"MISS LAYUP by ADLER,JACOB",,,"MISS LAYUP by ADLER,JACOB",2
12:50,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by DEWITZ,AUSTIN",,,"REBOUND OFF by DEWITZ,AUSTIN",2
12:37,,,,,"MISS JUMPER by DEWITZ,AUSTIN",,,"MISS JUMPER by DEWITZ,AUSTIN",2
--,,,,,"REBOUND OFF by YELLIN-FLAHERTY,CALE",,,"REBOUND OFF by YELLIN-FLAHERTY,CALE",2
12:32,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:32,,42,,70 (+28),"GOOD FT by BAINES,ZACH",OCCIDENT 42-70 (-28),,"GOOD FT by BAINES,ZACH",2
12:32,,42,,71 (+29),"GOOD FT by BAINES,ZACH",OCCIDENT 42-71 (-29),,"GOOD FT by BAINES,ZACH",2
12:32,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
12:32,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
12:21,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
12:21,,,,,"STEAL  by DEWITZ,AUSTIN",,,"STEAL  by DEWITZ,AUSTIN",2
12:16,,,,,"TURNOVER  by DEWITZ,AUSTIN",,,"TURNOVER  by DEWITZ,AUSTIN",2
12:05,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by BAINES,ZACH",,,"REBOUND DEF by BAINES,ZACH",2
11:56,,42,,73 (+31),"GOOD JUMPER by ADLER,JACOB",OCCIDENT 42-73 (-31),,"GOOD JUMPER by ADLER,JACOB",2
--,,,,,"ASSIST  by BAINES,ZACH",,,"ASSIST  by BAINES,ZACH",2
11:48,"MISS LAYUP by NESTLEHUTT,JAKE",,,,,,,"MISS LAYUP by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by DEWITZ,AUSTIN",,,"REBOUND DEF by DEWITZ,AUSTIN",2
11:40,,,,,"TURNOVER  by ADLER,JACOB",,,"TURNOVER  by ADLER,JACOB",2
11:39,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
11:37,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",2
11:29,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
11:24,"GOOD JUMPER by DARST,DANIEL(in the paint)",44,,73 (+29),,RHODES 44-73 (-29),,"GOOD JUMPER by DARST,DANIEL(in the paint)",2
11:03,,44,,75 (+31),"GOOD JUMPER by YELLIN-FLAHERTY,CALE(in the paint)",OCCIDENT 44-75 (-31),,"GOOD JUMPER by YELLIN-FLAHERTY,CALE(in the paint)",2
--,,,,,"ASSIST  by KANESHIRO,RYAN",,,"ASSIST  by KANESHIRO,RYAN",2
10:43,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
10:43,,,,,"BLOCK  by DEWITZ,AUSTIN",,,"BLOCK  by DEWITZ,AUSTIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:43,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
10:43,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
10:43,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
10:43,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
10:43,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
10:43,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
10:43,,,,,"SUB IN by CROSTHWAITE,JONNY",,,"SUB IN by CROSTHWAITE,JONNY",2
10:43,,,,,"SUB OUT by YELLIN-FLAHERTY,CALE",,,"SUB OUT by YELLIN-FLAHERTY,CALE",2
10:40,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by KANESHIRO,RYAN",,,"REBOUND DEF by KANESHIRO,RYAN",2
10:33,,,,,"MISS LAYUP by CROSTHWAITE,JONNY",,,"MISS LAYUP by CROSTHWAITE,JONNY",2
--,,,,,"REBOUND OFF by CROSTHWAITE,JONNY",,,"REBOUND OFF by CROSTHWAITE,JONNY",2
10:31,,,,,"MISS JUMPER by CROSTHWAITE,JONNY",,,"MISS JUMPER by CROSTHWAITE,JONNY",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
10:26,,,,,"FOUL  by KANESHIRO,RYAN",,,"FOUL  by KANESHIRO,RYAN",2
10:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:41,,,,,"FOUL  by CROSTHWAITE,JONNY",,,"FOUL  by CROSTHWAITE,JONNY",2
09:28,"GOOD JUMPER by JAMES,MAC",46,,75 (+29),,RHODES 46-75 (-29),,"GOOD JUMPER by JAMES,MAC",2
09:07,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
09:07,,,,,"MISS FT by CROSTHWAITE,JONNY",,,"MISS FT by CROSTHWAITE,JONNY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:07,,46,,76 (+30),"GOOD FT by CROSTHWAITE,JONNY",OCCIDENT 46-76 (-30),,"GOOD FT by CROSTHWAITE,JONNY",2
08:53,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by ADLER,JACOB",,,"REBOUND DEF by ADLER,JACOB",2
08:45,,,,,"TURNOVER  by DEWITZ,AUSTIN",,,"TURNOVER  by DEWITZ,AUSTIN",2
08:44,"STEAL  by SHEN,KEVIN",,,,,,,"STEAL  by SHEN,KEVIN",2
08:38,"GOOD 3PTR by SHEN,KEVIN",49,,76 (+27),,RHODES 49-76 (-27),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
08:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:36,,,,,"SUB IN by DOSA,KYLE",,,"SUB IN by DOSA,KYLE",2
08:36,,,,,"SUB OUT by DEWITZ,AUSTIN",,,"SUB OUT by DEWITZ,AUSTIN",2
08:19,,,,,"MISS JUMPER by ADLER,JACOB",,,"MISS JUMPER by ADLER,JACOB",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
08:09,,,,,"FOUL  by ADLER,JACOB",,,"FOUL  by ADLER,JACOB",2
08:09,"GOOD FT by GALVIN,OWEN",50,,76 (+26),,RHODES 50-76 (-26),,"GOOD FT by GALVIN,OWEN",2
08:09,"GOOD FT by GALVIN,OWEN",51,,76 (+25),,RHODES 51-76 (-25),,"GOOD FT by GALVIN,OWEN",2
08:09,"SUB IN by DIXON,TADDEUS",,,,,,,"SUB IN by DIXON,TADDEUS",2
08:09,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:09,,,,,"SUB IN by DEWITZ,AUSTIN",,,"SUB IN by DEWITZ,AUSTIN",2
08:09,,,,,"SUB OUT by ADLER,JACOB",,,"SUB OUT by ADLER,JACOB",2
07:52,,,,,"TURNOVER  by DEWITZ,AUSTIN",,,"TURNOVER  by DEWITZ,AUSTIN",2
07:51,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
07:29,"GOOD LAYUP by SHEN,KEVIN(in the paint)",53,,76 (+23),,RHODES 53-76 (-23),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
07:02,,,,,"MISS JUMPER by KANESHIRO,RYAN",,,"MISS JUMPER by KANESHIRO,RYAN",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
06:53,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,,,,,"REBOUND DEF by BAINES,ZACH",,,"REBOUND DEF by BAINES,ZACH",2
06:41,,53,,78 (+25),"GOOD LAYUP by CROSTHWAITE,JONNY(in the paint)",OCCIDENT 53-78 (-25),,"GOOD LAYUP by CROSTHWAITE,JONNY(in the paint)",2
--,,,,,"ASSIST  by KANESHIRO,RYAN",,,"ASSIST  by KANESHIRO,RYAN",2
06:28,"GOOD 3PTR by SHEN,KEVIN",56,,78 (+22),,RHODES 56-78 (-22),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
06:08,,56,,80 (+24),"GOOD JUMPER by BAINES,ZACH",OCCIDENT 56-80 (-24),,"GOOD JUMPER by BAINES,ZACH",2
--,,,,,"ASSIST  by DEWITZ,AUSTIN",,,"ASSIST  by DEWITZ,AUSTIN",2
06:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:06,"SUB IN by GUEST,TYLER",,,,,,,"SUB IN by GUEST,TYLER",2
06:06,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
06:06,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
06:06,"SUB OUT by DIXON,TADDEUS",,,,,,,"SUB OUT by DIXON,TADDEUS",2
06:06,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
06:06,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
06:06,,,,,"SUB IN by SWEENEY,TYLER",,,"SUB IN by SWEENEY,TYLER",2
06:06,,,,,"SUB IN by YELLIN-FLAHERTY,CALE",,,"SUB IN by YELLIN-FLAHERTY,CALE",2
06:06,,,,,"SUB OUT by CROSTHWAITE,JONNY",,,"SUB OUT by CROSTHWAITE,JONNY",2
06:06,,,,,"SUB OUT by BAINES,ZACH",,,"SUB OUT by BAINES,ZACH",2
05:54,"GOOD JUMPER by SHEN,KEVIN(in the paint)",58,,80 (+22),,RHODES 58-80 (-22),,"GOOD JUMPER by SHEN,KEVIN(in the paint)",2
--,"ASSIST  by GUEST,TYLER",,,,,,,"ASSIST  by GUEST,TYLER",2
05:41,,58,,82 (+24),"GOOD LAYUP by YELLIN-FLAHERTY,CALE(in the paint)",OCCIDENT 58-82 (-24),,"GOOD LAYUP by YELLIN-FLAHERTY,CALE(in the paint)",2
--,,,,,"ASSIST  by KANESHIRO,RYAN",,,"ASSIST  by KANESHIRO,RYAN",2
05:29,"MISS 3PTR by GUEST,TYLER",,,,,,,"MISS 3PTR by GUEST,TYLER",2
--,,,,,"REBOUND DEF by SWEENEY,TYLER",,,"REBOUND DEF by SWEENEY,TYLER",2
05:16,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
05:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:16,,58,,83 (+25),"GOOD FT by KANESHIRO,RYAN",OCCIDENT 58-83 (-25),,"GOOD FT by KANESHIRO,RYAN",2
05:16,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
05:16,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
05:09,,58,,84 (+26),"GOOD FT by KANESHIRO,RYAN",OCCIDENT 58-84 (-26),,"GOOD FT by KANESHIRO,RYAN",2
05:03,,,,,"SUB IN by WHEALDON,RUSSELL",,,"SUB IN by WHEALDON,RUSSELL",2
05:03,,,,,"SUB OUT by KANESHIRO,RYAN",,,"SUB OUT by KANESHIRO,RYAN",2
04:42,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
04:41,,,,,"STEAL  by DEWITZ,AUSTIN",,,"STEAL  by DEWITZ,AUSTIN",2
04:18,,58,,87 (+29),"GOOD 3PTR by YELLIN-FLAHERTY,CALE",OCCIDENT 58-87 (-29),,"GOOD 3PTR by YELLIN-FLAHERTY,CALE",2
--,,,,,"ASSIST  by DEWITZ,AUSTIN",,,"ASSIST  by DEWITZ,AUSTIN",2
04:05,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",2
04:02,"GOOD JUMPER by SAMSON,VAUGHN(in the paint)",60,,87 (+27),,RHODES 60-87 (-27),,"GOOD JUMPER by SAMSON,VAUGHN(in the paint)",2
03:55,,,,,"TURNOVER  by DOSA,KYLE",,,"TURNOVER  by DOSA,KYLE",2
03:55,,,,,"FOUL  by DOSA,KYLE",,,"FOUL  by DOSA,KYLE",2
03:55,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
03:55,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
03:55,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
03:55,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
03:55,,,,,"SUB IN by DARGAN,CONNOR",,,"SUB IN by DARGAN,CONNOR",2
03:55,,,,,"SUB IN by NISHI,FORREST",,,"SUB IN by NISHI,FORREST",2
03:55,,,,,"SUB OUT by YELLIN-FLAHERTY,CALE",,,"SUB OUT by YELLIN-FLAHERTY,CALE",2
03:55,,,,,"SUB OUT by DEWITZ,AUSTIN",,,"SUB OUT by DEWITZ,AUSTIN",2
03:51,"MISS JUMPER by SAMSON,VAUGHN",,,,,,,"MISS JUMPER by SAMSON,VAUGHN",2
--,,,,,"REBOUND DEF by NISHI,FORREST",,,"REBOUND DEF by NISHI,FORREST",2
03:31,,,,,"MISS 3PTR by DOSA,KYLE",,,"MISS 3PTR by DOSA,KYLE",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
03:24,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by WHEALDON,RUSSELL",,,"REBOUND DEF by WHEALDON,RUSSELL",2
03:14,,,,,"TURNOVER  by WHEALDON,RUSSELL",,,"TURNOVER  by WHEALDON,RUSSELL",2
03:13,"STEAL  by LOVE,KERRY",,,,,,,"STEAL  by LOVE,KERRY",2
03:10,"GOOD LAYUP by GUEST,TYLER(fastbreak)(in the paint)",62,,87 (+25),,RHODES 62-87 (-25),,"GOOD LAYUP by GUEST,TYLER(fastbreak)(in the paint)",2
02:56,,,,,"TURNOVER  by DARGAN,CONNOR",,,"TURNOVER  by DARGAN,CONNOR",2
02:55,"STEAL  by SHEN,KEVIN",,,,,,,"STEAL  by SHEN,KEVIN",2
02:54,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by DARGAN,CONNOR",,,"REBOUND DEF by DARGAN,CONNOR",2
02:46,,,,,"TURNOVER  by WHEALDON,RUSSELL",,,"TURNOVER  by WHEALDON,RUSSELL",2
02:45,"STEAL  by SHEN,KEVIN",,,,,,,"STEAL  by SHEN,KEVIN",2
02:40,"MISS 3PTR by GRUBBS,COBY",,,,,,,"MISS 3PTR by GRUBBS,COBY",2
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",2
02:27,,,,,"FOUL  by NISHI,FORREST",,,"FOUL  by NISHI,FORREST",2
