Time Remaining,CHAPMAN,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
20:00,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
19:58,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
19:53,"STEAL  by NAKAKIHARA,REED",,,,,,,"STEAL  by NAKAKIHARA,REED",2
19:52,"GOOD LAYUP by NAKAKIHARA,REED(in the paint)",36 (+8),,28,,CHAPMAN 36-28 (-8),,"GOOD LAYUP by NAKAKIHARA,REED(in the paint)",2
19:48,,36 (+6),,30,"GOOD LAYUP by SHEN,KEVIN(in the paint)",RHODES 36-30 (-6),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
19:48,"SUB IN by WHITE,CHANDLER",,,,,,,"SUB IN by WHITE,CHANDLER",2
19:48,"SUB IN by KENNEY,JEFF",,,,,,,"SUB IN by KENNEY,JEFF",2
19:48,"SUB IN by HASLAM,CAM",,,,,,,"SUB IN by HASLAM,CAM",2
19:48,"SUB IN by FERRIER,COLIN",,,,,,,"SUB IN by FERRIER,COLIN",2
19:48,"SUB IN by NAKAKIHARA,REED",,,,,,,"SUB IN by NAKAKIHARA,REED",2
19:48,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
19:48,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
19:48,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
19:48,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
19:48,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
19:34,"TURNOVER  by FERRIER,COLIN",,,,,,,"TURNOVER  by FERRIER,COLIN",2
19:32,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
19:29,,36 (+4),,32,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 36-32 (-4),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",2
19:08,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
18:53,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
18:50,"MISS FT by WHITE,CHANDLER",,,,,,,"MISS FT by WHITE,CHANDLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:39,"GOOD FT by WHITE,CHANDLER",37 (+5),,32,,CHAPMAN 37-32 (-5),,"GOOD FT by WHITE,CHANDLER",2
18:39,"SUB IN by FUSCO,RYAN",,,,,,,"SUB IN by FUSCO,RYAN",2
18:39,"SUB OUT by FERRIER,COLIN",,,,,,,"SUB OUT by FERRIER,COLIN",2
18:25,,37 (+3),,34,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 37-34 (-3),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",2
18:00,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
18:00,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
18:00,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
17:42,"FOUL  by FUSCO,RYAN",,,,,,,"FOUL  by FUSCO,RYAN",2
17:42,"TURNOVER  by FUSCO,RYAN",,,,,,,"TURNOVER  by FUSCO,RYAN",2
17:42,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
17:42,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:23,,37,,37,"GOOD 3PTR by GALVIN,OWEN",RHODES 37-37 (0),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
17:03,"MISS LAYUP by HASLAM,CAM",,,,,,,"MISS LAYUP by HASLAM,CAM",2
17:03,,,,,"BLOCK  by BERRY,BRYCE",,,"BLOCK  by BERRY,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:54,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
16:54,"GOOD FT by FUSCO,RYAN",38 (+1),,37,,CHAPMAN 38-37 (-1),,"GOOD FT by FUSCO,RYAN",2
16:54,"GOOD FT by FUSCO,RYAN",39 (+2),,37,,CHAPMAN 39-37 (-2),,"GOOD FT by FUSCO,RYAN",2
16:54,"SUB IN by MARLOW,KEVIN",,,,,,,"SUB IN by MARLOW,KEVIN",2
16:54,"SUB OUT by KENNEY,JEFF",,,,,,,"SUB OUT by KENNEY,JEFF",2
16:33,,39,,40 (+1),"GOOD 3PTR by GALVIN,OWEN",RHODES 39-40 (+1),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by GIROUX,PRESTON",,,"ASSIST  by GIROUX,PRESTON",2
16:14,"GOOD JUMPER by WHITE,CHANDLER",41 (+1),,40,,CHAPMAN 41-40 (-1),,"GOOD JUMPER by WHITE,CHANDLER",2
--,"ASSIST  by NAKAKIHARA,REED",,,,,,,"ASSIST  by NAKAKIHARA,REED",2
16:12,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
16:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:07,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
16:07,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
15:25,"MISS LAYUP by MARLOW,KEVIN",,,,,,,"MISS LAYUP by MARLOW,KEVIN",2
--,"REBOUND OFF by WHITE,CHANDLER",,,,,,,"REBOUND OFF by WHITE,CHANDLER",2
15:22,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
15:20,"GOOD FT by WHITE,CHANDLER",42 (+2),,40,,CHAPMAN 42-40 (-2),,"GOOD FT by WHITE,CHANDLER",2
15:20,"MISS FT by WHITE,CHANDLER",,,,,,,"MISS FT by WHITE,CHANDLER",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
15:20,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
15:20,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
15:07,,42,,42,"GOOD JUMPER by GIROUX,PRESTON",RHODES 42-42 (0),,"GOOD JUMPER by GIROUX,PRESTON",2
14:45,"SUB IN by COMER,SEAN",,,,,,,"SUB IN by COMER,SEAN",2
14:45,"SUB OUT by NAKAKIHARA,REED",,,,,,,"SUB OUT by NAKAKIHARA,REED",2
14:45,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
14:45,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
14:37,"GOOD JUMPER by COMER,SEAN",44 (+2),,42,,CHAPMAN 44-42 (-2),,"GOOD JUMPER by COMER,SEAN",2
14:17,,44,,44,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 44-44 (0),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by FERIA,NICK DE",,,"ASSIST  by FERIA,NICK DE",2
13:57,"MISS JUMPER by FUSCO,RYAN",,,,,,,"MISS JUMPER by FUSCO,RYAN",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
13:49,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
13:28,"GOOD 3PTR by MARLOW,KEVIN",47 (+3),,44,,CHAPMAN 47-44 (-3),,"GOOD 3PTR by MARLOW,KEVIN",2
--,"ASSIST  by FUSCO,RYAN",,,,,,,"ASSIST  by FUSCO,RYAN",2
13:00,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by COMER,SEAN",,,,,,,"REBOUND DEF by COMER,SEAN",2
12:38,"MISS 3PTR by HASLAM,CAM",,,,,,,"MISS 3PTR by HASLAM,CAM",2
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",2
12:28,,47 (+1),,46,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 47-46 (-1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
12:18,"FOUL  by WHITE,CHANDLER",,,,,,,"FOUL  by WHITE,CHANDLER",2
12:18,"TURNOVER  by WHITE,CHANDLER",,,,,,,"TURNOVER  by WHITE,CHANDLER",2
12:18,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
12:18,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:18,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
12:18,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
12:18,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:18,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
12:10,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
12:10,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
12:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:10,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
12:10,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:58,"MISS LAYUP by MARLOW,KEVIN",,,,,,,"MISS LAYUP by MARLOW,KEVIN",2
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",2
11:44,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND DEF by WHITE,CHANDLER",,,,,,,"REBOUND DEF by WHITE,CHANDLER",2
11:29,"MISS 3PTR by FUSCO,RYAN",,,,,,,"MISS 3PTR by FUSCO,RYAN",2
--,"REBOUND OFF by COMER,SEAN",,,,,,,"REBOUND OFF by COMER,SEAN",2
11:15,"MISS LAYUP by FUSCO,RYAN",,,,,,,"MISS LAYUP by FUSCO,RYAN",2
--,"REBOUND OFF by FUSCO,RYAN",,,,,,,"REBOUND OFF by FUSCO,RYAN",2
11:13,"MISS LAYUP by FUSCO,RYAN",,,,,,,"MISS LAYUP by FUSCO,RYAN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
10:59,"FOUL  by MARLOW,KEVIN",,,,,,,"FOUL  by MARLOW,KEVIN",2
10:59,"SUB IN by FERRIER,COLIN",,,,,,,"SUB IN by FERRIER,COLIN",2
10:59,"SUB OUT by COMER,SEAN",,,,,,,"SUB OUT by COMER,SEAN",2
10:59,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:59,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
10:53,,47,,48 (+1),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 47-48 (+1),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
10:18,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
09:59,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",2
09:56,,47,,50 (+3),"GOOD JUMPER by SAMSON,VAUGHN",RHODES 47-50 (+3),,"GOOD JUMPER by SAMSON,VAUGHN",2
09:38,"MISS JUMPER by HASLAM,CAM",,,,,,,"MISS JUMPER by HASLAM,CAM",2
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",2
09:15,,47,,53 (+6),"GOOD 3PTR by BERRY,BRYCE",RHODES 47-53 (+6),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
09:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:15,"SUB IN by KENNEY,JEFF",,,,,,,"SUB IN by KENNEY,JEFF",2
09:15,"SUB IN by NAKAKIHARA,REED",,,,,,,"SUB IN by NAKAKIHARA,REED",2
09:15,"SUB OUT by FUSCO,RYAN",,,,,,,"SUB OUT by FUSCO,RYAN",2
09:15,"SUB OUT by HASLAM,CAM",,,,,,,"SUB OUT by HASLAM,CAM",2
09:15,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:15,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:53,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
08:53,"GOOD FT by KENNEY,JEFF",48,,53 (+5),,CHAPMAN 48-53 (+5),,"GOOD FT by KENNEY,JEFF",2
08:53,"GOOD FT by KENNEY,JEFF",49,,53 (+4),,CHAPMAN 49-53 (+4),,"GOOD FT by KENNEY,JEFF",2
08:53,"SUB IN by COMER,SEAN",,,,,,,"SUB IN by COMER,SEAN",2
08:53,"SUB OUT by MARLOW,KEVIN",,,,,,,"SUB OUT by MARLOW,KEVIN",2
08:53,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
08:53,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
08:32,,49,,55 (+6),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 49-55 (+6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
08:01,"GOOD JUMPER by COMER,SEAN",51,,55 (+4),,CHAPMAN 51-55 (+4),,"GOOD JUMPER by COMER,SEAN",2
07:32,,51,,57 (+6),"GOOD JUMPER by GIROUX,PRESTON",RHODES 51-57 (+6),,"GOOD JUMPER by GIROUX,PRESTON",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
07:01,"MISS JUMPER by KENNEY,JEFF",,,,,,,"MISS JUMPER by KENNEY,JEFF",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
06:32,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by FERRIER,COLIN",,,,,,,"REBOUND DEF by FERRIER,COLIN",2
06:22,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
06:22,"GOOD FT by KENNEY,JEFF",52,,57 (+5),,CHAPMAN 52-57 (+5),,"GOOD FT by KENNEY,JEFF",2
06:22,"MISS FT by KENNEY,JEFF",,,,,,,"MISS FT by KENNEY,JEFF",2
--,"REBOUND OFF by WHITE,CHANDLER",,,,,,,"REBOUND OFF by WHITE,CHANDLER",2
06:22,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
06:22,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
06:22,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
06:22,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
06:18,"GOOD JUMPER by WHITE,CHANDLER",54,,57 (+3),,CHAPMAN 54-57 (+3),,"GOOD JUMPER by WHITE,CHANDLER",2
06:16,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
06:15,"GOOD FT by WHITE,CHANDLER",55,,57 (+2),,CHAPMAN 55-57 (+2),,"GOOD FT by WHITE,CHANDLER",2
06:15,"SUB IN by FUSCO,RYAN",,,,,,,"SUB IN by FUSCO,RYAN",2
06:15,"SUB IN by HASLAM,CAM",,,,,,,"SUB IN by HASLAM,CAM",2
06:15,"SUB OUT by KENNEY,JEFF",,,,,,,"SUB OUT by KENNEY,JEFF",2
06:15,"SUB OUT by NAKAKIHARA,REED",,,,,,,"SUB OUT by NAKAKIHARA,REED",2
06:15,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:15,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:53,,55,,59 (+4),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 55-59 (+4),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
05:24,"GOOD LAYUP by COMER,SEAN(in the paint)",57,,59 (+2),,CHAPMAN 57-59 (+2),,"GOOD LAYUP by COMER,SEAN(in the paint)",2
05:24,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
05:24,"GOOD FT by COMER,SEAN",58,,59 (+1),,CHAPMAN 58-59 (+1),,"GOOD FT by COMER,SEAN",2
05:24,"SUB IN by KENNEY,JEFF",,,,,,,"SUB IN by KENNEY,JEFF",2
05:24,"SUB OUT by COMER,SEAN",,,,,,,"SUB OUT by COMER,SEAN",2
05:10,,58,,61 (+3),"GOOD JUMPER by DARST,DANIEL",RHODES 58-61 (+3),,"GOOD JUMPER by DARST,DANIEL",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
04:38,"MISS JUMPER by HASLAM,CAM",,,,,,,"MISS JUMPER by HASLAM,CAM",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
04:05,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
04:02,,58,,63 (+5),"GOOD JUMPER by DARST,DANIEL",RHODES 58-63 (+5),,"GOOD JUMPER by DARST,DANIEL",2
03:42,"MISS JUMPER by WHITE,CHANDLER",,,,,,,"MISS JUMPER by WHITE,CHANDLER",2
--,"REBOUND OFF by FUSCO,RYAN",,,,,,,"REBOUND OFF by FUSCO,RYAN",2
03:40,"GOOD JUMPER by FUSCO,RYAN",60,,63 (+3),,CHAPMAN 60-63 (+3),,"GOOD JUMPER by FUSCO,RYAN",2
03:14,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by FUSCO,RYAN",,,,,,,"REBOUND DEF by FUSCO,RYAN",2
02:49,"GOOD LAYUP by HASLAM,CAM(in the paint)",62,,63 (+1),,CHAPMAN 62-63 (+1),,"GOOD LAYUP by HASLAM,CAM(in the paint)",2
02:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:48,"SUB IN by COMER,SEAN",,,,,,,"SUB IN by COMER,SEAN",2
02:48,"SUB OUT by FERRIER,COLIN",,,,,,,"SUB OUT by FERRIER,COLIN",2
02:48,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
02:48,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
02:48,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
02:48,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
02:48,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
02:48,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
02:31,,62,,65 (+3),"GOOD JUMPER by WEATHERFORD,MITCH",RHODES 62-65 (+3),,"GOOD JUMPER by WEATHERFORD,MITCH",2
02:18,"FOUL  by KENNEY,JEFF",,,,,,,"FOUL  by KENNEY,JEFF",2
02:18,"TURNOVER  by KENNEY,JEFF",,,,,,,"TURNOVER  by KENNEY,JEFF",2
02:00,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
02:00,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
01:58,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",2
01:54,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
01:39,"MISS 3PTR by HASLAM,CAM",,,,,,,"MISS 3PTR by HASLAM,CAM",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
01:33,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,"REBOUND DEF by COMER,SEAN",,,,,,,"REBOUND DEF by COMER,SEAN",2
01:22,"GOOD 3PTR by KENNEY,JEFF",65,,65,,CHAPMAN 65-65 (0),,"GOOD 3PTR by KENNEY,JEFF",2
--,"ASSIST  by FUSCO,RYAN",,,,,,,"ASSIST  by FUSCO,RYAN",2
00:54,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND DEF by KENNEY,JEFF",,,,,,,"REBOUND DEF by KENNEY,JEFF",2
00:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
00:54,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
00:32,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
00:32,"GOOD FT by WHITE,CHANDLER",66 (+1),,65,,CHAPMAN 66-65 (-1),,"GOOD FT by WHITE,CHANDLER",2
00:32,"GOOD FT by WHITE,CHANDLER",67 (+2),,65,,CHAPMAN 67-65 (-2),,"GOOD FT by WHITE,CHANDLER",2
00:32,"SUB IN by FERRIER,COLIN",,,,,,,"SUB IN by FERRIER,COLIN",2
00:32,"SUB OUT by COMER,SEAN",,,,,,,"SUB OUT by COMER,SEAN",2
00:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:09,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
00:09,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND DEF by KENNEY,JEFF",,,,,,,"REBOUND DEF by KENNEY,JEFF",2
00:09,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
00:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:09,"GOOD FT by KENNEY,JEFF",68 (+3),,65,,CHAPMAN 68-65 (-3),,"GOOD FT by KENNEY,JEFF",2
00:09,"GOOD FT by KENNEY,JEFF",69 (+4),,65,,CHAPMAN 69-65 (-4),,"GOOD FT by KENNEY,JEFF",2
00:09,"SUB IN by COMER,SEAN",,,,,,,"SUB IN by COMER,SEAN",2
00:09,"SUB OUT by WHITE,CHANDLER",,,,,,,"SUB OUT by WHITE,CHANDLER",2
00:09,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
00:09,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
00:07,"FOUL  by COMER,SEAN",,,,,,,"FOUL  by COMER,SEAN",2
00:01,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by COMER,SEAN",,,,,,,"REBOUND DEF by COMER,SEAN",2
