Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
02:37,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
02:16,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
02:11,"TURNOVER  by IGBINOSA,STEPHEN",,,,,,,"TURNOVER  by IGBINOSA,STEPHEN",2
02:10,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
02:08,,56,,59 (+3),"GOOD 3PTR by JONES,BLAKE",MILLSAPS 56-59 (+3),,"GOOD 3PTR by JONES,BLAKE",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
01:53,"MISS LAYUP by HUDSON,CEDRIC",,,,,,,"MISS LAYUP by HUDSON,CEDRIC",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
01:49,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
01:49,"STEAL  by HUDSON,CEDRIC",,,,,,,"STEAL  by HUDSON,CEDRIC",2
01:47,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",58,,59 (+1),,ACM 58-59 (+1),,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",2
01:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:35,"FOUL  by SULLIVAN,ALAN",,,,,,,"FOUL  by SULLIVAN,ALAN",2
01:35,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
01:20,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,"REBOUND OFF by BAEHL,BRIAN",,,,,,,"REBOUND OFF by BAEHL,BRIAN",2
01:18,"MISS LAYUP by BAEHL,BRIAN",,,,,,,"MISS LAYUP by BAEHL,BRIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:14,"GOOD JUMPER by BAEHL,BRIAN",60 (+1),,59,,ACM 60-59 (-1),,"GOOD JUMPER by BAEHL,BRIAN",2
--,"ASSIST  by FREET,AUSTIN",,,,,,,"ASSIST  by FREET,AUSTIN",2
00:58,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
00:43,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:40,"FOUL  by FREET,AUSTIN",,,,,,,"FOUL  by FREET,AUSTIN",2
00:40,,60,,60,"GOOD FT by ROBERTSON,MARC",MILLSAPS 60-60 (0),,"GOOD FT by ROBERTSON,MARC",2
00:40,,60,,61 (+1),"GOOD FT by ROBERTSON,MARC",MILLSAPS 60-61 (+1),,"GOOD FT by ROBERTSON,MARC",2
00:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:37,"GOOD JUMPER by BAEHL,BRIAN",62 (+1),,61,,ACM 62-61 (-1),,"GOOD JUMPER by BAEHL,BRIAN",2
00:16,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
00:14,"STEAL  by FREET,AUSTIN",,,,,,,"STEAL  by FREET,AUSTIN",2
00:10,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
00:10,"GOOD FT by SULLIVAN,ALAN",63 (+2),,61,,ACM 63-61 (-2),,"GOOD FT by SULLIVAN,ALAN",2
00:10,"GOOD FT by SULLIVAN,ALAN",64 (+3),,61,,ACM 64-61 (-3),,"GOOD FT by SULLIVAN,ALAN",2
00:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:10,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
00:10,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
00:01,,64 (+1),,63,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",MILLSAPS 64-63 (-1),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
00:01,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
00:01,"GOOD FT by FREET,AUSTIN",65 (+2),,63,,ACM 65-63 (-2),,"GOOD FT by FREET,AUSTIN",2
00:01,"GOOD FT by FREET,AUSTIN",66 (+3),,63,,ACM 66-63 (-3),,"GOOD FT by FREET,AUSTIN",2
00:01,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
00:01,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
00:00,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
00:00,"STEAL  by HUDSON,CEDRIC",,,,,,,"STEAL  by HUDSON,CEDRIC",2
