Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
02:08,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
02:08,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
02:08,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
01:54,,,,,"MISS LAYUP by THOMPSON,TRAVIS",,,"MISS LAYUP by THOMPSON,TRAVIS",2
01:54,"BLOCK  by MANCUSO,LOGAN",,,,,,,"BLOCK  by MANCUSO,LOGAN",2
--,"REBOUND DEF by HANSTAD,RAJAN",,,,,,,"REBOUND DEF by HANSTAD,RAJAN",2
01:31,"FOUL  by COLEMAN,DANIEL",,,,,,,"FOUL  by COLEMAN,DANIEL",2
01:24,,,,,"MISS FT by HOWELL,RICHARD",,,"MISS FT by HOWELL,RICHARD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:21,,54,,77 (+23),"GOOD FT by HOWELL,RICHARD",LCM 54-77 (-23),,"GOOD FT by HOWELL,RICHARD",2
01:15,SUB IN by MANNINNG,,,,,,,SUB IN by MANNINNG,2
01:05,"GOOD 3PTR by MANNING,JOHNATHAN",57,,77 (+20),,MILLMBB 57-77 (-20),,"GOOD 3PTR by MANNING,JOHNATHAN",2
--,"ASSIST  by COLEMAN,DANIEL",,,,,,,"ASSIST  by COLEMAN,DANIEL",2
00:39,,,,,"MISS JUMPER by MCCAULEY,MICHAEL",,,"MISS JUMPER by MCCAULEY,MICHAEL",2
--,,,,,"REBOUND OFF by ROSETTI,NATE",,,"REBOUND OFF by ROSETTI,NATE",2
00:34,,57,,79 (+22),"GOOD TIPIN by ROSETTI,NATE(in the paint)",LCM 57-79 (-22),,"GOOD TIPIN by ROSETTI,NATE(in the paint)",2
00:21,"TURNOVER  by MASON,ROBERT WADE",,,,,,,"TURNOVER  by MASON,ROBERT WADE",2
00:19,,,,,"STEAL  by WAGNER,STEPHEN",,,"STEAL  by WAGNER,STEPHEN",2
00:17,,,,,"TURNOVER  by WAGNER,STEPHEN",,,"TURNOVER  by WAGNER,STEPHEN",2
00:15,"STEAL  by MANNING,JOHNATHAN",,,,,,,"STEAL  by MANNING,JOHNATHAN",2
00:02,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,"REBOUND OFF by MASON,ROBERT WADE",,,,,,,"REBOUND OFF by MASON,ROBERT WADE",2
