Time Remaining,PCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
16:44,"TURNOVER  by VALLEJO,JUSTIN",,,,,,,"TURNOVER  by VALLEJO,JUSTIN",2
16:43,"SUB IN by RILEY,MILES",,,,,,,"SUB IN by RILEY,MILES",2
16:43,"SUB OUT by LANIER,MARQUISE",,,,,,,"SUB OUT by LANIER,MARQUISE",2
16:24,"FOUL  by RILEY,MILES",,,,,,,"FOUL  by RILEY,MILES",2
16:24,,56,,70 (+14),"GOOD FT by DARST,DANIEL",RHODES 56-70 (+14),,"GOOD FT by DARST,DANIEL",2
16:24,,56,,71 (+15),"GOOD FT by DARST,DANIEL",RHODES 56-71 (+15),,"GOOD FT by DARST,DANIEL",2
16:24,"SUB IN by FOOTE,JORDAN",,,,,,,"SUB IN by FOOTE,JORDAN",2
16:24,"SUB OUT by VALLEJO,JUSTIN",,,,,,,"SUB OUT by VALLEJO,JUSTIN",2
16:17,"TURNOVER  by FOOTE,JORDAN",,,,,,,"TURNOVER  by FOOTE,JORDAN",2
16:17,"FOUL  by FOOTE,JORDAN",,,,,,,"FOUL  by FOOTE,JORDAN",2
16:17,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
16:17,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
16:17,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
16:17,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
16:17,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
16:17,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
16:17,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:17,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
16:17,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
16:17,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
16:00,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
15:55,,56,,73 (+17),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 56-73 (+17),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
15:47,"TURNOVER  by ASSINESI,LANDRY",,,,,,,"TURNOVER  by ASSINESI,LANDRY",2
15:45,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
15:43,,,,,"TURNOVER  by FERIA,NICK DE",,,"TURNOVER  by FERIA,NICK DE",2
15:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:36,"GOOD LAYUP by MILLS,TAYLOR(fastbreak)(in the paint)",58,,73 (+15),,PCM 58-73 (+15),,"GOOD LAYUP by MILLS,TAYLOR(fastbreak)(in the paint)",2
15:36,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
15:36,"GOOD FT by MILLS,TAYLOR",59,,73 (+14),,PCM 59-73 (+14),,"GOOD FT by MILLS,TAYLOR",2
15:05,,,,,"MISS JUMPER by FERIA,NICK DE",,,"MISS JUMPER by FERIA,NICK DE",2
15:05,"BLOCK  by FOOTE,JORDAN",,,,,,,"BLOCK  by FOOTE,JORDAN",2
--,"REBOUND DEF by MILLS,TAYLOR",,,,,,,"REBOUND DEF by MILLS,TAYLOR",2
15:00,"GOOD LAYUP by MILLS,TAYLOR(in the paint)",61,,73 (+12),,PCM 61-73 (+12),,"GOOD LAYUP by MILLS,TAYLOR(in the paint)",2
14:48,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,"REBOUND DEF by MILLS,TAYLOR",,,,,,,"REBOUND DEF by MILLS,TAYLOR",2
14:38,"FOUL  by ALSTON,ELIJAH",,,,,,,"FOUL  by ALSTON,ELIJAH",2
14:38,"TURNOVER  by ALSTON,ELIJAH",,,,,,,"TURNOVER  by ALSTON,ELIJAH",2
14:38,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
14:38,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
14:38,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:38,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:38,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
14:38,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
14:38,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
14:38,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
14:38,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:38,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
14:17,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",2
--,"REBOUND DEF by RILEY,MILES",,,,,,,"REBOUND DEF by RILEY,MILES",2
14:10,"TURNOVER  by RILEY,MILES",,,,,,,"TURNOVER  by RILEY,MILES",2
14:00,,61,,76 (+15),"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 61-76 (+15),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
13:51,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
13:51,"MISS FT by FOOTE,JORDAN",,,,,,,"MISS FT by FOOTE,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:51,"MISS FT by FOOTE,JORDAN",,,,,,,"MISS FT by FOOTE,JORDAN",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
13:51,"SUB IN by JOSEPH,MICHAEL",,,,,,,"SUB IN by JOSEPH,MICHAEL",2
13:51,"SUB OUT by ALSTON,ELIJAH",,,,,,,"SUB OUT by ALSTON,ELIJAH",2
13:41,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by ASSINESI,LANDRY",,,,,,,"REBOUND DEF by ASSINESI,LANDRY",2
13:32,"GOOD 3PTR by MILLS,TAYLOR",64,,76 (+12),,PCM 64-76 (+12),,"GOOD 3PTR by MILLS,TAYLOR",2
--,"ASSIST  by ASSINESI,LANDRY",,,,,,,"ASSIST  by ASSINESI,LANDRY",2
13:13,"FOUL  by RILEY,MILES",,,,,,,"FOUL  by RILEY,MILES",2
13:13,"SUB IN by VALLEJO,JUSTIN",,,,,,,"SUB IN by VALLEJO,JUSTIN",2
13:13,"SUB OUT by FOOTE,JORDAN",,,,,,,"SUB OUT by FOOTE,JORDAN",2
13:13,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:13,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
13:13,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
13:13,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
13:13,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
13:13,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
13:13,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
13:13,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
13:13,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:13,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
13:11,,,,,"MISS 3PTR by ROTEMAN,EVAN",,,"MISS 3PTR by ROTEMAN,EVAN",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
13:06,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND DEF by MILLS,TAYLOR",,,,,,,"REBOUND DEF by MILLS,TAYLOR",2
13:03,,,,,"FOUL  by ROTEMAN,EVAN",,,"FOUL  by ROTEMAN,EVAN",2
12:48,"GOOD 3PTR by MILLS,TAYLOR",67,,76 (+9),,PCM 67-76 (+9),,"GOOD 3PTR by MILLS,TAYLOR",2
--,"ASSIST  by VALLEJO,JUSTIN",,,,,,,"ASSIST  by VALLEJO,JUSTIN",2
12:30,,,,,"MISS JUMPER by ROTEMAN,EVAN",,,"MISS JUMPER by ROTEMAN,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:26,"FOUL  by JOSEPH,MICHAEL",,,,,,,"FOUL  by JOSEPH,MICHAEL",2
12:26,"SUB IN by YOUNG,AUSTIN",,,,,,,"SUB IN by YOUNG,AUSTIN",2
12:26,"SUB OUT by ASSINESI,LANDRY",,,,,,,"SUB OUT by ASSINESI,LANDRY",2
12:19,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
12:19,"BLOCK  by VALLEJO,JUSTIN",,,,,,,"BLOCK  by VALLEJO,JUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:16,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
12:16,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
12:16,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
12:16,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
12:16,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
12:16,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
12:16,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
12:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:16,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
12:16,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
11:59,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
11:59,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:59,"MISS FT by RILEY,MILES",,,,,,,"MISS FT by RILEY,MILES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:59,"GOOD FT by RILEY,MILES",68,,76 (+8),,PCM 68-76 (+8),,"GOOD FT by RILEY,MILES",2
11:52,,68,,78 (+10),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 68-78 (+10),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
11:42,"MISS LAYUP by MILLS,TAYLOR",,,,,,,"MISS LAYUP by MILLS,TAYLOR",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
11:36,,68,,80 (+12),"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",RHODES 68-80 (+12),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",2
11:29,"TURNOVER  by YOUNG,AUSTIN",,,,,,,"TURNOVER  by YOUNG,AUSTIN",2
11:27,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",2
11:27,,,,,"TURNOVER  by EVANS,ANDREW",,,"TURNOVER  by EVANS,ANDREW",2
11:27,,,,,"FOUL  by EVANS,ANDREW",,,"FOUL  by EVANS,ANDREW",2
11:27,"SUB IN by ASSINESI,LANDRY",,,,,,,"SUB IN by ASSINESI,LANDRY",2
11:27,"SUB OUT by YOUNG,AUSTIN",,,,,,,"SUB OUT by YOUNG,AUSTIN",2
11:17,"MISS 3PTR by ASSINESI,LANDRY",,,,,,,"MISS 3PTR by ASSINESI,LANDRY",2
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",2
11:07,,68,,83 (+15),"GOOD 3PTR by FERIA,NICK DE",RHODES 68-83 (+15),,"GOOD 3PTR by FERIA,NICK DE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
10:55,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
10:55,"MISS FT by VALLEJO,JUSTIN",,,,,,,"MISS FT by VALLEJO,JUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:55,"GOOD FT by VALLEJO,JUSTIN",69,,83 (+14),,PCM 69-83 (+14),,"GOOD FT by VALLEJO,JUSTIN",2
10:55,"SUB IN by ALSTON,ELIJAH",,,,,,,"SUB IN by ALSTON,ELIJAH",2
10:55,"SUB OUT by MILLS,TAYLOR",,,,,,,"SUB OUT by MILLS,TAYLOR",2
10:55,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
10:55,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
10:55,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:55,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
10:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
10:55,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
10:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
10:55,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
10:46,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
10:29,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by ASSINESI,LANDRY",,,,,,,"REBOUND DEF by ASSINESI,LANDRY",2
10:19,"GOOD LAYUP by JOSEPH,MICHAEL(fastbreak)(in the paint)",71,,83 (+12),,PCM 71-83 (+12),,"GOOD LAYUP by JOSEPH,MICHAEL(fastbreak)(in the paint)",2
--,"ASSIST  by ALSTON,ELIJAH",,,,,,,"ASSIST  by ALSTON,ELIJAH",2
10:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:10,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
10:10,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:10,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
10:10,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
10:10,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:10,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
10:10,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:10,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
10:10,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
10:10,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:04,"FOUL  by ASSINESI,LANDRY",,,,,,,"FOUL  by ASSINESI,LANDRY",2
10:01,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by ALSTON,ELIJAH",,,,,,,"REBOUND DEF by ALSTON,ELIJAH",2
09:53,"MISS LAYUP by RILEY,MILES",,,,,,,"MISS LAYUP by RILEY,MILES",2
--,"REBOUND OFF by VALLEJO,JUSTIN",,,,,,,"REBOUND OFF by VALLEJO,JUSTIN",2
09:47,"TURNOVER  by RILEY,MILES",,,,,,,"TURNOVER  by RILEY,MILES",2
09:46,,,,,"STEAL  by SWIFT,DJ",,,"STEAL  by SWIFT,DJ",2
09:43,"FOUL  by ALSTON,ELIJAH",,,,,,,"FOUL  by ALSTON,ELIJAH",2
09:43,,71,,84 (+13),"GOOD FT by SWIFT,DJ",RHODES 71-84 (+13),,"GOOD FT by SWIFT,DJ",2
09:43,,71,,85 (+14),"GOOD FT by SWIFT,DJ",RHODES 71-85 (+14),,"GOOD FT by SWIFT,DJ",2
09:33,"SUB IN by LANIER,MARQUISE",,,,,,,"SUB IN by LANIER,MARQUISE",2
09:33,"SUB OUT by JOSEPH,MICHAEL",,,,,,,"SUB OUT by JOSEPH,MICHAEL",2
09:33,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
09:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
09:33,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
09:33,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
09:33,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:33,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
09:33,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
09:33,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
09:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:33,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
09:27,"TURNOVER  by ASSINESI,LANDRY",,,,,,,"TURNOVER  by ASSINESI,LANDRY",2
09:25,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
09:22,,,,,"MISS JUMPER by FERIA,NICK DE",,,"MISS JUMPER by FERIA,NICK DE",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
09:19,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by EVANS,ANDREW",,,"REBOUND OFF by EVANS,ANDREW",2
09:16,,71,,88 (+17),"GOOD 3PTR by EVANS,ANDREW",RHODES 71-88 (+17),,"GOOD 3PTR by EVANS,ANDREW",2
09:03,"TURNOVER  by ALSTON,ELIJAH",,,,,,,"TURNOVER  by ALSTON,ELIJAH",2
09:02,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
08:57,,71,,90 (+19),"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",RHODES 71-90 (+19),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",2
08:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:54,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
08:54,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
08:54,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
08:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
08:54,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
08:54,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
08:54,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
08:54,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
08:54,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
08:54,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
08:46,"GOOD LAYUP by VALLEJO,JUSTIN(in the paint)",73,,90 (+17),,PCM 73-90 (+17),,"GOOD LAYUP by VALLEJO,JUSTIN(in the paint)",2
08:46,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
08:46,"GOOD FT by VALLEJO,JUSTIN",74,,90 (+16),,PCM 74-90 (+16),,"GOOD FT by VALLEJO,JUSTIN",2
08:34,,74,,92 (+18),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 74-92 (+18),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
08:28,"MISS JUMPER by VALLEJO,JUSTIN",,,,,,,"MISS JUMPER by VALLEJO,JUSTIN",2
--,"REBOUND OFF by LANIER,MARQUISE",,,,,,,"REBOUND OFF by LANIER,MARQUISE",2
08:25,"MISS JUMPER by LANIER,MARQUISE",,,,,,,"MISS JUMPER by LANIER,MARQUISE",2
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",2
08:20,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
08:20,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
08:20,"TURNOVER  by ALSTON,ELIJAH",,,,,,,"TURNOVER  by ALSTON,ELIJAH",2
08:20,"SUB IN by RYAN,NICK",,,,,,,"SUB IN by RYAN,NICK",2
08:20,"SUB IN by MILLS,TAYLOR",,,,,,,"SUB IN by MILLS,TAYLOR",2
08:20,"SUB OUT by RILEY,MILES",,,,,,,"SUB OUT by RILEY,MILES",2
08:20,"SUB OUT by VALLEJO,JUSTIN",,,,,,,"SUB OUT by VALLEJO,JUSTIN",2
08:03,,74,,94 (+20),"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",RHODES 74-94 (+20),,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",2
08:03,"FOUL  by ALSTON,ELIJAH",,,,,,,"FOUL  by ALSTON,ELIJAH",2
08:03,,74,,95 (+21),"GOOD FT by MCINTYRE,WILLIAM",RHODES 74-95 (+21),,"GOOD FT by MCINTYRE,WILLIAM",2
07:54,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",76,,95 (+19),,PCM 76-95 (+19),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
07:54,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,"GOOD FT by LANIER,MARQUISE",77,,95 (+18),,PCM 77-95 (+18),,"GOOD FT by LANIER,MARQUISE",2
07:54,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
07:54,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
07:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
07:54,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
07:54,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
07:54,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
07:54,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
07:54,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
07:54,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
07:29,"FOUL  by LANIER,MARQUISE",,,,,,,"FOUL  by LANIER,MARQUISE",2
07:29,,77,,96 (+19),"GOOD FT by BERRY,BRYCE",RHODES 77-96 (+19),,"GOOD FT by BERRY,BRYCE",2
07:29,,77,,97 (+20),"GOOD FT by BERRY,BRYCE",RHODES 77-97 (+20),,"GOOD FT by BERRY,BRYCE",2
07:21,"GOOD LAYUP by ALSTON,ELIJAH(fastbreak)(in the paint)",79,,97 (+18),,PCM 79-97 (+18),,"GOOD LAYUP by ALSTON,ELIJAH(fastbreak)(in the paint)",2
--,"ASSIST  by ASSINESI,LANDRY",,,,,,,"ASSIST  by ASSINESI,LANDRY",2
07:03,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
07:01,"STEAL  by ASSINESI,LANDRY",,,,,,,"STEAL  by ASSINESI,LANDRY",2
06:58,"GOOD LAYUP by ALSTON,ELIJAH(fastbreak)(in the paint)",81,,97 (+16),,PCM 81-97 (+16),,"GOOD LAYUP by ALSTON,ELIJAH(fastbreak)(in the paint)",2
06:37,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",2
--,"REBOUND DEF by LANIER,MARQUISE",,,,,,,"REBOUND DEF by LANIER,MARQUISE",2
06:31,"MISS 3PTR by MILLS,TAYLOR",,,,,,,"MISS 3PTR by MILLS,TAYLOR",2
--,"REBOUND OFF by LANIER,MARQUISE",,,,,,,"REBOUND OFF by LANIER,MARQUISE",2
06:25,"TURNOVER  by LANIER,MARQUISE",,,,,,,"TURNOVER  by LANIER,MARQUISE",2
06:24,,,,,"STEAL  by LOVE,KERRY",,,"STEAL  by LOVE,KERRY",2
06:20,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",2
06:19,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
06:19,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
06:19,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
06:19,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:19,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
06:19,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
06:19,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
