Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
00:40,"GOOD FT by GROETSCH,CHRIS",62 (+15),,47,,JHUM 62-47 (-15),,"GOOD FT by GROETSCH,CHRIS",1
00:40,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",1
00:40,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",1
00:40,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",1
00:40,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",1
00:40,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
00:40,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:40,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:40,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:40,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",1
00:40,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
00:33,,62 (+13),,49,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 62-49 (-13),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
00:29,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
00:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:28,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
00:28,,,,,"FOUL TECH by BERRY,BRYCE",,,"FOUL TECH by BERRY,BRYCE",1
00:28,"GOOD FT by GROETSCH,CHRIS",63 (+14),,49,,JHUM 63-49 (-14),,"GOOD FT by GROETSCH,CHRIS",1
00:28,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,1
00:28,"GOOD FT by GROETSCH,CHRIS",64 (+15),,49,,JHUM 64-49 (-15),,"GOOD FT by GROETSCH,CHRIS",1
00:28,"GOOD FT by GROETSCH,CHRIS",65 (+16),,49,,JHUM 65-49 (-16),,"GOOD FT by GROETSCH,CHRIS",1
00:21,"TURNOVER  by SURI,KABIR",,,,,,,"TURNOVER  by SURI,KABIR",1
00:21,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",1
00:21,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",1
00:09,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",1
00:07,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",1
00:07,"GOOD FT by RALBY,NOAH",66 (+17),,49,,JHUM 66-49 (-17),,"GOOD FT by RALBY,NOAH",1
00:07,"GOOD FT by RALBY,NOAH",67 (+18),,49,,JHUM 67-49 (-18),,"GOOD FT by RALBY,NOAH",1
00:05,"STEAL  by RALBY,NOAH",,,,,,,"STEAL  by RALBY,NOAH",1
00:00,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",1
--,"REBOUND DEF by GROETSCH,CHRIS",,,,,,,"REBOUND DEF by GROETSCH,CHRIS",1
19:50,,,,,"TURNOVER  by SWIFT,DJ",,,"TURNOVER  by SWIFT,DJ",2
19:49,"STEAL  by KERN,JOEY",,,,,,,"STEAL  by KERN,JOEY",2
19:47,"GOOD LAYUP by KERN,JOEY(in the paint)",69 (+20),,49,,JHUM 69-49 (-20),,"GOOD LAYUP by KERN,JOEY(in the paint)",2
19:35,"FOUL  by DELANEY,CONNOR",,,,,,,"FOUL  by DELANEY,CONNOR",2
19:27,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
19:27,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
19:27,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
19:20,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
19:19,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
19:10,,,,,"MISS 3PTR by SWIFT,DJ",,,"MISS 3PTR by SWIFT,DJ",2
--,"REBOUND DEF by GARDNER,MICHAEL",,,,,,,"REBOUND DEF by GARDNER,MICHAEL",2
19:01,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
19:01,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:01,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
19:01,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
19:01,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
19:01,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:01,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
19:01,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
19:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:01,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
19:01,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
18:58,"GOOD LAYUP by DORAN,KYLE(in the paint)",71 (+22),,49,,JHUM 71-49 (-22),,"GOOD LAYUP by DORAN,KYLE(in the paint)",2
18:42,,71 (+20),,51,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 71-51 (-20),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
18:27,"TURNOVER  by DORAN,KYLE",,,,,,,"TURNOVER  by DORAN,KYLE",2
18:26,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
18:22,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by KERN,JOEY",,,,,,,"REBOUND DEF by KERN,JOEY",2
18:15,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",73 (+22),,51,,JHUM 73-51 (-22),,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",2
18:06,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
18:05,"STEAL  by RALBY,NOAH",,,,,,,"STEAL  by RALBY,NOAH",2
18:03,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",75 (+24),,51,,JHUM 75-51 (-24),,"GOOD LAYUP by RALBY,NOAH(fastbreak)(in the paint)",2
--,"ASSIST  by VILA,DANIEL",,,,,,,"ASSIST  by VILA,DANIEL",2
17:47,,75 (+21),,54,"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 75-54 (-21),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
17:35,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
17:35,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
17:35,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
17:35,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
17:35,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
17:35,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
17:35,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
17:35,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
17:35,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
17:35,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
17:35,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
17:35,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
17:35,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
17:35,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
17:35,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
17:35,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
17:35,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
17:26,,75 (+19),,56,"GOOD JUMPER by HARRISON,IAN",RHODES 75-56 (-19),,"GOOD JUMPER by HARRISON,IAN",2
17:00,"MISS JUMPER by VILA,DANIEL",,,,,,,"MISS JUMPER by VILA,DANIEL",2
--,"REBOUND OFF by FITZPATRICK,JOEY",,,,,,,"REBOUND OFF by FITZPATRICK,JOEY",2
16:56,"MISS JUMPER by FITZPATRICK,JOEY",,,,,,,"MISS JUMPER by FITZPATRICK,JOEY",2
--,,,,,"REBOUND DEF by EVANS,ANDREW",,,"REBOUND DEF by EVANS,ANDREW",2
16:52,"SUB IN by VILA,DANIEL",,,,,,,"SUB IN by VILA,DANIEL",2
16:52,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",2
16:48,,,,,"MISS JUMPER by HARRISON,IAN",,,"MISS JUMPER by HARRISON,IAN",2
--,"REBOUND DEF by FITZPATRICK,JOEY",,,,,,,"REBOUND DEF by FITZPATRICK,JOEY",2
16:42,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
16:42,"SUB OUT by GARDNER,MICHAEL",,,,,,,"SUB OUT by GARDNER,MICHAEL",2
16:40,"TURNOVER  by FITZPATRICK,JOEY",,,,,,,"TURNOVER  by FITZPATRICK,JOEY",2
16:38,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
16:38,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",2
16:38,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
16:38,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
16:38,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
16:38,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:38,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
16:38,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:38,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
16:38,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
16:38,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
16:38,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
16:38,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
16:38,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:21,,75 (+17),,58,"GOOD LAYUP by DALTON,PRICE(in the paint)",RHODES 75-58 (-17),,"GOOD LAYUP by DALTON,PRICE(in the paint)",2
16:08,"TURNOVER  by DELANEY,CONNOR",,,,,,,"TURNOVER  by DELANEY,CONNOR",2
16:07,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",2
16:05,,75 (+15),,60,"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",RHODES 75-60 (-15),,"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",2
15:42,"MISS 3PTR by DORAN,KYLE",,,,,,,"MISS 3PTR by DORAN,KYLE",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
15:34,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by FITZPATRICK,JOEY",,,,,,,"REBOUND DEF by FITZPATRICK,JOEY",2
15:29,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
15:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:29,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
15:29,"SUB IN by GROETSCH,CHRIS",,,,,,,"SUB IN by GROETSCH,CHRIS",2
15:29,"SUB IN by GARDNER,MICHAEL",,,,,,,"SUB IN by GARDNER,MICHAEL",2
15:29,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
15:29,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",2
15:29,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
15:29,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",2
15:29,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:29,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
15:29,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
15:29,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
15:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:29,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
15:29,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
15:29,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
15:29,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:29,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
15:25,"MISS JUMPER by DELANEY,CONNOR",,,,,,,"MISS JUMPER by DELANEY,CONNOR",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
15:17,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,"REBOUND DEF by GROETSCH,CHRIS",,,,,,,"REBOUND DEF by GROETSCH,CHRIS",2
15:12,"TURNOVER  by GROETSCH,CHRIS",,,,,,,"TURNOVER  by GROETSCH,CHRIS",2
15:12,"FOUL  by GROETSCH,CHRIS",,,,,,,"FOUL  by GROETSCH,CHRIS",2
14:59,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by DORAN,KYLE",,,,,,,"REBOUND DEF by DORAN,KYLE",2
14:48,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
14:48,"SUB IN by VILA,DANIEL",,,,,,,"SUB IN by VILA,DANIEL",2
14:48,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
14:48,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
14:48,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
14:43,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
14:39,"GOOD LAYUP by DORAN,KYLE(fastbreak)(in the paint)",77 (+17),,60,,JHUM 77-60 (-17),,"GOOD LAYUP by DORAN,KYLE(fastbreak)(in the paint)",2
--,"ASSIST  by RALBY,NOAH",,,,,,,"ASSIST  by RALBY,NOAH",2
14:39,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
14:39,"GOOD FT by DORAN,KYLE",78 (+18),,60,,JHUM 78-60 (-18),,"GOOD FT by DORAN,KYLE",2
14:39,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
14:39,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
14:39,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
14:39,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
14:39,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
14:39,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
14:39,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
14:39,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:39,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:39,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
14:39,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
14:39,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
14:25,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,"REBOUND DEF by GROETSCH,CHRIS",,,,,,,"REBOUND DEF by GROETSCH,CHRIS",2
14:12,"GOOD LAYUP by FITZPATRICK,JOEY(in the paint)",80 (+20),,60,,JHUM 80-60 (-20),,"GOOD LAYUP by FITZPATRICK,JOEY(in the paint)",2
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",2
13:53,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,"REBOUND DEF by VILA,DANIEL",,,,,,,"REBOUND DEF by VILA,DANIEL",2
13:45,"TURNOVER  by RALBY,NOAH",,,,,,,"TURNOVER  by RALBY,NOAH",2
13:45,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
13:45,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
13:45,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
13:45,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
13:45,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
13:45,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
13:45,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
13:45,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
13:45,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
13:45,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
13:45,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
13:45,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
13:45,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
13:45,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:32,,80 (+18),,62,"GOOD JUMPER by DARST,DANIEL(in the paint)",RHODES 80-62 (-18),,"GOOD JUMPER by DARST,DANIEL(in the paint)",2
13:22,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
13:11,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
13:08,"STEAL  by KERN,JOEY",,,,,,,"STEAL  by KERN,JOEY",2
13:06,"SUB IN by KERN,JOEY",,,,,,,"SUB IN by KERN,JOEY",2
13:06,"SUB OUT by GROETSCH,CHRIS",,,,,,,"SUB OUT by GROETSCH,CHRIS",2
13:06,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:06,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
13:06,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
13:06,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:06,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
13:06,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
13:06,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:06,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
13:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:04,"MISS JUMPER by GARDNER,MICHAEL",,,,,,,"MISS JUMPER by GARDNER,MICHAEL",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
12:54,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:51,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
12:51,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
12:43,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by GROETSCH,CHRIS",,,,,,,"REBOUND DEF by GROETSCH,CHRIS",2
12:34,"MISS JUMPER by DELANEY,CONNOR",,,,,,,"MISS JUMPER by DELANEY,CONNOR",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
12:25,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by O'NEIL,HARRY",,,,,,,"REBOUND DEF by O'NEIL,HARRY",2
12:16,"GOOD LAYUP by GARDNER,MICHAEL(in the paint)",82 (+20),,62,,JHUM 82-62 (-20),,"GOOD LAYUP by GARDNER,MICHAEL(in the paint)",2
12:00,,82 (+18),,64,"GOOD JUMPER by BERRY,BRYCE(in the paint)",RHODES 82-64 (-18),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",2
12:00,"FOUL  by GROETSCH,CHRIS",,,,,,,"FOUL  by GROETSCH,CHRIS",2
12:00,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
12:00,,82 (+17),,65,"GOOD FT by BERRY,BRYCE",RHODES 82-65 (-17),,"GOOD FT by BERRY,BRYCE",2
12:00,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
12:00,"SUB IN by VILA,DANIEL",,,,,,,"SUB IN by VILA,DANIEL",2
12:00,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
12:00,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
12:00,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",2
12:00,"SUB OUT by GARDNER,MICHAEL",,,,,,,"SUB OUT by GARDNER,MICHAEL",2
12:00,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
12:00,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
12:00,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
12:00,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
12:00,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
12:00,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:00,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
12:00,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:00,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
12:00,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
12:00,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
12:00,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:58,"TURNOVER  by FLANNERY,JESSE",,,,,,,"TURNOVER  by FLANNERY,JESSE",2
11:56,"TURNOVER  by RALBY,NOAH",,,,,,,"TURNOVER  by RALBY,NOAH",2
11:51,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",84 (+19),,65,,JHUM 84-65 (-19),,"GOOD LAYUP by DELANEY,CONNOR(in the paint)",2
11:34,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
11:31,"FOUL  by VILA,DANIEL",,,,,,,"FOUL  by VILA,DANIEL",2
11:31,,84 (+18),,66,"GOOD FT by HARRISON,IAN",RHODES 84-66 (-18),,"GOOD FT by HARRISON,IAN",2
11:31,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by RALBY,NOAH",,,,,,,"REBOUND DEF by RALBY,NOAH",2
11:31,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
11:31,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
11:31,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
11:31,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
11:31,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
11:31,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
11:31,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
11:31,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
11:24,"GOOD LAYUP by FITZPATRICK,JOEY(fastbreak)(in the paint)",86 (+20),,66,,JHUM 86-66 (-20),,"GOOD LAYUP by FITZPATRICK,JOEY(fastbreak)(in the paint)",2
--,"ASSIST  by VILA,DANIEL",,,,,,,"ASSIST  by VILA,DANIEL",2
11:09,,86 (+18),,68,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 86-68 (-18),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
