Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
04:37,,89,,100 (+11),"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",HXM 89-100 (-11),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HALL,MARCIS",,,"ASSIST  by HALL,MARCIS",2
04:25,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
04:20,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
04:15,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",91,,100 (+9),,RHODES 91-100 (-9),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
03:41,,,,,"TURNOVER  by HALL,MARCIS",,,"TURNOVER  by HALL,MARCIS",2
03:38,"STEAL  by FERIA,NICK DE",,,,,,,"STEAL  by FERIA,NICK DE",2
03:34,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
03:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:34,"GOOD FT by FERIA,NICK DE",92,,100 (+8),,RHODES 92-100 (-8),,"GOOD FT by FERIA,NICK DE",2
03:34,"GOOD FT by FERIA,NICK DE",93,,100 (+7),,RHODES 93-100 (-7),,"GOOD FT by FERIA,NICK DE",2
03:34,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
03:34,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
03:34,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
03:34,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
03:34,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:34,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
03:05,,93,,102 (+9),"GOOD JUMPER by CALAMESE,MICHAEL",HXM 93-102 (-9),,"GOOD JUMPER by CALAMESE,MICHAEL",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
02:53,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
02:49,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
02:47,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",2
02:45,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",95,,102 (+7),,RHODES 95-102 (-7),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",2
02:34,,95,,104 (+9),"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 95-104 (-9),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
02:24,"GOOD JUMPER by NYAWATA,ANESU",97,,104 (+7),,RHODES 97-104 (-7),,"GOOD JUMPER by NYAWATA,ANESU",2
02:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:19,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
02:19,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
02:19,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
02:19,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
01:52,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
01:44,"GOOD LAYUP by BERRY,BRYCE(in the paint)",99,,104 (+5),,RHODES 99-104 (-5),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
01:37,,99,,106 (+7),"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 99-106 (-7),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
01:30,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
01:18,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
01:16,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
01:11,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
01:10,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
01:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:04,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
01:04,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
01:04,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
01:04,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
01:03,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",2
01:02,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",2
00:51,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",101,,106 (+5),,RHODES 101-106 (-5),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
00:30,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
00:30,,101,,107 (+6),"GOOD FT by BRASFIELD,KAM",HXM 101-107 (-6),,"GOOD FT by BRASFIELD,KAM",2
00:30,,101,,108 (+7),"GOOD FT by BRASFIELD,KAM",HXM 101-108 (-7),,"GOOD FT by BRASFIELD,KAM",2
00:30,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
00:30,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
00:29,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
00:20,"FOUL  by FERIA,NICK DE",,,,,,,"FOUL  by FERIA,NICK DE",2
00:20,,101,,109 (+8),"GOOD FT by EATON,JACK",HXM 101-109 (-8),,"GOOD FT by EATON,JACK",2
00:20,,101,,110 (+9),"GOOD FT by EATON,JACK",HXM 101-110 (-9),,"GOOD FT by EATON,JACK",2
00:15,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",103,,110 (+7),,RHODES 103-110 (-7),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",2
00:06,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
00:06,,103,,111 (+8),"GOOD FT by SMITH,PRESTON",HXM 103-111 (-8),,"GOOD FT by SMITH,PRESTON",2
00:06,,103,,112 (+9),"GOOD FT by SMITH,PRESTON",HXM 103-112 (-9),,"GOOD FT by SMITH,PRESTON",2
00:04,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
