Time Remaining,UD,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
06:37,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
06:37,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
06:37,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
06:37,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
06:37,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
06:37,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
06:37,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
06:28,"TURNOVER  by COLVIN,DARRIUS",,,,,,,"TURNOVER  by COLVIN,DARRIUS",2
06:26,,,,,"STEAL  by MCINTYRE,WILLIAM",,,"STEAL  by MCINTYRE,WILLIAM",2
06:13,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",2
--,,,,,"REBOUND OFF by MCINTYRE,WILLIAM",,,"REBOUND OFF by MCINTYRE,WILLIAM",2
06:05,"FOUL  by RUSSELL,JOHN",,,,,,,"FOUL  by RUSSELL,JOHN",2
06:05,,79,,83 (+4),"GOOD FT by NYAWATA,ANESU",RHODES 79-83 (+4),,"GOOD FT by NYAWATA,ANESU",2
06:05,,79,,84 (+5),"GOOD FT by NYAWATA,ANESU",RHODES 79-84 (+5),,"GOOD FT by NYAWATA,ANESU",2
06:05,"SUB IN by CALTON,EMMANUEL",,,,,,,"SUB IN by CALTON,EMMANUEL",2
06:05,"SUB OUT by RUSSELL,JOHN",,,,,,,"SUB OUT by RUSSELL,JOHN",2
05:58,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
05:58,"MISS FT by NUNN,JOSHUA",,,,,,,"MISS FT by NUNN,JOSHUA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:58,"GOOD FT by NUNN,JOSHUA",80,,84 (+4),,UD 80-84 (+4),,"GOOD FT by NUNN,JOSHUA",2
05:49,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
05:45,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
05:45,"BLOCK  by COLVIN,DARRIUS",,,,,,,"BLOCK  by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
05:43,,80,,86 (+6),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 80-86 (+6),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
05:29,"MISS LAYUP by GIADOLOR,PRINCE",,,,,,,"MISS LAYUP by GIADOLOR,PRINCE",2
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",2
05:22,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",2
05:10,"GOOD LAYUP by NUNN,JOSHUA(in the paint)",82,,86 (+4),,UD 82-86 (+4),,"GOOD LAYUP by NUNN,JOSHUA(in the paint)",2
--,"ASSIST  by LEVI,SPENCER",,,,,,,"ASSIST  by LEVI,SPENCER",2
04:56,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
04:56,"BLOCK  by COLVIN,DARRIUS",,,,,,,"BLOCK  by COLVIN,DARRIUS",2
--,"REBOUND DEF by NUNN,JOSHUA",,,,,,,"REBOUND DEF by NUNN,JOSHUA",2
04:50,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
04:50,"GOOD FT by LEVI,SPENCER",83,,86 (+3),,UD 83-86 (+3),,"GOOD FT by LEVI,SPENCER",2
04:50,"GOOD FT by LEVI,SPENCER",84,,86 (+2),,UD 84-86 (+2),,"GOOD FT by LEVI,SPENCER",2
04:50,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:50,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
04:50,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
04:50,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
04:50,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
04:50,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
04:50,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
04:50,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:50,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
04:50,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
04:24,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
04:22,,84,,88 (+4),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 84-88 (+4),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
04:08,"TURNOVER  by GIADOLOR,PRINCE",,,,,,,"TURNOVER  by GIADOLOR,PRINCE",2
04:08,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
04:08,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
04:08,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
04:08,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
04:08,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:08,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
04:08,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
04:08,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
04:08,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
04:08,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
04:02,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
04:01,"STEAL  by NUNN,JOSHUA",,,,,,,"STEAL  by NUNN,JOSHUA",2
04:01,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
04:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:58,"GOOD FT by NUNN,JOSHUA",85,,88 (+3),,UD 85-88 (+3),,"GOOD FT by NUNN,JOSHUA",2
03:58,"GOOD FT by NUNN,JOSHUA",86,,88 (+2),,UD 86-88 (+2),,"GOOD FT by NUNN,JOSHUA",2
03:58,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:58,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
03:42,,,,,"MISS LAYUP by SAMSON,VAUGHN",,,"MISS LAYUP by SAMSON,VAUGHN",2
--,"REBOUND DEF by GIADOLOR,PRINCE",,,,,,,"REBOUND DEF by GIADOLOR,PRINCE",2
03:41,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
03:41,"GOOD FT by GIADOLOR,PRINCE",87,,88 (+1),,UD 87-88 (+1),,"GOOD FT by GIADOLOR,PRINCE",2
03:41,"GOOD FT by GIADOLOR,PRINCE",88,,88,,UD 88-88 (0),,"GOOD FT by GIADOLOR,PRINCE",2
03:31,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",2
03:27,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",2
03:27,"BLOCK  by LEVI,SPENCER",,,,,,,"BLOCK  by LEVI,SPENCER",2
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",2
03:22,"MISS LAYUP by GIADOLOR,PRINCE",,,,,,,"MISS LAYUP by GIADOLOR,PRINCE",2
--,"REBOUND OFF by LEVI,SPENCER",,,,,,,"REBOUND OFF by LEVI,SPENCER",2
03:16,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
03:16,"GOOD FT by LEVI,SPENCER",89 (+1),,88,,UD 89-88 (-1),,"GOOD FT by LEVI,SPENCER",2
03:16,"MISS FT by LEVI,SPENCER",,,,,,,"MISS FT by LEVI,SPENCER",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
03:16,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
03:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
03:16,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
03:16,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
03:16,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
03:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:16,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
03:16,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
03:16,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
03:16,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
03:11,,89,,90 (+1),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 89-90 (+1),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
02:57,"MISS LAYUP by COLVIN,DARRIUS",,,,,,,"MISS LAYUP by COLVIN,DARRIUS",2
--,,,,,"REBOUND DEF by DALTON,PRICE",,,"REBOUND DEF by DALTON,PRICE",2
02:45,"FOUL  by COLVIN,DARRIUS",,,,,,,"FOUL  by COLVIN,DARRIUS",2
02:45,,89,,91 (+2),"GOOD FT by DALTON,PRICE",RHODES 89-91 (+2),,"GOOD FT by DALTON,PRICE",2
02:45,,89,,92 (+3),"GOOD FT by DALTON,PRICE",RHODES 89-92 (+3),,"GOOD FT by DALTON,PRICE",2
02:45,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
02:45,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
02:45,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
02:45,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
02:45,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
02:45,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
02:37,"TURNOVER  by NUNN,JOSHUA",,,,,,,"TURNOVER  by NUNN,JOSHUA",2
02:28,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
02:25,,89,,95 (+6),"GOOD 3PTR by NYAWATA,ANESU",RHODES 89-95 (+6),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
02:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:12,"MISS JUMPER by COLVIN,DARRIUS",,,,,,,"MISS JUMPER by COLVIN,DARRIUS",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
02:08,"FOUL  by COLVIN,DARRIUS",,,,,,,"FOUL  by COLVIN,DARRIUS",2
02:08,,89,,96 (+7),"GOOD FT by NYAWATA,ANESU",RHODES 89-96 (+7),,"GOOD FT by NYAWATA,ANESU",2
02:08,,89,,97 (+8),"GOOD FT by NYAWATA,ANESU",RHODES 89-97 (+8),,"GOOD FT by NYAWATA,ANESU",2
02:08,"SUB IN by RUSSELL,JOHN",,,,,,,"SUB IN by RUSSELL,JOHN",2
02:08,"SUB OUT by COLVIN,DARRIUS",,,,,,,"SUB OUT by COLVIN,DARRIUS",2
01:51,"GOOD JUMPER by RUSSELL,JOHN(in the paint)",91,,97 (+6),,UD 91-97 (+6),,"GOOD JUMPER by RUSSELL,JOHN(in the paint)",2
01:29,,91,,99 (+8),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 91-99 (+8),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
01:19,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
01:19,"GOOD FT by GIADOLOR,PRINCE",92,,99 (+7),,UD 92-99 (+7),,"GOOD FT by GIADOLOR,PRINCE",2
01:19,"GOOD FT by GIADOLOR,PRINCE",93,,99 (+6),,UD 93-99 (+6),,"GOOD FT by GIADOLOR,PRINCE",2
01:08,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
01:00,"TURNOVER  by GIADOLOR,PRINCE",,,,,,,"TURNOVER  by GIADOLOR,PRINCE",2
00:44,"FOUL  by NUNN,JOSHUA",,,,,,,"FOUL  by NUNN,JOSHUA",2
00:44,,93,,100 (+7),"GOOD FT by NYAWATA,ANESU",RHODES 93-100 (+7),,"GOOD FT by NYAWATA,ANESU",2
00:44,,93,,101 (+8),"GOOD FT by NYAWATA,ANESU",RHODES 93-101 (+8),,"GOOD FT by NYAWATA,ANESU",2
00:38,"MISS JUMPER by CALTON,EMMANUEL",,,,,,,"MISS JUMPER by CALTON,EMMANUEL",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
00:19,"FOUL  by GIADOLOR,PRINCE",,,,,,,"FOUL  by GIADOLOR,PRINCE",2
00:19,,93,,102 (+9),"GOOD FT by DARST,DANIEL",RHODES 93-102 (+9),,"GOOD FT by DARST,DANIEL",2
00:19,,93,,103 (+10),"GOOD FT by DARST,DANIEL",RHODES 93-103 (+10),,"GOOD FT by DARST,DANIEL",2
00:19,"SUB IN by BEREZIN,SOLOMON",,,,,,,"SUB IN by BEREZIN,SOLOMON",2
00:19,"SUB IN by MATHIS,DUSTIN",,,,,,,"SUB IN by MATHIS,DUSTIN",2
00:19,"SUB OUT by GIADOLOR,PRINCE",,,,,,,"SUB OUT by GIADOLOR,PRINCE",2
00:19,"SUB OUT by CALTON,EMMANUEL",,,,,,,"SUB OUT by CALTON,EMMANUEL",2
00:13,"TURNOVER  by NUNN,JOSHUA",,,,,,,"TURNOVER  by NUNN,JOSHUA",2
00:12,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",2
00:08,"FOUL  by NUNN,JOSHUA",,,,,,,"FOUL  by NUNN,JOSHUA",2
00:08,,93,,104 (+11),"GOOD FT by NYAWATA,ANESU",RHODES 93-104 (+11),,"GOOD FT by NYAWATA,ANESU",2
00:08,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",2
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",2
00:02,"GOOD LAYUP by NUNN,JOSHUA(in the paint)",95,,104 (+9),,UD 95-104 (+9),,"GOOD LAYUP by NUNN,JOSHUA(in the paint)",2
