Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
09:56,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
09:56,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
09:56,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
09:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
09:56,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
09:56,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
09:56,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
09:56,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
09:56,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
09:56,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
09:56,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
09:55,"TURNOVER  by BOURDAGE,TAYLOR",,,,,,,"TURNOVER  by BOURDAGE,TAYLOR",1
09:50,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",1
09:48,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
09:48,"GOOD FT by KOCH,WILL",33 (+9),,24,,OUM 33-24 (-9),,"GOOD FT by KOCH,WILL",1
09:48,"GOOD FT by KOCH,WILL",34 (+10),,24,,OUM 34-24 (-10),,"GOOD FT by KOCH,WILL",1
09:00,,34 (+8),,26,"GOOD LAYUP by LOVE,KERRY(in the paint)",RHODES 34-26 (-8),,"GOOD LAYUP by LOVE,KERRY(in the paint)",1
09:00,"GOOD DUNK by KOCH,WILL(fastbreak)(in the paint)",36 (+10),,26,,OUM 36-26 (-10),,"GOOD DUNK by KOCH,WILL(fastbreak)(in the paint)",1
09:00,,36 (+8),,28,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 36-28 (-8),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
08:55,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",1
08:38,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
08:38,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
08:38,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
08:38,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
08:38,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
08:38,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
08:38,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
08:38,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
08:38,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
08:38,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
08:23,,36 (+7),,29,"GOOD FT by BERRY,BRYCE",RHODES 36-29 (-7),,"GOOD FT by BERRY,BRYCE",1
08:23,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",38 (+9),,29,,OUM 38-29 (-9),,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",1
08:05,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:05,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",1
08:05,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",1
08:05,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
08:05,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",1
08:05,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
08:05,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
08:05,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
08:05,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
08:05,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
08:05,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
08:05,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
08:05,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
08:05,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
08:05,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
07:51,"GOOD LAYUP by INUNGU,TOM(in the paint)",40 (+11),,29,,OUM 40-29 (-11),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
07:31,,,,,"MISS LAYUP by DALTON,PRICE",,,"MISS LAYUP by DALTON,PRICE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:29,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
07:18,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",1
07:18,,40 (+10),,30,"GOOD FT by FERIA,NICK DE",RHODES 40-30 (-10),,"GOOD FT by FERIA,NICK DE",1
07:18,,40 (+9),,31,"GOOD FT by FERIA,NICK DE",RHODES 40-31 (-9),,"GOOD FT by FERIA,NICK DE",1
07:18,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
07:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
07:18,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
07:18,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
07:18,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
07:18,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
07:18,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
07:18,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
07:18,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
07:18,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
07:12,"GOOD DUNK by INUNGU,TOM(fastbreak)(in the paint)",42 (+11),,31,,OUM 42-31 (-11),,"GOOD DUNK by INUNGU,TOM(fastbreak)(in the paint)",1
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",1
06:59,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
06:59,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
06:54,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",1
06:52,,,,,"STEAL  by EVANS,ANDREW",,,"STEAL  by EVANS,ANDREW",1
06:40,,42 (+8),,34,"GOOD 3PTR by EVANS,ANDREW",RHODES 42-34 (-8),,"GOOD 3PTR by EVANS,ANDREW",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
06:23,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",45 (+11),,34,,OUM 45-34 (-11),,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",1
06:08,,45 (+9),,36,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 45-36 (-9),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
06:08,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",1
06:08,,45 (+8),,37,"GOOD FT by SAMSON,VAUGHN",RHODES 45-37 (-8),,"GOOD FT by SAMSON,VAUGHN",1
06:08,"SUB IN by CROWE,CAMERON",,,,,,,"SUB IN by CROWE,CAMERON",1
06:08,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",1
06:08,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",1
06:08,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
06:08,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
06:08,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
06:08,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
06:08,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
06:08,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
06:08,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
06:08,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
06:08,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
06:08,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
06:08,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
06:08,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
06:03,"TURNOVER  by PERRY,WILL",,,,,,,"TURNOVER  by PERRY,WILL",1
06:01,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",1
05:51,,45 (+6),,39,"GOOD LAYUP by DALTON,PRICE(in the paint)",RHODES 45-39 (-6),,"GOOD LAYUP by DALTON,PRICE(in the paint)",1
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",1
05:42,"MISS 3PTR by BOURDAGE,TAYLOR",,,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",1
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",1
05:35,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",1
05:35,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",1
05:29,,45 (+4),,41,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 45-41 (-4),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
05:25,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
05:25,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
05:25,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
05:25,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
05:25,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
05:25,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
05:25,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
05:25,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
05:25,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
05:25,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
05:15,"MISS 3PTR by BOURDAGE,TAYLOR",,,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",1
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",1
05:04,,,,,"MISS LAYUP by ASHBY,KENDRICK",,,"MISS LAYUP by ASHBY,KENDRICK",1
--,"REBOUND DEF by BOURDAGE,TAYLOR",,,,,,,"REBOUND DEF by BOURDAGE,TAYLOR",1
04:56,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",1
04:55,,,,,"STEAL  by ASHBY,KENDRICK",,,"STEAL  by ASHBY,KENDRICK",1
04:50,,45 (+2),,43,"GOOD LAYUP by LOVE,KERRY(fastbreak)(in the paint)",RHODES 45-43 (-2),,"GOOD LAYUP by LOVE,KERRY(fastbreak)(in the paint)",1
04:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:48,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",1
04:48,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",1
04:48,"SUB OUT by CROWE,CAMERON",,,,,,,"SUB OUT by CROWE,CAMERON",1
04:48,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",1
04:48,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
04:48,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
04:48,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
04:48,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
04:48,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
04:48,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
04:48,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
04:48,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
04:48,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
04:35,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND OFF by INUNGU,TOM",,,,,,,"REBOUND OFF by INUNGU,TOM",1
04:31,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
04:31,"MISS FT by INUNGU,TOM",,,,,,,"MISS FT by INUNGU,TOM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:31,"GOOD FT by INUNGU,TOM",46 (+3),,43,,OUM 46-43 (-3),,"GOOD FT by INUNGU,TOM",1
04:31,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
04:31,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
04:20,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",1
04:20,,46 (+2),,44,"GOOD FT by EVANS,ANDREW",RHODES 46-44 (-2),,"GOOD FT by EVANS,ANDREW",1
04:20,,46 (+1),,45,"GOOD FT by EVANS,ANDREW",RHODES 46-45 (-1),,"GOOD FT by EVANS,ANDREW",1
04:20,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",1
04:20,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
04:08,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",48 (+3),,45,,OUM 48-45 (-3),,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",1
--,"ASSIST  by SMITH,CONNOR",,,,,,,"ASSIST  by SMITH,CONNOR",1
04:06,,,,,"MISS LAYUP by SAMSON,VAUGHN",,,"MISS LAYUP by SAMSON,VAUGHN",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
04:01,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
03:56,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",1
03:56,"GOOD FT by FOSTER,LANE",49 (+4),,45,,OUM 49-45 (-4),,"GOOD FT by FOSTER,LANE",1
03:56,"GOOD FT by FOSTER,LANE",50 (+5),,45,,OUM 50-45 (-5),,"GOOD FT by FOSTER,LANE",1
03:56,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
03:56,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
03:56,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
03:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
03:56,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
03:56,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
03:56,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
03:56,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
03:56,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
03:56,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
03:37,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
03:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
03:06,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",1
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",1
02:54,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
02:53,"STEAL  by SMITH,CONNOR",,,,,,,"STEAL  by SMITH,CONNOR",1
02:36,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",1
02:34,,,,,"STEAL  by LOVE,KERRY",,,"STEAL  by LOVE,KERRY",1
02:31,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",1
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",1
02:27,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
02:27,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:27,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",1
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",1
02:27,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
02:27,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:27,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
02:27,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
02:27,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
02:27,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
02:27,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
02:27,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
02:27,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:27,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
02:14,,,,,"MISS 3PTR by SAMSON,VAUGHN",,,"MISS 3PTR by SAMSON,VAUGHN",1
--,,,,,"REBOUND OFF by SAMSON,VAUGHN",,,"REBOUND OFF by SAMSON,VAUGHN",1
02:06,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",1
02:06,,50 (+4),,46,"GOOD FT by SWIFT,DJ",RHODES 50-46 (-4),,"GOOD FT by SWIFT,DJ",1
02:06,,50 (+3),,47,"GOOD FT by SWIFT,DJ",RHODES 50-47 (-3),,"GOOD FT by SWIFT,DJ",1
02:06,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",1
02:06,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
01:56,"TURNOVER  by SMITH,CONNOR",,,,,,,"TURNOVER  by SMITH,CONNOR",1
01:55,,,,,"STEAL  by EVANS,ANDREW",,,"STEAL  by EVANS,ANDREW",1
01:50,,50 (+1),,49,"GOOD LAYUP by SWIFT,DJ(fastbreak)(in the paint)",RHODES 50-49 (-1),,"GOOD LAYUP by SWIFT,DJ(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GIROUX,PRESTON",,,"ASSIST  by GIROUX,PRESTON",1
01:50,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",1
01:50,,50,,50,"GOOD FT by SWIFT,DJ",RHODES 50-50 (0),,"GOOD FT by SWIFT,DJ",1
01:50,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
01:50,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
01:50,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
01:50,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:50,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
01:50,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
01:50,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
01:50,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
01:50,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
01:50,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
01:40,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",52 (+2),,50,,OUM 52-50 (-2),,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",1
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",1
01:18,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",1
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",1
01:04,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND OFF by RICE,TRE'",,,,,,,"REBOUND OFF by RICE,TRE'",1
01:00,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",1
01:00,"GOOD FT by RICE,TRE'",53 (+3),,50,,OUM 53-50 (-3),,"GOOD FT by RICE,TRE'",1
01:00,"MISS FT by RICE,TRE'",,,,,,,"MISS FT by RICE,TRE'",1
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",1
01:00,"SUB IN by SPRINGER,WILL",,,,,,,"SUB IN by SPRINGER,WILL",1
01:00,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",1
01:00,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
01:00,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
01:00,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
01:00,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
01:00,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:00,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
01:00,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
01:00,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
01:00,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
01:00,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
00:51,,53 (+1),,52,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 53-52 (-1),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",1
00:29,"GOOD DUNK by INUNGU,TOM(in the paint)",55 (+3),,52,,OUM 55-52 (-3),,"GOOD DUNK by INUNGU,TOM(in the paint)",1
--,"ASSIST  by RICE,TRE'",,,,,,,"ASSIST  by RICE,TRE'",1
00:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:10,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:10,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
00:03,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
00:00,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
20:00,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
20:00,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
19:49,"GOOD 3PTR by SMITH,CONNOR",58 (+6),,52,,OUM 58-52 (-6),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
19:32,,58 (+4),,54,"GOOD LAYUP by FERIA,NICK DE(in the paint)",RHODES 58-54 (-4),,"GOOD LAYUP by FERIA,NICK DE(in the paint)",2
19:32,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",2
19:32,,58 (+3),,55,"GOOD FT by FERIA,NICK DE",RHODES 58-55 (-3),,"GOOD FT by FERIA,NICK DE",2
19:32,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:32,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:32,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
