Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",1
09:20,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
09:20,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
09:20,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
09:20,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
09:20,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
09:20,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
09:20,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
09:20,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
09:20,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
09:20,"SUB OUT by GRUBBS,COBY",,,,,,,"SUB OUT by GRUBBS,COBY",1
09:01,,,,,"MISS 3PTR by PRICE,VICTOR",,,"MISS 3PTR by PRICE,VICTOR",1
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1
08:58,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",1
08:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:49,,,,,"MISS DUNK by MCCOY,TOMMY",,,"MISS DUNK by MCCOY,TOMMY",1
--,,,,,"REBOUND OFF by RICHARDSON,TERIK",,,"REBOUND OFF by RICHARDSON,TERIK",1
08:47,,32 (+1),,31,"GOOD LAYUP by RICHARDSON,TERIK",BU 32-31 (+1),,"GOOD LAYUP by RICHARDSON,TERIK",1
08:46,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",1
08:45,,32,,32,"GOOD FT by RICHARDSON,TERIK",BU 32-32 (0),,"GOOD FT by RICHARDSON,TERIK",1
08:35,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",1
08:34,,,,,"TURNOVER  by SR,KYLE PATTERSON",,,"TURNOVER  by SR,KYLE PATTERSON",1
08:33,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",1
08:31,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",1
--,,,,,"REBOUND DEF by SR,KYLE PATTERSON",,,"REBOUND DEF by SR,KYLE PATTERSON",1
08:20,,,,,"TURNOVER  by RICHARDSON,TERIK",,,"TURNOVER  by RICHARDSON,TERIK",1
08:19,"STEAL  by LOVE,KERRY",,,,,,,"STEAL  by LOVE,KERRY",1
08:15,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",1
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",1
08:12,"GOOD LAYUP by HARRISON,IAN(in the paint)",34 (+2),,32,,RHODES 34-32 (+2),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
08:10,,,,,"TURNOVER  by MCCOY,TOMMY",,,"TURNOVER  by MCCOY,TOMMY",1
08:09,"STEAL  by FERIA,NICK DE",,,,,,,"STEAL  by FERIA,NICK DE",1
08:05,"MISS LAYUP by SAMSON,VAUGHN",,,,,,,"MISS LAYUP by SAMSON,VAUGHN",1
--,,,,,"REBOUND DEF by MCCOY,TOMMY",,,"REBOUND DEF by MCCOY,TOMMY",1
08:02,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",1
08:01,,,,,"MISS FT by MCCOY,TOMMY",,,"MISS FT by MCCOY,TOMMY",1
08:01,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
08:01,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
08:01,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
08:01,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
08:01,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
08:01,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
08:01,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
08:01,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
08:01,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
08:01,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
08:01,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",1
08:01,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",1
08:01,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",1
08:01,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",1
08:01,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",1
08:01,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",1
08:01,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",1
08:01,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:59,,,,,"MISS FT by MCCOY,TOMMY",,,"MISS FT by MCCOY,TOMMY",1
--,"REBOUND DEF by MCINTYRE,WILLIAM",,,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",1
07:57,,,,,"FOUL  by SR,KYLE PATTERSON",,,"FOUL  by SR,KYLE PATTERSON",1
07:56,"GOOD FT by MCINTYRE,WILLIAM",35 (+3),,32,,RHODES 35-32 (+3),,"GOOD FT by MCINTYRE,WILLIAM",1
07:55,"GOOD FT by MCINTYRE,WILLIAM",36 (+4),,32,,RHODES 36-32 (+4),,"GOOD FT by MCINTYRE,WILLIAM",1
07:54,,,,,"TURNOVER  by MCCOY,TOMMY",,,"TURNOVER  by MCCOY,TOMMY",1
07:53,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",1
07:52,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:49,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
07:49,,,,,"MISS FT by JONES,JUSTIN",,,"MISS FT by JONES,JUSTIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:49,,36 (+3),,33,"GOOD FT by JONES,JUSTIN",BU 36-33 (+3),,"GOOD FT by JONES,JUSTIN",1
07:31,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",1
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",1
07:26,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",38 (+5),,33,,RHODES 38-33 (+5),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
07:17,,,,,"TURNOVER  by JONES,JUSTIN",,,"TURNOVER  by JONES,JUSTIN",1
07:16,"STEAL  by ASHBY,KENDRICK",,,,,,,"STEAL  by ASHBY,KENDRICK",1
07:15,"GOOD LAYUP by BERRY,BRYCE(in the paint)",40 (+7),,33,,RHODES 40-33 (+7),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
--,"ASSIST  by ASHBY,KENDRICK",,,,,,,"ASSIST  by ASHBY,KENDRICK",1
07:13,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",1
07:12,"GOOD FT by BERRY,BRYCE",41 (+8),,33,,RHODES 41-33 (+8),,"GOOD FT by BERRY,BRYCE",1
06:58,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",1
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",1
06:45,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",1
06:44,"GOOD FT by DALTON,PRICE",42 (+9),,33,,RHODES 42-33 (+9),,"GOOD FT by DALTON,PRICE",1
06:43,"GOOD FT by DALTON,PRICE",43 (+10),,33,,RHODES 43-33 (+10),,"GOOD FT by DALTON,PRICE",1
06:25,,,,,"TURNOVER  by MCCOY,TOMMY",,,"TURNOVER  by MCCOY,TOMMY",1
06:25,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",1
06:25,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",1
06:25,"GOOD FT by WEATHERFORD,MITCH",44 (+11),,33,,RHODES 44-33 (+11),,"GOOD FT by WEATHERFORD,MITCH",1
06:25,"GOOD FT by WEATHERFORD,MITCH",45 (+12),,33,,RHODES 45-33 (+12),,"GOOD FT by WEATHERFORD,MITCH",1
06:25,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
06:25,,45 (+11),,34,"GOOD FT by ROBERTS,JOSHUA",BU 45-34 (+11),,"GOOD FT by ROBERTS,JOSHUA",1
06:25,,45 (+10),,35,"GOOD FT by ROBERTS,JOSHUA",BU 45-35 (+10),,"GOOD FT by ROBERTS,JOSHUA",1
06:25,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",1
06:25,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",1
06:25,"GOOD FT by DALTON,PRICE",46 (+11),,35,,RHODES 46-35 (+11),,"GOOD FT by DALTON,PRICE",1
06:25,"GOOD FT by DALTON,PRICE",47 (+12),,35,,RHODES 47-35 (+12),,"GOOD FT by DALTON,PRICE",1
06:25,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
06:25,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
06:25,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
06:25,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
06:25,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
06:25,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
06:25,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
06:25,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
06:25,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
06:25,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
06:25,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",1
06:25,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",1
06:25,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",1
06:25,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",1
06:25,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",1
06:25,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",1
06:25,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",1
06:25,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",1
06:25,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",1
06:25,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",1
06:16,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
06:15,,,,,"MISS FT by WORKS,JOHN",,,"MISS FT by WORKS,JOHN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:15,,47 (+11),,36,"GOOD FT by WORKS,JOHN",BU 47-36 (+11),,"GOOD FT by WORKS,JOHN",1
06:09,"GOOD 3PTR by NESTLEHUTT,JAKE",50 (+14),,36,,RHODES 50-36 (+14),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",1
06:02,,,,,"TURNOVER  by HEERINGEN,GIAN VAN",,,"TURNOVER  by HEERINGEN,GIAN VAN",1
06:02,"GOOD 3PTR by MCINTYRE,WILLIAM",53 (+17),,36,,RHODES 53-36 (+17),,"GOOD 3PTR by MCINTYRE,WILLIAM",1
--,"ASSIST  by LOVE,KERRY",,,,,,,"ASSIST  by LOVE,KERRY",1
06:02,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
06:02,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
06:02,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
06:02,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
06:02,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
06:02,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
06:02,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
06:02,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
06:02,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
06:02,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
05:57,,,,,"MISS JUMPER by ROBERTS,JOSHUA",,,"MISS JUMPER by ROBERTS,JOSHUA",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:46,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",1
05:46,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",1
05:46,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",1
05:46,,,,,"SUB IN by SR,KYLE PATTERSON",,,"SUB IN by SR,KYLE PATTERSON",1
05:46,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",1
05:46,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",1
05:46,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",1
05:46,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",1
05:37,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",1
05:27,"FOUL  by LOVE,KERRY",,,,,,,"FOUL  by LOVE,KERRY",1
05:27,,,,,"MISS FT by WEBBER,BRENT",,,"MISS FT by WEBBER,BRENT",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:27,,53 (+16),,37,"GOOD FT by WEBBER,BRENT",BU 53-37 (+16),,"GOOD FT by WEBBER,BRENT",1
05:27,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
05:27,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
05:27,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
05:27,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
05:27,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
05:27,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
05:27,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
05:27,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
05:27,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
05:27,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
05:27,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",1
05:27,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",1
05:12,"MISS 3PTR by ROTEMAN,EVAN",,,,,,,"MISS 3PTR by ROTEMAN,EVAN",1
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",1
05:02,"GOOD LAYUP by DARST,DANIEL(in the paint)",55 (+18),,37,,RHODES 55-37 (+18),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,"ASSIST  by ROTEMAN,EVAN",,,,,,,"ASSIST  by ROTEMAN,EVAN",1
04:53,,,,,"MISS 3PTR by BROWN,ISIAH",,,"MISS 3PTR by BROWN,ISIAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:47,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
04:47,,55 (+17),,38,"GOOD FT by RICHARDSON,TERIK",BU 55-38 (+17),,"GOOD FT by RICHARDSON,TERIK",1
04:47,,55 (+16),,39,"GOOD FT by RICHARDSON,TERIK",BU 55-39 (+16),,"GOOD FT by RICHARDSON,TERIK",1
04:47,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
04:47,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
04:47,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
04:47,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
04:47,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
04:47,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
04:47,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
04:47,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
04:47,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
04:47,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
04:39,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",1
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",1
04:30,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",57 (+18),,39,,RHODES 57-39 (+18),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",1
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",1
04:30,,,,,"FOUL  by WEBBER,BRENT",,,"FOUL  by WEBBER,BRENT",1
04:30,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",1
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",1
04:30,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
04:30,,,,,"MISS FT by BROWN,ISIAH",,,"MISS FT by BROWN,ISIAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:30,,57 (+17),,40,"GOOD FT by BROWN,ISIAH",BU 57-40 (+17),,"GOOD FT by BROWN,ISIAH",1
04:23,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",1
04:03,,,,,"MISS 3PTR by ROBERTS,JOSHUA",,,"MISS 3PTR by ROBERTS,JOSHUA",1
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1
03:54,"GOOD LAYUP by GALVIN,OWEN(in the paint)",59 (+19),,40,,RHODES 59-40 (+19),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,"ASSIST  by MCINTYRE,WILLIAM",,,,,,,"ASSIST  by MCINTYRE,WILLIAM",1
03:45,"FOUL  by MCINTYRE,WILLIAM",,,,,,,"FOUL  by MCINTYRE,WILLIAM",1
03:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:45,,59 (+18),,41,"GOOD FT by BROWN,ISIAH",BU 59-41 (+18),,"GOOD FT by BROWN,ISIAH",1
03:45,,59 (+17),,42,"GOOD FT by BROWN,ISIAH",BU 59-42 (+17),,"GOOD FT by BROWN,ISIAH",1
03:27,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
03:26,,,,,"BLOCK  by RICHARDSON,TERIK",,,"BLOCK  by RICHARDSON,TERIK",1
--,,,,,"REBOUND DEF by SR,KYLE PATTERSON",,,"REBOUND DEF by SR,KYLE PATTERSON",1
03:24,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",1
03:23,,,,,"MISS FT by SR,KYLE PATTERSON",,,"MISS FT by SR,KYLE PATTERSON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:23,,59 (+16),,43,"GOOD FT by SR,KYLE PATTERSON",BU 59-43 (+16),,"GOOD FT by SR,KYLE PATTERSON",1
03:23,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
03:23,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
03:23,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
03:23,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
03:23,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",1
03:23,"SUB IN by MINX,COLIN",,,,,,,"SUB IN by MINX,COLIN",1
03:23,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
03:23,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
03:23,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
03:23,"SUB OUT by MINX,COLIN",,,,,,,"SUB OUT by MINX,COLIN",1
03:23,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
03:23,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
03:23,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
03:23,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
03:23,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
03:23,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
03:23,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
03:23,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:10,"GOOD LAYUP by ROTEMAN,EVAN(in the paint)",61 (+18),,43,,RHODES 61-43 (+18),,"GOOD LAYUP by ROTEMAN,EVAN(in the paint)",1
02:54,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
02:52,,61 (+17),,44,"GOOD FT by JONES,JUSTIN",BU 61-44 (+17),,"GOOD FT by JONES,JUSTIN",1
02:52,,61 (+16),,45,"GOOD FT by JONES,JUSTIN",BU 61-45 (+16),,"GOOD FT by JONES,JUSTIN",1
02:52,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by JONES,JUSTIN",,,"REBOUND DEF by JONES,JUSTIN",1
02:52,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
02:52,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
02:52,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
02:52,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
02:52,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
02:52,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
02:52,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
02:52,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
02:52,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
02:52,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
02:52,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
02:52,"SUB OUT by GRUBBS,COBY",,,,,,,"SUB OUT by GRUBBS,COBY",1
02:52,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
02:52,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
02:52,,,,,"SUB IN by COLE,DAVID",,,"SUB IN by COLE,DAVID",1
02:52,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",1
02:52,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",1
02:52,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",1
02:52,,,,,"SUB IN by GARRETT,PEYTON",,,"SUB IN by GARRETT,PEYTON",1
02:52,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",1
02:52,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",1
02:52,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",1
02:52,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",1
02:52,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",1
02:27,,,,,"MISS LAYUP by WORKS,JOHN",,,"MISS LAYUP by WORKS,JOHN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:16,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",1
02:16,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",1
02:16,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",1
