Time Remaining,VCMB1718,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
07:39,"FOUL  by TEBAY,LANCE",,,,,,,"FOUL  by TEBAY,LANCE",1
07:39,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:39,,,,,"MISS FT by SAMSON,VAUGHN",,,"MISS FT by SAMSON,VAUGHN",1
--,"REBOUND DEF by MURRAY,OWEN",,,,,,,"REBOUND DEF by MURRAY,OWEN",1
07:39,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
07:39,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
07:39,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
07:39,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
07:39,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
07:39,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
07:39,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
07:39,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
07:23,"GOOD LAYUP by GRINDE,PAUL(in the paint)",32 (+3),,29,,VCMB1718 32-29 (-3),,"GOOD LAYUP by GRINDE,PAUL(in the paint)",1
--,"ASSIST  by SEFF,ALEX",,,,,,,"ASSIST  by SEFF,ALEX",1
07:11,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
07:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
07:07,,32 (+1),,31,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 32-31 (-1),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
06:56,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",1
06:55,"SUB IN by BROMFELD,ZACH",,,,,,,"SUB IN by BROMFELD,ZACH",1
06:55,"SUB IN by GETTINGS,HUNTER",,,,,,,"SUB IN by GETTINGS,HUNTER",1
06:55,"SUB OUT by BROWNE,JESSE",,,,,,,"SUB OUT by BROWNE,JESSE",1
06:55,"SUB OUT by GRINDE,PAUL",,,,,,,"SUB OUT by GRINDE,PAUL",1
06:55,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
06:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
06:55,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
06:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
06:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
06:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
06:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
06:55,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
06:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
06:55,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
06:42,,,,,"MISS JUMPER by DALTON,PRICE",,,"MISS JUMPER by DALTON,PRICE",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
06:37,,,,,"MISS JUMPER by SWIFT,DJ",,,"MISS JUMPER by SWIFT,DJ",1
--,"REBOUND DEF by BROMFELD,ZACH",,,,,,,"REBOUND DEF by BROMFELD,ZACH",1
06:27,"TURNOVER  by BROMFELD,ZACH",,,,,,,"TURNOVER  by BROMFELD,ZACH",1
06:19,,,,,"TURNOVER  by SWIFT,DJ",,,"TURNOVER  by SWIFT,DJ",1
06:18,"TURNOVER  by SEFF,ALEX",,,,,,,"TURNOVER  by SEFF,ALEX",1
06:18,,32,,34 (+2),"GOOD 3PTR by FERIA,NICK DE",RHODES 32-34 (+2),,"GOOD 3PTR by FERIA,NICK DE",1
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",1
06:18,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
06:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
06:18,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
06:18,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
06:18,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
06:18,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
06:18,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
06:18,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
06:18,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
06:18,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
06:14,"TURNOVER  by MURRAY,OWEN",,,,,,,"TURNOVER  by MURRAY,OWEN",1
06:12,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",1
06:09,,32,,36 (+4),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 32-36 (+4),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",1
05:37,,,,,"FOUL  by LOVE,KERRY",,,"FOUL  by LOVE,KERRY",1
05:37,"GOOD FT by BROMFELD,ZACH",33,,36 (+3),,VCMB1718 33-36 (+3),,"GOOD FT by BROMFELD,ZACH",1
05:37,"GOOD FT by BROMFELD,ZACH",34,,36 (+2),,VCMB1718 34-36 (+2),,"GOOD FT by BROMFELD,ZACH",1
05:37,"SUB IN by BROWNE,JESSE",,,,,,,"SUB IN by BROWNE,JESSE",1
05:37,"SUB OUT by MURRAY,OWEN",,,,,,,"SUB OUT by MURRAY,OWEN",1
05:37,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
05:37,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
05:37,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
05:37,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
05:37,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
05:37,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
05:37,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
05:37,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
05:37,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
05:37,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
05:20,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
05:20,"BLOCK  by GETTINGS,HUNTER",,,,,,,"BLOCK  by GETTINGS,HUNTER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:16,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
--,"REBOUND DEF by BROMFELD,ZACH",,,,,,,"REBOUND DEF by BROMFELD,ZACH",1
05:07,"MISS JUMPER by TEBAY,LANCE",,,,,,,"MISS JUMPER by TEBAY,LANCE",1
--,"REBOUND OFF by TEBAY,LANCE",,,,,,,"REBOUND OFF by TEBAY,LANCE",1
05:00,"MISS JUMPER by BROWNE,JESSE",,,,,,,"MISS JUMPER by BROWNE,JESSE",1
--,"REBOUND OFF by BROMFELD,ZACH",,,,,,,"REBOUND OFF by BROMFELD,ZACH",1
04:57,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
04:57,"GOOD FT by BROMFELD,ZACH",35,,36 (+1),,VCMB1718 35-36 (+1),,"GOOD FT by BROMFELD,ZACH",1
04:57,"GOOD FT by BROMFELD,ZACH",36,,36,,VCMB1718 36-36 (0),,"GOOD FT by BROMFELD,ZACH",1
04:46,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",1
04:39,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",1
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",1
04:31,"FOUL  by SEFF,ALEX",,,,,,,"FOUL  by SEFF,ALEX",1
04:31,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
04:31,"SUB IN by BROWNRIDGE,JOSH",,,,,,,"SUB IN by BROWNRIDGE,JOSH",1
04:31,"SUB OUT by TEBAY,LANCE",,,,,,,"SUB OUT by TEBAY,LANCE",1
04:23,,36,,38 (+2),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 36-38 (+2),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
04:13,"GOOD LAYUP by BROMFELD,ZACH(in the paint)",38,,38,,VCMB1718 38-38 (0),,"GOOD LAYUP by BROMFELD,ZACH(in the paint)",1
04:00,,,,,"TURNOVER  by NESTLEHUTT,JAKE",,,"TURNOVER  by NESTLEHUTT,JAKE",1
03:59,"STEAL  by SEFF,ALEX",,,,,,,"STEAL  by SEFF,ALEX",1
03:57,"GOOD LAYUP by SEFF,ALEX(fastbreak)(in the paint)",40 (+2),,38,,VCMB1718 40-38 (-2),,"GOOD LAYUP by SEFF,ALEX(fastbreak)(in the paint)",1
03:46,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,"REBOUND DEF by GETTINGS,HUNTER",,,,,,,"REBOUND DEF by GETTINGS,HUNTER",1
03:41,"TURNOVER  by GETTINGS,HUNTER",,,,,,,"TURNOVER  by GETTINGS,HUNTER",1
03:40,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
03:38,,40,,40,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 40-40 (0),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
03:38,"FOUL  by BROMFELD,ZACH",,,,,,,"FOUL  by BROMFELD,ZACH",1
03:38,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:38,,40,,41 (+1),"GOOD FT by BERRY,BRYCE",RHODES 40-41 (+1),,"GOOD FT by BERRY,BRYCE",1
03:38,,,,,"FOUL  by ROTEMAN,EVAN",,,"FOUL  by ROTEMAN,EVAN",1
03:38,"MISS FT by SEFF,ALEX",,,,,,,"MISS FT by SEFF,ALEX",1
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",1
03:38,"SUB IN by MURRAY,OWEN",,,,,,,"SUB IN by MURRAY,OWEN",1
03:38,"SUB IN by GRINDE,PAUL",,,,,,,"SUB IN by GRINDE,PAUL",1
03:38,"SUB OUT by BROMFELD,ZACH",,,,,,,"SUB OUT by BROMFELD,ZACH",1
03:38,"SUB OUT by GETTINGS,HUNTER",,,,,,,"SUB OUT by GETTINGS,HUNTER",1
03:38,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
03:38,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
03:38,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
03:38,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
03:38,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
03:38,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
03:38,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
03:38,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
03:25,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
03:24,"STEAL  by SEFF,ALEX",,,,,,,"STEAL  by SEFF,ALEX",1
03:18,"MISS 3PTR by BROWNE,JESSE",,,,,,,"MISS 3PTR by BROWNE,JESSE",1
--,"REBOUND OFF by MURRAY,OWEN",,,,,,,"REBOUND OFF by MURRAY,OWEN",1
03:15,"MISS JUMPER by MURRAY,OWEN",,,,,,,"MISS JUMPER by MURRAY,OWEN",1
--,"REBOUND OFF by MURRAY,OWEN",,,,,,,"REBOUND OFF by MURRAY,OWEN",1
03:09,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",42 (+1),,41,,VCMB1718 42-41 (-1),,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",1
--,"ASSIST  by SEFF,ALEX",,,,,,,"ASSIST  by SEFF,ALEX",1
03:04,"FOUL  by SEFF,ALEX",,,,,,,"FOUL  by SEFF,ALEX",1
03:04,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",1
--,"REBOUND DEF by MURRAY,OWEN",,,,,,,"REBOUND DEF by MURRAY,OWEN",1
03:04,"SUB IN by CALETTI,TONY",,,,,,,"SUB IN by CALETTI,TONY",1
03:04,"SUB OUT by SEFF,ALEX",,,,,,,"SUB OUT by SEFF,ALEX",1
03:04,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
03:04,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
03:04,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
03:04,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
03:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
03:04,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
02:56,"TURNOVER  by BROWNRIDGE,JOSH",,,,,,,"TURNOVER  by BROWNRIDGE,JOSH",1
02:54,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
02:50,"FOUL  by MURRAY,OWEN",,,,,,,"FOUL  by MURRAY,OWEN",1
02:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:50,,42,,42,"GOOD FT by BERRY,BRYCE",RHODES 42-42 (0),,"GOOD FT by BERRY,BRYCE",1
02:50,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",1
--,"REBOUND DEF by GRINDE,PAUL",,,,,,,"REBOUND DEF by GRINDE,PAUL",1
02:50,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:50,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:40,"GOOD LAYUP by GRINDE,PAUL(in the paint)",44 (+2),,42,,VCMB1718 44-42 (-2),,"GOOD LAYUP by GRINDE,PAUL(in the paint)",1
--,"ASSIST  by CALETTI,TONY",,,,,,,"ASSIST  by CALETTI,TONY",1
02:28,,44,,44,"GOOD JUMPER by HARRISON,IAN(in the paint)",RHODES 44-44 (0),,"GOOD JUMPER by HARRISON,IAN(in the paint)",1
02:16,"GOOD LAYUP by GRINDE,PAUL(fastbreak)(in the paint)",46 (+2),,44,,VCMB1718 46-44 (-2),,"GOOD LAYUP by GRINDE,PAUL(fastbreak)(in the paint)",1
--,"ASSIST  by CALETTI,TONY",,,,,,,"ASSIST  by CALETTI,TONY",1
02:02,"FOUL  by CALETTI,TONY",,,,,,,"FOUL  by CALETTI,TONY",1
02:02,,46 (+1),,45,"GOOD FT by WEATHERFORD,MITCH",RHODES 46-45 (-1),,"GOOD FT by WEATHERFORD,MITCH",1
02:02,,46,,46,"GOOD FT by WEATHERFORD,MITCH",RHODES 46-46 (0),,"GOOD FT by WEATHERFORD,MITCH",1
02:02,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
02:02,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
02:02,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:02,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
02:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:02,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
02:02,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:02,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
02:02,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
02:02,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
01:55,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
01:55,"GOOD FT by GRINDE,PAUL",47 (+1),,46,,VCMB1718 47-46 (-1),,"GOOD FT by GRINDE,PAUL",1
01:55,"GOOD FT by GRINDE,PAUL",48 (+2),,46,,VCMB1718 48-46 (-2),,"GOOD FT by GRINDE,PAUL",1
01:30,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",,,"REBOUND OFF by NESTLEHUTT,JAKE",1
01:20,"FOUL  by GRINDE,PAUL",,,,,,,"FOUL  by GRINDE,PAUL",1
01:20,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:20,,48 (+1),,47,"GOOD FT by NYAWATA,ANESU",RHODES 48-47 (-1),,"GOOD FT by NYAWATA,ANESU",1
01:20,"SUB IN by TEBAY,LANCE",,,,,,,"SUB IN by TEBAY,LANCE",1
01:20,"SUB OUT by GRINDE,PAUL",,,,,,,"SUB OUT by GRINDE,PAUL",1
01:20,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
01:20,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
01:20,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
01:20,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:20,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
01:20,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
01:20,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
01:20,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
01:20,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
01:20,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:19,"TURNOVER  by CALETTI,TONY",,,,,,,"TURNOVER  by CALETTI,TONY",1
01:18,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",1
01:15,,48,,49 (+1),"GOOD LAYUP by GALVIN,OWEN(fastbreak)(in the paint)",RHODES 48-49 (+1),,"GOOD LAYUP by GALVIN,OWEN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",1
01:07,"TURNOVER  by MURRAY,OWEN",,,,,,,"TURNOVER  by MURRAY,OWEN",1
00:56,,48,,52 (+4),"GOOD 3PTR by GALVIN,OWEN",RHODES 48-52 (+4),,"GOOD 3PTR by GALVIN,OWEN",1
--,,,,,"ASSIST  by FERIA,NICK DE",,,"ASSIST  by FERIA,NICK DE",1
00:49,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
00:49,"GOOD FT by MURRAY,OWEN",49,,52 (+3),,VCMB1718 49-52 (+3),,"GOOD FT by MURRAY,OWEN",1
00:49,"MISS FT by MURRAY,OWEN",,,,,,,"MISS FT by MURRAY,OWEN",1
--,"REBOUND OFF by BROWNRIDGE,JOSH",,,,,,,"REBOUND OFF by BROWNRIDGE,JOSH",1
00:49,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:49,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:49,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
00:49,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
00:24,"MISS JUMPER by BROWNE,JESSE",,,,,,,"MISS JUMPER by BROWNE,JESSE",1
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",1
00:19,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
00:19,"STEAL  by BROWNE,JESSE",,,,,,,"STEAL  by BROWNE,JESSE",1
00:19,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",1
00:19,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
00:19,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:19,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
00:01,,49,,54 (+5),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 49-54 (+5),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",1
20:00,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
19:49,"FOUL  by GRINDE,PAUL",,,,,,,"FOUL  by GRINDE,PAUL",2
19:49,,49,,55 (+6),"GOOD FT by BERRY,BRYCE",RHODES 49-55 (+6),,"GOOD FT by BERRY,BRYCE",2
19:49,,49,,56 (+7),"GOOD FT by BERRY,BRYCE",RHODES 49-56 (+7),,"GOOD FT by BERRY,BRYCE",2
19:40,"GOOD LAYUP by MURRAY,OWEN(in the paint)",51,,56 (+5),,VCMB1718 51-56 (+5),,"GOOD LAYUP by MURRAY,OWEN(in the paint)",2
--,"ASSIST  by GRINDE,PAUL",,,,,,,"ASSIST  by GRINDE,PAUL",2
19:39,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
19:39,"GOOD FT by MURRAY,OWEN",52,,56 (+4),,VCMB1718 52-56 (+4),,"GOOD FT by MURRAY,OWEN",2
19:22,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
19:20,"STEAL  by SEFF,ALEX",,,,,,,"STEAL  by SEFF,ALEX",2
19:17,"GOOD LAYUP by BROWNE,JESSE(fastbreak)(in the paint)",54,,56 (+2),,VCMB1718 54-56 (+2),,"GOOD LAYUP by BROWNE,JESSE(fastbreak)(in the paint)",2
--,"ASSIST  by SEFF,ALEX",,,,,,,"ASSIST  by SEFF,ALEX",2
19:04,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,"REBOUND DEF by MURRAY,OWEN",,,,,,,"REBOUND DEF by MURRAY,OWEN",2
18:55,"GOOD LAYUP by GRINDE,PAUL(in the paint)",56,,56,,VCMB1718 56-56 (0),,"GOOD LAYUP by GRINDE,PAUL(in the paint)",2
--,"ASSIST  by SEFF,ALEX",,,,,,,"ASSIST  by SEFF,ALEX",2
18:55,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
18:55,"GOOD FT by GRINDE,PAUL",57 (+1),,56,,VCMB1718 57-56 (-1),,"GOOD FT by GRINDE,PAUL",2
18:55,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
18:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
18:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
18:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
18:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
18:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
18:55,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
18:55,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
18:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
18:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
18:45,,57,,59 (+2),"GOOD 3PTR by DARST,DANIEL",RHODES 57-59 (+2),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
18:33,"GOOD LAYUP by TEBAY,LANCE(in the paint)",59,,59,,VCMB1718 59-59 (0),,"GOOD LAYUP by TEBAY,LANCE(in the paint)",2
18:25,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by BROWNE,JESSE",,,,,,,"REBOUND DEF by BROWNE,JESSE",2
18:17,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
18:17,"MISS FT by BROWNE,JESSE",,,,,,,"MISS FT by BROWNE,JESSE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:17,"MISS FT by BROWNE,JESSE",,,,,,,"MISS FT by BROWNE,JESSE",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
18:08,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
18:07,"STEAL  by MURRAY,OWEN",,,,,,,"STEAL  by MURRAY,OWEN",2
17:57,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
17:57,"MISS FT by GRINDE,PAUL",,,,,,,"MISS FT by GRINDE,PAUL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
