Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,UTT,Game Score,Team Indicator,Play,Period
05:37,,,,,"MISS FT by OBUKWELU,EMEKA",,,"MISS FT by OBUKWELU,EMEKA",2
--,,,,,"REBOUND OFF by LANE,JOHNELL",,,"REBOUND OFF by LANE,JOHNELL",2
05:33,,,,,"MISS JUMPER by FRANK,CAMERON",,,"MISS JUMPER by FRANK,CAMERON",2
--,"REBOUND DEF by EVANS,ANDREW",,,,,,,"REBOUND DEF by EVANS,ANDREW",2
05:14,"MISS JUMPER by EVANS,ANDREW",,,,,,,"MISS JUMPER by EVANS,ANDREW",2
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",2
05:06,,,,,"MISS LAYUP by FRANK,CAMERON",,,"MISS LAYUP by FRANK,CAMERON",2
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",2
05:01,,77,,98 (+21),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 77-98 (-21),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
04:54,"GOOD 3PTR by EVANS,ANDREW",80,,98 (+18),,RHODES 80-98 (-18),,"GOOD 3PTR by EVANS,ANDREW",2
04:54,,,,,"FOUL  by MOHAMED,OMAR",,,"FOUL  by MOHAMED,OMAR",2
04:54,"GOOD FT by EVANS,ANDREW",81,,98 (+17),,RHODES 81-98 (-17),,"GOOD FT by EVANS,ANDREW",2
04:54,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
04:54,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
04:54,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
04:54,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
04:54,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
04:54,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
04:54,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
04:54,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
04:54,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
04:54,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
04:40,,81,,100 (+19),"GOOD LAYUP by MOHAMED,OMAR(in the paint)",UTT 81-100 (-19),,"GOOD LAYUP by MOHAMED,OMAR(in the paint)",2
--,,,,,"ASSIST  by MOORE,DAVIS",,,"ASSIST  by MOORE,DAVIS",2
04:32,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by MOHAMED,OMAR",,,"REBOUND DEF by MOHAMED,OMAR",2
04:15,,81,,102 (+21),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 81-102 (-21),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
--,,,,,"ASSIST  by MOHAMED,OMAR",,,"ASSIST  by MOHAMED,OMAR",2
03:57,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",83,,102 (+19),,RHODES 83-102 (-19),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
03:48,,,,,"MISS LAYUP by MOHAMED,OMAR",,,"MISS LAYUP by MOHAMED,OMAR",2
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",2
03:45,,83,,104 (+21),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 83-104 (-21),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
03:36,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",85,,104 (+19),,RHODES 85-104 (-19),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
03:12,,,,,"MISS LAYUP by FRANK,CAMERON",,,"MISS LAYUP by FRANK,CAMERON",2
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",2
03:09,,,,,"MISS JUMPER by OBUKWELU,EMEKA",,,"MISS JUMPER by OBUKWELU,EMEKA",2
--,,,,,"REBOUND OFF by FRANK,CAMERON",,,"REBOUND OFF by FRANK,CAMERON",2
03:06,,,,,"TURNOVER  by FRANK,CAMERON",,,"TURNOVER  by FRANK,CAMERON",2
03:06,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
03:06,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
03:06,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
03:06,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
03:06,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
03:06,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
03:06,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
03:06,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
03:06,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
03:06,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
02:59,"GOOD LAYUP by LOVE,KERRY(in the paint)",87,,104 (+17),,RHODES 87-104 (-17),,"GOOD LAYUP by LOVE,KERRY(in the paint)",2
02:32,,,,,"TURNOVER  by LANE,JOHNELL",,,"TURNOVER  by LANE,JOHNELL",2
02:30,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
02:22,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
02:22,,,,,"STEAL  by LANE,JOHNELL",,,"STEAL  by LANE,JOHNELL",2
02:22,,,,,"TURNOVER  by LANE,JOHNELL",,,"TURNOVER  by LANE,JOHNELL",2
02:22,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
02:22,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
02:22,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
02:22,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
02:22,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
02:22,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
02:22,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
02:22,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
02:22,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
02:22,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
02:13,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
02:08,"GOOD 3PTR by WEATHERFORD,MITCH",90,,104 (+14),,RHODES 90-104 (-14),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
01:54,,,,,"MISS 3PTR by MOHAMED,OMAR",,,"MISS 3PTR by MOHAMED,OMAR",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
01:43,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
01:43,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
01:43,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
01:43,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
01:43,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
01:43,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
01:43,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
01:43,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
01:43,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
01:43,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
01:43,,,,,"SUB IN by TATUM,JOSH",,,"SUB IN by TATUM,JOSH",2
01:43,,,,,"SUB IN by ANTHONY,MELVIN",,,"SUB IN by ANTHONY,MELVIN",2
01:43,,,,,"SUB OUT by LANE,JOHNELL",,,"SUB OUT by LANE,JOHNELL",2
01:43,,,,,"SUB OUT by MOHAMED,OMAR",,,"SUB OUT by MOHAMED,OMAR",2
01:41,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:26,,,,,"MISS LAYUP by MOORE,DAVIS",,,"MISS LAYUP by MOORE,DAVIS",2
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",2
01:24,,,,,"FOUL  by MOORE,DAVIS",,,"FOUL  by MOORE,DAVIS",2
01:23,"GOOD FT by DALTON,PRICE",91,,104 (+13),,RHODES 91-104 (-13),,"GOOD FT by DALTON,PRICE",2
01:23,"MISS FT by DALTON,PRICE",,,,,,,"MISS FT by DALTON,PRICE",2
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",2
01:21,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
01:21,,91,,105 (+14),"GOOD FT by ANTHONY,MELVIN",UTT 91-105 (-14),,"GOOD FT by ANTHONY,MELVIN",2
01:21,,91,,106 (+15),"GOOD FT by ANTHONY,MELVIN",UTT 91-106 (-15),,"GOOD FT by ANTHONY,MELVIN",2
01:21,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
01:21,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
01:21,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
01:21,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
01:21,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
01:21,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
01:21,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
01:21,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
01:21,,,,,"SUB IN by HADDEN,SKYLER",,,"SUB IN by HADDEN,SKYLER",2
01:21,,,,,"SUB OUT by MOORE,DAVIS",,,"SUB OUT by MOORE,DAVIS",2
01:12,"GOOD LAYUP by LOVE,KERRY(in the paint)",93,,106 (+13),,RHODES 93-106 (-13),,"GOOD LAYUP by LOVE,KERRY(in the paint)",2
00:55,,93,,108 (+15),"GOOD LAYUP by TATUM,JOSH(in the paint)",UTT 93-108 (-15),,"GOOD LAYUP by TATUM,JOSH(in the paint)",2
--,,,,,"ASSIST  by HADDEN,SKYLER",,,"ASSIST  by HADDEN,SKYLER",2
00:46,,,,,"FOUL  by TATUM,JOSH",,,"FOUL  by TATUM,JOSH",2
00:46,"GOOD FT by LOVE,KERRY",94,,108 (+14),,RHODES 94-108 (-14),,"GOOD FT by LOVE,KERRY",2
00:46,"GOOD FT by LOVE,KERRY",95,,108 (+13),,RHODES 95-108 (-13),,"GOOD FT by LOVE,KERRY",2
00:46,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
00:46,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
00:46,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
00:46,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
00:46,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
00:46,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
00:46,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
00:46,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
00:46,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
00:46,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
00:46,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
00:46,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
00:45,,95,,110 (+15),"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",UTT 95-110 (-15),,"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
00:38,"GOOD JUMPER by GIROUX,PRESTON",97,,110 (+13),,RHODES 97-110 (-13),,"GOOD JUMPER by GIROUX,PRESTON",2
00:32,,,,,"TURNOVER  by TATUM,JOSH",,,"TURNOVER  by TATUM,JOSH",2
00:31,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",2
00:27,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",99,,110 (+11),,RHODES 99-110 (-11),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
