Time Remaining,GFU-M,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
03:45,,62,,72 (+10),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 62-72 (+10),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
03:33,"GOOD 3PTR by DOUTT,JOHNATHAN",65,,72 (+7),,GFU-M 65-72 (+7),,"GOOD 3PTR by DOUTT,JOHNATHAN",2
--,"ASSIST  by QUINN,BRENDIN",,,,,,,"ASSIST  by QUINN,BRENDIN",2
03:14,,65,,74 (+9),"GOOD DUNK by HOECK,RYAN VAN(in the paint)",RHODES 65-74 (+9),,"GOOD DUNK by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
03:00,"MISS 3PTR by DOUTT,JOHNATHAN",,,,,,,"MISS 3PTR by DOUTT,JOHNATHAN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
02:47,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by QUINN,BRENDIN",,,,,,,"REBOUND DEF by QUINN,BRENDIN",2
02:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:44,"SUB IN by LACEY,JJ",,,,,,,"SUB IN by LACEY,JJ",2
02:44,"SUB IN by RICO,THOMAS",,,,,,,"SUB IN by RICO,THOMAS",2
02:44,"SUB OUT by DOUTT,JOHNATHAN",,,,,,,"SUB OUT by DOUTT,JOHNATHAN",2
02:44,"SUB OUT by STANFIELD,CHRIS",,,,,,,"SUB OUT by STANFIELD,CHRIS",2
02:36,"MISS 3PTR by HOWARD,JONNY",,,,,,,"MISS 3PTR by HOWARD,JONNY",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
02:20,,65,,76 (+11),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 65-76 (+11),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
02:12,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
02:04,"GOOD FT by QUINN,BRENDIN",66,,76 (+10),,GFU-M 66-76 (+10),,"GOOD FT by QUINN,BRENDIN",2
02:04,"GOOD FT by QUINN,BRENDIN",67,,76 (+9),,GFU-M 67-76 (+9),,"GOOD FT by QUINN,BRENDIN",2
02:04,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:04,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:04,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
02:04,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
01:59,"FOUL  by HOWARD,JONNY",,,,,,,"FOUL  by HOWARD,JONNY",2
01:59,,67,,77 (+10),"GOOD FT by LIVSEY,GEOFF",RHODES 67-77 (+10),,"GOOD FT by LIVSEY,GEOFF",2
01:59,,67,,78 (+11),"GOOD FT by LIVSEY,GEOFF",RHODES 67-78 (+11),,"GOOD FT by LIVSEY,GEOFF",2
01:59,"SUB IN by SCHOEN,NICHOLAS",,,,,,,"SUB IN by SCHOEN,NICHOLAS",2
01:59,"SUB IN by SMITH,ANDREW",,,,,,,"SUB IN by SMITH,ANDREW",2
01:59,"SUB OUT by RICO,THOMAS",,,,,,,"SUB OUT by RICO,THOMAS",2
01:59,"SUB OUT by CADDEL,JOSHUA",,,,,,,"SUB OUT by CADDEL,JOSHUA",2
01:59,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
01:59,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
01:59,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
01:59,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:35,"MISS 3PTR by HOWARD,JONNY",,,,,,,"MISS 3PTR by HOWARD,JONNY",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
01:12,,67,,80 (+13),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 67-80 (+13),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
01:03,"GOOD 3PTR by CADDEL,JOSHUA",70,,80 (+10),,GFU-M 70-80 (+10),,"GOOD 3PTR by CADDEL,JOSHUA",2
--,"ASSIST  by LACEY,JJ",,,,,,,"ASSIST  by LACEY,JJ",2
01:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:01,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:01,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
00:49,"FOUL  by HOWARD,JONNY",,,,,,,"FOUL  by HOWARD,JONNY",2
00:49,,70,,81 (+11),"GOOD FT by MILLER,DREW",RHODES 70-81 (+11),,"GOOD FT by MILLER,DREW",2
00:49,,70,,82 (+12),"GOOD FT by MILLER,DREW",RHODES 70-82 (+12),,"GOOD FT by MILLER,DREW",2
00:49,"SUB IN by RICO,THOMAS",,,,,,,"SUB IN by RICO,THOMAS",2
00:49,"SUB IN by CADDEL,JOSHUA",,,,,,,"SUB IN by CADDEL,JOSHUA",2
00:49,"SUB OUT by SCHOEN,NICHOLAS",,,,,,,"SUB OUT by SCHOEN,NICHOLAS",2
00:49,"SUB OUT by SMITH,ANDREW",,,,,,,"SUB OUT by SMITH,ANDREW",2
00:49,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
00:49,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
00:42,"MISS 3PTR by LACEY,JJ",,,,,,,"MISS 3PTR by LACEY,JJ",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
00:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:34,"SUB IN by SMITH,ANDREW",,,,,,,"SUB IN by SMITH,ANDREW",2
00:34,"SUB IN by SCHOEN,NICHOLAS",,,,,,,"SUB IN by SCHOEN,NICHOLAS",2
00:34,"SUB OUT by RICO,THOMAS",,,,,,,"SUB OUT by RICO,THOMAS",2
00:34,"SUB OUT by CADDEL,JOSHUA",,,,,,,"SUB OUT by CADDEL,JOSHUA",2
00:34,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
00:34,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
00:17,,70,,84 (+14),"GOOD DUNK by HOECK,RYAN VAN(in the paint)",RHODES 70-84 (+14),,"GOOD DUNK by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
00:08,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
00:08,,70,,85 (+15),"GOOD FT by COLLINS,LUKE",RHODES 70-85 (+15),,"GOOD FT by COLLINS,LUKE",2
00:08,,70,,86 (+16),"GOOD FT by COLLINS,LUKE",RHODES 70-86 (+16),,"GOOD FT by COLLINS,LUKE",2
00:08,"SUB IN by BERTRAM,MACK",,,,,,,"SUB IN by BERTRAM,MACK",2
00:08,"SUB IN by STONE,STEVEN",,,,,,,"SUB IN by STONE,STEVEN",2
00:08,"SUB IN by WILSON,ZACH",,,,,,,"SUB IN by WILSON,ZACH",2
00:08,"SUB IN by DOUTT,JOHNATHAN",,,,,,,"SUB IN by DOUTT,JOHNATHAN",2
00:08,"SUB IN by CADDEL,JOSHUA",,,,,,,"SUB IN by CADDEL,JOSHUA",2
00:08,"SUB OUT by HOWARD,JONNY",,,,,,,"SUB OUT by HOWARD,JONNY",2
00:08,"SUB OUT by LACEY,JJ",,,,,,,"SUB OUT by LACEY,JJ",2
00:08,"SUB OUT by QUINN,BRENDIN",,,,,,,"SUB OUT by QUINN,BRENDIN",2
00:08,"SUB OUT by SMITH,ANDREW",,,,,,,"SUB OUT by SMITH,ANDREW",2
00:08,"SUB OUT by SCHOEN,NICHOLAS",,,,,,,"SUB OUT by SCHOEN,NICHOLAS",2
00:08,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
00:08,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
00:08,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
00:08,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
00:08,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
00:08,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
00:08,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
00:08,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:08,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
00:08,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
00:03,"TURNOVER  by CADDEL,JOSHUA",,,,,,,"TURNOVER  by CADDEL,JOSHUA",2
00:02,,,,,"STEAL  by WAGNER,MATT",,,"STEAL  by WAGNER,MATT",2
