Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
15:55,"MISS LAYUP by PORTLOCK,WILL",,,,,,,"MISS LAYUP by PORTLOCK,WILL",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
15:43,,,,,"MISS LAYUP by SLEDGE,TATE",,,"MISS LAYUP by SLEDGE,TATE",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
15:40,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
15:40,"BLOCK  by PORTLOCK,WILL",,,,,,,"BLOCK  by PORTLOCK,WILL",2
--,"REBOUND DEF by COX,TJ",,,,,,,"REBOUND DEF by COX,TJ",2
15:32,"MISS 3PTR by GARRETT,DANIEL",,,,,,,"MISS 3PTR by GARRETT,DANIEL",2
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",2
15:29,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",40,,40,,CCM 40-40 (0),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
15:16,,40,,42 (+2),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 40-42 (+2),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
15:16,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
15:16,,40,,43 (+3),"GOOD FT by LIVSEY,GEOFF",RHODES 40-43 (+3),,"GOOD FT by LIVSEY,GEOFF",2
15:16,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
15:16,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
15:16,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
15:16,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",2
15:16,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
15:16,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",2
15:16,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
15:16,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
15:01,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
15:01,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
15:01,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
14:44,"GOOD 3PTR by COX,TJ",43,,43,,CCM 43-43 (0),,"GOOD 3PTR by COX,TJ",2
--,"ASSIST  by BURNS,RYAN",,,,,,,"ASSIST  by BURNS,RYAN",2
14:26,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
14:24,"STEAL  by SEARS,CONNOR",,,,,,,"STEAL  by SEARS,CONNOR",2
14:21,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
13:59,,43,,46 (+3),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 43-46 (+3),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
13:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:49,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
13:49,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
13:35,"MISS JUMPER by ENGBERS,BRYANT",,,,,,,"MISS JUMPER by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
13:15,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
13:14,"STEAL  by SEARS,CONNOR",,,,,,,"STEAL  by SEARS,CONNOR",2
12:39,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:26,"FOUL  by BURNS,RYAN",,,,,,,"FOUL  by BURNS,RYAN",2
12:15,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
11:42,"GOOD LAYUP by PHELPS,BEN(in the paint)",45,,46 (+1),,CCM 45-46 (+1),,"GOOD LAYUP by PHELPS,BEN(in the paint)",2
--,"ASSIST  by SEARS,CONNOR",,,,,,,"ASSIST  by SEARS,CONNOR",2
11:22,,45,,48 (+3),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 45-48 (+3),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
11:22,"FOUL  by SEARS,CONNOR",,,,,,,"FOUL  by SEARS,CONNOR",2
11:22,,45,,49 (+4),"GOOD FT by HOECK,RYAN VAN",RHODES 45-49 (+4),,"GOOD FT by HOECK,RYAN VAN",2
11:22,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
11:22,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",2
11:22,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:22,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
11:22,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
11:22,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
10:57,"GOOD 3PTR by BURNS,RYAN",48,,49 (+1),,CCM 48-49 (+1),,"GOOD 3PTR by BURNS,RYAN",2
--,"ASSIST  by FRIERSON,NATE",,,,,,,"ASSIST  by FRIERSON,NATE",2
10:25,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
10:17,,48,,52 (+4),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 48-52 (+4),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
09:58,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
09:58,"TURNOVER  by ENGBERS,BRYANT",,,,,,,"TURNOVER  by ENGBERS,BRYANT",2
09:58,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",2
09:58,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",2
09:58,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",2
09:58,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
09:58,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
09:58,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
09:58,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
09:58,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
09:58,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
09:58,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
09:36,,48,,54 (+6),"GOOD JUMPER by WAGNER,MATT(in the paint)",RHODES 48-54 (+6),,"GOOD JUMPER by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by BLISS,DYLAN",,,"ASSIST  by BLISS,DYLAN",2
09:18,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
09:12,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
08:42,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by BLISS,DYLAN",,,"REBOUND DEF by BLISS,DYLAN",2
08:33,"FOUL  by SEARS,CONNOR",,,,,,,"FOUL  by SEARS,CONNOR",2
08:19,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
08:16,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:14,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
08:14,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
08:06,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
08:06,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
08:06,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
07:53,"GOOD 3PTR by COX,TJ",51,,54 (+3),,CCM 51-54 (+3),,"GOOD 3PTR by COX,TJ",2
--,"ASSIST  by ENGBERS,BRYANT",,,,,,,"ASSIST  by ENGBERS,BRYANT",2
07:28,,,,,"TURNOVER  by BLISS,DYLAN",,,"TURNOVER  by BLISS,DYLAN",2
07:28,,,,,"FOUL  by BLISS,DYLAN",,,"FOUL  by BLISS,DYLAN",2
07:28,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:28,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:08,"TURNOVER  by GARRETT,DANIEL",,,,,,,"TURNOVER  by GARRETT,DANIEL",2
07:08,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",2
07:08,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
07:08,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
07:08,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
07:08,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",2
07:01,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
07:01,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:40,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
06:40,,51,,55 (+4),"GOOD FT by COLLINS,LUKE",RHODES 51-55 (+4),,"GOOD FT by COLLINS,LUKE",2
06:40,,51,,56 (+5),"GOOD FT by COLLINS,LUKE",RHODES 51-56 (+5),,"GOOD FT by COLLINS,LUKE",2
06:40,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
06:40,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",2
06:09,"MISS 3PTR by PORTLOCK,WILL",,,,,,,"MISS 3PTR by PORTLOCK,WILL",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
06:06,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
06:04,,51,,57 (+6),"GOOD FT by COLLINS,LUKE",RHODES 51-57 (+6),,"GOOD FT by COLLINS,LUKE",2
06:04,,51,,58 (+7),"GOOD FT by COLLINS,LUKE",RHODES 51-58 (+7),,"GOOD FT by COLLINS,LUKE",2
06:04,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
06:04,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",2
05:51,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:49,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
05:49,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:49,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
05:49,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
05:35,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",53,,58 (+5),,CCM 53-58 (+5),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
05:30,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
05:30,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
05:28,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
05:28,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",2
05:26,,53,,60 (+7),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 53-60 (+7),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
05:24,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
05:24,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
05:04,,53,,62 (+9),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 53-62 (+9),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
04:38,"GOOD JUMPER by SEARS,CONNOR",55,,62 (+7),,CCM 55-62 (+7),,"GOOD JUMPER by SEARS,CONNOR",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
04:20,,55,,64 (+9),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 55-64 (+9),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
03:45,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
03:26,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
03:25,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
03:21,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
03:21,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
03:21,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
03:21,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
02:51,"GOOD 3PTR by FRIERSON,NATE",58,,64 (+6),,CCM 58-64 (+6),,"GOOD 3PTR by FRIERSON,NATE",2
--,"ASSIST  by SEARS,CONNOR",,,,,,,"ASSIST  by SEARS,CONNOR",2
02:27,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
02:25,"STEAL  by SEARS,CONNOR",,,,,,,"STEAL  by SEARS,CONNOR",2
01:58,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
01:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:58,"GOOD FT by BURNS,RYAN",59,,64 (+5),,CCM 59-64 (+5),,"GOOD FT by BURNS,RYAN",2
01:58,"GOOD FT by BURNS,RYAN",60,,64 (+4),,CCM 60-64 (+4),,"GOOD FT by BURNS,RYAN",2
01:58,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
01:58,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
01:58,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",2
01:58,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
01:58,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
01:58,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
01:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:58,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:35,,60,,67 (+7),"GOOD 3PTR by MILLER,DREW",RHODES 60-67 (+7),,"GOOD 3PTR by MILLER,DREW",2
01:16,"GOOD JUMPER by SEARS,CONNOR(in the paint)",62,,67 (+5),,CCM 62-67 (+5),,"GOOD JUMPER by SEARS,CONNOR(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
00:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:55,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
00:55,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
00:55,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
00:55,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",2
00:48,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
00:46,,62,,68 (+6),"GOOD FT by SULLIVAN,BRENNAN",RHODES 62-68 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
00:46,,62,,69 (+7),"GOOD FT by SULLIVAN,BRENNAN",RHODES 62-69 (+7),,"GOOD FT by SULLIVAN,BRENNAN",2
00:46,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
00:46,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",2
00:46,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
00:46,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
00:31,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:31,"GOOD FT by BELL,ROBBY",63,,69 (+6),,CCM 63-69 (+6),,"GOOD FT by BELL,ROBBY",2
00:31,"GOOD FT by BELL,ROBBY",64,,69 (+5),,CCM 64-69 (+5),,"GOOD FT by BELL,ROBBY",2
00:31,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
00:31,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",2
00:31,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
00:31,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
00:31,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
00:31,"SUB OUT by BELL,ROBBY",,,,,,,"SUB OUT by BELL,ROBBY",2
00:19,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
00:19,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:19,,64,,70 (+6),"GOOD FT by MILLER,DREW",RHODES 64-70 (+6),,"GOOD FT by MILLER,DREW",2
00:19,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
00:19,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",2
00:19,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
00:19,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
00:19,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",2
00:19,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
00:11,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
00:09,"FOUL  by BELL,ROBBY",,,,,,,"FOUL  by BELL,ROBBY",2
00:09,,64,,71 (+7),"GOOD FT by LIVSEY,GEOFF",RHODES 64-71 (+7),,"GOOD FT by LIVSEY,GEOFF",2
00:09,,64,,72 (+8),"GOOD FT by LIVSEY,GEOFF",RHODES 64-72 (+8),,"GOOD FT by LIVSEY,GEOFF",2
00:00,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",66,,72 (+6),,CCM 66-72 (+6),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
--,"ASSIST  by BELL,ROBBY",,,,,,,"ASSIST  by BELL,ROBBY",2
