Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,FSU,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by MICHAEL,TYLER",,,"REBOUND DEF by MICHAEL,TYLER",3
02:06,,,,,"SUB IN by HENSON,SHAWN",,,"SUB IN by HENSON,SHAWN",3
02:06,,,,,"SUB OUT by GOODMAN,TORRELL",,,"SUB OUT by GOODMAN,TORRELL",3
01:44,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",3
01:44,,69,,70 (+1),"GOOD FT by COALMON,ZACHARY",FSU 69-70 (-1),,"GOOD FT by COALMON,ZACHARY",3
01:44,,69,,71 (+2),"GOOD FT by COALMON,ZACHARY",FSU 69-71 (-2),,"GOOD FT by COALMON,ZACHARY",3
01:44,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",3
01:44,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",3
01:44,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",3
01:44,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",3
01:26,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",3
01:08,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",3
01:08,,,,,"MISS FT by MICHAEL,TYLER",,,"MISS FT by MICHAEL,TYLER",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:08,,,,,"MISS FT by MICHAEL,TYLER",,,"MISS FT by MICHAEL,TYLER",3
--,,,,,"REBOUND OFF by COALMON,ZACHARY",,,"REBOUND OFF by COALMON,ZACHARY",3
00:39,,,,,"MISS 3PTR by MICHAEL,TYLER",,,"MISS 3PTR by MICHAEL,TYLER",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
00:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:36,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",3
00:36,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",3
00:26,,,,,"FOUL  by COALMON,ZACHARY",,,"FOUL  by COALMON,ZACHARY",3
00:26,"MISS FT by JONES,CODY",,,,,,,"MISS FT by JONES,CODY",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:26,"GOOD FT by JONES,CODY",70,,71 (+1),,SEWANE~1 70-71 (-1),,"GOOD FT by JONES,CODY",3
00:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:26,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",3
00:26,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",3
00:23,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",3
00:23,,70,,72 (+2),"GOOD FT by SMOOT,NICK",FSU 70-72 (-2),,"GOOD FT by SMOOT,NICK",3
00:23,,70,,73 (+3),"GOOD FT by SMOOT,NICK",FSU 70-73 (-3),,"GOOD FT by SMOOT,NICK",3
00:23,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",3
00:23,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",3
00:09,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",3
--,,,,,"REBOUND DEF by COALMON,ZACHARY",,,"REBOUND DEF by COALMON,ZACHARY",3
00:08,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",3
00:08,,70,,74 (+4),"GOOD FT by COALMON,ZACHARY",FSU 70-74 (-4),,"GOOD FT by COALMON,ZACHARY",3
00:08,,70,,75 (+5),"GOOD FT by COALMON,ZACHARY",FSU 70-75 (-5),,"GOOD FT by COALMON,ZACHARY",3
00:02,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
