Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,TASMBB,Game Score,Team Indicator,Play,Period
16:15,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
16:00,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND OFF by BORN,CLAY",,,,,,,"REBOUND OFF by BORN,CLAY",2
15:57,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:56,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
15:31,,,,,"MISS LAYUP by MASON,ROBERT WADE",,,"MISS LAYUP by MASON,ROBERT WADE",2
15:31,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:31,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
15:31,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
15:31,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:31,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
15:31,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
15:31,,,,,"SUB OUT by MASON,ROBERT WADE",,,"SUB OUT by MASON,ROBERT WADE",2
15:29,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
15:10,"GOOD 3PTR by JONES,CODY",39 (+2),,37,,SEWANE~1 39-37 (+2),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
14:52,,39,,39,"GOOD JUMPER by JONES,BLAKE",TASMBB 39-39 (0),,"GOOD JUMPER by JONES,BLAKE",2
--,,,,,"ASSIST  by GERCHOW,ALEX",,,"ASSIST  by GERCHOW,ALEX",2
14:33,"GOOD 3PTR by JONES,CODY",42 (+3),,39,,SEWANE~1 42-39 (+3),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
14:17,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
13:57,"GOOD JUMPER by STONE,BRODY",44 (+5),,39,,SEWANE~1 44-39 (+5),,"GOOD JUMPER by STONE,BRODY",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
13:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:50,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
13:50,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
13:50,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:50,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
13:50,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
13:50,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
13:50,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
13:50,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
13:50,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
13:50,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
13:29,,44 (+3),,41,"GOOD JUMPER by ATKINSON,QUINN",TASMBB 44-41 (+3),,"GOOD JUMPER by ATKINSON,QUINN",2
13:03,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
12:40,,44 (+1),,43,"GOOD JUMPER by GAGEN,BRENNAN",TASMBB 44-43 (+1),,"GOOD JUMPER by GAGEN,BRENNAN",2
12:21,"GOOD LAYUP by BROWN,SETH(in the paint)",46 (+3),,43,,SEWANE~1 46-43 (+3),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",2
12:05,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
11:55,"GOOD 3PTR by JONES,CODY",49 (+6),,43,,SEWANE~1 49-43 (+6),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
11:31,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
11:31,"BLOCK  by BROWN,SETH",,,,,,,"BLOCK  by BROWN,SETH",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
11:23,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
11:13,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
11:13,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:13,,49 (+5),,44,"GOOD FT by ATKINSON,QUINN",TASMBB 49-44 (+5),,"GOOD FT by ATKINSON,QUINN",2
11:13,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
11:13,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
11:13,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
11:13,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
11:13,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
11:13,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
11:13,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
11:13,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
11:13,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
11:13,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
11:13,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
11:13,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
11:00,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
10:58,,,,,"STEAL  by MASON,ROBERT WADE",,,"STEAL  by MASON,ROBERT WADE",2
10:42,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
10:42,,49 (+4),,45,"GOOD FT by GAGEN,BRENNAN",TASMBB 49-45 (+4),,"GOOD FT by GAGEN,BRENNAN",2
10:42,,49 (+3),,46,"GOOD FT by GAGEN,BRENNAN",TASMBB 49-46 (+3),,"GOOD FT by GAGEN,BRENNAN",2
10:17,"GOOD 3PTR by JONES,CODY",52 (+6),,46,,SEWANE~1 52-46 (+6),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
10:03,,52 (+4),,48,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",TASMBB 52-48 (+4),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
09:43,"GOOD 3PTR by JONES,CODY",55 (+7),,48,,SEWANE~1 55-48 (+7),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
09:20,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
09:20,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
09:20,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
09:20,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
09:20,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
09:20,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
09:20,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
09:20,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
09:20,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
09:00,,55 (+5),,50,"GOOD JUMPER by GERCHOW,ALEX",TASMBB 55-50 (+5),,"GOOD JUMPER by GERCHOW,ALEX",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
08:31,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by MASON,ROBERT WADE",,,"REBOUND DEF by MASON,ROBERT WADE",2
08:01,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
07:38,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
07:26,"GOOD LAYUP by STONE,BRODY(in the paint)",57 (+7),,50,,SEWANE~1 57-50 (+7),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
07:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:16,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
07:16,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
07:16,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
07:16,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
07:07,,57 (+4),,53,"GOOD 3PTR by ROBERTSON,MARC",TASMBB 57-53 (+4),,"GOOD 3PTR by ROBERTSON,MARC",2
06:37,"GOOD JUMPER by CARTER,KESHONN",59 (+6),,53,,SEWANE~1 59-53 (+6),,"GOOD JUMPER by CARTER,KESHONN",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
06:02,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by JONES,BLAKE",,,"REBOUND OFF by JONES,BLAKE",2
05:57,,,,,"MISS LAYUP by JONES,BLAKE",,,"MISS LAYUP by JONES,BLAKE",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
05:42,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
05:27,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
05:27,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
05:27,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
05:27,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
05:27,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
05:27,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
05:27,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
05:12,"GOOD 3PTR by JONES,CODY",62 (+9),,53,,SEWANE~1 62-53 (+9),,"GOOD 3PTR by JONES,CODY",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
04:53,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
04:53,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
04:53,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
04:53,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
04:53,,,,,"SUB OUT by MASON,ROBERT WADE",,,"SUB OUT by MASON,ROBERT WADE",2
04:53,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
04:44,,62 (+6),,56,"GOOD 3PTR by ROBERTSON,MARC",TASMBB 62-56 (+6),,"GOOD 3PTR by ROBERTSON,MARC",2
04:36,"GOOD 3PTR by BORN,CLAY",65 (+9),,56,,SEWANE~1 65-56 (+9),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
04:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:09,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
04:09,,65 (+8),,57,"GOOD FT by ATKINSON,QUINN",TASMBB 65-57 (+8),,"GOOD FT by ATKINSON,QUINN",2
04:09,,65 (+7),,58,"GOOD FT by ATKINSON,QUINN",TASMBB 65-58 (+7),,"GOOD FT by ATKINSON,QUINN",2
04:09,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
04:09,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
03:54,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
03:54,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
03:46,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
03:38,"GOOD LAYUP by STONE,BRODY(in the paint)",67 (+9),,58,,SEWANE~1 67-58 (+9),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
03:22,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:17,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
03:17,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
03:17,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
03:17,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
03:05,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
02:46,,,,,"MISS JUMPER by MANCUSO,LOGAN",,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
02:40,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
02:40,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
02:26,,67 (+7),,60,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",TASMBB 67-60 (+7),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
02:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:22,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
02:22,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
02:22,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
02:22,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
02:22,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
02:22,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
02:22,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
02:17,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
02:14,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
02:13,,67 (+5),,62,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",TASMBB 67-62 (+5),,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",2
01:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:46,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
01:36,,,,,"MISS 3PTR by MASON,ROBERT WADE",,,"MISS 3PTR by MASON,ROBERT WADE",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
01:26,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
01:25,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
01:23,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by JONES,BLAKE",,,"REBOUND OFF by JONES,BLAKE",2
01:18,,67 (+2),,65,"GOOD 3PTR by GAGEN,BRENNAN",TASMBB 67-65 (+2),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
01:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:11,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
01:11,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
01:11,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
01:02,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
01:01,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
01:01,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
00:51,,67,,68 (+1),"GOOD 3PTR by ROBERTSON,MARC",TASMBB 67-68 (-1),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
00:25,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:25,"GOOD FT by STONE,BRODY",68,,68,,SEWANE~1 68-68 (0),,"GOOD FT by STONE,BRODY",2
00:25,"GOOD FT by STONE,BRODY",69 (+1),,68,,SEWANE~1 69-68 (+1),,"GOOD FT by STONE,BRODY",2
00:16,,,,,"MISS LAYUP by ATKINSON,QUINN",,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
00:13,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
00:13,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
00:12,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",2
00:11,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:04,,69,,70 (+1),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",TASMBB 69-70 (-1),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
00:00,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
