Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,AUSTIN,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by ,JASON JONES JR",,,"REBOUND DEF by ,JASON JONES JR",1
00:09,,39 (+9),,30,"GOOD JUMPER by DICK,TRISTAN(in the paint)",AUSTIN 39-30 (+9),,"GOOD JUMPER by DICK,TRISTAN(in the paint)",1
00:02,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB IN by ANTOSCA,CHASE",,,"SUB IN by ANTOSCA,CHASE",2
20:00,,,,,"SUB OUT by GOODMAN,CHANSTON",,,"SUB OUT by GOODMAN,CHANSTON",2
19:47,,,,,"MISS JUMPER by ANTOSCA,CHASE",,,"MISS JUMPER by ANTOSCA,CHASE",2
--,,,,,"REBOUND OFF by ,JASON JONES JR",,,"REBOUND OFF by ,JASON JONES JR",2
19:45,,39 (+7),,32,"GOOD LAYUP by ,JASON JONES JR(in the paint)",AUSTIN 39-32 (+7),,"GOOD LAYUP by ,JASON JONES JR(in the paint)",2
19:24,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",2
19:24,"TURNOVER  by PARKS,JACKSON",,,,,,,"TURNOVER  by PARKS,JACKSON",2
19:09,,,,,"MISS JUMPER by STRICKLAND,ROMAN",,,"MISS JUMPER by STRICKLAND,ROMAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
19:02,"GOOD LAYUP by FITCH,CARL(in the paint)",41 (+9),,32,,HENDRIX 41-32 (+9),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST ASSIST by PARKS,JACKSON",,,,,,,"ASSIST ASSIST by PARKS,JACKSON",2
18:47,,,,,"MISS JUMPER by RENNIE,JACKSON",,,"MISS JUMPER by RENNIE,JACKSON",2
--,,,,,"REBOUND OFF by ,JASON JONES JR",,,"REBOUND OFF by ,JASON JONES JR",2
18:42,,,,,"MISS LAYUP by ,JASON JONES JR",,,"MISS LAYUP by ,JASON JONES JR",2
--,,,,,"REBOUND OFF by ,JASON JONES JR",,,"REBOUND OFF by ,JASON JONES JR",2
18:36,,41 (+6),,35,"GOOD 3PTR by STRICKLAND,ROMAN",AUSTIN 41-35 (+6),,"GOOD 3PTR by STRICKLAND,ROMAN",2
--,,,,,"ASSIST ASSIST by DICK,TRISTAN",,,"ASSIST ASSIST by DICK,TRISTAN",2
18:16,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
18:09,,,,,"FOUL  by ,JASON JONES JR",,,"FOUL  by ,JASON JONES JR",2
18:09,"GOOD FT by FITCH,CARL",42 (+7),,35,,HENDRIX 42-35 (+7),,"GOOD FT by FITCH,CARL",2
18:09,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",2
--,,,,,"REBOUND DEF by ,JASON JONES JR",,,"REBOUND DEF by ,JASON JONES JR",2
17:43,,,,,"MISS LAYUP by DICK,TRISTAN",,,"MISS LAYUP by DICK,TRISTAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:26,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
17:24,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by ,JASON JONES JR",,,"REBOUND DEF by ,JASON JONES JR",2
17:02,,,,,"MISS JUMPER by STRICKLAND,ROMAN",,,"MISS JUMPER by STRICKLAND,ROMAN",2
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",2
16:58,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",44 (+9),,35,,HENDRIX 44-35 (+9),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,"ASSIST ASSIST by PARKS,JACKSON",,,,,,,"ASSIST ASSIST by PARKS,JACKSON",2
16:43,,44 (+7),,37,"GOOD JUMPER by ANTOSCA,CHASE(in the paint)",AUSTIN 44-37 (+7),,"GOOD JUMPER by ANTOSCA,CHASE(in the paint)",2
16:20,,,,,"FOUL  by DICK,TRISTAN",,,"FOUL  by DICK,TRISTAN",2
16:20,"GOOD FT by COMAN,SEAN",45 (+8),,37,,HENDRIX 45-37 (+8),,"GOOD FT by COMAN,SEAN",2
16:20,"GOOD FT by COMAN,SEAN",46 (+9),,37,,HENDRIX 46-37 (+9),,"GOOD FT by COMAN,SEAN",2
16:20,,,,,"SUB IN by CLEAMONS,JAYLYN",,,"SUB IN by CLEAMONS,JAYLYN",2
16:20,,,,,"SUB IN by GOODMAN,CHANSTON",,,"SUB IN by GOODMAN,CHANSTON",2
16:20,,,,,"SUB OUT by DICK,TRISTAN",,,"SUB OUT by DICK,TRISTAN",2
16:20,,,,,"SUB OUT by ,JASON JONES JR",,,"SUB OUT by ,JASON JONES JR",2
16:06,,,,,"TURNOVER  by ANTOSCA,CHASE",,,"TURNOVER  by ANTOSCA,CHASE",2
16:05,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",2
16:03,"GOOD LAYUP by PARKS,JACKSON(fastbreak)(in the paint)",48 (+11),,37,,HENDRIX 48-37 (+11),,"GOOD LAYUP by PARKS,JACKSON(fastbreak)(in the paint)",2
15:42,,,,,"TURNOVER  by STRICKLAND,ROMAN",,,"TURNOVER  by STRICKLAND,ROMAN",2
15:42,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",2
15:38,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",50 (+13),,37,,HENDRIX 50-37 (+13),,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",2
--,"ASSIST ASSIST by STANLEY,SETH",,,,,,,"ASSIST ASSIST by STANLEY,SETH",2
15:38,,,,,"FOUL  by GOODMAN,CHANSTON",,,"FOUL  by GOODMAN,CHANSTON",2
15:38,"GOOD FT by COMAN,SEAN",51 (+14),,37,,HENDRIX 51-37 (+14),,"GOOD FT by COMAN,SEAN",2
15:38,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
15:38,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
15:38,,,,,"SUB IN by DICK,TRISTAN",,,"SUB IN by DICK,TRISTAN",2
15:38,,,,,"SUB OUT by GOODMAN,CHANSTON",,,"SUB OUT by GOODMAN,CHANSTON",2
15:19,,,,,"MISS LAYUP by GOODMAN,CHANSTON",,,"MISS LAYUP by GOODMAN,CHANSTON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
15:07,"TURNOVER  by PARKS,JACKSON",,,,,,,"TURNOVER  by PARKS,JACKSON",2
15:02,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
15:02,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:02,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by ,JASON JONES JR",,,"REBOUND DEF by ,JASON JONES JR",2
15:02,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
15:02,,,,,"SUB IN by ,JASON JONES JR",,,"SUB IN by ,JASON JONES JR",2
15:02,,,,,"SUB OUT by RENNIE,JACKSON",,,"SUB OUT by RENNIE,JACKSON",2
14:51,,,,,"TURNOVER  by DICK,TRISTAN",,,"TURNOVER  by DICK,TRISTAN",2
14:50,"STEAL  by CONRAD,ALEX",,,,,,,"STEAL  by CONRAD,ALEX",2
14:42,"GOOD 3PTR by COMAN,SEAN",54 (+17),,37,,HENDRIX 54-37 (+17),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST ASSIST by DEITHLOFF,TYLER",,,,,,,"ASSIST ASSIST by DEITHLOFF,TYLER",2
14:30,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
14:30,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
14:30,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
14:24,,,,,"TURNOVER  by DICK,TRISTAN",,,"TURNOVER  by DICK,TRISTAN",2
14:24,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
14:16,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
14:00,,,,,"MISS LAYUP by STRICKLAND,ROMAN",,,"MISS LAYUP by STRICKLAND,ROMAN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
13:54,,,,,"FOUL  by DICK,TRISTAN",,,"FOUL  by DICK,TRISTAN",2
13:54,,,,,"SUB IN by LAWRENCE,JOHNATHAN",,,"SUB IN by LAWRENCE,JOHNATHAN",2
13:54,,,,,"SUB OUT by STRICKLAND,ROMAN",,,"SUB OUT by STRICKLAND,ROMAN",2
13:50,"GOOD 3PTR by DEITHLOFF,TYLER",57 (+20),,37,,HENDRIX 57-37 (+20),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,"ASSIST ASSIST by ,DARVIS RASBERRY JR",,,,,,,"ASSIST ASSIST by ,DARVIS RASBERRY JR",2
13:37,,,,,"MISS JUMPER by CLEAMONS,JAYLYN",,,"MISS JUMPER by CLEAMONS,JAYLYN",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
13:30,,,,,"FOUL  by CLEAMONS,JAYLYN",,,"FOUL  by CLEAMONS,JAYLYN",2
13:30,"GOOD FT by RYAN,JONATHAN",58 (+21),,37,,HENDRIX 58-37 (+21),,"GOOD FT by RYAN,JONATHAN",2
13:30,"GOOD FT by RYAN,JONATHAN",59 (+22),,37,,HENDRIX 59-37 (+22),,"GOOD FT by RYAN,JONATHAN",2
13:30,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
13:30,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
13:30,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
13:30,,,,,"SUB IN by RENNIE,JACKSON",,,"SUB IN by RENNIE,JACKSON",2
13:30,,,,,"SUB OUT by ANTOSCA,CHASE",,,"SUB OUT by ANTOSCA,CHASE",2
13:17,,,,,"MISS JUMPER by ,JASON JONES JR",,,"MISS JUMPER by ,JASON JONES JR",2
--,,,,,"REBOUND OFF by LAWRENCE,JOHNATHAN",,,"REBOUND OFF by LAWRENCE,JOHNATHAN",2
13:12,,59 (+20),,39,"GOOD LAYUP by CLEAMONS,JAYLYN(in the paint)",AUSTIN 59-39 (+20),,"GOOD LAYUP by CLEAMONS,JAYLYN(in the paint)",2
--,,,,,"ASSIST ASSIST by LAWRENCE,JOHNATHAN",,,"ASSIST ASSIST by LAWRENCE,JOHNATHAN",2
12:59,"FOUL  by ,DARVIS RASBERRY JR",,,,,,,"FOUL  by ,DARVIS RASBERRY JR",2
12:59,"TURNOVER  by ,DARVIS RASBERRY JR",,,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",2
12:48,,,,,"MISS JUMPER by CLEAMONS,JAYLYN",,,"MISS JUMPER by CLEAMONS,JAYLYN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:30,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",61 (+22),,39,,HENDRIX 61-39 (+22),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",2
--,"ASSIST ASSIST by DEITHLOFF,TYLER",,,,,,,"ASSIST ASSIST by DEITHLOFF,TYLER",2
12:21,,61 (+20),,41,"GOOD JUMPER by RENNIE,JACKSON",AUSTIN 61-41 (+20),,"GOOD JUMPER by RENNIE,JACKSON",2
11:58,"GOOD 3PTR by DEITHLOFF,TYLER",64 (+23),,41,,HENDRIX 64-41 (+23),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,"ASSIST ASSIST by RYAN,JONATHAN",,,,,,,"ASSIST ASSIST by RYAN,JONATHAN",2
11:39,,,,,"MISS 3PTR by CLEAMONS,JAYLYN",,,"MISS 3PTR by CLEAMONS,JAYLYN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
11:32,"MISS 3PTR by DEITHLOFF,TYLER",,,,,,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND OFF by RYAN,JONATHAN",,,,,,,"REBOUND OFF by RYAN,JONATHAN",2
11:27,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
11:26,,,,,"STEAL  by DICK,TRISTAN",,,"STEAL  by DICK,TRISTAN",2
11:24,,64 (+21),,43,"GOOD LAYUP by DICK,TRISTAN(fastbreak)(in the paint)",AUSTIN 64-43 (+21),,"GOOD LAYUP by DICK,TRISTAN(fastbreak)(in the paint)",2
11:11,,,,,"FOUL  by RENNIE,JACKSON",,,"FOUL  by RENNIE,JACKSON",2
11:11,"GOOD FT by EATON,JACK",65 (+22),,43,,HENDRIX 65-43 (+22),,"GOOD FT by EATON,JACK",2
11:11,"GOOD FT by EATON,JACK",66 (+23),,43,,HENDRIX 66-43 (+23),,"GOOD FT by EATON,JACK",2
11:11,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
11:11,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
11:11,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
11:11,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
11:11,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
11:11,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",2
11:11,,,,,"SUB IN by STRICKLAND,ROMAN",,,"SUB IN by STRICKLAND,ROMAN",2
11:11,,,,,"SUB IN by ANTOSCA,CHASE",,,"SUB IN by ANTOSCA,CHASE",2
11:11,,,,,"SUB IN by KING,REX",,,"SUB IN by KING,REX",2
11:11,,,,,"SUB OUT by CLEAMONS,JAYLYN",,,"SUB OUT by CLEAMONS,JAYLYN",2
11:11,,,,,"SUB OUT by ,JASON JONES JR",,,"SUB OUT by ,JASON JONES JR",2
11:11,,,,,"SUB OUT by LAWRENCE,JOHNATHAN",,,"SUB OUT by LAWRENCE,JOHNATHAN",2
11:01,,66 (+20),,46,"GOOD 3PTR by RENNIE,JACKSON",AUSTIN 66-46 (+20),,"GOOD 3PTR by RENNIE,JACKSON",2
--,,,,,"ASSIST ASSIST by ANTOSCA,CHASE",,,"ASSIST ASSIST by ANTOSCA,CHASE",2
10:45,"FOUL  by MCMULLIN,COLTON",,,,,,,"FOUL  by MCMULLIN,COLTON",2
10:45,"TURNOVER  by MCMULLIN,COLTON",,,,,,,"TURNOVER  by MCMULLIN,COLTON",2
10:31,,66 (+18),,48,"GOOD JUMPER by RENNIE,JACKSON",AUSTIN 66-48 (+18),,"GOOD JUMPER by RENNIE,JACKSON",2
10:30,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
10:30,,66 (+17),,49,"GOOD FT by RENNIE,JACKSON",AUSTIN 66-49 (+17),,"GOOD FT by RENNIE,JACKSON",2
10:15,"GOOD 3PTR by FITCH,CARL",69 (+20),,49,,HENDRIX 69-49 (+20),,"GOOD 3PTR by FITCH,CARL",2
--,"ASSIST ASSIST by RYAN,JONATHAN",,,,,,,"ASSIST ASSIST by RYAN,JONATHAN",2
10:00,,,,,"MISS LAYUP by STRICKLAND,ROMAN",,,"MISS LAYUP by STRICKLAND,ROMAN",2
10:00,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND OFF by CLEAMONS,JAYLYN",,,"REBOUND OFF by CLEAMONS,JAYLYN",2
09:57,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
09:57,,69 (+19),,50,"GOOD FT by CLEAMONS,JAYLYN",AUSTIN 69-50 (+19),,"GOOD FT by CLEAMONS,JAYLYN",2
09:57,,,,,"MISS FT by CLEAMONS,JAYLYN",,,"MISS FT by CLEAMONS,JAYLYN",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
09:41,,,,,"FOUL  by RENNIE,JACKSON",,,"FOUL  by RENNIE,JACKSON",2
09:41,"GOOD FT by MCMULLIN,COLTON",70 (+20),,50,,HENDRIX 70-50 (+20),,"GOOD FT by MCMULLIN,COLTON",2
09:41,"GOOD FT by MCMULLIN,COLTON",71 (+21),,50,,HENDRIX 71-50 (+21),,"GOOD FT by MCMULLIN,COLTON",2
09:30,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
09:30,,,,,"MISS FT by STRICKLAND,ROMAN",,,"MISS FT by STRICKLAND,ROMAN",2
--,,,,,"REBOUND OFF by CLEAMONS,JAYLYN",,,"REBOUND OFF by CLEAMONS,JAYLYN",2
09:25,,,,,"TURNOVER  by CLEAMONS,JAYLYN",,,"TURNOVER  by CLEAMONS,JAYLYN",2
09:15,"MISS JUMPER by MCMULLIN,COLTON",,,,,,,"MISS JUMPER by MCMULLIN,COLTON",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
09:13,,,,,"SUB IN by CLEAMONS,JAYLYN",,,"SUB IN by CLEAMONS,JAYLYN",2
09:13,,,,,"SUB OUT by ANTOSCA,CHASE",,,"SUB OUT by ANTOSCA,CHASE",2
09:12,"GOOD LAYUP by CONRAD,ALEX(in the paint)",73 (+23),,50,,HENDRIX 73-50 (+23),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,"ASSIST ASSIST by RYAN,JONATHAN",,,,,,,"ASSIST ASSIST by RYAN,JONATHAN",2
09:00,"FOUL  by MCMULLIN,COLTON",,,,,,,"FOUL  by MCMULLIN,COLTON",2
09:00,,73 (+22),,51,"GOOD FT by RENNIE,JACKSON",AUSTIN 73-51 (+22),,"GOOD FT by RENNIE,JACKSON",2
09:00,,73 (+21),,52,"GOOD FT by RENNIE,JACKSON",AUSTIN 73-52 (+21),,"GOOD FT by RENNIE,JACKSON",2
08:50,"GOOD 3PTR by MCMULLIN,COLTON",76 (+24),,52,,HENDRIX 76-52 (+24),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST ASSIST by EATON,JACK",,,,,,,"ASSIST ASSIST by EATON,JACK",2
08:37,,,,,"MISS JUMPER by KING,REX",,,"MISS JUMPER by KING,REX",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
08:27,"GOOD 3PTR by RYAN,JONATHAN",79 (+27),,52,,HENDRIX 79-52 (+27),,"GOOD 3PTR by RYAN,JONATHAN",2
--,"ASSIST ASSIST by EATON,JACK",,,,,,,"ASSIST ASSIST by EATON,JACK",2
08:08,,,,,"FOUL  by DICK,TRISTAN",,,"FOUL  by DICK,TRISTAN",2
08:08,,,,,"TURNOVER  by DICK,TRISTAN",,,"TURNOVER  by DICK,TRISTAN",2
08:08,,,,,"SUB IN by ,JASON JONES JR",,,"SUB IN by ,JASON JONES JR",2
08:08,,,,,"SUB IN by ANTOSCA,CHASE",,,"SUB IN by ANTOSCA,CHASE",2
08:08,,,,,"SUB IN by GOODMAN,CHANSTON",,,"SUB IN by GOODMAN,CHANSTON",2
08:08,,,,,"SUB OUT by CLEAMONS,JAYLYN",,,"SUB OUT by CLEAMONS,JAYLYN",2
08:08,,,,,"SUB OUT by KING,REX",,,"SUB OUT by KING,REX",2
08:08,,,,,"SUB OUT by DICK,TRISTAN",,,"SUB OUT by DICK,TRISTAN",2
07:46,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
07:46,,,,,"STEAL  by STRICKLAND,ROMAN",,,"STEAL  by STRICKLAND,ROMAN",2
07:37,,,,,"MISS JUMPER by RENNIE,JACKSON",,,"MISS JUMPER by RENNIE,JACKSON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
07:22,,,,,"FOUL  by ,JASON JONES JR",,,"FOUL  by ,JASON JONES JR",2
07:22,"GOOD FT by CONRAD,ALEX",80 (+28),,52,,HENDRIX 80-52 (+28),,"GOOD FT by CONRAD,ALEX",2
07:22,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by RENNIE,JACKSON",,,"REBOUND DEF by RENNIE,JACKSON",2
07:15,,80 (+26),,54,"GOOD LAYUP by ,JASON JONES JR(in the paint)",AUSTIN 80-54 (+26),,"GOOD LAYUP by ,JASON JONES JR(in the paint)",2
--,,,,,"ASSIST ASSIST by ANTOSCA,CHASE",,,"ASSIST ASSIST by ANTOSCA,CHASE",2
06:59,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
06:59,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
06:38,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
06:38,,80 (+25),,55,"GOOD FT by GOODMAN,CHANSTON",AUSTIN 80-55 (+25),,"GOOD FT by GOODMAN,CHANSTON",2
06:38,,,,,"MISS FT by GOODMAN,CHANSTON",,,"MISS FT by GOODMAN,CHANSTON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
06:33,,,,,"FOUL  by ,JASON JONES JR",,,"FOUL  by ,JASON JONES JR",2
06:33,"GOOD FT by CONRAD,ALEX",81 (+26),,55,,HENDRIX 81-55 (+26),,"GOOD FT by CONRAD,ALEX",2
06:33,"GOOD FT by CONRAD,ALEX",82 (+27),,55,,HENDRIX 82-55 (+27),,"GOOD FT by CONRAD,ALEX",2
06:23,,,,,"MISS JUMPER by ANTOSCA,CHASE",,,"MISS JUMPER by ANTOSCA,CHASE",2
06:23,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
06:03,"GOOD LAYUP by CONRAD,ALEX(in the paint)",84 (+29),,55,,HENDRIX 84-55 (+29),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
05:55,,,,,"MISS LAYUP by GOODMAN,CHANSTON",,,"MISS LAYUP by GOODMAN,CHANSTON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
05:45,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by ,JASON JONES JR",,,"REBOUND DEF by ,JASON JONES JR",2
05:36,,84 (+26),,58,"GOOD 3PTR by STRICKLAND,ROMAN",AUSTIN 84-58 (+26),,"GOOD 3PTR by STRICKLAND,ROMAN",2
--,,,,,"ASSIST ASSIST by GOODMAN,CHANSTON",,,"ASSIST ASSIST by GOODMAN,CHANSTON",2
05:31,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
05:31,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
05:31,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
05:31,,,,,"SUB IN by BERRY,OCIE",,,"SUB IN by BERRY,OCIE",2
05:31,,,,,"SUB OUT by ,JASON JONES JR",,,"SUB OUT by ,JASON JONES JR",2
05:21,"MISS 3PTR by ,DARVIS RASBERRY JR",,,,,,,"MISS 3PTR by ,DARVIS RASBERRY JR",2
--,,,,,"REBOUND DEF by STRICKLAND,ROMAN",,,"REBOUND DEF by STRICKLAND,ROMAN",2
05:13,,,,,"MISS 3PTR by GOODMAN,CHANSTON",,,"MISS 3PTR by GOODMAN,CHANSTON",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
05:00,"MISS LAYUP by DEITHLOFF,TYLER",,,,,,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,"REBOUND OFF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND OFF by ,DARVIS RASBERRY JR",2
04:57,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",86 (+28),,58,,HENDRIX 86-58 (+28),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",2
04:43,,,,,"TURNOVER  by GOODMAN,CHANSTON",,,"TURNOVER  by GOODMAN,CHANSTON",2
04:42,"STEAL  by DEITHLOFF,TYLER",,,,,,,"STEAL  by DEITHLOFF,TYLER",2
04:39,"MISS DUNK by DEITHLOFF,TYLER",,,,,,,"MISS DUNK by DEITHLOFF,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:36,,,,,"SUB IN by LAWRENCE,JOHNATHAN",,,"SUB IN by LAWRENCE,JOHNATHAN",2
04:36,,,,,"SUB OUT by STRICKLAND,ROMAN",,,"SUB OUT by STRICKLAND,ROMAN",2
04:26,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by ANTOSCA,CHASE",,,"REBOUND DEF by ANTOSCA,CHASE",2
04:17,,86 (+26),,60,"GOOD JUMPER by ANTOSCA,CHASE",AUSTIN 86-60 (+26),,"GOOD JUMPER by ANTOSCA,CHASE",2
03:57,"GOOD JUMPER by EATON,JACK(in the paint)",88 (+28),,60,,HENDRIX 88-60 (+28),,"GOOD JUMPER by EATON,JACK(in the paint)",2
--,"ASSIST ASSIST by DEITHLOFF,TYLER",,,,,,,"ASSIST ASSIST by DEITHLOFF,TYLER",2
03:47,,,,,"TURNOVER  by GOODMAN,CHANSTON",,,"TURNOVER  by GOODMAN,CHANSTON",2
03:46,"STEAL  by DEITHLOFF,TYLER",,,,,,,"STEAL  by DEITHLOFF,TYLER",2
03:42,"GOOD LAYUP by RYAN,JONATHAN(fastbreak)(in the paint)",90 (+30),,60,,HENDRIX 90-60 (+30),,"GOOD LAYUP by RYAN,JONATHAN(fastbreak)(in the paint)",2
--,"ASSIST ASSIST by DEITHLOFF,TYLER",,,,,,,"ASSIST ASSIST by DEITHLOFF,TYLER",2
03:34,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
03:34,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
03:27,,90 (+27),,63,"GOOD 3PTR by GOODMAN,CHANSTON",AUSTIN 90-63 (+27),,"GOOD 3PTR by GOODMAN,CHANSTON",2
--,,,,,"ASSIST ASSIST by RENNIE,JACKSON",,,"ASSIST ASSIST by RENNIE,JACKSON",2
