Time Remaining,UO,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
20:00,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
20:00,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
20:00,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
20:00,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
20:00,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
20:00,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
20:00,"SUB OUT by WINSTON,CORDY",,,,,,,"SUB OUT by WINSTON,CORDY",2
20:00,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
20:00,"SUB IN by BOBO,ZACH",,,,,,,"SUB IN by BOBO,ZACH",2
20:00,"SUB IN by BOWMAN,ETHAN",,,,,,,"SUB IN by BOWMAN,ETHAN",2
19:49,"MISS JUMPER by BOBO,ZACH(in the paint)",,,,,,,"MISS JUMPER by BOBO,ZACH(in the paint)",2
--,"REBOUND OFF by BOBO,ZACH",,,,,,,"REBOUND OFF by BOBO,ZACH",2
19:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
19:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
19:40,"MISS JUMPER by JOHNSON,BRYSON(in the paint)",,,,,,,"MISS JUMPER by JOHNSON,BRYSON(in the paint)",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
19:09,,36,,48 (+12),"GOOD 3PTR by JENKINS,KALEB",Mill 36-48 (+12),,"GOOD 3PTR by JENKINS,KALEB",2
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",2
18:41,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",38,,48 (+10),,UO 38-48 (+10),,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",2
18:20,,,,,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",,,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
18:11,"TURNOVER  by BOWMAN,ETHAN",,,,,,,"TURNOVER  by BOWMAN,ETHAN",2
18:11,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",2
17:39,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
17:30,"GOOD 3PTR by JOHNSON,BRYSON",41,,48 (+7),,UO 41-48 (+7),,"GOOD 3PTR by JOHNSON,BRYSON",2
17:12,,41,,51 (+10),"GOOD 3PTR by JENKINS,KALEB",Mill 41-51 (+10),,"GOOD 3PTR by JENKINS,KALEB",2
--,,,,,"ASSIST  by GILLIHAN,NEWLON",,,"ASSIST  by GILLIHAN,NEWLON",2
16:55,"GOOD 3PTR by BOWMAN,ETHAN",44,,51 (+7),,UO 44-51 (+7),,"GOOD 3PTR by BOWMAN,ETHAN",2
--,"ASSIST  by TURPIN,TIM",,,,,,,"ASSIST  by TURPIN,TIM",2
16:44,,,,,"FOUL  by SPIKES,KALVIN",,,"FOUL  by SPIKES,KALVIN",2
16:44,,,,,"TURNOVER  by SPIKES,KALVIN",,,"TURNOVER  by SPIKES,KALVIN",2
16:44,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
16:44,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
16:32,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",46,,51 (+5),,UO 46-51 (+5),,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",2
16:09,,46,,54 (+8),"GOOD 3PTR by MCLAURIN,RYAN",Mill 46-54 (+8),,"GOOD 3PTR by MCLAURIN,RYAN",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
15:52,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:39,"FOUL  by JOHNSON,BRYSON",,,,,,,"FOUL  by JOHNSON,BRYSON",2
15:39,"TURNOVER  by JOHNSON,BRYSON",,,,,,,"TURNOVER  by JOHNSON,BRYSON",2
15:31,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",2
15:22,"MISS JUMPER by DAVIS,JACOBE(in the paint)",,,,,,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
15:17,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",2
15:17,"STEAL  by BOWMAN,ETHAN",,,,,,,"STEAL  by BOWMAN,ETHAN",2
15:10,"MISS 3PTR by JOHNSON,BRYSON",,,,,,,"MISS 3PTR by JOHNSON,BRYSON",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
15:01,,46,,56 (+10),"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",Mill 46-56 (+10),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,,,,,"ASSIST  by MCLAURIN,RYAN",,,"ASSIST  by MCLAURIN,RYAN",2
15:01,"FOUL  by TURPIN,TIM",,,,,,,"FOUL  by TURPIN,TIM",2
15:01,,,,,"MISS FT by VAN PELT,JUSTIN",,,"MISS FT by VAN PELT,JUSTIN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
14:52,"TURNOVER  by JOHNSON,BRYSON",,,,,,,"TURNOVER  by JOHNSON,BRYSON",2
14:52,"SUB OUT by TURPIN,TIM",,,,,,,"SUB OUT by TURPIN,TIM",2
14:52,"SUB IN by WILHELM,CORY",,,,,,,"SUB IN by WILHELM,CORY",2
14:41,,,,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,"REBOUND DEF by BOWMAN,ETHAN",,,,,,,"REBOUND DEF by BOWMAN,ETHAN",2
14:31,"GOOD JUMPER by BOBO,ZACH(in the paint)",48,,56 (+8),,UO 48-56 (+8),,"GOOD JUMPER by BOBO,ZACH(in the paint)",2
14:10,,48,,59 (+11),"GOOD 3PTR by GILLIHAN,NEWLON",Mill 48-59 (+11),,"GOOD 3PTR by GILLIHAN,NEWLON",2
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",2
13:49,"MISS JUMPER by DAVIS,JACOBE(in the paint)",,,,,,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
13:41,,48,,61 (+13),"GOOD JUMPER by JENKINS,KALEB(fastbreak)(in the paint)",Mill 48-61 (+13),,"GOOD JUMPER by JENKINS,KALEB(fastbreak)(in the paint)",2
13:26,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",50,,61 (+11),,UO 50-61 (+11),,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",2
13:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:23,"SUB OUT by DAVIS,JACOBE",,,,,,,"SUB OUT by DAVIS,JACOBE",2
13:23,"SUB OUT by BOWMAN,ETHAN",,,,,,,"SUB OUT by BOWMAN,ETHAN",2
13:23,"SUB IN by WINSTON,CORDY",,,,,,,"SUB IN by WINSTON,CORDY",2
13:23,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
13:05,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:43,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
12:38,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
12:38,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
12:31,"MISS LAYUP by BOBO,ZACH(in the paint)",,,,,,,"MISS LAYUP by BOBO,ZACH(in the paint)",2
12:31,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
12:11,,,,,"MISS JUMPER by JENKINS,KALEB",,,"MISS JUMPER by JENKINS,KALEB",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
12:05,,50,,63 (+13),"GOOD LAYUP by BLANZ,BUCK(in the paint)",Mill 50-63 (+13),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
11:51,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:51,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
11:51,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
11:51,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
11:51,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
11:51,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
11:51,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
11:44,"GOOD JUMPER by RENELIQUE,DARNEL(in the paint)",52,,63 (+11),,UO 52-63 (+11),,"GOOD JUMPER by RENELIQUE,DARNEL(in the paint)",2
11:43,,,,,"FOUL TECH by BECKER,SAXTON",,,"FOUL TECH by BECKER,SAXTON",2
11:43,,,,,"TURNOVER  by BECKER,SAXTON",,,"TURNOVER  by BECKER,SAXTON",2
11:43,"GOOD FT by WINSTON,CORDY",53,,63 (+10),,UO 53-63 (+10),,"GOOD FT by WINSTON,CORDY",2
11:43,"GOOD FT by WINSTON,CORDY",54,,63 (+9),,UO 54-63 (+9),,"GOOD FT by WINSTON,CORDY",2
11:23,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,,,,,"REBOUND OFF by VAN PELT,JUSTIN",,,"REBOUND OFF by VAN PELT,JUSTIN",2
11:18,,,,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:05,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
11:04,"GOOD JUMPER by BOBO,ZACH",56,,63 (+7),,UO 56-63 (+7),,"GOOD JUMPER by BOBO,ZACH",2
10:50,"FOUL  by WINSTON,CORDY",,,,,,,"FOUL  by WINSTON,CORDY",2
10:50,"SUB OUT by JOHNSON,BRYSON",,,,,,,"SUB OUT by JOHNSON,BRYSON",2
10:50,"SUB IN by DAVIS,JACOBE",,,,,,,"SUB IN by DAVIS,JACOBE",2
10:37,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
10:37,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
10:36,"FOUL  by RENELIQUE,DARNEL",,,,,,,"FOUL  by RENELIQUE,DARNEL",2
10:17,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",2
10:17,"BLOCK  by RENELIQUE,DARNEL",,,,,,,"BLOCK  by RENELIQUE,DARNEL",2
--,"REBOUND DEF by DAVIS,JACOBE",,,,,,,"REBOUND DEF by DAVIS,JACOBE",2
10:09,"MISS JUMPER by DAVIS,JACOBE(in the paint)",,,,,,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:07,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
10:07,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
09:48,,,,,"MISS LAYUP by TURNER,JAMES(in the paint)",,,"MISS LAYUP by TURNER,JAMES(in the paint)",2
--,"REBOUND DEF by RENELIQUE,DARNEL",,,,,,,"REBOUND DEF by RENELIQUE,DARNEL",2
09:24,"GOOD LAYUP by WILHELM,CORY(in the paint)",58,,63 (+5),,UO 58-63 (+5),,"GOOD LAYUP by WILHELM,CORY(in the paint)",2
--,"ASSIST  by RENELIQUE,DARNEL",,,,,,,"ASSIST  by RENELIQUE,DARNEL",2
09:08,,58,,65 (+7),"GOOD JUMPER by SPIKES,KALVIN(in the paint)",Mill 58-65 (+7),,"GOOD JUMPER by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
08:59,"MISS JUMPER by DAVIS,JACOBE(in the paint)",,,,,,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
08:53,,58,,67 (+9),"GOOD JUMPER by BECKER,SAXTON(fastbreak)(in the paint)",Mill 58-67 (+9),,"GOOD JUMPER by BECKER,SAXTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
08:34,"GOOD JUMPER by WINSTON,CORDY(in the paint)",60,,67 (+7),,UO 60-67 (+7),,"GOOD JUMPER by WINSTON,CORDY(in the paint)",2
08:09,,60,,70 (+10),"GOOD 3PTR by YOUNG,DILLON",Mill 60-70 (+10),,"GOOD 3PTR by YOUNG,DILLON",2
--,,,,,"ASSIST  by TURNER,JAMES",,,"ASSIST  by TURNER,JAMES",2
07:57,"MISS JUMPER by BOBO,ZACH",,,,,,,"MISS JUMPER by BOBO,ZACH",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
07:47,,,,,"TURNOVER  by BECKER,SAXTON",,,"TURNOVER  by BECKER,SAXTON",2
07:47,"STEAL  by WINSTON,CORDY",,,,,,,"STEAL  by WINSTON,CORDY",2
07:41,"TURNOVER  by WINSTON,CORDY",,,,,,,"TURNOVER  by WINSTON,CORDY",2
07:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:36,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
07:36,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
07:36,"SUB OUT by DAVIS,JACOBE",,,,,,,"SUB OUT by DAVIS,JACOBE",2
07:36,"SUB OUT by BOBO,ZACH",,,,,,,"SUB OUT by BOBO,ZACH",2
07:36,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
07:36,"SUB IN by JOHNSON,BRYSON",,,,,,,"SUB IN by JOHNSON,BRYSON",2
07:36,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",2
07:36,"SUB IN by BOWMAN,ETHAN",,,,,,,"SUB IN by BOWMAN,ETHAN",2
07:31,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
07:31,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
07:25,,60,,73 (+13),"GOOD 3PTR by BECKER,SAXTON",Mill 60-73 (+13),,"GOOD 3PTR by BECKER,SAXTON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
07:08,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
07:07,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:07,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
06:50,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
06:50,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
06:43,"MISS 3PTR by WINSTON,CORDY",,,,,,,"MISS 3PTR by WINSTON,CORDY",2
--,"REBOUND OFF by RENELIQUE,DARNEL",,,,,,,"REBOUND OFF by RENELIQUE,DARNEL",2
06:35,"MISS 3PTR by HELZER,JAMES",,,,,,,"MISS 3PTR by HELZER,JAMES",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
06:12,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",2
--,"REBOUND DEF by RENELIQUE,DARNEL",,,,,,,"REBOUND DEF by RENELIQUE,DARNEL",2
06:05,"MISS LAYUP by WINSTON,CORDY(in the paint)",,,,,,,"MISS LAYUP by WINSTON,CORDY(in the paint)",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
05:37,,,,,"TURNOVER  by YOUNG,DILLON",,,"TURNOVER  by YOUNG,DILLON",2
05:37,"STEAL  by RENELIQUE,DARNEL",,,,,,,"STEAL  by RENELIQUE,DARNEL",2
05:37,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
05:37,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
05:37,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
05:37,"SUB OUT by BOWMAN,ETHAN",,,,,,,"SUB OUT by BOWMAN,ETHAN",2
05:37,"SUB IN by BOBO,ZACH",,,,,,,"SUB IN by BOBO,ZACH",2
05:37,"GOOD FT by RENELIQUE,DARNEL(fastbreak)",61,,73 (+12),,UO 61-73 (+12),,"GOOD FT by RENELIQUE,DARNEL(fastbreak)",2
05:37,"MISS FT by RENELIQUE,DARNEL(fastbreak)",,,,,,,"MISS FT by RENELIQUE,DARNEL(fastbreak)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
05:19,,61,,75 (+14),"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",Mill 61-75 (+14),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
05:02,"TURNOVER  by RENELIQUE,DARNEL",,,,,,,"TURNOVER  by RENELIQUE,DARNEL",2
04:46,,61,,78 (+17),"GOOD 3PTR by BECKER,SAXTON",Mill 61-78 (+17),,"GOOD 3PTR by BECKER,SAXTON",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
04:36,"GOOD 3PTR by JOHNSON,BRYSON",64,,78 (+14),,UO 64-78 (+14),,"GOOD 3PTR by JOHNSON,BRYSON",2
04:18,,64,,80 (+16),"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",Mill 64-80 (+16),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
03:55,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:55,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
03:30,,64,,82 (+18),"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",Mill 64-82 (+18),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
03:17,"MISS LAYUP by BOBO,ZACH(in the paint)",,,,,,,"MISS LAYUP by BOBO,ZACH(in the paint)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
02:49,,64,,85 (+21),"GOOD 3PTR by YOUNG,DILLON",Mill 64-85 (+21),,"GOOD 3PTR by YOUNG,DILLON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
02:33,"MISS JUMPER by WINSTON,CORDY",,,,,,,"MISS JUMPER by WINSTON,CORDY",2
--,"REBOUND OFF by WINSTON,CORDY",,,,,,,"REBOUND OFF by WINSTON,CORDY",2
02:25,"MISS 3PTR by JOHNSON,BRYSON",,,,,,,"MISS 3PTR by JOHNSON,BRYSON",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
02:15,,64,,87 (+23),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 64-87 (+23),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
02:15,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",2
02:15,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
02:15,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:15,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
02:15,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
02:15,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
02:15,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
02:15,,,,,"SUB IN by GUSS,MARCUS",,,"SUB IN by GUSS,MARCUS",2
02:15,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
02:15,"SUB OUT by WINSTON,CORDY",,,,,,,"SUB OUT by WINSTON,CORDY",2
02:15,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
02:15,"SUB IN by WHEELER,COLEMAN",,,,,,,"SUB IN by WHEELER,COLEMAN",2
02:15,"SUB IN by DAVIS,CASEY",,,,,,,"SUB IN by DAVIS,CASEY",2
02:15,,64,,88 (+24),"GOOD FT by HUGHES,ANTHONY",Mill 64-88 (+24),,"GOOD FT by HUGHES,ANTHONY",2
02:15,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
02:15,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
02:15,"SUB OUT by JOHNSON,BRYSON",,,,,,,"SUB OUT by JOHNSON,BRYSON",2
02:15,"SUB IN by WRIGHT,HUNTER",,,,,,,"SUB IN by WRIGHT,HUNTER",2
02:01,"GOOD JUMPER by BOBO,ZACH(in the paint)",66,,88 (+22),,UO 66-88 (+22),,"GOOD JUMPER by BOBO,ZACH(in the paint)",2
02:01,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
02:01,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
02:01,"SUB IN by KNIGHT,KELVIN",,,,,,,"SUB IN by KNIGHT,KELVIN",2
02:01,"GOOD FT by BOBO,ZACH",67,,88 (+21),,UO 67-88 (+21),,"GOOD FT by BOBO,ZACH",2
02:01,"SUB OUT by BOBO,ZACH",,,,,,,"SUB OUT by BOBO,ZACH",2
02:01,"SUB IN by GIPSON,LYNDEN",,,,,,,"SUB IN by GIPSON,LYNDEN",2
01:38,,,,,"MISS 3PTR by GIVENS,DONOVAN",,,"MISS 3PTR by GIVENS,DONOVAN",2
--,"REBOUND DEF by KNIGHT,KELVIN",,,,,,,"REBOUND DEF by KNIGHT,KELVIN",2
01:29,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
01:29,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
01:24,"MISS JUMPER by DAVIS,CASEY(in the paint)",,,,,,,"MISS JUMPER by DAVIS,CASEY(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:15,,,,,"MISS 3PTR by GUSS,MARCUS",,,"MISS 3PTR by GUSS,MARCUS",2
--,"REBOUND DEF by KNIGHT,KELVIN",,,,,,,"REBOUND DEF by KNIGHT,KELVIN",2
00:47,"MISS 3PTR by DAVIS,CASEY",,,,,,,"MISS 3PTR by DAVIS,CASEY",2
--,"REBOUND OFF by GIPSON,LYNDEN",,,,,,,"REBOUND OFF by GIPSON,LYNDEN",2
00:40,"GOOD 3PTR by WHEELER,COLEMAN",70,,88 (+18),,UO 70-88 (+18),,"GOOD 3PTR by WHEELER,COLEMAN",2
--,"ASSIST  by GIPSON,LYNDEN",,,,,,,"ASSIST  by GIPSON,LYNDEN",2
00:22,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:10,"MISS 3PTR by DAVIS,CASEY",,,,,,,"MISS 3PTR by DAVIS,CASEY",2
--,,,,,"REBOUND DEF by GUSS,MARCUS",,,"REBOUND DEF by GUSS,MARCUS",2
