Time Remaining,ETBU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
02:07,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
02:07,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
02:07,,,,,"SUB IN by GUSS,MARCUS",,,"SUB IN by GUSS,MARCUS",2
02:07,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
02:07,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
02:07,"SUB OUT by HUNTER,CODY",,,,,,,"SUB OUT by HUNTER,CODY",2
02:07,"SUB IN by COCHRAN,SPENCER",,,,,,,"SUB IN by COCHRAN,SPENCER",2
02:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:57,,,,,"MISS 3PTR by GIVENS,DONOVAN",,,"MISS 3PTR by GIVENS,DONOVAN",2
--,"REBOUND DEF by COLLINS,COLTON",,,,,,,"REBOUND DEF by COLLINS,COLTON",2
01:36,"TURNOVER  by WILLIAMS,JAYDEN",,,,,,,"TURNOVER  by WILLIAMS,JAYDEN",2
01:36,,,,,"STEAL  by JENKINS,KALEB",,,"STEAL  by JENKINS,KALEB",2
01:16,"FOUL  by ADAMS,CHRISTIAN",,,,,,,"FOUL  by ADAMS,CHRISTIAN",2
01:16,,64,,81 (+17),"GOOD FT by JENKINS,KALEB",Mill 64-81 (+17),,"GOOD FT by JENKINS,KALEB",2
01:16,,64,,82 (+18),"GOOD FT by JENKINS,KALEB",Mill 64-82 (+18),,"GOOD FT by JENKINS,KALEB",2
01:01,"GOOD JUMPER by HAYNES,CHRIS(in the paint)",66,,82 (+16),,ETBU 66-82 (+16),,"GOOD JUMPER by HAYNES,CHRIS(in the paint)",2
00:56,"FOUL  by ADAMS,CHRISTIAN",,,,,,,"FOUL  by ADAMS,CHRISTIAN",2
00:56,,,,,"MISS FT by WATSON,DOUG(fastbreak)",,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:56,,,,,"MISS FT by WATSON,DOUG(fastbreak)",,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,"REBOUND DEF by HAYNES,CHRIS",,,,,,,"REBOUND DEF by HAYNES,CHRIS",2
00:48,"GOOD JUMPER by WILLIAMS,JAYDEN(in the paint)",68,,82 (+14),,ETBU 68-82 (+14),,"GOOD JUMPER by WILLIAMS,JAYDEN(in the paint)",2
00:35,,,,,"TURNOVER  by GUSS,MARCUS",,,"TURNOVER  by GUSS,MARCUS",2
00:33,"TURNOVER  by WILLIAMS,JAYDEN",,,,,,,"TURNOVER  by WILLIAMS,JAYDEN",2
00:33,,,,,"STEAL  by GIVENS,DONOVAN",,,"STEAL  by GIVENS,DONOVAN",2
00:33,,,,,"TURNOVER  by GIVENS,DONOVAN",,,"TURNOVER  by GIVENS,DONOVAN",2
00:33,"STEAL  by HAYNES,CHRIS",,,,,,,"STEAL  by HAYNES,CHRIS",2
00:25,,,,,"FOUL  by GIVENS,DONOVAN",,,"FOUL  by GIVENS,DONOVAN",2
00:25,"GOOD FT by HAYNES,CHRIS(fastbreak)",69,,82 (+13),,ETBU 69-82 (+13),,"GOOD FT by HAYNES,CHRIS(fastbreak)",2
00:25,"GOOD FT by HAYNES,CHRIS(fastbreak)",70,,82 (+12),,ETBU 70-82 (+12),,"GOOD FT by HAYNES,CHRIS(fastbreak)",2
00:14,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
00:14,"STEAL  by HAYNES,CHRIS",,,,,,,"STEAL  by HAYNES,CHRIS",2
00:08,"GOOD 3PTR by COLLINS,COLTON",73,,82 (+9),,ETBU 73-82 (+9),,"GOOD 3PTR by COLLINS,COLTON",2
--,"ASSIST  by ADAMS,CHRISTIAN",,,,,,,"ASSIST  by ADAMS,CHRISTIAN",2
