Time Remaining,ASBURYM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
17:33,"MISS LAYUP by LAMB,KYLE",,,,,,,"MISS LAYUP by LAMB,KYLE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
17:20,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
17:19,"STEAL  by PENNY,CJ",,,,,,,"STEAL  by PENNY,CJ",2
17:09,"MISS 3PTR by GILBERT,JORDAN",,,,,,,"MISS 3PTR by GILBERT,JORDAN",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
17:01,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:46,"GOOD LAYUP by SMITH,TYLER(in the paint)",40 (+2),,38,,ASBURYM 40-38 (-2),,"GOOD LAYUP by SMITH,TYLER(in the paint)",2
--,"ASSIST  by GILBERT,JORDAN",,,,,,,"ASSIST  by GILBERT,JORDAN",2
16:26,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by SMITH,TYLER",,,,,,,"REBOUND DEF by SMITH,TYLER",2
16:17,"MISS JUMPER by MORGAN,KRISTIAN",,,,,,,"MISS JUMPER by MORGAN,KRISTIAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
15:59,,40,,40,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 40-40 (0),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
15:59,"FOUL  by PENNY,CJ",,,,,,,"FOUL  by PENNY,CJ",2
15:59,,40,,41 (+1),"GOOD FT by SCINTA,BLAKE",CENTRE_M 40-41 (+1),,"GOOD FT by SCINTA,BLAKE",2
15:59,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
15:59,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:41,"MISS 3PTR by LAMB,KYLE",,,,,,,"MISS 3PTR by LAMB,KYLE",2
--,"REBOUND OFF by MORGAN,KRISTIAN",,,,,,,"REBOUND OFF by MORGAN,KRISTIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:35,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
15:35,"MISS FT by MORGAN,KRISTIAN",,,,,,,"MISS FT by MORGAN,KRISTIAN",2
15:35,"MISS FT by MORGAN,KRISTIAN",,,,,,,"MISS FT by MORGAN,KRISTIAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
15:23,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by GILBERT,JORDAN",,,,,,,"REBOUND DEF by GILBERT,JORDAN",2
15:15,"GOOD JUMPER by SMITH,TYLER",42 (+1),,41,,ASBURYM 42-41 (-1),,"GOOD JUMPER by SMITH,TYLER",2
15:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:41,,42,,44 (+2),"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 42-44 (+2),,"GOOD 3PTR by SCINTA,BLAKE",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
14:32,"MISS LAYUP by PENNY,CJ",,,,,,,"MISS LAYUP by PENNY,CJ",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
14:04,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
14:04,"SUB IN by JEFFERSON,TODD",,,,,,,"SUB IN by JEFFERSON,TODD",2
14:04,"SUB IN by SVENDSEN,KRISTIAN",,,,,,,"SUB IN by SVENDSEN,KRISTIAN",2
14:04,"SUB IN by PETERS,DAULTON",,,,,,,"SUB IN by PETERS,DAULTON",2
14:04,"SUB OUT by PENNY,CJ",,,,,,,"SUB OUT by PENNY,CJ",2
14:04,"SUB OUT by GILBERT,JORDAN",,,,,,,"SUB OUT by GILBERT,JORDAN",2
14:04,"SUB OUT by MORGAN,KRISTIAN",,,,,,,"SUB OUT by MORGAN,KRISTIAN",2
14:04,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
14:04,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:48,"GOOD LAYUP by JEFFERSON,TODD(in the paint)",44,,44,,ASBURYM 44-44 (0),,"GOOD LAYUP by JEFFERSON,TODD(in the paint)",2
13:28,,44,,47 (+3),"GOOD 3PTR by STEGGEMAN,ANDREW",CENTRE_M 44-47 (+3),,"GOOD 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
13:05,"TURNOVER  by LAMB,KYLE",,,,,,,"TURNOVER  by LAMB,KYLE",2
13:03,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
12:59,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
12:46,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",46,,47 (+1),,ASBURYM 46-47 (+1),,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",2
12:29,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
12:29,"BLOCK  by SVENDSEN,KRISTIAN",,,,,,,"BLOCK  by SVENDSEN,KRISTIAN",2
--,"REBOUND DEF by SMITH,TYLER",,,,,,,"REBOUND DEF by SMITH,TYLER",2
12:22,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",48 (+1),,47,,ASBURYM 48-47 (-1),,"GOOD LAYUP by SVENDSEN,KRISTIAN(in the paint)",2
--,"ASSIST  by SMITH,TYLER",,,,,,,"ASSIST  by SMITH,TYLER",2
12:03,,48,,49 (+1),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 48-49 (+1),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
11:45,"MISS 3PTR by JEFFERSON,TODD",,,,,,,"MISS 3PTR by JEFFERSON,TODD",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
11:25,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND DEF by JEFFERSON,TODD",,,,,,,"REBOUND DEF by JEFFERSON,TODD",2
11:16,"MISS 3PTR by SVENDSEN,KRISTIAN",,,,,,,"MISS 3PTR by SVENDSEN,KRISTIAN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
10:47,,48,,51 (+3),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 48-51 (+3),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
10:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:43,"SUB IN by MORGAN,KRISTIAN",,,,,,,"SUB IN by MORGAN,KRISTIAN",2
10:43,"SUB IN by GILBERT,JORDAN",,,,,,,"SUB IN by GILBERT,JORDAN",2
10:43,"SUB OUT by SMITH,TYLER",,,,,,,"SUB OUT by SMITH,TYLER",2
10:43,"SUB OUT by LAMB,KYLE",,,,,,,"SUB OUT by LAMB,KYLE",2
10:43,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:43,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
10:43,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
10:43,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
10:43,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
10:43,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
10:37,"MISS LAYUP by GILBERT,JORDAN",,,,,,,"MISS LAYUP by GILBERT,JORDAN",2
--,,,,,"REBOUND DEF by BURNS,DREW",,,"REBOUND DEF by BURNS,DREW",2
10:17,,48,,53 (+5),"GOOD JUMPER by WESLEY,TYLER",CENTRE_M 48-53 (+5),,"GOOD JUMPER by WESLEY,TYLER",2
09:56,"MISS LAYUP by SVENDSEN,KRISTIAN",,,,,,,"MISS LAYUP by SVENDSEN,KRISTIAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:43,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
09:41,"STEAL  by GILBERT,JORDAN",,,,,,,"STEAL  by GILBERT,JORDAN",2
09:38,"GOOD LAYUP by PETERS,DAULTON(in the paint)",50,,53 (+3),,ASBURYM 50-53 (+3),,"GOOD LAYUP by PETERS,DAULTON(in the paint)",2
09:38,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
09:38,"GOOD FT by PETERS,DAULTON",51,,53 (+2),,ASBURYM 51-53 (+2),,"GOOD FT by PETERS,DAULTON",2
09:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:38,"SUB IN by PENNY,CJ",,,,,,,"SUB IN by PENNY,CJ",2
09:38,"SUB OUT by JEFFERSON,TODD",,,,,,,"SUB OUT by JEFFERSON,TODD",2
09:04,,51,,56 (+5),"GOOD 3PTR by REPISHTI,BRYAN",CENTRE_M 51-56 (+5),,"GOOD 3PTR by REPISHTI,BRYAN",2
08:39,"MISS LAYUP by GILBERT,JORDAN",,,,,,,"MISS LAYUP by GILBERT,JORDAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
08:22,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
08:22,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
08:22,"SUB IN by SMITH,TYLER",,,,,,,"SUB IN by SMITH,TYLER",2
08:22,"SUB OUT by PETERS,DAULTON",,,,,,,"SUB OUT by PETERS,DAULTON",2
08:22,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
08:22,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
08:22,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
08:22,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
08:07,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
08:07,"MISS FT by PENNY,CJ",,,,,,,"MISS FT by PENNY,CJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:07,"MISS FT by PENNY,CJ",,,,,,,"MISS FT by PENNY,CJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:07,"SUB IN by LAMB,KYLE",,,,,,,"SUB IN by LAMB,KYLE",2
08:07,"SUB OUT by GILBERT,JORDAN",,,,,,,"SUB OUT by GILBERT,JORDAN",2
08:07,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
08:07,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
07:51,"FOUL  by SMITH,TYLER",,,,,,,"FOUL  by SMITH,TYLER",2
07:51,,51,,57 (+6),"GOOD FT by SCINTA,BLAKE",CENTRE_M 51-57 (+6),,"GOOD FT by SCINTA,BLAKE",2
07:51,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,"REBOUND DEF by SMITH,TYLER",,,,,,,"REBOUND DEF by SMITH,TYLER",2
07:46,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",2
07:30,"TURNOVER  by MORGAN,KRISTIAN",,,,,,,"TURNOVER  by MORGAN,KRISTIAN",2
07:29,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
07:28,"FOUL  by LAMB,KYLE",,,,,,,"FOUL  by LAMB,KYLE",2
07:28,"SUB IN by GILBERT,JORDAN",,,,,,,"SUB IN by GILBERT,JORDAN",2
07:28,"SUB OUT by SVENDSEN,KRISTIAN",,,,,,,"SUB OUT by SVENDSEN,KRISTIAN",2
07:27,,51,,60 (+9),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 51-60 (+9),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
07:08,"MISS LAYUP by SMITH,TYLER",,,,,,,"MISS LAYUP by SMITH,TYLER",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
06:45,,51,,62 (+11),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 51-62 (+11),,"GOOD JUMPER by SCINTA,BLAKE",2
06:34,"FOUL  by PENNY,CJ",,,,,,,"FOUL  by PENNY,CJ",2
06:34,"TURNOVER  by PENNY,CJ",,,,,,,"TURNOVER  by PENNY,CJ",2
06:34,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
06:34,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:25,,51,,64 (+13),"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE_M 51-64 (+13),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",2
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",2
06:03,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
06:03,"MISS FT by SMITH,TYLER",,,,,,,"MISS FT by SMITH,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:03,"MISS FT by SMITH,TYLER",,,,,,,"MISS FT by SMITH,TYLER",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
05:52,,51,,67 (+16),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 51-67 (+16),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
05:39,"MISS LAYUP by PENNY,CJ",,,,,,,"MISS LAYUP by PENNY,CJ",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
05:33,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
05:33,"STEAL  by MORGAN,KRISTIAN",,,,,,,"STEAL  by MORGAN,KRISTIAN",2
05:33,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
05:33,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
05:25,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
05:25,"GOOD FT by LAMB,KYLE",52,,67 (+15),,ASBURYM 52-67 (+15),,"GOOD FT by LAMB,KYLE",2
05:25,"GOOD FT by LAMB,KYLE",53,,67 (+14),,ASBURYM 53-67 (+14),,"GOOD FT by LAMB,KYLE",2
05:21,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
05:19,"STEAL  by PENNY,CJ",,,,,,,"STEAL  by PENNY,CJ",2
05:18,"TURNOVER  by MORGAN,KRISTIAN",,,,,,,"TURNOVER  by MORGAN,KRISTIAN",2
04:52,,53,,69 (+16),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 53-69 (+16),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
04:43,"MISS 3PTR by LAMB,KYLE",,,,,,,"MISS 3PTR by LAMB,KYLE",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
04:27,"FOUL  by MORGAN,KRISTIAN",,,,,,,"FOUL  by MORGAN,KRISTIAN",2
04:13,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by SMITH,TYLER",,,,,,,"REBOUND DEF by SMITH,TYLER",2
04:02,"MISS LAYUP by MORGAN,KRISTIAN",,,,,,,"MISS LAYUP by MORGAN,KRISTIAN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
03:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:42,,53,,71 (+18),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 53-71 (+18),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
03:26,"MISS 3PTR by JEFFERSON,TODD",,,,,,,"MISS 3PTR by JEFFERSON,TODD",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
02:50,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
02:36,"MISS LAYUP by JEFFERSON,TODD",,,,,,,"MISS LAYUP by JEFFERSON,TODD",2
02:36,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
02:21,"FOUL  by JEFFERSON,TODD",,,,,,,"FOUL  by JEFFERSON,TODD",2
01:59,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
01:59,"STEAL  by SMITH,TYLER",,,,,,,"STEAL  by SMITH,TYLER",2
01:51,"MISS LAYUP by LAMB,KYLE",,,,,,,"MISS LAYUP by LAMB,KYLE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
01:17,,53,,73 (+20),"GOOD JUMPER by STEGGEMAN,ANDREW",CENTRE_M 53-73 (+20),,"GOOD JUMPER by STEGGEMAN,ANDREW",2
01:11,"GOOD 3PTR by GILBERT,JORDAN",56,,73 (+17),,ASBURYM 56-73 (+17),,"GOOD 3PTR by GILBERT,JORDAN",2
01:00,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
00:55,"MISS 3PTR by GILBERT,JORDAN",,,,,,,"MISS 3PTR by GILBERT,JORDAN",2
--,"REBOUND OFF by LAMB,KYLE",,,,,,,"REBOUND OFF by LAMB,KYLE",2
00:51,"GOOD LAYUP by JEFFERSON,TODD(in the paint)",58,,73 (+15),,ASBURYM 58-73 (+15),,"GOOD LAYUP by JEFFERSON,TODD(in the paint)",2
00:51,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
00:51,"GOOD FT by JEFFERSON,TODD",59,,73 (+14),,ASBURYM 59-73 (+14),,"GOOD FT by JEFFERSON,TODD",2
00:51,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
00:51,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
00:27,"FOUL  by PETERS,DAULTON",,,,,,,"FOUL  by PETERS,DAULTON",2
00:27,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:27,,59,,74 (+15),"GOOD FT by SCINTA,BLAKE",CENTRE_M 59-74 (+15),,"GOOD FT by SCINTA,BLAKE",2
00:27,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
00:27,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
00:27,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
00:27,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
00:27,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
00:27,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
00:27,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
00:27,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
00:21,"GOOD LAYUP by LAMB,KYLE(in the paint)",61,,74 (+13),,ASBURYM 61-74 (+13),,"GOOD LAYUP by LAMB,KYLE(in the paint)",2
00:15,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
00:15,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
00:14,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
00:12,"STEAL  by GILBERT,JORDAN",,,,,,,"STEAL  by GILBERT,JORDAN",2
00:10,"MISS 3PTR by GILBERT,JORDAN",,,,,,,"MISS 3PTR by GILBERT,JORDAN",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
