Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
01:04,,,,,"FOUL  by CROWE,CAMERON",,,"FOUL  by CROWE,CAMERON",3
00:45,GOOD FT by 24,64,,81 (+17),,MIL 64-81 (-17),,GOOD FT by 24,3
00:42,MISS FT by 24,,,,,,,MISS FT by 24,3
--,REBOUND OFF by 32,,,,,,,REBOUND OFF by 32,3
00:26,MISS 3PTR by 25,,,,,,,MISS 3PTR by 25,3
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",3
00:17,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",3
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",3
09:59,TURNOVER  by 12,,,(+5),,,,TURNOVER  by 12,4
09:56,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",4
09:42,FOUL  by 23,,,,,,,FOUL  by 23,4
09:42,,57,,63 (+6),"GOOD FT by SONE,CARLOS",OU 57-63 (-6),,"GOOD FT by SONE,CARLOS",4
09:42,,57,,64 (+7),"GOOD FT by SONE,CARLOS",OU 57-64 (-7),,"GOOD FT by SONE,CARLOS",4
09:37,TURNOVER  by 12,,,,,,,TURNOVER  by 12,4
09:35,,,,,"STEAL  by SWILLUM,DAVID",,,"STEAL  by SWILLUM,DAVID",4
09:35,FOUL  by 25,,,,,,,FOUL  by 25,4
09:27,,,,,"MISS JUMPER by SONE,CARLOS",,,"MISS JUMPER by SONE,CARLOS",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
09:25,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",4
09:16,MISS 3PTR by 32,,,,,,,MISS 3PTR by 32,4
--,,,,,REBOUND DEF by 13,,,REBOUND DEF by 13,4
08:55,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",4
08:55,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",4
08:55,GOOD FT by 24,58,,64 (+6),,MIL 58-64 (-6),,GOOD FT by 24,4
08:55,GOOD FT by 24,59,,64 (+5),,MIL 59-64 (-5),,GOOD FT by 24,4
08:55,,,,,FOUL TE TECH by TEAM,,,FOUL TE TECH by TEAM,4
08:36,MISS 3PTR by 24,,,,,,,MISS 3PTR by 24,4
--,REBOUND OFF by 32,,,,,,,REBOUND OFF by 32,4
08:31,,,,,"FOUL  by CROWE,CAMERON",,,"FOUL  by CROWE,CAMERON",4
08:31,GOOD FT by 32,60,,64 (+4),,MIL 60-64 (-4),,GOOD FT by 32,4
08:31,GOOD FT by 32,61,,64 (+3),,MIL 61-64 (-3),,GOOD FT by 32,4
08:18,,,,,MISS 3PTR by 13,,,MISS 3PTR by 13,4
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",4
08:12,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",4
08:10,"MISS FT by TULLOS,ZACHARY",,,,,,,"MISS FT by TULLOS,ZACHARY",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
08:10,"MISS FT by TULLOS,ZACHARY",,,,,,,"MISS FT by TULLOS,ZACHARY",4
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",4
07:49,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",4
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4
07:26,MISS 3PTR by 32,,,,,,,MISS 3PTR by 32,4
--,,,,,"REBOUND DEF by CROWE,CAMERON",,,"REBOUND DEF by CROWE,CAMERON",4
07:20,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",4
07:08,FOUL  by 32,,,,,,,FOUL  by 32,4
07:07,,61,,65 (+4),"GOOD FT by RICE,TRE'",OU 61-65 (-4),,"GOOD FT by RICE,TRE'",4
07:07,,,,,"MISS FT by RICE,TRE'",,,"MISS FT by RICE,TRE'",4
--,,,,,"REBOUND OFF by CROWE,CAMERON",,,"REBOUND OFF by CROWE,CAMERON",4
07:07,,61,,67 (+6),"GOOD LAYUP by CROWE,CAMERON(in the paint)",OU 61-67 (-6),,"GOOD LAYUP by CROWE,CAMERON(in the paint)",4
07:05,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,4
06:43,MISS LAYUP by 24,,,,,,,MISS LAYUP by 24,4
06:43,,,,,"BLOCK  by RICE,TRE'",,,"BLOCK  by RICE,TRE'",4
--,,,,,"REBOUND DEF by SWILLUM,DAVID",,,"REBOUND DEF by SWILLUM,DAVID",4
06:19,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",4
06:09,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",4
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",4
05:58,,,,,"MISS 3PTR by SWILLUM,DAVID",,,"MISS 3PTR by SWILLUM,DAVID",4
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",4
05:51,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",4
05:30,,,,,"MISS JUMPER by ETIWE,TOJU",,,"MISS JUMPER by ETIWE,TOJU",4
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",4
05:25,GOOD LAYUP by 32(fastbreak)(in the paint),63,,67 (+4),,MIL 63-67 (-4),,GOOD LAYUP by 32(fastbreak)(in the paint),4
--,"ASSIST ASSIST by BLANZ,BUCK",,,,,,,"ASSIST ASSIST by BLANZ,BUCK",4
05:05,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",4
--,REBOUND DEF by 24,,,,,,,REBOUND DEF by 24,4
04:56,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",65,,67 (+2),,MIL 65-67 (-2),,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",4
--,ASSIST ASSIST by 24,,,,,,,ASSIST ASSIST by 24,4
04:52,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,4
04:32,,,,,MISS 3PTR by 13,,,MISS 3PTR by 13,4
--,,,,,"REBOUND OFF by KOCH,WILL",,,"REBOUND OFF by KOCH,WILL",4
04:26,,,,,"MISS LAYUP by KOCH,WILL",,,"MISS LAYUP by KOCH,WILL",4
04:26,"BLOCK  by BLANZ,BUCK",,,,,,,"BLOCK  by BLANZ,BUCK",4
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",4
04:21,,,,,"FOUL  by ETIWE,TOJU",,,"FOUL  by ETIWE,TOJU",4
04:21,"MISS FT by BLANZ,BUCK",,,,,,,"MISS FT by BLANZ,BUCK",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
04:21,"GOOD FT by BLANZ,BUCK",66,,67 (+1),,MIL 66-67 (-1),,"GOOD FT by BLANZ,BUCK",4
03:57,,,,,"MISS LAYUP by ETIWE,TOJU",,,"MISS LAYUP by ETIWE,TOJU",4
--,REBOUND DEF by 32,,,,,,,REBOUND DEF by 32,4
03:53,TURNOVER  by 32,,,,,,,TURNOVER  by 32,4
03:51,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",4
03:35,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",4
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",4
03:13,,,,,"MISS LAYUP by SWILLUM,DAVID",,,"MISS LAYUP by SWILLUM,DAVID",4
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",4
02:42,GOOD LAYUP by 23(in the paint),68 (+1),,67,,MIL 68-67 (+1),,GOOD LAYUP by 23(in the paint),4
02:21,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",4
02:21,,68,,68,"GOOD FT by KOCH,WILL",OU 68-68 (0),,"GOOD FT by KOCH,WILL",4
02:21,,,,(+1),"MISS FT by KOCH,WILL",,,"MISS FT by KOCH,WILL",4
--,"REBOUND DEF by MANNING,JOHNATHAN",,,,,,,"REBOUND DEF by MANNING,JOHNATHAN",4
02:09,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",4
02:09,"GOOD FT by MANNING,JOHNATHAN",69,,69,,MIL 69-69 (0),,"GOOD FT by MANNING,JOHNATHAN",4
02:09,"GOOD FT by MANNING,JOHNATHAN",70 (+1),,69,,MIL 70-69 (+1),,"GOOD FT by MANNING,JOHNATHAN",4
01:50,,,,,MISS 3PTR by 13,,,MISS 3PTR by 13,4
--,,,,,"REBOUND OFF by SWILLUM,DAVID",,,"REBOUND OFF by SWILLUM,DAVID",4
01:23,,,,,MISS JUMPER by 13,,,MISS JUMPER by 13,4
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",4
01:06,"GOOD 3PTR by MANNING,JOHNATHAN",73 (+4),,69,,MIL 73-69 (+4),,"GOOD 3PTR by MANNING,JOHNATHAN",4
--,ASSIST ASSIST by 24,,,,,,,ASSIST ASSIST by 24,4
00:59,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,4
00:44,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",4
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",4
00:38,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,4
00:38,,,,,FOUL  by 13,,,FOUL  by 13,4
00:38,"GOOD FT by BLANZ,BUCK",74 (+5),,69,,MIL 74-69 (+5),,"GOOD FT by BLANZ,BUCK",4
00:37,"GOOD FT by BLANZ,BUCK",75 (+6),,69,,MIL 75-69 (+6),,"GOOD FT by BLANZ,BUCK",4
00:29,,75 (+3),,72,"GOOD 3PTR by SWILLUM,DAVID",OU 75-72 (+3),,"GOOD 3PTR by SWILLUM,DAVID",4
--,,,,,"ASSIST ASSIST by ETIWE,TOJU",,,"ASSIST ASSIST by ETIWE,TOJU",4
00:24,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,4
00:17,,,,,FOUL  by 13,,,FOUL  by 13,4
00:17,"MISS FT by BLANZ,BUCK",,,,,,,"MISS FT by BLANZ,BUCK",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
00:17,"MISS FT by BLANZ,BUCK",,,,,,,"MISS FT by BLANZ,BUCK",4
--,REBOUND OFF by 25,,,,,,,REBOUND OFF by 25,4
00:14,,,,,FOUL  by 13,,,FOUL  by 13,4
00:14,GOOD FT by 24,76 (+4),,72,,MIL 76-72 (+4),,GOOD FT by 24,4
00:14,GOOD FT by 24,77 (+5),,72,,MIL 77-72 (+5),,GOOD FT by 24,4
00:14,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,4
00:02,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",4
--,,,,,REBOUND OFF by 13,,,REBOUND OFF by 13,4
00:00,FOUL  by 25,,,,,,,FOUL  by 25,4
00:00,,77 (+4),,73,GOOD FT by 13,OU 77-73 (+4),,GOOD FT by 13,4
00:00,,,,,MISS FT by 13,,,MISS FT by 13,4
--,,,,,REBOUND OFF by 13,,,REBOUND OFF by 13,4
