Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
--,"ASSIST  by GRAY,JERICHO",,,,,,,"ASSIST  by GRAY,JERICHO",3
04:16,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",3
04:14,"STEAL  by RAY,RICKY",,,,,,,"STEAL  by RAY,RICKY",3
04:12,"MISS LAYUP by CARTER,KAHARRI",,,,,,,"MISS LAYUP by CARTER,KAHARRI",3
--,"REBOUND OFF by GRAY,JERICHO",,,,,,,"REBOUND OFF by GRAY,JERICHO",3
04:07,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",3
04:07,"GOOD FT by GRAY,JERICHO",71,,71,,CENTMB 71-71 (0),,"GOOD FT by GRAY,JERICHO",3
04:07,"MISS FT by GRAY,JERICHO",,,,,,,"MISS FT by GRAY,JERICHO",3
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",3
04:07,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",3
04:07,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",3
03:56,,71,,73 (+2),"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",MIL 71-73 (+2),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",3
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",3
03:36,"MISS LAYUP by RAY,RICKY",,,,,,,"MISS LAYUP by RAY,RICKY",3
--,,,,,"REBOUND DEF by BECKER,SAXTON",,,"REBOUND DEF by BECKER,SAXTON",3
03:33,"FOUL  by RAY,RICKY",,,,,,,"FOUL  by RAY,RICKY",3
03:33,,,,,"MISS FT by GRANT,SHE'CHEM",,,"MISS FT by GRANT,SHE'CHEM",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:33,,71,,74 (+3),"GOOD FT by GRANT,SHE'CHEM",MIL 71-74 (+3),,"GOOD FT by GRANT,SHE'CHEM",3
03:33,"SUB IN by MINGO,KILE",,,,,,,"SUB IN by MINGO,KILE",3
03:33,"SUB IN by CARTER,KAHARRI",,,,,,,"SUB IN by CARTER,KAHARRI",3
03:33,"SUB IN by GRAY,JERICHO",,,,,,,"SUB IN by GRAY,JERICHO",3
03:33,"SUB OUT by BARSTOW,TREY",,,,,,,"SUB OUT by BARSTOW,TREY",3
03:33,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",3
03:33,"SUB OUT by SMITH,DAKOTA",,,,,,,"SUB OUT by SMITH,DAKOTA",3
03:18,"MISS 3PTR by RAY,RICKY",,,,,,,"MISS 3PTR by RAY,RICKY",3
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",3
02:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
02:54,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",3
--,"REBOUND DEF by MINGO,KILE",,,,,,,"REBOUND DEF by MINGO,KILE",3
02:37,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",3
02:37,"GOOD FT by CARTER,KAHARRI",72,,74 (+2),,CENTMB 72-74 (+2),,"GOOD FT by CARTER,KAHARRI",3
02:37,"MISS FT by CARTER,KAHARRI",,,,,,,"MISS FT by CARTER,KAHARRI",3
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",3
02:37,,,,,"SUB IN by OWENS,MATT",,,"SUB IN by OWENS,MATT",3
02:37,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",3
02:35,"FOUL  by PRINCE,TY",,,,,,,"FOUL  by PRINCE,TY",3
02:29,,72,,75 (+3),"GOOD FT by SULLIVAN,MICHAEL",MIL 72-75 (+3),,"GOOD FT by SULLIVAN,MICHAEL",3
02:12,,72,,76 (+4),"GOOD FT by SULLIVAN,MICHAEL",MIL 72-76 (+4),,"GOOD FT by SULLIVAN,MICHAEL",3
01:52,"MISS 3PTR by PRINCE,TY",,,,,,,"MISS 3PTR by PRINCE,TY",3
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",3
01:29,,72,,78 (+6),"GOOD JUMPER by OWENS,MATT(in the paint)",MIL 72-78 (+6),,"GOOD JUMPER by OWENS,MATT(in the paint)",3
01:09,"MISS 3PTR by GRAY,JERICHO",,,,,,,"MISS 3PTR by GRAY,JERICHO",3
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",3
00:58,"FOUL  by MINGO,KILE",,,,,,,"FOUL  by MINGO,KILE",3
00:58,,72,,79 (+7),"GOOD FT by GRANT,SHE'CHEM",MIL 72-79 (+7),,"GOOD FT by GRANT,SHE'CHEM",3
00:58,,72,,80 (+8),"GOOD FT by GRANT,SHE'CHEM",MIL 72-80 (+8),,"GOOD FT by GRANT,SHE'CHEM",3
00:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:58,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",3
00:58,"SUB OUT by GRAY,JERICHO",,,,,,,"SUB OUT by GRAY,JERICHO",3
00:39,"MISS 3PTR by PRINCE,TY",,,,,,,"MISS 3PTR by PRINCE,TY",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
00:36,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",3
00:36,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",3
00:36,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",3
00:36,,,,,"SUB OUT by OWENS,MATT",,,"SUB OUT by OWENS,MATT",3
00:25,"MISS 3PTR by MATTHEWS,TREYLAN",,,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",3
--,"REBOUND OFF by CARTER,KAHARRI",,,,,,,"REBOUND OFF by CARTER,KAHARRI",3
00:24,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",3
00:23,"MISS FT by CARTER,KAHARRI",,,,,,,"MISS FT by CARTER,KAHARRI",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:22,"GOOD FT by CARTER,KAHARRI",73,,80 (+7),,CENTMB 73-80 (+7),,"GOOD FT by CARTER,KAHARRI",3
00:22,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",3
00:22,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",3
00:20,"TURNOVER  by SMITH,DAKOTA",,,,,,,"TURNOVER  by SMITH,DAKOTA",3
00:20,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,3
00:20,"GOOD 3PTR by RAY,RICKY",76,,80 (+4),,CENTMB 76-80 (+4),,"GOOD 3PTR by RAY,RICKY",3
--,"ASSIST  by MINGO,KILE",,,,,,,"ASSIST  by MINGO,KILE",3
00:16,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",3
00:15,,76,,81 (+5),"GOOD FT by TURNER,JAMES",MIL 76-81 (+5),,"GOOD FT by TURNER,JAMES",3
00:08,,,,,"MISS FT by TURNER,JAMES",,,"MISS FT by TURNER,JAMES",3
--,"REBOUND DEF by PRINCE,TY",,,,,,,"REBOUND DEF by PRINCE,TY",3
00:05,"MISS 3PTR by RAY,RICKY",,,,,,,"MISS 3PTR by RAY,RICKY",3
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",3
