Time Remaining,PIEDMONT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
17:14,"MISS LAYUP by MEEKS,CHRIS",,,,,,,"MISS LAYUP by MEEKS,CHRIS",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
16:55,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by MEEKS,CHRIS",,,,,,,"REBOUND DEF by MEEKS,CHRIS",2
16:43,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
16:43,"GOOD FT by ENGLAND,CHASE",44 (+6),,38,,PIEDMONT 44-38 (-6),,"GOOD FT by ENGLAND,CHASE",2
16:43,"GOOD FT by ENGLAND,CHASE",45 (+7),,38,,PIEDMONT 45-38 (-7),,"GOOD FT by ENGLAND,CHASE",2
16:43,"SUB IN by ASSINESI,LANDRY",,,,,,,"SUB IN by ASSINESI,LANDRY",2
16:43,"SUB OUT by GAINES,TRAE",,,,,,,"SUB OUT by GAINES,TRAE",2
16:43,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
16:43,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:36,"SUB IN by VALLEJO,JUSTIN",,,,,,,"SUB IN by VALLEJO,JUSTIN",2
16:36,"SUB OUT by EDWARDS,BRIAN",,,,,,,"SUB OUT by EDWARDS,BRIAN",2
16:32,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by WINDERS,TREY",,,,,,,"REBOUND DEF by WINDERS,TREY",2
16:20,"GOOD JUMPER by VALLEJO,JUSTIN",47 (+9),,38,,PIEDMONT 47-38 (-9),,"GOOD JUMPER by VALLEJO,JUSTIN",2
16:00,,47 (+7),,40,"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 47-40 (-7),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
15:44,"TURNOVER  by VALLEJO,JUSTIN",,,,,,,"TURNOVER  by VALLEJO,JUSTIN",2
15:44,"FOUL  by VALLEJO,JUSTIN",,,,,,,"FOUL  by VALLEJO,JUSTIN",2
15:44,"SUB IN by EDWARDS,BRIAN",,,,,,,"SUB IN by EDWARDS,BRIAN",2
15:44,"SUB OUT by VALLEJO,JUSTIN",,,,,,,"SUB OUT by VALLEJO,JUSTIN",2
15:44,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
15:44,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
15:32,,47 (+5),,42,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 47-42 (-5),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST ASSIST by TOME,MATT",,,"ASSIST ASSIST by TOME,MATT",2
15:20,"MISS JUMPER by EDWARDS,BRIAN",,,,,,,"MISS JUMPER by EDWARDS,BRIAN",2
--,"REBOUND OFF by VALLEJO,JUSTIN",,,,,,,"REBOUND OFF by VALLEJO,JUSTIN",2
15:18,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",49 (+7),,42,,PIEDMONT 49-42 (-7),,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",2
15:00,,49 (+4),,45,"GOOD 3PTR by BORN,CLAY",SEWANEE 49-45 (-4),,"GOOD 3PTR by BORN,CLAY",2
14:33,"GOOD JUMPER by MEEKS,CHRIS(in the paint)",51 (+6),,45,,PIEDMONT 51-45 (-6),,"GOOD JUMPER by MEEKS,CHRIS(in the paint)",2
14:32,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
14:32,"MISS FT by MEEKS,CHRIS",,,,,,,"MISS FT by MEEKS,CHRIS",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
14:32,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
14:32,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:32,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
14:32,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
14:23,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
14:22,"STEAL  by MEEKS,CHRIS",,,,,,,"STEAL  by MEEKS,CHRIS",2
14:19,"TURNOVER  by LANIER,MARQUISE",,,,,,,"TURNOVER  by LANIER,MARQUISE",2
14:18,"SUB IN by WINDERS,TREY",,,,,,,"SUB IN by WINDERS,TREY",2
14:18,"SUB OUT by MEEKS,CHRIS",,,,,,,"SUB OUT by MEEKS,CHRIS",2
13:53,,51 (+3),,48,"GOOD 3PTR by TOME,MATT",SEWANEE 51-48 (-3),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST ASSIST by BORN,CLAY",,,"ASSIST ASSIST by BORN,CLAY",2
13:32,"GOOD 3PTR by ENGLAND,CHASE",54 (+6),,48,,PIEDMONT 54-48 (-6),,"GOOD 3PTR by ENGLAND,CHASE",2
--,"ASSIST ASSIST by LUKEN,PEYTON",,,,,,,"ASSIST ASSIST by LUKEN,PEYTON",2
12:58,"FOUL  by VALLEJO,JUSTIN",,,,,,,"FOUL  by VALLEJO,JUSTIN",2
12:38,,54 (+3),,51,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 54-51 (-3),,"GOOD 3PTR by WILLIAMS,JORDEN",2
12:24,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",56 (+5),,51,,PIEDMONT 56-51 (-5),,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",2
12:12,,56 (+3),,53,"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 56-53 (-3),,"GOOD JUMPER by WILLIAMS,JORDEN",2
12:07,"FOUL  by EDWARDS,BRIAN",,,,,,,"FOUL  by EDWARDS,BRIAN",2
12:07,,56 (+2),,54,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 56-54 (-2),,"GOOD FT by WILLIAMS,JORDEN",2
12:07,"SUB IN by JENKINS,JESSIE",,,,,,,"SUB IN by JENKINS,JESSIE",2
12:07,"SUB OUT by WINDERS,TREY",,,,,,,"SUB OUT by WINDERS,TREY",2
12:07,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
12:07,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
12:07,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
12:07,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
12:02,"MISS LAYUP by JENKINS,JESSIE",,,,,,,"MISS LAYUP by JENKINS,JESSIE",2
--,"REBOUND OFF by ENGLAND,CHASE",,,,,,,"REBOUND OFF by ENGLAND,CHASE",2
11:52,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
11:52,"GOOD FT by ENGLAND,CHASE",57 (+3),,54,,PIEDMONT 57-54 (-3),,"GOOD FT by ENGLAND,CHASE",2
11:52,"GOOD FT by ENGLAND,CHASE",58 (+4),,54,,PIEDMONT 58-54 (-4),,"GOOD FT by ENGLAND,CHASE",2
11:52,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
11:52,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
11:38,,58 (+2),,56,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 58-56 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST ASSIST by WILLIAMS,JORDEN",,,"ASSIST ASSIST by WILLIAMS,JORDEN",2
11:16,"MISS JUMPER by JENKINS,JESSIE",,,,,,,"MISS JUMPER by JENKINS,JESSIE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
11:10,"FOUL  by VALLEJO,JUSTIN",,,,,,,"FOUL  by VALLEJO,JUSTIN",2
10:44,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by LUKEN,PEYTON",,,,,,,"REBOUND DEF by LUKEN,PEYTON",2
10:36,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
10:36,"SUB IN by MEEKS,CHRIS",,,,,,,"SUB IN by MEEKS,CHRIS",2
10:36,"SUB OUT by ASSINESI,LANDRY",,,,,,,"SUB OUT by ASSINESI,LANDRY",2
10:36,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
10:36,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
10:25,"TURNOVER  by MEEKS,CHRIS",,,,,,,"TURNOVER  by MEEKS,CHRIS",2
10:25,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",2
10:20,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by LUKEN,PEYTON",,,,,,,"REBOUND DEF by LUKEN,PEYTON",2
10:08,"MISS JUMPER by ENGLAND,CHASE",,,,,,,"MISS JUMPER by ENGLAND,CHASE",2
--,"REBOUND OFF by MEEKS,CHRIS",,,,,,,"REBOUND OFF by MEEKS,CHRIS",2
10:02,"TURNOVER  by MEEKS,CHRIS",,,,,,,"TURNOVER  by MEEKS,CHRIS",2
10:02,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",2
09:57,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ENGLAND,CHASE",,,,,,,"REBOUND DEF by ENGLAND,CHASE",2
09:44,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
09:44,"GOOD FT by MEEKS,CHRIS",59 (+3),,56,,PIEDMONT 59-56 (-3),,"GOOD FT by MEEKS,CHRIS",2
09:44,"GOOD FT by MEEKS,CHRIS",60 (+4),,56,,PIEDMONT 60-56 (-4),,"GOOD FT by MEEKS,CHRIS",2
09:44,"SUB IN by ASSINESI,LANDRY",,,,,,,"SUB IN by ASSINESI,LANDRY",2
09:44,"SUB IN by VALLEJO,JUSTIN",,,,,,,"SUB IN by VALLEJO,JUSTIN",2
09:44,"SUB OUT by LUKEN,PEYTON",,,,,,,"SUB OUT by LUKEN,PEYTON",2
09:44,"SUB OUT by ENGLAND,CHASE",,,,,,,"SUB OUT by ENGLAND,CHASE",2
09:44,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
09:44,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
09:44,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
09:44,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
09:21,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
09:11,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
08:50,"MISS 3PTR by JENKINS,JESSIE",,,,,,,"MISS 3PTR by JENKINS,JESSIE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
08:39,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by ASSINESI,LANDRY",,,,,,,"REBOUND DEF by ASSINESI,LANDRY",2
08:22,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
08:22,"MISS FT by MEEKS,CHRIS",,,,,,,"MISS FT by MEEKS,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:22,"GOOD FT by MEEKS,CHRIS",61 (+5),,56,,PIEDMONT 61-56 (-5),,"GOOD FT by MEEKS,CHRIS",2
08:22,"SUB IN by LUKEN,PEYTON",,,,,,,"SUB IN by LUKEN,PEYTON",2
08:22,"SUB OUT by ASSINESI,LANDRY",,,,,,,"SUB OUT by ASSINESI,LANDRY",2
08:22,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
08:22,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
08:22,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
08:22,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
08:10,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by VALLEJO,JUSTIN",,,,,,,"REBOUND DEF by VALLEJO,JUSTIN",2
07:53,"GOOD 3PTR by LUKEN,PEYTON",64 (+8),,56,,PIEDMONT 64-56 (-8),,"GOOD 3PTR by LUKEN,PEYTON",2
--,"ASSIST ASSIST by VALLEJO,JUSTIN",,,,,,,"ASSIST ASSIST by VALLEJO,JUSTIN",2
07:43,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
07:37,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by GAINES,TRAE",,,,,,,"REBOUND DEF by GAINES,TRAE",2
07:16,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
07:16,"GOOD FT by EDWARDS,BRIAN",65 (+9),,56,,PIEDMONT 65-56 (-9),,"GOOD FT by EDWARDS,BRIAN",2
07:16,"GOOD FT by EDWARDS,BRIAN",66 (+10),,56,,PIEDMONT 66-56 (-10),,"GOOD FT by EDWARDS,BRIAN",2
07:16,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
07:16,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
07:04,"FOUL  by EDWARDS,BRIAN",,,,,,,"FOUL  by EDWARDS,BRIAN",2
06:57,,66 (+8),,58,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 66-58 (-8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
06:45,"MISS JUMPER by GAINES,TRAE",,,,,,,"MISS JUMPER by GAINES,TRAE",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
06:35,,66 (+6),,60,"GOOD JUMPER by VEAL,ROBERT",SEWANEE 66-60 (-6),,"GOOD JUMPER by VEAL,ROBERT",2
--,,,,,"ASSIST ASSIST by CALDWELL,MARCELLUS",,,"ASSIST ASSIST by CALDWELL,MARCELLUS",2
06:07,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
06:07,"GOOD FT by EDWARDS,BRIAN",67 (+7),,60,,PIEDMONT 67-60 (-7),,"GOOD FT by EDWARDS,BRIAN",2
06:07,"MISS FT by EDWARDS,BRIAN",,,,,,,"MISS FT by EDWARDS,BRIAN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
06:07,"SUB IN by ENGLAND,CHASE",,,,,,,"SUB IN by ENGLAND,CHASE",2
06:07,"SUB OUT by MEEKS,CHRIS",,,,,,,"SUB OUT by MEEKS,CHRIS",2
06:07,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
06:07,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
06:01,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
05:58,"STEAL  by EDWARDS,BRIAN",,,,,,,"STEAL  by EDWARDS,BRIAN",2
05:52,"GOOD LAYUP by LUKEN,PEYTON(in the paint)",69 (+9),,60,,PIEDMONT 69-60 (-9),,"GOOD LAYUP by LUKEN,PEYTON(in the paint)",2
05:38,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
05:17,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by GAINES,TRAE",,,,,,,"REBOUND DEF by GAINES,TRAE",2
05:04,"MISS LAYUP by GAINES,TRAE",,,,,,,"MISS LAYUP by GAINES,TRAE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:59,"MISS LAYUP by EDWARDS,BRIAN",,,,,,,"MISS LAYUP by EDWARDS,BRIAN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
04:59,"SUB IN by GAINES,TRAE",,,,,,,"SUB IN by GAINES,TRAE",2
04:59,"SUB OUT by JENKINS,JESSIE",,,,,,,"SUB OUT by JENKINS,JESSIE",2
04:38,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by VALLEJO,JUSTIN",,,,,,,"REBOUND DEF by VALLEJO,JUSTIN",2
04:08,"GOOD JUMPER by ENGLAND,CHASE",71 (+11),,60,,PIEDMONT 71-60 (-11),,"GOOD JUMPER by ENGLAND,CHASE",2
--,"ASSIST ASSIST by VALLEJO,JUSTIN",,,,,,,"ASSIST ASSIST by VALLEJO,JUSTIN",2
03:44,"FOUL  by VALLEJO,JUSTIN",,,,,,,"FOUL  by VALLEJO,JUSTIN",2
03:44,,71 (+10),,61,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 71-61 (-10),,"GOOD FT by WILLIAMS,JORDEN",2
03:44,,71 (+9),,62,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 71-62 (-9),,"GOOD FT by WILLIAMS,JORDEN",2
03:44,"SUB IN by JENKINS,JESSIE",,,,,,,"SUB IN by JENKINS,JESSIE",2
03:44,"SUB OUT by EDWARDS,BRIAN",,,,,,,"SUB OUT by EDWARDS,BRIAN",2
03:44,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
03:44,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
03:12,"MISS JUMPER by GAINES,TRAE",,,,,,,"MISS JUMPER by GAINES,TRAE",2
--,"REBOUND OFF by VALLEJO,JUSTIN",,,,,,,"REBOUND OFF by VALLEJO,JUSTIN",2
03:08,"GOOD LAYUP by VALLEJO,JUSTIN(in the paint)",73 (+11),,62,,PIEDMONT 73-62 (-11),,"GOOD LAYUP by VALLEJO,JUSTIN(in the paint)",2
02:51,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
02:49,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
02:49,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",75 (+13),,62,,PIEDMONT 75-62 (-13),,"GOOD JUMPER by VALLEJO,JUSTIN(in the paint)",2
02:49,"SUB IN by EDWARDS,BRIAN",,,,,,,"SUB IN by EDWARDS,BRIAN",2
02:49,"SUB OUT by GAINES,TRAE",,,,,,,"SUB OUT by GAINES,TRAE",2
02:49,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
02:49,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
02:49,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
02:49,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
02:46,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:11,"MISS JUMPER by LUKEN,PEYTON",,,,,,,"MISS JUMPER by LUKEN,PEYTON",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
02:04,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by JENKINS,JESSIE",,,,,,,"REBOUND DEF by JENKINS,JESSIE",2
01:29,"GOOD JUMPER by JENKINS,JESSIE(in the paint)",77 (+15),,62,,PIEDMONT 77-62 (-15),,"GOOD JUMPER by JENKINS,JESSIE(in the paint)",2
--,"ASSIST ASSIST by LUKEN,PEYTON",,,,,,,"ASSIST ASSIST by LUKEN,PEYTON",2
01:14,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by VALLEJO,JUSTIN",,,,,,,"REBOUND DEF by VALLEJO,JUSTIN",2
00:41,"MISS 3PTR by VALLEJO,JUSTIN",,,,,,,"MISS 3PTR by VALLEJO,JUSTIN",2
--,"REBOUND OFF by JENKINS,JESSIE",,,,,,,"REBOUND OFF by JENKINS,JESSIE",2
00:28,"GOOD LAYUP by JENKINS,JESSIE(in the paint)",79 (+17),,62,,PIEDMONT 79-62 (-17),,"GOOD LAYUP by JENKINS,JESSIE(in the paint)",2
00:26,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ENGLAND,CHASE",,,,,,,"REBOUND DEF by ENGLAND,CHASE",2
