Time Remaining,HUNTINGD,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
04:37,"MISS 3PTR by DARBY,ZACH",,,,,,,"MISS 3PTR by DARBY,ZACH",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
04:27,"FOUL  by DARBY,ZACH",,,,,,,"FOUL  by DARBY,ZACH",2
04:27,,59,,69 (+10),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 59-69 (+10),,"GOOD FT by CALDWELL,MARCELLUS",2
04:27,,59,,70 (+11),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 59-70 (+11),,"GOOD FT by CALDWELL,MARCELLUS",2
04:27,"SUB IN by DALLAS,MICHAEL",,,,,,,"SUB IN by DALLAS,MICHAEL",2
04:27,"SUB IN by BERRY,RAHEEM",,,,,,,"SUB IN by BERRY,RAHEEM",2
04:27,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
04:27,"SUB OUT by DARBY,ZACH",,,,,,,"SUB OUT by DARBY,ZACH",2
04:21,"GOOD 3PTR by BERRY,RAHEEM",62,,70 (+8),,HUNTINGD 62-70 (+8),,"GOOD 3PTR by BERRY,RAHEEM",2
04:11,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
04:11,"BLOCK  by DONALDSON,BILL",,,,,,,"BLOCK  by DONALDSON,BILL",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
04:06,,62,,72 (+10),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 62-72 (+10),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
03:57,"TURNOVER  by BERRY,RAHEEM",,,,,,,"TURNOVER  by BERRY,RAHEEM",2
03:55,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
03:38,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
03:35,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
--,"REBOUND DEF by BERRY,RAHEEM",,,,,,,"REBOUND DEF by BERRY,RAHEEM",2
03:27,"TURNOVER  by DAVIS,JEROME",,,,,,,"TURNOVER  by DAVIS,JEROME",2
03:24,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
03:24,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
03:07,,62,,74 (+12),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 62-74 (+12),,"GOOD JUMPER by WILLIAMS,JORDEN",2
03:01,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
03:01,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
03:01,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
03:01,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
02:37,"GOOD JUMPER by DALLAS,MICHAEL(in the paint)",64,,74 (+10),,HUNTINGD 64-74 (+10),,"GOOD JUMPER by DALLAS,MICHAEL(in the paint)",2
02:06,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
02:06,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
02:06,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:06,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
02:00,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:50,"TURNOVER  by DAVIS,JEROME",,,,,,,"TURNOVER  by DAVIS,JEROME",2
01:49,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
01:37,"FOUL  by DAVIS,JEROME",,,,,,,"FOUL  by DAVIS,JEROME",2
01:37,,64,,75 (+11),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 64-75 (+11),,"GOOD FT by WILLIAMS,JORDEN",2
01:37,,64,,76 (+12),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 64-76 (+12),,"GOOD FT by WILLIAMS,JORDEN",2
01:37,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
01:37,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
01:23,"MISS 3PTR by DALLAS,MICHAEL",,,,,,,"MISS 3PTR by DALLAS,MICHAEL",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
01:15,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
01:15,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:15,"GOOD FT by ASHLEY,ANDRE",65,,76 (+11),,HUNTINGD 65-76 (+11),,"GOOD FT by ASHLEY,ANDRE",2
01:15,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
01:15,"SUB IN by DARBY,ZACH",,,,,,,"SUB IN by DARBY,ZACH",2
01:15,"SUB OUT by DALLAS,MICHAEL",,,,,,,"SUB OUT by DALLAS,MICHAEL",2
01:15,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
01:06,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
01:06,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:06,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by DAVIS,JEROME",,,,,,,"REBOUND DEF by DAVIS,JEROME",2
01:06,"SUB IN by DALLAS,MICHAEL",,,,,,,"SUB IN by DALLAS,MICHAEL",2
01:06,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
01:06,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
01:06,"SUB OUT by DARBY,ZACH",,,,,,,"SUB OUT by DARBY,ZACH",2
00:59,"MISS 3PTR by DALLAS,MICHAEL",,,,,,,"MISS 3PTR by DALLAS,MICHAEL",2
--,"REBOUND OFF by DONALDSON,BILL",,,,,,,"REBOUND OFF by DONALDSON,BILL",2
00:53,"GOOD 3PTR by DAVIS,JEROME",68,,76 (+8),,HUNTINGD 68-76 (+8),,"GOOD 3PTR by DAVIS,JEROME",2
00:50,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:50,"FOUL  by ASHLEY,ANDRE",,,,,,,"FOUL  by ASHLEY,ANDRE",2
00:50,,68,,77 (+9),"GOOD FT by BORN,LEO",SEWANEE 68-77 (+9),,"GOOD FT by BORN,LEO",2
00:50,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
00:50,"SUB IN by LAYSON,ALEX",,,,,,,"SUB IN by LAYSON,ALEX",2
00:50,"SUB IN by DARBY,ZACH",,,,,,,"SUB IN by DARBY,ZACH",2
00:50,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
00:50,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
00:50,"SUB OUT by DARBY,ZACH",,,,,,,"SUB OUT by DARBY,ZACH",2
00:50,"SUB OUT by DALLAS,MICHAEL",,,,,,,"SUB OUT by DALLAS,MICHAEL",2
00:50,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
00:44,,68,,78 (+10),"GOOD FT by BORN,LEO",SEWANEE 68-78 (+10),,"GOOD FT by BORN,LEO",2
00:28,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
00:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:23,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",70,,78 (+8),,HUNTINGD 70-78 (+8),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
00:23,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:23,"FOUL  by DAVIS,JEROME",,,,,,,"FOUL  by DAVIS,JEROME",2
00:23,,70,,79 (+9),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 70-79 (+9),,"GOOD FT by WILLIAMS,JORDEN",2
00:23,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND DEF by DONALDSON,BILL",,,,,,,"REBOUND DEF by DONALDSON,BILL",2
00:23,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
00:23,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
00:23,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:23,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:20,"MISS 3PTR by ASHLEY,ANDRE",,,,,,,"MISS 3PTR by ASHLEY,ANDRE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:13,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",2
00:13,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",2
00:13,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
00:13,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:07,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",2
00:07,,70,,80 (+10),"GOOD FT by BORN,LEO",SEWANEE 70-80 (+10),,"GOOD FT by BORN,LEO",2
00:07,,70,,81 (+11),"GOOD FT by BORN,LEO",SEWANEE 70-81 (+11),,"GOOD FT by BORN,LEO",2
00:07,"MISS 3PTR by DAVIS,JEROME",,,,,,,"MISS 3PTR by DAVIS,JEROME",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
00:07,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",2
00:07,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",2
00:07,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:07,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:06,"FOUL  by DONALDSON,BILL",,,,,,,"FOUL  by DONALDSON,BILL",2
00:06,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:06,,70,,82 (+12),"GOOD FT by STONE,BRODY",SEWANEE 70-82 (+12),,"GOOD FT by STONE,BRODY",2
00:06,"MISS 3PTR by LAYSON,ALEX",,,,,,,"MISS 3PTR by LAYSON,ALEX",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
