Time Remaining,DALLAS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:49,"GOOD FT by STEPHENS,JOE",46,,54 (+8),,DALLAS 46-54 (+8),,"GOOD FT by STEPHENS,JOE",2
19:36,"FOUL  by WYATT,AARON",,,,,,,"FOUL  by WYATT,AARON",2
19:36,,46,,55 (+9),"GOOD FT by RICHARDS,ZAC",BSC 46-55 (+9),,"GOOD FT by RICHARDS,ZAC",2
19:36,,46,,56 (+10),"GOOD FT by RICHARDS,ZAC",BSC 46-56 (+10),,"GOOD FT by RICHARDS,ZAC",2
19:36,"SUB IN by SMITH,DECKER",,,,,,,"SUB IN by SMITH,DECKER",2
19:36,"SUB OUT by WYATT,AARON",,,,,,,"SUB OUT by WYATT,AARON",2
19:19,"MISS 3PTR by HIGHTOWER,BRAETON",,,,,,,"MISS 3PTR by HIGHTOWER,BRAETON",2
--,"REBOUND OFF by STEPHENS,JOE",,,,,,,"REBOUND OFF by STEPHENS,JOE",2
18:59,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
18:57,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",48,,56 (+8),,DALLAS 48-56 (+8),,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",2
--,"ASSIST  by STEPHENS,JOE",,,,,,,"ASSIST  by STEPHENS,JOE",2
18:30,,48,,58 (+10),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 48-58 (+10),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
18:08,"MISS JUMPER by SMITH,DECKER",,,,,,,"MISS JUMPER by SMITH,DECKER",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
17:54,,48,,60 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 48-60 (+12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
17:37,"GOOD 3PTR by HIGHTOWER,BRAETON",51,,60 (+9),,DALLAS 51-60 (+9),,"GOOD 3PTR by HIGHTOWER,BRAETON",2
17:29,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
17:25,"STEAL  by BRUFFEY,TANNER",,,,,,,"STEAL  by BRUFFEY,TANNER",2
17:23,"MISS JUMPER by STEPHENS,JOE",,,,,,,"MISS JUMPER by STEPHENS,JOE",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
17:11,,,,,"MISS JUMPER by JONUS,JASEN",,,"MISS JUMPER by JONUS,JASEN",2
--,,,,,"REBOUND OFF by JONUS,JASEN",,,"REBOUND OFF by JONUS,JASEN",2
17:07,,,,,"MISS JUMPER by JONUS,JASEN",,,"MISS JUMPER by JONUS,JASEN",2
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",2
16:57,"FOUL  by SMITH,DECKER",,,,,,,"FOUL  by SMITH,DECKER",2
16:57,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:57,,51,,61 (+10),"GOOD FT by RICHARDS,ZAC",BSC 51-61 (+10),,"GOOD FT by RICHARDS,ZAC",2
16:57,"SUB IN by GILE,CURTIS",,,,,,,"SUB IN by GILE,CURTIS",2
16:57,"SUB OUT by SMITH,DECKER",,,,,,,"SUB OUT by SMITH,DECKER",2
16:44,"MISS 3PTR by HIGHTOWER,BRAETON",,,,,,,"MISS 3PTR by HIGHTOWER,BRAETON",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
16:31,,,,,"MISS LAYUP by KEGARISE,KEVIN",,,"MISS LAYUP by KEGARISE,KEVIN",2
--,"REBOUND DEF by ASSINESI,DREW",,,,,,,"REBOUND DEF by ASSINESI,DREW",2
16:16,"MISS JUMPER by GILE,CURTIS",,,,,,,"MISS JUMPER by GILE,CURTIS",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
16:11,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by STEPHENS,JOE",,,,,,,"REBOUND DEF by STEPHENS,JOE",2
15:56,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
15:56,"MISS JUMPER by GILE,CURTIS",,,,,,,"MISS JUMPER by GILE,CURTIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:30,"FOUL  by GILE,CURTIS",,,,,,,"FOUL  by GILE,CURTIS",2
15:30,"TURNOVER  by GILE,CURTIS",,,,,,,"TURNOVER  by GILE,CURTIS",2
15:12,,51,,63 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 51-63 (+12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
14:50,"MISS JUMPER by ASSINESI,DREW",,,,,,,"MISS JUMPER by ASSINESI,DREW",2
--,"REBOUND OFF by STEPHENS,JOE",,,,,,,"REBOUND OFF by STEPHENS,JOE",2
14:48,"MISS JUMPER by STEPHENS,JOE",,,,,,,"MISS JUMPER by STEPHENS,JOE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:44,"GOOD 3PTR by BRUFFEY,TANNER",54,,63 (+9),,DALLAS 54-63 (+9),,"GOOD 3PTR by BRUFFEY,TANNER",2
14:30,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by GILE,CURTIS",,,,,,,"REBOUND DEF by GILE,CURTIS",2
14:13,"MISS JUMPER by BRUFFEY,TANNER",,,,,,,"MISS JUMPER by BRUFFEY,TANNER",2
14:13,,,,,"BLOCK  by RICHARDS,ZAC",,,"BLOCK  by RICHARDS,ZAC",2
--,"REBOUND OFF by BRUFFEY,TANNER",,,,,,,"REBOUND OFF by BRUFFEY,TANNER",2
14:09,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",56,,63 (+7),,DALLAS 56-63 (+7),,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",2
14:09,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
14:09,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
14:09,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
14:09,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
14:09,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:09,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
14:09,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:09,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:09,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:09,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
13:56,"FOUL  by GILE,CURTIS",,,,,,,"FOUL  by GILE,CURTIS",2
13:56,"SUB IN by WINEBARGER,ALEX",,,,,,,"SUB IN by WINEBARGER,ALEX",2
13:56,"SUB IN by MALONE,KYM",,,,,,,"SUB IN by MALONE,KYM",2
13:56,"SUB OUT by GILE,CURTIS",,,,,,,"SUB OUT by GILE,CURTIS",2
13:56,"SUB OUT by HIGHTOWER,BRAETON",,,,,,,"SUB OUT by HIGHTOWER,BRAETON",2
13:42,,56,,65 (+9),"GOOD LAYUP by LEE,CALEB(in the paint)",BSC 56-65 (+9),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
13:14,"MISS LAYUP by ASSINESI,DREW",,,,,,,"MISS LAYUP by ASSINESI,DREW",2
13:14,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:07,,56,,67 (+11),"GOOD LAYUP by LEE,CALEB(fastbreak)(in the paint)",BSC 56-67 (+11),,"GOOD LAYUP by LEE,CALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
13:02,"TURNOVER  by WINEBARGER,ALEX",,,,,,,"TURNOVER  by WINEBARGER,ALEX",2
12:59,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
12:56,,56,,70 (+14),"GOOD 3PTR by THOMAS,LARRY",BSC 56-70 (+14),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
12:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:38,"TURNOVER  by BRUFFEY,TANNER",,,,,,,"TURNOVER  by BRUFFEY,TANNER",2
12:37,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
12:31,,56,,73 (+17),"GOOD 3PTR by MURPHY,NICK",BSC 56-73 (+17),,"GOOD 3PTR by MURPHY,NICK",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
12:19,"MISS JUMPER by WINEBARGER,ALEX",,,,,,,"MISS JUMPER by WINEBARGER,ALEX",2
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",2
12:09,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
12:07,"STEAL  by MALONE,KYM",,,,,,,"STEAL  by MALONE,KYM",2
12:07,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
12:07,"SUB IN by WYATT,AARON",,,,,,,"SUB IN by WYATT,AARON",2
12:07,"SUB OUT by WINEBARGER,ALEX",,,,,,,"SUB OUT by WINEBARGER,ALEX",2
11:56,"GOOD 3PTR by STEPHENS,JOE",59,,73 (+14),,DALLAS 59-73 (+14),,"GOOD 3PTR by STEPHENS,JOE",2
--,"ASSIST  by BRUFFEY,TANNER",,,,,,,"ASSIST  by BRUFFEY,TANNER",2
11:32,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",2
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",2
11:21,"TURNOVER  by MALONE,KYM",,,,,,,"TURNOVER  by MALONE,KYM",2
11:00,,59,,75 (+16),"GOOD LAYUP by LEE,CALEB(in the paint)",BSC 59-75 (+16),,"GOOD LAYUP by LEE,CALEB(in the paint)",2
10:40,"GOOD JUMPER by STEPHENS,JOE",61,,75 (+14),,DALLAS 61-75 (+14),,"GOOD JUMPER by STEPHENS,JOE",2
--,"ASSIST  by BRUFFEY,TANNER",,,,,,,"ASSIST  by BRUFFEY,TANNER",2
10:21,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
10:21,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
10:21,"SUB IN by HIGHTOWER,BRAETON",,,,,,,"SUB IN by HIGHTOWER,BRAETON",2
10:21,"SUB OUT by ASSINESI,DREW",,,,,,,"SUB OUT by ASSINESI,DREW",2
10:21,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
10:21,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
10:14,"TURNOVER  by STEPHENS,JOE",,,,,,,"TURNOVER  by STEPHENS,JOE",2
10:14,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
10:14,"FOUL  by BRUFFEY,TANNER",,,,,,,"FOUL  by BRUFFEY,TANNER",2
10:06,,61,,78 (+17),"GOOD 3PTR by MURPHY,NICK",BSC 61-78 (+17),,"GOOD 3PTR by MURPHY,NICK",2
09:42,"MISS JUMPER by BRUFFEY,TANNER",,,,,,,"MISS JUMPER by BRUFFEY,TANNER",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
09:19,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",2
09:03,"MISS JUMPER by WYATT,AARON",,,,,,,"MISS JUMPER by WYATT,AARON",2
--,"REBOUND OFF by WYATT,AARON",,,,,,,"REBOUND OFF by WYATT,AARON",2
08:58,"MISS JUMPER by WYATT,AARON",,,,,,,"MISS JUMPER by WYATT,AARON",2
--,"REBOUND OFF by HIGHTOWER,BRAETON",,,,,,,"REBOUND OFF by HIGHTOWER,BRAETON",2
08:54,"MISS 3PTR by STEPHENS,JOE",,,,,,,"MISS 3PTR by STEPHENS,JOE",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
08:54,"FOUL  by STEPHENS,JOE",,,,,,,"FOUL  by STEPHENS,JOE",2
08:54,"SUB IN by SMITH,DECKER",,,,,,,"SUB IN by SMITH,DECKER",2
08:54,"SUB OUT by BRUFFEY,TANNER",,,,,,,"SUB OUT by BRUFFEY,TANNER",2
08:54,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
08:54,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
08:54,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
08:54,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
08:54,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
08:54,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
08:54,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
08:54,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
08:41,,,,,"MISS JUMPER by KEGARISE,KEVIN",,,"MISS JUMPER by KEGARISE,KEVIN",2
--,"REBOUND DEF by SMITH,DECKER",,,,,,,"REBOUND DEF by SMITH,DECKER",2
08:24,"MISS 3PTR by HIGHTOWER,BRAETON",,,,,,,"MISS 3PTR by HIGHTOWER,BRAETON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:07,,61,,80 (+19),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 61-80 (+19),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
07:50,"MISS LAYUP by MALONE,KYM",,,,,,,"MISS LAYUP by MALONE,KYM",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
07:29,,61,,82 (+21),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 61-82 (+21),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
07:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:05,"TURNOVER  by STEPHENS,JOE",,,,,,,"TURNOVER  by STEPHENS,JOE",2
06:57,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
06:55,"FOUL  by HIGHTOWER,BRAETON",,,,,,,"FOUL  by HIGHTOWER,BRAETON",2
06:55,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by WYATT,AARON",,,,,,,"REBOUND DEF by WYATT,AARON",2
06:43,"GOOD 3PTR by STEPHENS,JOE",64,,82 (+18),,DALLAS 64-82 (+18),,"GOOD 3PTR by STEPHENS,JOE",2
--,"ASSIST  by WYATT,AARON",,,,,,,"ASSIST  by WYATT,AARON",2
06:27,"FOUL  by STEPHENS,JOE",,,,,,,"FOUL  by STEPHENS,JOE",2
06:27,,64,,83 (+19),"GOOD FT by JONUS,JASEN",BSC 64-83 (+19),,"GOOD FT by JONUS,JASEN",2
06:27,,64,,84 (+20),"GOOD FT by JONUS,JASEN",BSC 64-84 (+20),,"GOOD FT by JONUS,JASEN",2
06:27,"SUB IN by BRUFFEY,TANNER",,,,,,,"SUB IN by BRUFFEY,TANNER",2
06:27,"SUB IN by ASSINESI,DREW",,,,,,,"SUB IN by ASSINESI,DREW",2
06:27,"SUB OUT by STEPHENS,JOE",,,,,,,"SUB OUT by STEPHENS,JOE",2
06:27,"SUB OUT by MALONE,KYM",,,,,,,"SUB OUT by MALONE,KYM",2
06:15,"MISS JUMPER by SMITH,DECKER",,,,,,,"MISS JUMPER by SMITH,DECKER",2
06:15,,,,,"BLOCK  by HENRY,COLIN",,,"BLOCK  by HENRY,COLIN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
06:10,,64,,87 (+23),"GOOD 3PTR by KEGARISE,KEVIN",BSC 64-87 (+23),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
05:44,"MISS LAYUP by WYATT,AARON",,,,,,,"MISS LAYUP by WYATT,AARON",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
05:28,,64,,89 (+25),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 64-89 (+25),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
05:28,"FOUL  by WYATT,AARON",,,,,,,"FOUL  by WYATT,AARON",2
05:28,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,,,,,"REBOUND OFF by JONUS,JASEN",,,"REBOUND OFF by JONUS,JASEN",2
05:24,,,,,"MISS JUMPER by JONUS,JASEN",,,"MISS JUMPER by JONUS,JASEN",2
--,"REBOUND DEF by SMITH,DECKER",,,,,,,"REBOUND DEF by SMITH,DECKER",2
05:19,"GOOD 3PTR by BRUFFEY,TANNER",67,,89 (+22),,DALLAS 67-89 (+22),,"GOOD 3PTR by BRUFFEY,TANNER",2
05:09,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by WYATT,AARON",,,,,,,"REBOUND DEF by WYATT,AARON",2
04:57,"MISS JUMPER by SMITH,DECKER",,,,,,,"MISS JUMPER by SMITH,DECKER",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
04:35,,67,,92 (+25),"GOOD 3PTR by WHITE,BLAISE",BSC 67-92 (+25),,"GOOD 3PTR by WHITE,BLAISE",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
04:06,"GOOD 3PTR by SMITH,DECKER",70,,92 (+22),,DALLAS 70-92 (+22),,"GOOD 3PTR by SMITH,DECKER",2
--,"ASSIST  by ASSINESI,DREW",,,,,,,"ASSIST  by ASSINESI,DREW",2
03:55,"FOUL  by HIGHTOWER,BRAETON",,,,,,,"FOUL  by HIGHTOWER,BRAETON",2
03:55,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:55,,70,,93 (+23),"GOOD FT by WHITE,BLAISE",BSC 70-93 (+23),,"GOOD FT by WHITE,BLAISE",2
03:55,"SUB IN by STEPHENS,JOE",,,,,,,"SUB IN by STEPHENS,JOE",2
03:55,"SUB IN by GILE,CURTIS",,,,,,,"SUB IN by GILE,CURTIS",2
03:55,"SUB OUT by SMITH,DECKER",,,,,,,"SUB OUT by SMITH,DECKER",2
03:55,"SUB OUT by BRUFFEY,TANNER",,,,,,,"SUB OUT by BRUFFEY,TANNER",2
03:55,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
03:55,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
03:55,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
03:55,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
03:55,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
03:55,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
03:55,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
03:55,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
03:55,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
03:55,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
03:41,"GOOD LAYUP by STEPHENS,JOE(in the paint)",72,,93 (+21),,DALLAS 72-93 (+21),,"GOOD LAYUP by STEPHENS,JOE(in the paint)",2
--,"ASSIST  by WYATT,AARON",,,,,,,"ASSIST  by WYATT,AARON",2
03:02,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,"REBOUND DEF by GILE,CURTIS",,,,,,,"REBOUND DEF by GILE,CURTIS",2
02:53,"GOOD 3PTR by HIGHTOWER,BRAETON",75,,93 (+18),,DALLAS 75-93 (+18),,"GOOD 3PTR by HIGHTOWER,BRAETON",2
--,"ASSIST  by WYATT,AARON",,,,,,,"ASSIST  by WYATT,AARON",2
02:36,,75,,95 (+20),"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",BSC 75-95 (+20),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",2
02:24,"MISS JUMPER by GILE,CURTIS",,,,,,,"MISS JUMPER by GILE,CURTIS",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
01:55,,75,,98 (+23),"GOOD 3PTR by THOMAS,LARRY",BSC 75-98 (+23),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by LEE,CALEB",,,"ASSIST  by LEE,CALEB",2
01:46,"GOOD JUMPER by HIGHTOWER,BRAETON",77,,98 (+21),,DALLAS 77-98 (+21),,"GOOD JUMPER by HIGHTOWER,BRAETON",2
01:46,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
01:46,"GOOD FT by HIGHTOWER,BRAETON",78,,98 (+20),,DALLAS 78-98 (+20),,"GOOD FT by HIGHTOWER,BRAETON",2
01:46,,,,,"SUB IN by SHELTON,MIGUEL",,,"SUB IN by SHELTON,MIGUEL",2
01:46,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
01:46,,,,,"SUB IN by NEINER,JOSEPH",,,"SUB IN by NEINER,JOSEPH",2
01:46,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
01:46,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
01:46,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
01:46,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
01:46,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
01:46,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
01:46,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
01:28,,,,,"MISS 3PTR by OLAFSSON,ODDUR",,,"MISS 3PTR by OLAFSSON,ODDUR",2
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",2
01:16,"MISS JUMPER by WINEBARGER,ALEX",,,,,,,"MISS JUMPER by WINEBARGER,ALEX",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
01:09,,78,,100 (+22),"GOOD JUMPER by SHELTON,MIGUEL(in the paint)",BSC 78-100 (+22),,"GOOD JUMPER by SHELTON,MIGUEL(in the paint)",2
00:55,"MISS 3PTR by STOLL,JOE",,,,,,,"MISS 3PTR by STOLL,JOE",2
--,,,,,"REBOUND DEF by NEINER,JOSEPH",,,"REBOUND DEF by NEINER,JOSEPH",2
00:42,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,,,,,"REBOUND OFF by OLAFSSON,ODDUR",,,"REBOUND OFF by OLAFSSON,ODDUR",2
00:38,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
00:37,"STEAL  by SMITH,DECKER",,,,,,,"STEAL  by SMITH,DECKER",2
00:34,"SUB IN by SMITH,DECKER",,,,,,,"SUB IN by SMITH,DECKER",2
00:34,"SUB IN by WINEBARGER,ALEX",,,,,,,"SUB IN by WINEBARGER,ALEX",2
00:34,"SUB IN by BLACKBURN,BLAINE",,,,,,,"SUB IN by BLACKBURN,BLAINE",2
00:34,"SUB IN by STOLL,JOE",,,,,,,"SUB IN by STOLL,JOE",2
00:34,"SUB IN by BAMBACE,SEAN",,,,,,,"SUB IN by BAMBACE,SEAN",2
00:34,"SUB OUT by STEPHENS,JOE",,,,,,,"SUB OUT by STEPHENS,JOE",2
00:34,"SUB OUT by WYATT,AARON",,,,,,,"SUB OUT by WYATT,AARON",2
00:34,"SUB OUT by ASSINESI,DREW",,,,,,,"SUB OUT by ASSINESI,DREW",2
00:34,"SUB OUT by GILE,CURTIS",,,,,,,"SUB OUT by GILE,CURTIS",2
00:34,"SUB OUT by HIGHTOWER,BRAETON",,,,,,,"SUB OUT by HIGHTOWER,BRAETON",2
00:33,"TURNOVER  by STOLL,JOE",,,,,,,"TURNOVER  by STOLL,JOE",2
