Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
15:13,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
15:13,"BLOCK  by RICHARDS,ZAC",,,,,,,"BLOCK  by RICHARDS,ZAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:18,,44 (+5),,39,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",BCM 44-39 (+5),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",2
14:01,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
13:55,,,,,"TURNOVER  by GRAHAM,LAKE",,,"TURNOVER  by GRAHAM,LAKE",2
13:54,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
13:53,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",46 (+7),,39,,BSC 46-39 (+7),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
13:43,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
13:43,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
13:43,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
13:43,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
13:43,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
13:43,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
13:41,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
13:41,,46 (+6),,40,"GOOD FT by ABRAMS,JONATHAN",BCM 46-40 (+6),,"GOOD FT by ABRAMS,JONATHAN",2
13:41,,,,,"MISS FT by ABRAMS,JONATHAN",,,"MISS FT by ABRAMS,JONATHAN",2
--,"REBOUND DEF by LEE,CALEB",,,,,,,"REBOUND DEF by LEE,CALEB",2
13:24,"GOOD LAYUP by HOLLAND,JASON(in the paint)",48 (+8),,40,,BSC 48-40 (+8),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",2
13:13,,,,,"SUB IN by MARSH,CODY",,,"SUB IN by MARSH,CODY",2
13:13,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
13:13,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
13:13,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
13:13,,,,,"SUB OUT by SCHULTE,MICHAEL",,,"SUB OUT by SCHULTE,MICHAEL",2
13:01,"FOUL  by LEE,CALEB",,,,,,,"FOUL  by LEE,CALEB",2
13:01,,48 (+7),,41,"GOOD FT by WHALEN,MAC",BCM 48-41 (+7),,"GOOD FT by WHALEN,MAC",2
13:01,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
12:34,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",50 (+9),,41,,BSC 50-41 (+9),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,"ASSIST  by MURPHY,NICK",,,,,,,"ASSIST  by MURPHY,NICK",2
12:12,,,,,"MISS LAYUP by ABRAMS,JONATHAN",,,"MISS LAYUP by ABRAMS,JONATHAN",2
12:12,"BLOCK  by SCHAMP,GRIFFIN",,,,,,,"BLOCK  by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by MARSH,CODY",,,"REBOUND DEF by MARSH,CODY",2
11:59,,,,,"MISS LAYUP by MARSH,CODY",,,"MISS LAYUP by MARSH,CODY",2
--,"REBOUND DEF by LEE,CALEB",,,,,,,"REBOUND DEF by LEE,CALEB",2
11:45,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",52 (+11),,41,,BSC 52-41 (+11),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
11:38,,52 (+9),,43,"GOOD LAYUP by ALMULLA,NASSER(fastbreak)(in the paint)",BCM 52-43 (+9),,"GOOD LAYUP by ALMULLA,NASSER(fastbreak)(in the paint)",2
11:26,"FOUL  by MURPHY,NICK",,,,,,,"FOUL  by MURPHY,NICK",2
11:26,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
11:26,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
11:26,,,,,"SUB IN by SCHULTE,MICHAEL",,,"SUB IN by SCHULTE,MICHAEL",2
11:14,,,,,"TURNOVER  by MARSH,CODY",,,"TURNOVER  by MARSH,CODY",2
11:13,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
11:07,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by SCHULTE,MICHAEL",,,"REBOUND DEF by SCHULTE,MICHAEL",2
10:46,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:46,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
10:46,,,,,"SUB OUT by MARSH,CODY",,,"SUB OUT by MARSH,CODY",2
10:24,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by ABRAMS,JONATHAN",,,"REBOUND DEF by ABRAMS,JONATHAN",2
09:49,,,,,"MISS LAYUP by ALMULLA,NASSER",,,"MISS LAYUP by ALMULLA,NASSER",2
09:49,"BLOCK  by LEE,CALEB",,,,,,,"BLOCK  by LEE,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:49,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
09:49,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
09:49,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
09:49,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
09:49,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
09:49,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
09:49,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
09:49,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
09:31,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
09:31,,,,,"BLOCK  by GRAHAM,LAKE",,,"BLOCK  by GRAHAM,LAKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:12,,,,,"MISS LAYUP by ABRAMS,JONATHAN",,,"MISS LAYUP by ABRAMS,JONATHAN",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
09:04,"GOOD 3PTR by JONUS,JASEN",55 (+12),,43,,BSC 55-43 (+12),,"GOOD 3PTR by JONUS,JASEN",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
08:49,,55 (+9),,46,"GOOD 3PTR by ALMULLA,NASSER",BCM 55-46 (+9),,"GOOD 3PTR by ALMULLA,NASSER",2
--,,,,,"ASSIST  by SMOAK,HUNTER",,,"ASSIST  by SMOAK,HUNTER",2
08:40,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",57 (+11),,46,,BSC 57-46 (+11),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
08:30,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
08:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:30,,,,,"SUB IN by MARSH,CODY",,,"SUB IN by MARSH,CODY",2
08:30,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
08:20,"TURNOVER  by JONUS,JASEN",,,,,,,"TURNOVER  by JONUS,JASEN",2
08:19,,,,,"STEAL  by MARSH,CODY",,,"STEAL  by MARSH,CODY",2
07:45,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
07:45,,,,,"MISS FT by ABRAMS,JONATHAN",,,"MISS FT by ABRAMS,JONATHAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:45,,57 (+10),,47,"GOOD FT by ABRAMS,JONATHAN",BCM 57-47 (+10),,"GOOD FT by ABRAMS,JONATHAN",2
07:45,,,,,"SUB IN by WHALEN,MAC",,,"SUB IN by WHALEN,MAC",2
07:45,,,,,"SUB OUT by SCHULTE,MICHAEL",,,"SUB OUT by SCHULTE,MICHAEL",2
07:32,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
07:13,,57 (+7),,50,"GOOD 3PTR by ALMULLA,NASSER",BCM 57-50 (+7),,"GOOD 3PTR by ALMULLA,NASSER",2
--,,,,,"ASSIST  by MARSH,CODY",,,"ASSIST  by MARSH,CODY",2
06:56,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
06:56,,,,,"MISS JUMPER by MARSH,CODY",,,"MISS JUMPER by MARSH,CODY",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
06:50,,,,,"FOUL  by MARSH,CODY",,,"FOUL  by MARSH,CODY",2
06:12,"GOOD FT by HENRY,COLIN",58 (+8),,50,,BSC 58-50 (+8),,"GOOD FT by HENRY,COLIN",2
06:12,"GOOD FT by HENRY,COLIN",59 (+9),,50,,BSC 59-50 (+9),,"GOOD FT by HENRY,COLIN",2
05:53,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
05:53,,,,,"MISS FT by ABRAMS,JONATHAN",,,"MISS FT by ABRAMS,JONATHAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:53,,,,,"MISS FT by ABRAMS,JONATHAN",,,"MISS FT by ABRAMS,JONATHAN",2
--,"REBOUND DEF by JONUS,JASEN",,,,,,,"REBOUND DEF by JONUS,JASEN",2
05:53,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
05:53,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
05:53,,,,,"SUB IN by SCHULTE,MICHAEL",,,"SUB IN by SCHULTE,MICHAEL",2
05:53,,,,,"SUB OUT by MARSH,CODY",,,"SUB OUT by MARSH,CODY",2
05:45,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
05:37,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:37,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
05:37,,59 (+8),,51,"GOOD FT by GRAHAM,LAKE",BCM 59-51 (+8),,"GOOD FT by GRAHAM,LAKE",2
05:37,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:37,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
05:37,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
05:36,,,,,"FOUL  by ABRAMS,JONATHAN",,,"FOUL  by ABRAMS,JONATHAN",2
05:20,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
04:58,,,,,"MISS LAYUP by SCHULTE,MICHAEL",,,"MISS LAYUP by SCHULTE,MICHAEL",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
04:51,"MISS LAYUP by JONUS,JASEN",,,,,,,"MISS LAYUP by JONUS,JASEN",2
04:51,,,,,"BLOCK  by WHALEN,MAC",,,"BLOCK  by WHALEN,MAC",2
--,"REBOUND OFF by WHITE,BLAISE",,,,,,,"REBOUND OFF by WHITE,BLAISE",2
04:45,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",61 (+10),,51,,BSC 61-51 (+10),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by JONUS,JASEN",,,,,,,"ASSIST  by JONUS,JASEN",2
04:43,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
04:43,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:43,,61 (+9),,52,"GOOD FT by WHALEN,MAC",BCM 61-52 (+9),,"GOOD FT by WHALEN,MAC",2
04:24,"MISS LAYUP by HOLLAND,JASON",,,,,,,"MISS LAYUP by HOLLAND,JASON",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
04:22,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
04:22,"GOOD FT by RICHARDS,ZAC",62 (+10),,52,,BSC 62-52 (+10),,"GOOD FT by RICHARDS,ZAC",2
04:22,"GOOD FT by RICHARDS,ZAC",63 (+11),,52,,BSC 63-52 (+11),,"GOOD FT by RICHARDS,ZAC",2
04:04,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:54,"GOOD 3PTR by JONUS,JASEN",66 (+14),,52,,BSC 66-52 (+14),,"GOOD 3PTR by JONUS,JASEN",2
03:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:52,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
03:52,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
03:52,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
03:52,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
03:26,,,,,"MISS 3PTR by ALMULLA,NASSER",,,"MISS 3PTR by ALMULLA,NASSER",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
02:53,,,,,"FOUL  by ABRAMS,JONATHAN",,,"FOUL  by ABRAMS,JONATHAN",2
02:53,"GOOD FT by HENRY,COLIN",67 (+15),,52,,BSC 67-52 (+15),,"GOOD FT by HENRY,COLIN",2
02:53,"MISS FT by HENRY,COLIN",,,,,,,"MISS FT by HENRY,COLIN",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
02:53,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
02:53,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
02:38,,,,,"MISS JUMPER by SCHULTE,MICHAEL",,,"MISS JUMPER by SCHULTE,MICHAEL",2
--,"REBOUND DEF by LEE,CALEB",,,,,,,"REBOUND DEF by LEE,CALEB",2
02:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:26,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
02:26,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
02:26,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
02:26,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
02:26,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
02:26,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
02:26,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
02:26,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
02:11,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
02:11,"MISS FT by JONUS,JASEN",,,,,,,"MISS FT by JONUS,JASEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:11,"GOOD FT by JONUS,JASEN",68 (+16),,52,,BSC 68-52 (+16),,"GOOD FT by JONUS,JASEN",2
02:01,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
01:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:36,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
01:36,"GOOD FT by RICHARDS,ZAC",69 (+17),,52,,BSC 69-52 (+17),,"GOOD FT by RICHARDS,ZAC",2
01:36,"MISS FT by RICHARDS,ZAC",,,,,,,"MISS FT by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by ABRAMS,JONATHAN",,,"REBOUND DEF by ABRAMS,JONATHAN",2
01:36,"SUB IN by OLAFSSON,ODDUR",,,,,,,"SUB IN by OLAFSSON,ODDUR",2
01:36,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
01:36,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
01:36,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
01:26,,,,,"MISS 3PTR by ABRAMS,JONATHAN",,,"MISS 3PTR by ABRAMS,JONATHAN",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
01:25,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
01:25,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:25,,69 (+16),,53,"GOOD FT by GRAHAM,LAKE",BCM 69-53 (+16),,"GOOD FT by GRAHAM,LAKE",2
01:25,"SUB IN by NEINER,JOSEPH",,,,,,,"SUB IN by NEINER,JOSEPH",2
01:25,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
01:13,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
01:13,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
01:13,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
01:13,,,,,"SUB IN by MARSH,CODY",,,"SUB IN by MARSH,CODY",2
01:13,,,,,"SUB IN by WILSON,KYLE",,,"SUB IN by WILSON,KYLE",2
01:13,,,,,"SUB IN by TURNER,JT",,,"SUB IN by TURNER,JT",2
01:13,,,,,"SUB IN by RANDOLPH,ZACH",,,"SUB IN by RANDOLPH,ZACH",2
01:13,,,,,"SUB OUT by ALMULLA,NASSER",,,"SUB OUT by ALMULLA,NASSER",2
01:13,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
01:13,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
01:13,,,,,"SUB OUT by SCHULTE,MICHAEL",,,"SUB OUT by SCHULTE,MICHAEL",2
01:00,,,,,"MISS JUMPER by ABRAMS,JONATHAN",,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
00:30,"MISS 3PTR by GALFSKY,ANDER",,,,,,,"MISS 3PTR by GALFSKY,ANDER",2
--,,,,,"REBOUND DEF by TURNER,JT",,,"REBOUND DEF by TURNER,JT",2
00:19,,69 (+13),,56,"GOOD 3PTR by RANDOLPH,ZACH",BCM 69-56 (+13),,"GOOD 3PTR by RANDOLPH,ZACH",2
--,,,,,"ASSIST  by MARSH,CODY",,,"ASSIST  by MARSH,CODY",2
00:07,"TURNOVER  by OLAFSSON,ODDUR",,,,,,,"TURNOVER  by OLAFSSON,ODDUR",2
00:04,,,,,"STEAL  by ABRAMS,JONATHAN",,,"STEAL  by ABRAMS,JONATHAN",2
00:04,,69 (+11),,58,"GOOD DUNK by ABRAMS,JONATHAN(fastbreak)(in the paint)",BCM 69-58 (+11),,"GOOD DUNK by ABRAMS,JONATHAN(fastbreak)(in the paint)",2
