Time Remaining,POINT,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:39,"MISS JUMPER by MAHAFFEY,JEREMY",,,,,,,"MISS JUMPER by MAHAFFEY,JEREMY",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
19:30,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
19:17,"TURNOVER  by MAHAFFEY,JEREMY",,,,,,,"TURNOVER  by MAHAFFEY,JEREMY",2
19:15,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
19:09,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
19:07,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
19:07,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
19:07,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
18:38,"MISS 3PTR by INGLE,MICHAEL",,,,,,,"MISS 3PTR by INGLE,MICHAEL",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
18:19,,32,,56 (+24),"GOOD 3PTR by JONUS,JASEN",BSC 32-56 (+24),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
17:56,"GOOD JUMPER by MAHAFFEY,JEREMY(in the paint)",34,,56 (+22),,POINT 34-56 (+22),,"GOOD JUMPER by MAHAFFEY,JEREMY(in the paint)",2
17:50,,34,,59 (+25),"GOOD 3PTR by KEGARISE,KEVIN",BSC 34-59 (+25),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
17:37,"GOOD JUMPER by WOOLEY,TORY",36,,59 (+23),,POINT 36-59 (+23),,"GOOD JUMPER by WOOLEY,TORY",2
17:30,,36,,61 (+25),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 36-61 (+25),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
17:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:09,"MISS JUMPER by MAHAFFEY,JEREMY",,,,,,,"MISS JUMPER by MAHAFFEY,JEREMY",2
--,"REBOUND OFF by INGLE,MICHAEL",,,,,,,"REBOUND OFF by INGLE,MICHAEL",2
17:00,"MISS JUMPER by WOOLEY,TORY",,,,,,,"MISS JUMPER by WOOLEY,TORY",2
--,"REBOUND OFF by SHELLEY,STEPHEN",,,,,,,"REBOUND OFF by SHELLEY,STEPHEN",2
16:50,"GOOD 3PTR by INGLE,MICHAEL",39,,61 (+22),,POINT 39-61 (+22),,"GOOD 3PTR by INGLE,MICHAEL",2
--,"ASSIST  by WOOLEY,TORY",,,,,,,"ASSIST  by WOOLEY,TORY",2
16:29,,39,,64 (+25),"GOOD 3PTR by JONUS,JASEN",BSC 39-64 (+25),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
16:15,"MISS JUMPER by SCOTT,SHASTA",,,,,,,"MISS JUMPER by SCOTT,SHASTA",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
16:05,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
16:03,"STEAL  by WOOLEY,TORY",,,,,,,"STEAL  by WOOLEY,TORY",2
15:57,"MISS JUMPER by INGLE,MICHAEL",,,,,,,"MISS JUMPER by INGLE,MICHAEL",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
15:44,,39,,66 (+27),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 39-66 (+27),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
15:26,"GOOD JUMPER by SCOTT,SHASTA",41,,66 (+25),,POINT 41-66 (+25),,"GOOD JUMPER by SCOTT,SHASTA",2
--,"ASSIST  by WOOLEY,TORY",,,,,,,"ASSIST  by WOOLEY,TORY",2
15:15,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by WOOLEY,TORY",,,,,,,"REBOUND DEF by WOOLEY,TORY",2
15:05,"MISS 3PTR by SCOTT,SHASTA",,,,,,,"MISS 3PTR by SCOTT,SHASTA",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
14:53,,41,,68 (+27),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 41-68 (+27),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
14:42,"MISS 3PTR by SHELLEY,STEPHEN",,,,,,,"MISS 3PTR by SHELLEY,STEPHEN",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
14:36,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:34,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
14:34,"SUB IN by WHITE,KADEEM",,,,,,,"SUB IN by WHITE,KADEEM",2
14:34,"SUB IN by MILLER,JSEPH",,,,,,,"SUB IN by MILLER,JSEPH",2
14:34,"SUB IN by COOPER,CHRIS",,,,,,,"SUB IN by COOPER,CHRIS",2
14:34,"SUB OUT by WOOLEY,TORY",,,,,,,"SUB OUT by WOOLEY,TORY",2
14:34,"SUB OUT by INGLE,MICHAEL",,,,,,,"SUB OUT by INGLE,MICHAEL",2
14:34,"SUB OUT by MAHAFFEY,JEREMY",,,,,,,"SUB OUT by MAHAFFEY,JEREMY",2
14:34,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
14:34,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
14:34,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
14:34,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
14:34,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:34,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
14:34,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:34,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:34,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:34,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
14:19,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
14:16,"GOOD 3PTR by SCOTT,SHASTA",44,,68 (+24),,POINT 44-68 (+24),,"GOOD 3PTR by SCOTT,SHASTA",2
--,"ASSIST  by WHITE,KADEEM",,,,,,,"ASSIST  by WHITE,KADEEM",2
13:59,"FOUL  by WHITE,KADEEM",,,,,,,"FOUL  by WHITE,KADEEM",2
13:56,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",2
13:26,,44,,71 (+27),"GOOD 3PTR by MURPHY,NICK",BSC 44-71 (+27),,"GOOD 3PTR by MURPHY,NICK",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
13:08,"MISS LAYUP by WHITE,KADEEM",,,,,,,"MISS LAYUP by WHITE,KADEEM",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
12:59,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
12:57,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by MURPHY,NICK",,,"REBOUND OFF by MURPHY,NICK",2
12:53,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",2
12:50,"FOUL  by SCOTT,SHASTA",,,,,,,"FOUL  by SCOTT,SHASTA",2
12:50,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:50,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
12:50,"SUB IN by MAHAFFEY,JEREMY",,,,,,,"SUB IN by MAHAFFEY,JEREMY",2
12:50,"SUB IN by HARRELL,FREDDIE",,,,,,,"SUB IN by HARRELL,FREDDIE",2
12:50,"SUB OUT by SCOTT,SHASTA",,,,,,,"SUB OUT by SCOTT,SHASTA",2
12:50,"SUB OUT by MILLER,JSEPH",,,,,,,"SUB OUT by MILLER,JSEPH",2
12:35,"GOOD 3PTR by WHITE,KADEEM",47,,71 (+24),,POINT 47-71 (+24),,"GOOD 3PTR by WHITE,KADEEM",2
--,"ASSIST  by SHELLEY,STEPHEN",,,,,,,"ASSIST  by SHELLEY,STEPHEN",2
12:19,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:18,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
12:16,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
12:02,"TURNOVER  by SHELLEY,STEPHEN",,,,,,,"TURNOVER  by SHELLEY,STEPHEN",2
11:44,,47,,74 (+27),"GOOD 3PTR by MURPHY,NICK",BSC 47-74 (+27),,"GOOD 3PTR by MURPHY,NICK",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
11:36,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
11:36,"GOOD FT by MAHAFFEY,JEREMY",48,,74 (+26),,POINT 48-74 (+26),,"GOOD FT by MAHAFFEY,JEREMY",2
11:36,"GOOD FT by MAHAFFEY,JEREMY",49,,74 (+25),,POINT 49-74 (+25),,"GOOD FT by MAHAFFEY,JEREMY",2
11:36,"SUB IN by WOOLEY,TORY",,,,,,,"SUB IN by WOOLEY,TORY",2
11:36,"SUB OUT by SHELLEY,STEPHEN",,,,,,,"SUB OUT by SHELLEY,STEPHEN",2
11:36,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
11:36,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
11:36,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
11:36,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
11:29,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
11:19,,,,,"FOUL  by OLAFSSON,ODDUR",,,"FOUL  by OLAFSSON,ODDUR",2
11:19,"GOOD FT by WHITE,KADEEM",50,,74 (+24),,POINT 50-74 (+24),,"GOOD FT by WHITE,KADEEM",2
11:19,"GOOD FT by WHITE,KADEEM",51,,74 (+23),,POINT 51-74 (+23),,"GOOD FT by WHITE,KADEEM",2
10:50,,,,,"MISS 3PTR by OLAFSSON,ODDUR",,,"MISS 3PTR by OLAFSSON,ODDUR",2
--,"REBOUND DEF by HARRELL,FREDDIE",,,,,,,"REBOUND DEF by HARRELL,FREDDIE",2
10:50,"TURNOVER  by COOPER,CHRIS",,,,,,,"TURNOVER  by COOPER,CHRIS",2
10:48,,,,,"STEAL  by OLAFSSON,ODDUR",,,"STEAL  by OLAFSSON,ODDUR",2
10:40,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",2
10:40,"BLOCK  by WOOLEY,TORY",,,,,,,"BLOCK  by WOOLEY,TORY",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
10:33,"GOOD LAYUP by WHITE,KADEEM(in the paint)",53,,74 (+21),,POINT 53-74 (+21),,"GOOD LAYUP by WHITE,KADEEM(in the paint)",2
10:23,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:11,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
10:11,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
10:11,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
10:11,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
10:11,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
10:11,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
10:11,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
10:11,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
10:11,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
10:11,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
10:03,"TURNOVER  by WHITE,KADEEM",,,,,,,"TURNOVER  by WHITE,KADEEM",2
09:43,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
09:21,"MISS JUMPER by COOPER,CHRIS",,,,,,,"MISS JUMPER by COOPER,CHRIS",2
--,"REBOUND OFF by COOPER,CHRIS",,,,,,,"REBOUND OFF by COOPER,CHRIS",2
09:15,"MISS 3PTR by WOOLEY,TORY",,,,,,,"MISS 3PTR by WOOLEY,TORY",2
--,"REBOUND OFF by WHITE,KADEEM",,,,,,,"REBOUND OFF by WHITE,KADEEM",2
09:11,"GOOD LAYUP by WHITE,KADEEM(in the paint)",55,,74 (+19),,POINT 55-74 (+19),,"GOOD LAYUP by WHITE,KADEEM(in the paint)",2
08:57,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by MAHAFFEY,JEREMY",,,,,,,"REBOUND DEF by MAHAFFEY,JEREMY",2
08:42,"GOOD LAYUP by COOPER,CHRIS(in the paint)",57,,74 (+17),,POINT 57-74 (+17),,"GOOD LAYUP by COOPER,CHRIS(in the paint)",2
08:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:10,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
08:10,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
08:01,"GOOD 3PTR by COOPER,CHRIS",60,,74 (+14),,POINT 60-74 (+14),,"GOOD 3PTR by COOPER,CHRIS",2
--,"ASSIST  by HARRELL,FREDDIE",,,,,,,"ASSIST  by HARRELL,FREDDIE",2
07:40,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by WHITE,KADEEM",,,,,,,"REBOUND DEF by WHITE,KADEEM",2
07:30,"GOOD JUMPER by MAHAFFEY,JEREMY(in the paint)",62,,74 (+12),,POINT 62-74 (+12),,"GOOD JUMPER by MAHAFFEY,JEREMY(in the paint)",2
07:10,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by WHITE,KADEEM",,,,,,,"REBOUND DEF by WHITE,KADEEM",2
07:07,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
07:07,"GOOD FT by WHITE,KADEEM",63,,74 (+11),,POINT 63-74 (+11),,"GOOD FT by WHITE,KADEEM",2
07:07,"GOOD FT by WHITE,KADEEM",64,,74 (+10),,POINT 64-74 (+10),,"GOOD FT by WHITE,KADEEM",2
07:07,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
07:07,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
06:51,,,,,"TURNOVER  by KEGARISE,KEVIN",,,"TURNOVER  by KEGARISE,KEVIN",2
06:49,"STEAL  by WOOLEY,TORY",,,,,,,"STEAL  by WOOLEY,TORY",2
06:36,"GOOD LAYUP by COOPER,CHRIS(in the paint)",66,,74 (+8),,POINT 66-74 (+8),,"GOOD LAYUP by COOPER,CHRIS(in the paint)",2
06:07,,66,,77 (+11),"GOOD 3PTR by JONUS,JASEN",BSC 66-77 (+11),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
06:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:41,"GOOD JUMPER by WOOLEY,TORY(in the paint)",68,,77 (+9),,POINT 68-77 (+9),,"GOOD JUMPER by WOOLEY,TORY(in the paint)",2
05:20,"FOUL  by MAHAFFEY,JEREMY",,,,,,,"FOUL  by MAHAFFEY,JEREMY",2
05:20,,68,,78 (+10),"GOOD FT by RICHARDS,ZAC",BSC 68-78 (+10),,"GOOD FT by RICHARDS,ZAC",2
05:20,,68,,79 (+11),"GOOD FT by RICHARDS,ZAC",BSC 68-79 (+11),,"GOOD FT by RICHARDS,ZAC",2
05:20,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
05:20,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
05:20,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
05:20,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
05:13,"GOOD LAYUP by HARRELL,FREDDIE(in the paint)",70,,79 (+9),,POINT 70-79 (+9),,"GOOD LAYUP by HARRELL,FREDDIE(in the paint)",2
--,"ASSIST  by COOPER,CHRIS",,,,,,,"ASSIST  by COOPER,CHRIS",2
05:00,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
04:58,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
04:42,"MISS 3PTR by HARRELL,FREDDIE",,,,,,,"MISS 3PTR by HARRELL,FREDDIE",2
--,"REBOUND OFF by WOOLEY,TORY",,,,,,,"REBOUND OFF by WOOLEY,TORY",2
04:36,"GOOD LAYUP by WOOLEY,TORY(in the paint)",72,,79 (+7),,POINT 72-79 (+7),,"GOOD LAYUP by WOOLEY,TORY(in the paint)",2
04:30,,72,,82 (+10),"GOOD 3PTR by THOMAS,LARRY",BSC 72-82 (+10),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
04:16,"TURNOVER  by WOOLEY,TORY",,,,,,,"TURNOVER  by WOOLEY,TORY",2
04:14,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
03:43,,,,,"MISS JUMPER by HOLLAND,JASON",,,"MISS JUMPER by HOLLAND,JASON",2
--,"REBOUND DEF by WOOLEY,TORY",,,,,,,"REBOUND DEF by WOOLEY,TORY",2
03:33,"MISS 3PTR by COOPER,CHRIS",,,,,,,"MISS 3PTR by COOPER,CHRIS",2
--,"REBOUND OFF by WOOLEY,TORY",,,,,,,"REBOUND OFF by WOOLEY,TORY",2
03:27,"MISS JUMPER by WOOLEY,TORY",,,,,,,"MISS JUMPER by WOOLEY,TORY",2
--,"REBOUND OFF by MAHAFFEY,JEREMY",,,,,,,"REBOUND OFF by MAHAFFEY,JEREMY",2
03:27,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
03:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:27,"GOOD FT by MAHAFFEY,JEREMY",73,,82 (+9),,POINT 73-82 (+9),,"GOOD FT by MAHAFFEY,JEREMY",2
03:27,"GOOD FT by MAHAFFEY,JEREMY",74,,82 (+8),,POINT 74-82 (+8),,"GOOD FT by MAHAFFEY,JEREMY",2
03:15,"FOUL  by MAHAFFEY,JEREMY",,,,,,,"FOUL  by MAHAFFEY,JEREMY",2
03:12,,74,,84 (+10),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 74-84 (+10),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
03:00,"TURNOVER  by HARRELL,FREDDIE",,,,,,,"TURNOVER  by HARRELL,FREDDIE",2
02:34,,,,,"TURNOVER  by JONUS,JASEN",,,"TURNOVER  by JONUS,JASEN",2
02:32,"STEAL  by WHITE,KADEEM",,,,,,,"STEAL  by WHITE,KADEEM",2
02:29,"TURNOVER  by WHITE,KADEEM",,,,,,,"TURNOVER  by WHITE,KADEEM",2
02:27,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
02:23,,74,,87 (+13),"GOOD 3PTR by JONUS,JASEN",BSC 74-87 (+13),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
02:06,"GOOD LAYUP by HARRELL,FREDDIE(in the paint)",76,,87 (+11),,POINT 76-87 (+11),,"GOOD LAYUP by HARRELL,FREDDIE(in the paint)",2
--,"ASSIST  by WOOLEY,TORY",,,,,,,"ASSIST  by WOOLEY,TORY",2
01:44,,76,,90 (+14),"GOOD 3PTR by JONUS,JASEN",BSC 76-90 (+14),,"GOOD 3PTR by JONUS,JASEN",2
01:43,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
01:43,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
01:43,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
01:43,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
01:35,,,,,"FOUL  by OLAFSSON,ODDUR",,,"FOUL  by OLAFSSON,ODDUR",2
01:35,"GOOD FT by COOPER,CHRIS",77,,90 (+13),,POINT 77-90 (+13),,"GOOD FT by COOPER,CHRIS",2
01:35,"GOOD FT by COOPER,CHRIS",78,,90 (+12),,POINT 78-90 (+12),,"GOOD FT by COOPER,CHRIS",2
01:35,"SUB IN by SHELLEY,STEPHEN",,,,,,,"SUB IN by SHELLEY,STEPHEN",2
01:35,"SUB IN by SCOTT,SHASTA",,,,,,,"SUB IN by SCOTT,SHASTA",2
01:35,"SUB OUT by WHITE,KADEEM",,,,,,,"SUB OUT by WHITE,KADEEM",2
01:35,"SUB OUT by HARRELL,FREDDIE",,,,,,,"SUB OUT by HARRELL,FREDDIE",2
01:35,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
01:35,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
01:04,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,"REBOUND DEF by SHELLEY,STEPHEN",,,,,,,"REBOUND DEF by SHELLEY,STEPHEN",2
00:55,"MISS 3PTR by SCOTT,SHASTA",,,,,,,"MISS 3PTR by SCOTT,SHASTA",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
00:46,"FOUL  by COOPER,CHRIS",,,,,,,"FOUL  by COOPER,CHRIS",2
00:46,"SUB IN by HARRELL,FREDDIE",,,,,,,"SUB IN by HARRELL,FREDDIE",2
00:46,"SUB IN by WHITE,KADEEM",,,,,,,"SUB IN by WHITE,KADEEM",2
00:46,"SUB OUT by WOOLEY,TORY",,,,,,,"SUB OUT by WOOLEY,TORY",2
00:46,"SUB OUT by COOPER,CHRIS",,,,,,,"SUB OUT by COOPER,CHRIS",2
00:46,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
00:46,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
00:46,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
00:46,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
00:36,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
00:36,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
00:36,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
00:36,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
00:31,"FOUL  by SHELLEY,STEPHEN",,,,,,,"FOUL  by SHELLEY,STEPHEN",2
00:31,,78,,91 (+13),"GOOD FT by JONUS,JASEN",BSC 78-91 (+13),,"GOOD FT by JONUS,JASEN",2
00:31,,78,,92 (+14),"GOOD FT by JONUS,JASEN",BSC 78-92 (+14),,"GOOD FT by JONUS,JASEN",2
00:31,"SUB IN by COOPER,CHRIS",,,,,,,"SUB IN by COOPER,CHRIS",2
00:31,"SUB IN by WOOLEY,TORY",,,,,,,"SUB IN by WOOLEY,TORY",2
00:31,"SUB OUT by SHELLEY,STEPHEN",,,,,,,"SUB OUT by SHELLEY,STEPHEN",2
00:31,"SUB OUT by WHITE,KADEEM",,,,,,,"SUB OUT by WHITE,KADEEM",2
00:31,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
00:31,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
